CityTown,Location,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.,Source4,Source5,Source6,Source7
Nokomis,Nokomis Beach,FL,US,2018-08-12,FB: 327,327,,327,,,Hands Along the Water,rallying for clean water,0,rally,0,0,0,0,1,1,https://www.facebook.com/events/540605689694495/,,,,,,,
Omaha,St. Margaret's Church,NE,US,2018-08-12,FB: 19,19,,19,,,general public; seeing red nebraska ,Protest execution,0,protest,,,,,1,1,https://www.facebook.com/events/261289141266181/,,,,,,,
Palm Beach,Lake Worth Beach,FL,US,2018-08-12,FB: 67,67,,67,,,Hands Along the Water,rallying for clean water,0,rally,0,0,0,0,1,1,https://www.facebook.com/events/1941803606119351/,,,,,,,
Portland,Brick South,ME,US,2018-08-12,,,,,,,Rise Up For Roe Tour,rallying against Supreme Court nominee Brett Kavanaugh; pro-choice,1,rally,,,,,1,1,https://www.riseupforroe.com/portland/,,,,,,,
Sanibel,Sanibel Causeway,FL,US,2018-08-12,FB: 195,195,,195,,,Hands Along the Water,rallying for clean water,0,rally,0,0,0,0,1,1,https://www.facebook.com/events/582042355548051/,,,,,,,
South Whitehall,near Comfort Suites Hotel,PA,US,2018-08-12,more than 100,100,,100,,,general protestors,Rallying for police officer who shot a suspect,0,rally,0,0,0,0,1,1,https://www.lehighvalleylive.com/news/index.ssf/2018/08/100_protestors_rally_in_suppor.html,,,,,,,
South Whitehall,near Comfort Suites Hotel,PA,US,2018-08-12,na,1,,1,,,counter-protestor,counter-protesting pro-police rally,0,counter-protest,0,0,0,0,0,1,https://www.lehighvalleylive.com/news/index.ssf/2018/08/100_protestors_rally_in_suppor.html,,,,,,,
Stowe,Stowe Mountain Resort,VT,US,2018-08-12,,,,,,,general protestors,protest view that Canadian hydropower is a renewable energy source; pro-environment,0,rally,,,,,1,1,https://vtdigger.org/2018/08/10/environmental-groups-plan-protests-governors-conference/,,,first rally at New England Governors and Eastern Canadian Premiers conference,,,,
St Pete,Beach Plaza Blvd,FL,US,2018-08-12,FB: 351,351,,351,,,Hands Along the Water,rallying for clean water,0,rally,0,0,0,0,1,1,https://www.facebook.com/events/2198273903737768/,,,,,,,
Stuart,Stuart Beach,FL,US,2018-08-12,FB: 235,235,,235,,,Hands Along the Water,rallying for clean water,0,rally,0,0,0,0,1,1,https://www.facebook.com/events/252089522072930/,,,,,,,
Saint Petersburg,Johns Pass,FL,US,2018-08-12,FB: 569,569,,569,,,Hands Along the Water,rallying for clean water,0,rally,0,0,0,0,1,1,https://www.facebook.com/events/662000757520002/,,,,,,,
Bradenton Beach,Anna Maria Island,FL,US,2018-08-12,at least 500,500,,500,,,Hands Along the Water,Rallying for clean water,0,rally,0,0,0,0,1,1,https://www.bradenton.com/latest-news/article216546140.html,,,,,,,
Washington,Lafayette Square,DC,US,2018-08-12,fewer than 40; around 20,20,,40,,,white supremacists,pro-white policies,0,protest,1,0,0,0,1,1,https://www.washingtonpost.com/local/washington-readies-for-todays-planned-white-supremacist-rally-near-white-house/2018/08/12/551720c4-9c28-11e8-8d5e-c6c594024954_story.html?,https://wtop.com/local/2018/08/charlottesville-anniversary-few-arrests-peaceful-protests/slide/1/,,,,,,
Washington,Lafayette Square; other locations,DC,US,2018-08-12,thousands,2000,,2000,,,general protestors,against white supremacy,1,protest,(see above),0,0,0,0,1,https://www.washingtonpost.com/local/washington-readies-for-todays-planned-white-supremacist-rally-near-white-house/2018/08/12/551720c4-9c28-11e8-8d5e-c6c594024954_story.html?,,,(probably combines several events),,,,
Venice,Venice Beach,FL,US,2018-08-12,FB: 286,286,,286,,,Hands Along the Water,rallying for clean water,0,rally,0,0,0,0,1,1,https://www.facebook.com/events/996893833820463/,,,,,,,
Anacortes,,WA,US,2018-08-13,between 42 and 72,42,,72,,,teachers,Rallying for better wages,0,rally,0,0,0,0,1,1,https://www.goskagit.com/anacortes/news/district-employees-rally-together-for-competitive-wages/article_8ac7219e-a013-11e8-9d79-df374565280d.html,,,,,,,
Boston,Royale,MA,US,2018-08-13,,,,,,,Rise Up For Roe Tour,rallying against Supreme Court nominee Brett Kavanaugh; pro-choice,1,rally,,,,,1,1,https://www.riseupforroe.com/boston/,,,,,,,
Chicago,outside Aloha Poke headquarters,IL,US,2018-08-13,na,200,,200,,,general protestors,Protesting Aloha Poke's cease and desist orders,0,protest,0,0,0,0,1,1,https://wgntv.com/2018/08/13/activists-protest-outside-chicago-based-aloha-poke/,http://mauinow.com/2018/08/13/hundreds-join-in-demonstration-against-aloha-poke-company/,,,,,,
Cincinnati,corner of 13th and Republic street,OH,US,2018-08-13,,,,,,,Greater Cincinnati Homeless Coalition,rallying for affordable housing,0,rally,0,0,0,0,1,1,https://www.cincinnati.com/story/news/2018/08/13/cincinnati-homeless-rally-otr-monday/975465002/,,,,,,,
Guilford,in front of Guilford Town Hall ,CT,US,2018-08-13,more than 30,30,,30,,,general protestors,protesting planned euthanization of pit bull who bit local boy,1,protest,0,0,0,0,1,1,https://www.middletownpress.com/news/article/30-plus-rally-in-Guilford-to-get-pit-bull-Simon-13150653.php,,,,,,,
Lincoln,33rd and O Street,NE,US,2018-08-13,na,3,,3,,,general protestors,Protesting execution,0,protest,0,0,0,0,1,1,https://www.3newsnow.com/news/local-news/catholics-protesters-hope-to-halt-tuesday-s-execution?autoplay=true,,,count from video,,,,
Omaha,Greater Omaha Packing Co,NE,US,2018-08-13,FB: 6,6,,6,,,Omaha Animal Save,Protesting animal abuse,0,protest,0,0,0,0,1,1,https://www.facebook.com/events/2225913927694818/,,,,,,,
Stowe,Stowe Mountain Resort,VT,US,2018-08-13,,,,,,,general protestors,protest view that Canadian hydropower is a renewable energy source; pro-environment,0,rally,,,,,1,1,https://vtdigger.org/2018/08/10/environmental-groups-plan-protests-governors-conference/,,,second rally at New England Governors and Eastern Canadian Premiers conference,,,,
Utica,Liberty Bell Park,NY,US,2018-08-13,na,2000,,2000,,,Indivisible Mohawk Valley,protest Trump visit,1,protest,0,0,0,0,1,1,https://www.whec.com/news/trumps-nys-visit-/5025772/,https://www.syracuse.com/politics/index.ssf/2018/08/protests_planned_in_utica_during_trump_fundraiser_with_tenney.html,https://madisoncountycourier.com/?p=96344,outside Trump fundraiser,,,,
Watertown,Public Square,NY,US,2018-08-13,about 200,200,,200,,,general protestors,protesting Trump visit to Fort Drum,1,protest,0,0,0,0,1,1,http://www.watertowndailytimes.com/news03/before-trump-arrives-watertown-is-the-site-for-an-anti-administration-rally-20180813,,,,,,,
Colorado Springs,El Paso County Combined Courts,CO,US,2018-08-14,one person,1,,1,,,general protestors,protesting for a release of autopsy records for Deputy Micah Flick and Manuel Zetina,0,rally,0,0,0,0,1,1,https://gazette.com/news/supporters-of-man-wounded-in-police-shootout-rally-for-access/article_32069d9c-9cd9-11e8-87a8-df8644ee732e.html,https://www.csindy.com/TheWire/archives/2018/08/13/el-paso-county-coroner-report-secrecy-draws-protests,,,,,,
Kalamazoo,outside Rep Sean McCann fundraiser,NY,US,2018-08-14,na,4,,4,,,Erik's Army,Protesting county prosecutor,0,protest,0,0,0,0,1,1,https://fox17online.com/2018/08/16/eriks-army-shows-up-at-fundraiser-to-protest-lack-of-murder-charges/,,,,,,,
Greenville,Eppes Recreation Center,NC,US,2018-08-14,about 30,30,,30,,,Planned Parenthood,Rallying for reproductive rights of women,1,rally,0,0,0,0,1,1,http://www.reflector.com/News/2018/08/16/Activists-rally-around-healthcare-and-abortion-rights-in-Greenville-Town-Hall.html,,,,,,,
Portland,outside ICE facility,OR,US,2018-08-14,FB: 61,61,,61,,,faith leaders,Protesting ICE,1,protest,0,0,0,0,1,1,https://katu.com/news/local/faith-leaders-protest-at-southwest-portland-ice-headquarters,https://www.facebook.com/events/858337454356752/,,,,,,
New York,Union Square Park,NY,US,2018-08-14,FB: 8,8,,8,,,Young Progressives of America,rally to end deportation proceedings against Edison Barros,1,rally,0,0,0,0,1,1,https://www.facebook.com/events/496029924202016/,,,,,,,
Saint Paul,"Bishop Henry Whipple Building, 1 Federal Dr",MN,US,2018-08-14,,,,,,,Interfaith Coalition on Immigration,"in solidarity with migrant detainees, against inhumane detention practices, abolish ICE, keep families together",1,vigil,,,,,1,1,https://mnicom.org/programs/vigils/,https://mnicom.org/2018/08/09/august-2018-vigil/,,second Tuesday of every month,,,,
Sioux Falls,Sioux Falls Labor Temple,SD,US,2018-08-14,na,6,,6,,,"Communication Workers of America, Local 7500",protesting layoffs by Citi employees,0,protest,,,,,1,1,https://www.argusleader.com/story/news/business-journal/2018/08/14/citi-layoffs-sioux-falls-south-dakota-outsourcing/981465002/,,,Partial count estimated from video,,,,
Spokane,,WA,US,2018-08-14,,,,,,,teachers,rallying for pay increase; fully funded education,0,rally,0,0,0,0,1,1,http://www.khq.com/story/38886037/spokane-teachers-rally-for-fully-funded-education,,,,,,,
Springfield,W Farm Road,MO,US,2018-08-14,,,,,,,general protestors,Protesting low wages and unsafe conditions for DelCo workers,0,protest,0,0,0,0,1,1,https://www.news-leader.com/picture-gallery/news/local/ozarks/2018/08/14/protest-and-counter-protest-delco-construction/991008002/,,,,,,,
Springfield,W Farm Road,MO,US,2018-08-14,,,,,,,counter-protestors,counter-protesting DelCo protest,0,counter-protest,0,0,0,0,0,1,https://www.news-leader.com/picture-gallery/news/local/ozarks/2018/08/14/protest-and-counter-protest-delco-construction/991008002/,,,,,,,
Ann Arbor,,MI,US,2018-08-14,more than 100,100,,100,,,nurses,Protesting for a new contract,0,protest,0,0,0,0,1,1,https://www.michigandaily.com/section/news/nurses-protest-better-contract-michigan-medicine-ranked-one-nations-top-hospitals,,,,,,,
Colorado Springs,outside Coroner's Office,CO,US,2018-08-15,na,7,,7,,,general protestors,protesting for a release of autopsy records for Deputy Micah Flick and Manuel Zetina,0,rally,0,0,0,0,1,1,https://gazette.com/news/supporters-of-man-wounded-in-police-shootout-rally-for-access/article_32069d9c-9cd9-11e8-87a8-df8644ee732e.html,https://www.krdo.com/news/top-stories/thomas-villanueva-asks-el-paso-county-coroner-not-to-seal-autopsy-reports/781943243,,,,,,
Columbia,South Carolina State House,SC,US,2018-08-15,FB: 8,8,,8,,,Carolina Peace Resource Center,protesting the war in Yemen,1,protest; vigil,,,,,1,1,https://www.facebook.com/events/1215155808623917/,,,,,,,
Chicago,at the Aloha Poke Co. at 818 W. Fullerton Avenue,IL,US,2018-08-15,FB: 68,68,,68,,,general protestors,against Aloha Poke Co's effort to block use of word Aloha,0,protest,0,0,0,0,1,1,https://chicago.eater.com/2018/8/6/17655772/aloha-poke-co-chicago-protest-native-hawaiians,https://www.facebook.com/events/1021695271335495/,,,,,,
Hanford,outside Congressman Valadao's home,CA,US,2018-08-15,roughly 10,10,,10,,,general protestors,Protesting anti-immigrant policies,1,protest,0,0,0,0,1,1,https://www.bakersfield.com/news/politics/political-notebook-valadao-irked-by-immigration-protest-outside-his-home/article_4efc613c-a0af-11e8-97e6-cf1875806ff3.html,,,,,,,
Elyria,Ely Square,OH,US,2018-08-15,,,,,,,Fair-minded Coalition of Lorain County,rallying against confederate flag at the Lorain County Fair,0,rally,0,0,0,0,1,1,http://www.chroniclet.com/Local-News/2018/08/16/Group-vows-to-not-give-up-fight-until-Lorain-County-Fair-changes-Confederate-flag-policy.html,,,,,,,
Los Angeles,Hall of Justice,CA,US,2018-08-15,,,,,,,Black Lives Matter LA,"against police brutality, for police accountability, Black Lives Matter, against District Attorney Jackie Lacey",1,protest,,,,,1,1,https://www.cnn.com/2020/07/10/us/jackie-lacey-la-da-black-lives-matter/index.html,https://www.newyorker.com/magazine/2020/11/16/after-years-of-protests-every-wednesday-la-activists-welcome-a-new-da,,,,,,
Mishawaka,outside Rep Walorski's office,IN,US,2018-08-15,dozens,24,,24,,,general protestors,Protesting loss of health coverage,0,protest,0,0,0,0,1,1,https://www.wndu.com/content/news/Honeywell-retirees-protest-outside-Walorskis-office-490950591.html,,,,,,,
Sacramento,,CA,US,2018-08-15,roughly a dozen,12,,12,,,general protestors,Protesting McCarthy visit; Anti-Trump,1,protest,0,0,0,0,1,1,https://www.modbee.com/news/state/california/article216689875.html,,,,,,,
Salem,Yokohama Tire plant,VA,US,2018-08-15,hundreds,200,,200,,,Union Workers,Rallying for a new contract,0,rally,0,0,0,0,1,1,http://www.wdbj7.com/content/news/Salem-union-workers-rally-in-support-of-new-contract-490978191.html,,,,,,,
Santa Fe,outside Public Education Department ,NM,US,2018-08-15,about 100,100,,100,,,parents and children,protesting changes to homeschooling registration,0,protest,0,0,0,0,1,1,https://www.kob.com/new-mexico-news/parents-protest-changes-to-homeschooling-registration/5032413/?cat=500,,,,,,,
Seattle,outside district office,WA,US,2018-08-15,,,,,,,teachers,Rallying for better pay,0,rally,0,0,0,0,1,1,https://www.king5.com/article/news/local/seattle-teachers-rally-for-better-pay-fair-contracts/281-584451735,,,,,,,
Spokane,Intermodal Center,WA,US,2018-08-15,,,,,,,Planned Parenthood,Protesting ICE arrests,1,protest,0,0,0,0,1,1,https://www.krem.com/article/news/local/planned-parenthood-joins-other-community-groups-to-protest-ice-arrests/293-584497970,,,,,,,
New York,RevBilly and Stopping Choir,NY,US,2018-08-15,FB: 38,38,,38,,,Bikers Against Deportation; general protestors,Protesting ICE and immigrant family separation,1,protest,,,,,1,1,https://www.facebook.com/events/619065555129583/,,,,,,,
Washington,Dock 5,DC,US,2018-08-15,,,,,,,Rise Up for Roe Tour,rallying against Supreme Court nominee Brett Kavanaugh; pro-choice,1,rally,,,,,1,1,https://www.riseupforroe.com/dc/,,,,,,,
Austin,Brazos Hall,TX,US,2018-08-16,,,,,,,Rise Up for Roe Tour,rallying against Supreme Court nominee Brett Kavanaugh; pro-choice,1,rally,,,,,1,1,https://www.riseupforroe.com/austin/,,,,,,,
Chicago,James R. Thompson Center,IL,US,2018-08-16,FB: 230,230,,230,,,Organized Communities Against Deportations,protesting ICE and immigrant family separation,1,protest,0,0,0,0,1,1,https://www.protestchicago.com/,https://www.facebook.com/events/250766225742902/,,,,,,
Little Rock,outside State Capitol,AR,US,2018-08-16,about 150,150,,150,,,Satanic Temple,Rallying for the first Amendment; separation of church and state,0,rally; protest,0,0,0,0,1,1,https://www.kxan.com/news/national-news/satanic-temple-brings-baphomet-statue-to-arkansas-for-rally-1/1378997590,,,,,,,
Little Rock,outside State Capitol,AR,US,2018-08-16,,,,,,,counter-protestors,counter-protesting Satanic Temple rally,0,counter-protest,0,0,0,0,0,1,https://www.kxan.com/news/national-news/satanic-temple-brings-baphomet-statue-to-arkansas-for-rally-1/1378997590,,,,,,,
Harlingen,Port Harlingen facility,TX,US,2018-08-16,,,,,,,general protestors,Protesting port tax,0,protest,0,0,0,0,1,1,https://www.valleymorningstar.com/news/local_news/grassroots-protest-group-rises-to-block-port-tax/article_48a01781-37a5-5a7c-9240-47a005f4100f.html,,,,,,,
Marenisco,Marenisco Township Hall,MI,US,2018-08-16,hundreds,200,,200,,,general protestors,Protesting closure of Ojibway Correctional Facility,0,protest,0,0,0,0,1,1,https://www.uppermichiganssource.com/content/news/Marenisco-locals-protest-closing-of-Ojibway-Correctional-Facility--491068741.html,,,,,,,
Madison,Capitol Square,WI,US,2018-08-16,na,17,,17,,,nurses,Protesting Republican healthcare policy,1,protest,0,0,0,0,1,1,https://www.channel3000.com/news/democratic-nurses-protest-leah-vukmir-s-health-care-agenda-republicans-fight-back/782472425,,,,,,,
Medford,Medford DEQ Office,OR,US,2018-08-16,FB: 63,63,,63,,,general protestors,Protesting pipeline,0,protest,0,0,0,0,1,1,http://dailytidings.com/news/top-stories/pipeline-opponents-rally-in-medford,https://www.facebook.com/events/378915089181323/,,partial count from pic,,,,
New York City,Queens City Hall,NY,US,2018-08-16,hundreds,200,,200,,,Correction Officers’ Benevolent Association (COBA),rallying for protection for correction officers,0,rally,0,0,0,0,1,1,https://qns.com/story/2018/08/20/queens-councilman-joins-rally-city-hall-steps-demand-protection-correction-officers/,,,,,,,
Ocean City,Roland E Powell Convention Center,MD,US,2018-08-16,around 50,50,,50,,,general protestors,Rallying for the environment,0,rally,0,0,0,0,1,1,https://www.delmarvanow.com/story/news/local/maryland/2018/08/17/environmental-supporters-rally-boats-bay-ocean-city/1010220002/,,,,,,,
Oxnard,Dallas Cowboys Training Camp,CA,US,2018-08-16,about a dozen,12,,12,,,general protestors,Rallying in support of players taking a knee; social justice,1,rally,0,0,0,0,1,1,https://www.vcstar.com/story/news/local/communities/oxnard/2018/08/16/cowboys-camp-group-protests-backlash-over-kneeling-during-anthem/1011300002/,,,,,,,
Portland,outside ICE building,OR,US,2018-08-16,,,,,,,Interfaith Movement for Immigrant Justice,against ICE detaining immigrants,1,protest,22,0,0,0,1,1,https://www.koin.com/news/local/multnomah-county/faith-leaders-return-to-ice-for-another-protest/1407126257,,,,,,,
Austin,outside Brown-Heatly building,TX,US,2018-08-17,na,4,,4,,,state employees,protesting poor working conditions,0,protest,0,0,0,0,1,1,https://www.texastribune.org/2018/08/17/employees-protest-poor-working-conditions-state-office-buildings/,,,count from pic,,,,
Beaufort,downtown,SC,US,2018-08-17,na,6,,6,,,local business owners,Protesting business practices of Eat Sleep Play Beaufort,0,protest; march,0,0,0,0,1,1,https://www.islandpacket.com/news/business/article216875205.html,,,,,,,
Little Rock,State Capitol,AR,US,2018-08-17,about 150,150,,150,,,The Satanic Temple,protesting Ten Commandments monument on grounds that it is unconstitutional,1,protest,0,0,0,0,1,1,https://fox8.com/2018/08/19/satanic-temple-brings-baphomet-statue-to-arkansas-for-rally/,,,,,,,
Stamford,outside Purdue Pharma,CT,US,2018-08-17,about 500 people,500,,500,,,general protestors,Protesting company involvement in opioid addiction,0,protest,0,0,0,0,1,1,https://www.wtnh.com/news/hundreds-attend-opioid-addiction-protest-in-stamford-friday_20180817221211/1378783253,https://www.stamfordadvocate.com/business/article/Protest-outside-Purdue-HQ-set-for-Friday-morning-13163084.php,,,,,,
Tampa,Armature Works,FL,US,2018-08-17,about 2500,2500,,2500,,,general protestors,rally for Mayor Andrew Gillum's bid for governor,1,rally,0,0,0,0,1,1,https://www.tallahassee.com/story/news/politics/2018/08/17/sanders-campaigns-gillum-ahead-primary-election/1018484002/,,,,,,,
Austin,Texas State Capitol,TX,US,2018-08-18,FB: 125,125,,125,,,National March Against Far-Left Violence,protesting Antifa,2,protest; march,,,,,1,1,https://www.facebook.com/events/259089344824692/,,,Attendees reported seeing people being detained but Austin police reported not knowing of any. ,,,,
Austin,Texas State Capitol,TX,US,2018-08-18,"several hundred; ""far outnumbered conservative organizers""",126,,126,,,ATX Resistance Action,Protesting Patriot Prayer; anti right,1,counter-protest,,,,,0,1,https://www.facebook.com/events/2129318133976226/,,,Attendees reported seeing people being detained but Austin police reported not knowing of any. ,Count estimated based on report from police that counterprotestors significantly outnumbered protestors. ,,,
Bloomington,"Third Street, Indiana University Bloomington",IN,US,2018-08-18,around 100,100,,100,,,Shatter the Silence,raising awareness about sexual assault,1,march; rally,0,0,0,0,1,1,https://www.idsnews.com/article/2018/08/protestors-march-through-campus-for-shatter-the-silence-anti-sexual-violence-rally,,,,,,,
Boston,Boston City Hall,MA,US,2018-08-18,more than 300,300,,300,,,counter-protestors,protesting hate,1,counter-protest,0,0,0,0,1,1,https://www.msn.com/en-us/news/us/counterprotesters-meet-boston-free-speech-rally-group-at-city-hall/ar-BBM5FoW,,,,,,,
Boston,Boston City Hall,MA,US,2018-08-18,a few dozen,36,,36,,,general protestors,rally for free-speech,2,rally,0,0,0,0,1,1,https://www.msn.com/en-us/news/us/counterprotesters-meet-boston-free-speech-rally-group-at-city-hall/ar-BBM5FoW,,,,,,,
Charlotte,,NC,US,2018-08-18,FB: 14,14,,14,,,Planned Parenthood Charlotte; Planned Parenthood South Atlantic; Charlotte Pride,Pro-LGBTQ+,1,rally,,,,,1,1,https://www.facebook.com/events/2110187899249987/,,,,,,,
Columbus,Mildred Terry Library,GA,US,2018-08-18,a few,3,,3,,,One Way Ministries,"against Drag Queen Story Hour event at public library, for Christian values",2,protest,0,0,0,0,1,1,https://www.wrbl.com/news/local-news/drag-queen-story-hour-event-sparks-controversy-saturday-morning/1380979908/,,,,,,,
Concord,outside New Hampshire Statehouse,NH,US,2018-08-18,,,,,,,general protestors,Save Our Children rally; raise awareness about issues of child safety,0,rally,0,0,0,0,1,1,https://manchesterinklink.com/gubernatorial-candidate-jarvis-organizes-save-our-children-rally/,https://www.facebook.com/events/2135690140010328/permalink/2197649270481081/,,,,,,
Gainesville,downtown,FL,US,2018-08-18,about 15 to 20,15,,20,,,general protestors,rallying for Old Joe; removing confederacy references from Old Joe,1,rallying,0,0,0,0,1,1,https://www.gainesvilletimes.com/news/why-protesters-will-be-gathering-around-old-joe-saturday/,https://www.myajc.com/news/local/old-joe-confederate-statue-protest-slated-today-gainesville/f5fNGsuiD4rR3ZaLivumXJ/,,,,,,
Grand Rapids,outside Kent County Jail,MI,US,2018-08-18,FB: 72,72,,72,,,Movimiento Cosecha GR; GR Rapid Response ICE,protesting county contract with ICE,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/793271614396922/,,,,,,,
Hartford,Minuteman Park,CT,US,2018-08-18,about 250,250,,250,,,Connecticut state and federal Democratic nominees & supporters,rally for party unity,1,rally,0,0,0,0,1,1,https://www.stamfordadvocate.com/news/article/State-Democrats-rally-for-unified-cause-13165793.php,,,,,,,
Honolulu,Laniakea Beach,HI,US,2018-08-18,,,,,,,general protestors,protesting too much tourism at local beach,0,protest,0,0,0,0,1,1,https://www.khon2.com/news/local-news/north-shore-residents-hold-peaceful-protest-at-laniakea/1381181501,,,,,,,
Los Angeles,El Rey,CA,US,2018-08-18,,,,,,,Rise Up for Roe Tour,rallying against Supreme Court nominee Brett Kavanaugh; pro-choice,1,rally,,,,,1,1,https://www.riseupforroe.com/la/,,,,,,,
McAllen,Cine El Rey,TX,US,2018-08-18,na,850,,850,,,Beto O'Rourke campaign,rallying for Democratic Texas senate candidate,1,rally,0,0,0,0,1,1,https://www.themonitor.com/news/local/article_c464a014-a362-11e8-a583-9fc2f78dbee6.html,,,,,,,
New Orleans,,LA,US,2018-08-18,,,,,,,family and friends of Shawnese Lynette James,rallying against violence in the city; vigil in memory of Shawnese Lynette James,0,rally; march; vigil,0,0,0,0,1,1,https://www.wdsu.com/article/family-holds-march-to-remember-13-year-old-killed-in-driveby/22766432,,,,,,,
San Jose,San Jose McEnery Convention Center,CA,US,2018-08-18,,,,,,,Proud Boys,"against pedophelia in the sci-fi community, in solidarity with National March Against Far-Left Violence, for President Trump",2,rally,0,0,0,0,1,1,https://www.facebook.com/events/1051901954986812/,https://www.sanjoseinside.com/news/far-right-rally-faces-off-with-counter-protesters-outside-worldcon-76-in-san-jose/,https://twitter.com/berkeleyantifa/status/1031064217162539008,Predators Out Now! Patriots Rally Against Pedophiles in SciFi,,,,
San Jose,San Jose McEnery Convention Center,CA,US,2018-08-18,,,,,,,general protesters,"against racism, against fascism",1,counter-protest,0,0,0,0,0,1,https://www.sanjoseinside.com/news/far-right-rally-faces-off-with-counter-protesters-outside-worldcon-76-in-san-jose/,https://www.facebook.com/events/2209704995924860/permalink/2220333784861981/,,Hate Not Welcome in San Jose,,,,
Seattle,outside City Hall,WA,US,2018-08-18,more than 100,100,,100,,,Patriot Prayer; Washington 3 Percenters,against state gun control legislation,2,rally,unspecified,1,0,0,1,1,http://www.spokesman.com/stories/2018/aug/18/right-wing-left-wing-protesters-face-off-in-seattl/,https://www.theguardian.com/us-news/2018/aug/19/rightwing-protest-seattle-march-against-alleged-leftwing-violence,,,,,,
Seattle,outside City Hall,WA,US,2018-08-18,at least double (see above),200,,200,,,general protesters,"against Patriot Prayer, against white supremacy",1,counter-protest,unspecified,0,0,0,0,1,http://www.spokesman.com/stories/2018/aug/18/right-wing-left-wing-protesters-face-off-in-seattl/,https://www.theguardian.com/us-news/2018/aug/19/rightwing-protest-seattle-march-against-alleged-leftwing-violence,,,,,,
Spokane,Franklin Park,WA,US,2018-08-18,FB: 85,85,,85,,,Spokane Conceal and Carry Club; American Patriots the III%,against state gun control legislation,2,rally,0,0,0,0,1,1,http://www.spokesman.com/stories/2018/aug/18/gun-rights-enthusiasts-joined-by-shea-fagan-at-fra/,https://www.facebook.com/events/643599189326902/,,,,,,
Springfield,Marshall's Boston-Parker Plaza,MA,US,2018-08-18,FB: 13,13,,13,,,Massachusetts Coalition to End Puppy Mills; Western Massachusetts Animal Rights Advocates,Protesting opening of The Puppy Place and use of puppy mills,0,protest,0,0,0,0,1,1,https://www.wwlp.com/news/local-news/animal-advocates-protest-springfield-pet-store/1380557986,https://www.facebook.com/events/952023814958215/,,,,,,
Springfield,Central Square,MA,US,2018-08-18,FB: 63,63,,63,,,coalition of organizations,protesting facism,1,protest,0,0,0,0,0,1,https://www.masslive.com/expo/news/erry-2018/08/b178e83fe4605/socialist-activists-decry-fasc.html,https://www.facebook.com/events/253985308551063/,,,,,,
Tucson,Reid Park,AZ,US,2018-08-18,,,,,,,Resist Marxism; Patriot Movement AZ; National March Against Far-Left Violence ,rally against the far left,2,rally,,,,,1,1,https://www.facebook.com/events/423305841496786/,,,,,,,
West Lafayette,Purdue University,IN,US,2018-08-18,thousands,2000,,2000,,,students,protesting comedian's performance in which he harassed a female audience member,1,protest,0,0,0,0,1,1,https://www.washingtonpost.com/news/grade-point/wp/2018/08/20/comedian-faces-calls-for-boycott-after-he-goaded-a-college-student-into-touching-him-onstage/?noredirect=on&utm_term=.1ef0528be740,,,,,,,
Allentown,602 N 7th St,PA,US,2018-08-19,FB: 20,20,,20,,,Make the Road PA,rally in support of Puerto Rico post Hurricane Maria,1,rally,0,0,0,0,1,1,https://www.facebook.com/events/232124487487362/,,,,,,,
Berkeley,Sproul Plaza at UC Berkeley,CA,US,2018-08-19,about 15,15,,15,,,Direct Action Everywhere,protesting Amazon for animal abuse,1,protest,0,0,0,0,1,1,http://www.dailycal.org/2018/08/19/animal-rights-activists-protest-amazon-sale-animal-products/,,,,,,,
Boston,outside the Cathedral of the Holy Cross,MA,US,2018-08-19,na,6,,6,,,general protest,protesting sexual abuse in Catholic church,1,protest,0,0,0,0,1,1,https://www.bostonglobe.com/metro/2018/08/19/former-priest-joins-regular-protest-cathedral/mGGbxmX88dnN8qMzR4axkJ/story.html,,,,,,,
Charlotte,,NC,US,2018-08-19,FB: 14,14,,14,,,Planned Parenthood Charlotte; Planned Parenthood South Atlantic; Charlotte Pride,Pro-LGBTQ+,1,rally,0,0,0,0,1,1,https://www.facebook.com/events/2110187899249987/,,,,,,,
Chicago,from Johnson School of Excellence to Mount Sinai Hospital,IL,US,2018-08-19,more than 120,120,,120,,,general protestors,protesting death (alleged suicide) of local Black teen after he was chased by police,1,protest,0,0,0,0,1,1,http://www.chicagotribune.com/news/local/breaking/ct-met-teen-shooting-protest-20180819-story.html,,,,,,,
Goodview,down Sixth Street,MN,US,2018-08-19,40-strong,40,,40,,,Moms Demand Action for Gun Sense in America,marching for gun ownership responsibility,0,march,0,0,0,0,1,1,https://www.winonadailynews.com/news/local/parents-students-march-for-gun-ownership-responsibility-in-goodview-parade/article_a735d697-51e2-58de-ac43-185b75302379.html,,,,,,,
Longview,Longview Christian School,TX,US,2018-08-19,na,2,,2,,,The Longview Clergy Coalition and Longview Area Interdenominational Ministerial Alliance,"praying to protect students from school shootings, bullies",0,prayer rally,0,0,0,0,1,1,https://www.news-journal.com/news/local/prayer-rally-draws-no-attendees/article_d46934a6-a3f9-11e8-b1f4-8ff53f10a18c.html,,,,,,,
