CityTown,Location,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.,
Niagara Falls,corner of John B. Daly Boulevard and Buffalo Avenue,NY,US,2018-07-07,almost 200,200,,200,,,Reclaim Niagara,advocating for better use of public resources',0,rally,0,0,0,0,1,1,http://www.niagara-gazette.com/news/web_extra/reclaim-niagara-planning-july-rally/article_a097d907-eb0a-5e01-88b1-2afc8904b2f8.html,http://www.niagara-gazette.com/news/local_news/reclaim-niagara-to-rally-on-july/article_d0b83b90-55cc-56e0-864d-0e37766a02fb.html,http://niagarafallsreporter.com/message-reclaim-niagara-prior-july-28th-rally/,,
Palm Beach,Trinity Park,FL,US,2018-07-07,na,13,,13,,,March for Our Rights,pro-second amendment,2,rally,0,0,0,0,1,1,https://www.oregonlive.com/today/index.ssf/2018/07/organizers_of_pro-gun_rallies.html,,,,
Pelkie,Ottawa Sportsmen’s Club,MI,US,2018-07-07,count from pic,38,,38,,,The Ottawa Sportsmen’s Club and Baraga County Republican Party,pro-second amendment,2,rally,0,0,0,0,1,1,http://www.uppermichiganssource.com/content/news/Gun-rights-rally-to-be-held-July-7-486484361.html,http://www.mininggazette.com/news/2018/07/rallying-support-candidates-show-defense-of-gun-owners-at-ottawa-sportsmans-club/,,,
Philadelphia,"began at the Art Museum, stopped in front of City Hall, and ended at Independence Mall",PA,US,2018-07-07,FB: 102,102,,102,,,Still Marching Philadelphia,support gun control,1,march,0,0,0,0,1,1,https://whyy.org/articles/gun-control-protesters-march-through-philly-as-pro-gun-activists-gather-in-the-suburbs/,https://www.facebook.com/events/403192140179155/,,,
Phoenix,Wesley Bolin Plaza,AZ,US,2018-07-07,some 40 people; FB: 42,40,,42,,,March for Our Rights,pro-second amendment,2,rally,0,0,0,0,1,1,https://www.azcentral.com/story/news/local/phoenix/2018/07/07/march-our-rights-arizona-students-march-2nd-amendment/765391002/,https://www.facebook.com/events/2050062361916524,,,
Rochester,,NY,US,2018-07-07,na,150,,150,,,Black Lives Matter,protesting police violence,1,protest,16,0,0,0,1,1,https://slate.com/news-and-politics/2018/07/protests-in-chicago-houston-louisville-rochester-for-gun-control-abolish-ice-black-lives-matter.html,https://www.usnews.com/news/best-states/new-york/articles/2018-07-07/13-arrested-at-black-lives-matter-protest-in-rochester-ny,,,
San Diego,Waterfront Park,CA,US,2018-07-07,FB: 5; 17,5,,17,,,March for Our Rights,pro-second amendment,2,protest,0,0,0,0,1,1,https://www.facebook.com/events/1877433548953898,https://www.facebook.com/events/177033453114438/,,,
Washington,near the Capitol,DC,US,2018-07-07,a few dozen; FB: 139,36,,139,,,March for Our Rights,pro-second amendment,2,rally,0,0,0,0,1,1,https://www.oregonlive.com/today/index.ssf/2018/07/organizers_of_pro-gun_rallies.html,https://www.facebook.com/events/1796265804002569/,,,
West Chester,Chester County Courthouse,PA,US,2018-07-07,about 20; FB: 20,20,,20,,,March for Our Rights,pro-second amendment,2,protest,0,0,0,0,1,1,https://whyy.org/articles/gun-control-protesters-march-through-philly-as-pro-gun-activists-gather-in-the-suburbs/,https://www.facebook.com/events/198977350739688/,,,
Albany,Arbor Hill Park,NY,US,2018-07-07,more than 100,100,,100,,,general protestors,rallying against community violence,0,rally,0,0,0,0,1,1,https://www.news10.com/news/community-rallies-after-uptick-in-violnce-in-albany/1290853883,,,,
Appomattox,,VA,US,2018-07-08,na,100,,100,,,Charlottesville community members and delegates,Civil Rights pilgrimage,1,march; protest,,,,,,1,https://www.newsleader.com/story/news/2018/07/11/charlottesville-mayor-leads-pilgrimage-montgomery-al-lynching-memorial/774560002/,,,,
Austin,All Saints' Episcopal Church,TX,US,2018-07-08,na,10,,10,,,Westboro Baptist Church,protest of the Episcopal Church and its acceptance of LGBTQ people,0,protest,,,,,1,1,https://www.kxan.com/news/local/austin/westboro-baptist-church-to-protest-austin-churches-sunday/1284715057,,,,
Danville,,VA,US,2018-07-08,na,100,,100,,,Charlottesville community members and delegates,Civil Rights pilgrimage,1,march; protest,,,,,,1,https://www.newsleader.com/story/news/2018/07/11/charlottesville-mayor-leads-pilgrimage-montgomery-al-lynching-memorial/774560002/,,,,
Houston,City Hall,TX,US,2018-07-08,hundreds; more than 200,200,,200,,,March For Our Lives,support gun control,1,rally,0,0,0,0,1,1,https://www.khou.com/article/news/community/activists-call-for-end-to-gun-violence-in-march-for-our-lives-protest-at-houston-city-hall/285-571827147,https://www.chron.com/news/houston-texas/houston/article/Rival-rallies-planned-on-gun-rights-today-in-13058225.php,,,
Houston,City Hall,TX,US,2018-07-08,50 or 60,50,,60,,,Open Carry Texas,protest March for Our Lives,2,protest,0,0,0,0,0,1,https://www.khou.com/article/news/community/activists-call-for-end-to-gun-violence-in-march-for-our-lives-protest-at-houston-city-hall/285-571827147,https://www.chron.com/news/houston-texas/houston/article/Rival-rallies-planned-on-gun-rights-today-in-13058225.php,,,
Louisville,Sarino Restaurant,KY,US,2018-07-08,na,8,,8,,,Occupy ICE; general protestors,protesting Mitch McConnell; calling on McConnell to abolish ICE,1,protest,0,0,0,0,1,1,https://www.courier-journal.com/story/news/politics/2018/07/09/mitch-mcconnell-heckled-louisville-restaurant-again/767148002/,,,Partial count estimated from video,
Louisville,Immigration and Customs Enforcement building at 7th and Broadway,KY,US,2018-07-08,nearly 200,200,,200,,,Occupy ICE,protesting Trump's zero-tolerance immigration policy,1,protest,0,0,0,0,1,1,https://slate.com/news-and-politics/2018/07/protests-in-chicago-houston-louisville-rochester-for-gun-control-abolish-ice-black-lives-matter.html,,,,
Pittsburgh,Route 30,PA,US,2018-07-08,dozens,24,,24,,,general Protestors,protesting police violence,1,protest,1,0,0,0,1,1,http://www.post-gazette.com/news/crime-courts/2018/07/08/Rally-for-social-justice-Antwon-Road-blocking-traffic-on-Route-30/stories/201807080117,https://slate.com/news-and-politics/2018/07/protests-in-chicago-houston-louisville-rochester-for-gun-control-abolish-ice-black-lives-matter.html,,,
Rock Island,Rock Island County Courthouse,IL,US,2018-07-08,about 40,40,,40,,,general ralliers,rallying to save courthouse,0,rally,0,0,0,0,1,1,https://qctimes.com/news/local/ri-co-rally-backs-saving-courthouse/article_e10be25d-4f8e-5b88-8e96-bc24870f0412.html,,,,
Saratoga Springs,Congress Park,NY,US,2018-07-08,30 to 40,30,,40,,,general protestors,protesting ICE,1,protest,0,0,0,0,1,1,https://dailygazette.com/article/2018/07/08/spa-city-ice-protest-unites-rookie-and-veteran-organizers,,,,
Anchorage,outside U.S. Sen. Lisa Murkowski’s office,AK,US,2018-07-09,about 75,75,,75,,,general protestors,protesting Trump's Supreme Court nominee,1,protest,0,0,0,0,1,1,https://www.adn.com/politics/2018/07/09/protesters-rally-at-murkowskis-office-over-supreme-court-pick/,,,,
Arnold,the Arnold Social and Training Center,PA,US,2018-07-09,,,,,,,Concerned People of Color of Arnold and New Kensington,calling for resignation of mayor Karen Peconi,1,protest,,,,,1,1,https://triblive.com/local/allegheny/13849053-74/arnold-council-meeting-to-see-protest-petition-for-mayors-resignation,,,,
Chicago,Daley Plaza,IL,US,2018-07-09,,,,,,,Pro-Life Action League,anti-abortion,2,rally,,,,,1,1,https://prolifeaction.org/event/truthtour2018/,,,,
Chicago,Art Institute,IL,US,2018-07-09,,,,,,,Pro-Life Action League,anti-abortion,2,rally,,,,,0,1,https://prolifeaction.org/event/truthtour2018/,,,,
Chicago,Union Station and Ogilvie Station,IL,US,2018-07-09,,,,,,,Pro-Life Action League,anti-abortion,2,rally,,,,,0,1,https://prolifeaction.org/event/truthtour2018/,,,,
Columbus,across from City Hall,OH,US,2018-07-09,approximately 100-150,100,,150,,,Earth First! and the American Indian Movement of Ohio,Protesting ICE,1,protest,12,0,0,0,1,1,https://www.newsobserver.com/news/politics-government/national-politics/article214557445.html,https://twitter.com/ColumbusPolice/status/1016394500418174977?ref_src=twsrc%5Etfw%7Ctwcamp%5Etweetembed%7Ctwterm%5E1016394500418174977&ref_url=http%3A%2F%2F614now.com%2F2018%2Fnews%2Fthe-whole-world-is-watching-rally-to-abolish-ice-takes-over-downtown,https://www.nbc4i.com/news/local-news/ice-protesters-block-streets-in-downtown-columbus/1291537393,,
Greensboro,,NC,US,2018-07-09,na,100,,100,,,Charlottesville community members and delegates,Civil Rights pilgrimage,1,march; protest,,,,,1,1,https://www.newsleader.com/story/news/2018/07/11/charlottesville-mayor-leads-pilgrimage-montgomery-al-lynching-memorial/774560002/,,,,
Kingsland,City Hall,GA,US,2018-07-09,about 25,25,,25,,,general protestors,Protesting police shooting of unarmed black man,1,protest,0,0,0,0,1,1,https://thebrunswicknews.com/news/local_news/residents-protest-shooting-by-kingsland-police-officer/article_466b52e4-7c78-5b44-a0b7-87d07595d931.html,http://www.augustachronicle.com/news/20180714/georgia-officer-charged-but-anger-over-shooting-lingers,https://www.news4jax.com/news/georgia/protests-over-kingsland-police-officer-killing-man-grow,plan to continue every day until someone from city hall speaks to them,
Lansing,Lansing City Hall,MI,US,2018-07-09,,,,,,,general protestors,protesting possible closure of Lansing City Market,0,protest,0,0,0,0,1,1,https://www.lansingstatejournal.com/picture-gallery/news/local/2018/07/09/protesters-rally-against-lansing-city-markets-closure/36734673/,,,,
Lincoln,outside Governor's Mansion,NE,US,2018-07-09,na,5,,5,,,general protestors,Protesting the death penalty in Nebraska,0,protest,0,0,0,0,1,1,https://www.omaha.com/columnists/plus/grace--year-old-a-believer-in-long-shots-rallies/article_ab5bc8ee-242d-53d6-9860-b9acf2fc8cd3.html,,,Partial count based on photo,
Milwaukee,Harvest Learning Center near 72nd and Burleigh ,WI,US,2018-07-09,,,,,,,Rahzeena Hamilton and some of her family members ,protesting daycare center after alleged abuse,0,protest,0,0,0,0,1,1,https://fox6now.com/2018/07/09/mother-others-protest-outside-day-care-after-alleged-abuse-i-want-this-building-to-get-shut-down/,,,,
Naperville,Naperville Riverwalk,IL,US,2018-07-09,as many as 14,1,,14,,,general protestors,support democracy; oppose Trump administration,1,protest,0,0,0,0,1,1,http://www.chicagotribune.com/suburbs/naperville-sun/news/ct-nvs-riverwalk-meeting-election-peck-st-0722-story.html,,,plans to protest every day until November 6,
Newburgh,Newburgh's Activity Center,NY,US,2018-07-09,,,,,,,firefighters and supporters,protesting budget freeze and potential layoff of firefighters,0,protest,0,0,0,0,1,1,http://www.recordonline.com/news/20180710/newburgh-firefighters-protest-talk-of-possible-cuts,,,,
New Hanover County,outside courthouse,NC,US,2018-07-09,,,,,,,bird rescue activists,protesting duck hoarder,0,protest,0,0,0,0,1,1,https://www.wwaytv3.com/2018/07/09/bird-rescue-activists-protest-alleged-duck-hoarders-court-appearance/,,,,
Newark,outside Tania Roth’s laboratory at University of Delaware; 63 E. Delaware Ave.,DE,US,2018-07-09,count from pic,7,,7,,,PETA,against use of rats in experiments,0,protest,0,0,0,0,1,1,https://www.peta.org/media/news-releases/giant-rat-to-protest-cruel-experiments-at-university-of-delaware/,https://www.newarkpostonline.com/news/peta-protests-ud-professor-s-research-on-rats/article_5a8e0054-fcea-5ce1-a676-7c658324f16b.html,,,
New York,outside Trump Tower,NY,US,2018-07-09,,,,,,,general protestors,protesting nomination of Brett Kavanaugh as Supreme Court Justice,1,protest,7,0,0,0,1,1,https://www.amny.com/news/politics/jumaane-williams-1.19736440,,,,
Portland,U.S. Immigration and Customs Enforcement headquarters,OR,US,2018-07-09,,,,,,,general Protestors,Protesting ICE,1,protest,3,0,2,0,1,1,http://www.foxnews.com/us/2018/07/09/tensions-flare-at-oregon-immigration-protest-officers-hurt.html,,,part of Occupy ICE PDX protest that ran from 06-17-2018 to 07-25-2018,
San Antonio,Across the street from La Trinidad United Methodist Church,TX,US,2018-07-09,about a dozen,12,,12,,,Open Carry Texas,protest March for Our Lives,2,protest,0,0,0,0,1,1,https://www.houstonpublicmedia.org/articles/news/2018/07/11/295237/road-to-change-students-set-sights-on-gun-control-in-texas/,,,,
San Francisco,in front of the Salesforce headquarters,CA,US,2018-07-09,about 25,25,,25,,,general protestors,protesting company's contract with the U.S. Customs and Border Protection agency,1,protest,0,0,0,0,1,1,https://www.thehour.com/technology/businessinsider/article/Activists-marched-outside-of-the-Salesforce-13061390.php,,,,
San Francisco,Immigration and Customs Enforcement,CA,US,2018-07-09,about 20; nearly 40,20,,40,,,general Protestors,protesting ICE,1,protest,39,0,0,0,1,1,https://sanfrancisco.cbslocal.com/2018/07/09/occupy-ice-protest-encampment-cleared/,,,Ran from 07-01-2018 to 07-09-2018; arrests took place on 07-09-2018,
Syracuse,outside the Institute of Technology at Central High School,NY,US,2018-07-09,about 100,100,,100,,,general Protestors,protesting family separation at appearance by Ivanka Trump,1,protest,0,0,0,0,1,1,http://thehill.com/blogs/blog-briefing-room/news/396253-protesters-confront-ivanka-about-family-separation,https://www.syracuse.com/politics/index.ssf/2018/07/protest_ivanka_trump_syracuse_school.html,,,
Waco,Heritage Square to Bill Flores office to Waco Sheriff's Department,TX,US,2018-07-09,FB: 17,17,,17,,,Waco Immigrants Alliance,protesting ICE; family separation,1,protest; march,0,0,0,0,1,1,https://www.facebook.com/events/235711580555031/,https://www.facebook.com/events/2033318633409953/,,,
Washington,U.S. Supreme Court,DC,US,2018-07-09,hundreds,200,,200,,,general Protestors,protesting nomination of Brett Kavanaugh as Supreme Court Justice,1,protest,0,0,0,0,1,1,https://www.usatoday.com/story/news/2018/07/09/hundreds-protest-supreme-court-after-trump-nominates-kavanaugh/767834002/,,,,
Westover,intersection of Route 13 and Revells Neck Road,MD,US,2018-07-09,na,25,,25,,,general protestors,protesting understaffing at Eastern Correctional Facility,1,protest; rally,0,0,0,0,1,1,https://www.delmarvanow.com/story/news/local/maryland/2018/07/09/support-eci-rally-brings-awareness-prisons-staffing-issues/759130002/,,,Partial count estimated from pictures,
Albuquerque,outside the Simms building,NM,US,2018-07-10,about 20,20,,20,,,general protestors,protesting nomination of Brett Kavanaugh as Supreme Court Justice,1,protest,,,,,1,1,https://www.koat.com/article/albuquerque-protesters-rally-against-kavanaugh-appointment/22109156,https://www.abqjournal.com/1194976/resist-trump-tuesday-targets-supreme-court-nominee.html,,,
Arlington Heights,Rand Road and Arlington Heights Road,IL,US,2018-07-10,,,,,,,Pro-Life Action League,anti-abortion,2,rally,,,,,1,1,https://prolifeaction.org/event/truthtour2018/,,,,
Atlanta,,GA,US,2018-07-10,na,100,,100,,,Charlottesville community members and delegates,Civil Rights pilgrimage,1,march; protest,,,,,1,1,https://www.newsleader.com/story/news/2018/07/11/charlottesville-mayor-leads-pilgrimage-montgomery-al-lynching-memorial/774560002/,,,,
Baltimore,100 S. Charles Street,MD,US,2018-07-10,,,,,,,Indivisible,protesting nomination of Brett Kavanaugh as Supreme Court Justice,1,protest,,,,,1,1,https://savescotus.indivisible.org/#lp-code-141,,,,
Bismarck,outside office of Sen. Heidi Heitkamp,ND,US,2018-07-10,,,,,,,general protestors,protesting Sen. Heitkamp's stance on abortion; anti-abortion,0,protest,0,0,0,0,1,1,http://www.wday.com/news/government-and-politics/4470446-battle-supreme-court-begins-heitkamp-faces-protests-ads,,,,
Buckhead,outside David Perdue's Buckhead office,GA,US,2018-07-10,FB: 37,37,,37,,,Resist Trump Tuesdays Atlanta; Alliance for Black Lives; Georgia Alliance for Social Justice,Protesting nomination of Brett Kavanaugh as Supreme Court Justice; calling on GA Senators to oppose nominee,1,protest; rally,0,0,0,0,1,1,https://www.facebook.com/events/223101031649522/,https://www.mdjonline.com/neighbor_newspapers/northside_sandy_springs/news/progressive-groups-hosting-buckhead-rally-on-trump-s-u-s/article_eb8f589e-8447-11e8-8a2b-1b8e4e94542d.html,,,
Chicago,Kluczynski Federal Building,IL,US,2018-07-10,FB: 25,25,,25,,,general Protestors,protesting nomination of Brett Kavanaugh as Supreme Court Justice,1,protest,,,,,1,1,https://www.facebook.com/events/2109525972651901/,,,,
Detroit,Detroit office of Michigan Chamber of Commerce chairman Mark Davidoff,MI,US,2018-07-10,nearly 50,50,,50,,,Represent.Us,rallying against gerrymandering,0,rally,0,0,0,0,1,1,https://www.metrotimes.com/news-hits/archives/2018/07/10/anti-gerrymandering-group-stages-protest-as-lawsuit-advances-to-mi-supreme-court,https://www.mlive.com/news/detroit/index.ssf/2018/07/protesters_to_chamber_drop_law.html,,,
Dixon,Dixon City Hall,CA,US,2018-07-10,FB: 251,251,,251,,,general protestors,Calling for Vice Mayor Ted Hickman to resign,0,protest,0,0,0,0,1,1,https://sacramento.cbslocal.com/2018/07/10/dixon-vice-mayor-spam/,https://www.facebook.com/events/254911365092545/,,,
El Paso,outside El Paso Community Foundation,TX,US,2018-07-10,count from video,5,,6,,,Open Carry Texas,protest March for Our Lives,2,protest,0,0,0,0,1,1,https://www.lcsun-news.com/story/news/local/el-paso/2018/07/11/parkland-school-shooting-survivors-visit-el-paso-panel-gun-control/774759002/,,,,
Frankfort,Capitol building,KY,US,2018-07-10,about 25,25,,25,,,Poor People's Campaign,Protesting Medicaid cuts,1,protest,,,,,1,1,https://www.courier-journal.com/story/news/politics/2018/07/10/poor-peoples-campaign-allowed-into-kentucky-capitol/771176002/,,,,
Glendora,Glendora City Council,CA,US,2018-07-10,,,,,,,general protestors,protesting closed-door vote to oppose sanctuary state ruling,1,protest,,,,,1,1,https://www.pasadenastarnews.com/2018/07/11/locals-protest-glendoras-closed-door-vote-to-oppose-sanctuary-state-law/,,,,
Gulfport,,MS,US,2018-07-10,,,,,,,Planned Parenthood Southeast,protesting nomination of Brett Kavanaugh as Supreme Court Justice,1,rally,,,,,1,1,https://www.clarionledger.com/story/news/2018/07/10/trump-supreme-court-pick-draws-protest-rallies-mississippi/773031002/,,,,
