CityTown,Location,County,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro2Anti1,EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,MacroEvent,Misc.,TearGas,Source1,Source2,Source3,Source4,Source5,Source6,Source7,Source8,Source9,Source10,Source11,Source12,,,,,,,
Pasco,N 20th Ave and W Court St,,WA,US,2020-12-19,,,,,,,general protesters,"against Black Lives Matter, for execution of Brandon Bernard, Brandon was a murderer, BLM celebrates evil",2,counter-protest,0,0,0,0,0,1,20201219-pasco-brandonbernard,stood with signs across street from demonstrators,,https://www.yaktrinews.com/pasco-protest-disproportionate-sentencing-counter-protest/,https://twitter.com/ellienw_news/status/1340401759940833280,,,,,,,,,,,,,,,,,
Phoenix,Arizona State Capitol,,AZ,US,2020-12-19,count video,200,,200,,,Stop the Steal,"for President Trump, against election fraud",2,protest,0,0,0,0,1,1,,Stop the Steal,,https://twitter.com/FordFischer/status/1341026602898100224,https://twitter.com/MichaelCoudrey/status/1340377883345362950,https://twitter.com/ali/status/1339664944896348160,,,,,,,,,,,,,,,,
Portales,Courthouse Cafe,,NM,US,2020-12-19,several dozen,36,,36,,,general protesters,against state public health orders in response to coronavirus pandemic,2,protest,0,0,0,0,1,1,,,,https://www.easternnewmexiconews.com/story/2020/12/20/news/courthouse-cafe-site-of-protest/167377.html,,,,,,,,,,,,,,,,,,
Raleigh,North Carolina State Capitol,,NC,US,2020-12-19,count pic,15,,20,,,general protesters,"for President Trump, against election fraud, for patriotism, for freedom",2,rally,0,0,0,0,1,1,20201219-raleigh-stopthesteal,heckled and threatened counter-protesters; homophobic and misogynistic remarks,,https://twitter.com/AylingLindsay/status/1340367443789832192,,,,,,,,,,,,,,,,,,
Raleigh,North Carolina State Capitol,,NC,US,2020-12-19,,,,,,,general protesters,against President Trump,1,counter-protest,0,0,0,0,0,1,20201219-raleigh-stopthesteal,verbal clashes with protesters,,https://twitter.com/AylingLindsay/status/1340367443789832192,,,,,,,,,,,,,,,,,,
Ringgold,Colonnade Center,,GA,US,2020-12-19,at least 200,200,,200,,,general protesters,for Republican candidates for U.S. Senate,2,rally,0,0,0,0,1,1,,Feat. Donald Trump Jr.,,https://newschannel9.com/news/beyond-the-podium/donald-trump-jr-to-hold-rally-in-catoosa-county-saturday,https://fintechzoom.com/fintech_news_donald-trump/donald-trump-jr-rallies-in-ringgold/,,,,,,,,,,,,,,,,,
Riverhead,"795 Old Country Rd; East Hampton, NY; South Hampton, NY; Hampton Bay, NY; Flanders, NY",,NY,US,2020-12-19,,,,,,,general protesters,"for President Trump, against election fraud",2,caravan,,,,,1,1,,MAGA Parade,,https://www.msn.com/en-us/news/politics/new-east-end-trump-car-parade-toy-drive-set-to-cross-east-end/ar-BB1c3vjX,,,,,,,,,,,,,,,,,,
Rockford,Rockford City Hall,,IL,US,2020-12-19,,,,,,,May 30th Alliance,"against racism, against police violence, for justice for Tyris Jones, for dropping charges against protesters",1,occupation,,,,,1,1,,no social media traces available in Sept 2021 again until June 2021,,https://twitter.com/OccupyRKFD/status/1329884344480112651,,,,,,,,,,,,,,,,,,
Sacramento,California State Capitol,,CA,US,2020-12-19,count video,60,,80,,,general protesters,"for President Trump, against election fraud, for freedom",2,rally; march,unspecified,unspecified,unspecified,0,1,1,20201219-sacramento-stopthesteal,multiple violent skirmishes between protesters and counter-protesters,,https://twitter.com/BGOnTheScene/status/1340389871467155458,https://twitter.com/BGOnTheScene/status/1340409356609748992,https://www.washingtontimes.com/news/2020/dec/19/police-make-arrests-in-sacramento-election-protest/,https://www.kcra.com/article/rolling-road-closures-groups-demonstrators-march-in-downtown-sac/35021052,https://www.sacbee.com/news/local/crime/article247978075.html,https://www.abc10.com/article/news/local/sacramento/2-groups-clash-at-state-capitol-again/103-dc1f898f-6d95-4d18-9d88-9f8f6d45a600,,,,,,,,,,,,,
Sacramento,California State Capitol,,CA,US,2020-12-19,,,,,,,general protesters,"against President Trump, against racism",1,counter-protest,unspecified,unspecified,unspecified,0,0,1,20201219-sacramento-stopthesteal,multiple violent skirmishes between protesters and counter-protesters,,https://www.washingtontimes.com/news/2020/dec/19/police-make-arrests-in-sacramento-election-protest/,https://www.kcra.com/article/rolling-road-closures-groups-demonstrators-march-in-downtown-sac/35021052,,,https://www.sacbee.com/news/local/crime/article247978075.html,,,,,,,,,,,,,,
Sacramento,Sacramento State University to Highway 50,,CA,US,2020-12-19,"over 1,000",1000,,1000,,,general protesters,in solidarity with striking farmers in India,0,caravan,0,0,0,0,0,1,,,,https://twitter.com/BGOnTheScene/status/1340405425024339968,https://twitter.com/BGOnTheScene/status/1340403276735340545,https://twitter.com/BGOnTheScene/status/1340399889411235840,https://twitter.com/BGOnTheScene/status/1340459168591855619,https://news.yahoo.com/affects-lives-many-people-indian-011918437.html,https://web.archive.org/web/20210128201651/https://www.sacbee.com/news/local/article248005290.html,,,,,,,,,,,,,
Saint Paul,3965 Eagan Outlets Pkwy,,MN,US,2020-12-19,close to 100,100,,100,,,Minnesota Youth for Justice; Communities United Against Police Brutality; Move for Justice News; Revolutionary Sound; On Site Public Media,"against racism, against police violence, for justice for Isak Aden",1,caravan,0,0,0,0,1,1,,Justice for Isak Aden Caravan,,https://www.facebook.com/events/4686385681435682/,https://twitter.com/MnUrising/status/1340416390885421059,https://twitter.com/MrNikoG/status/1340542889416400896,,,,,,,,,,,,,,,,
Saint Paul,Minnesota State Capitol,,MN,US,2020-12-19,about 150,150,,150,,,general protesters,"for President Trump, against election fraud",2,rally,0,0,0,0,0,1,,Hold the Line,,https://twitter.com/MNUnitedAF/status/1340359769148821505,https://twitter.com/NatalinaWineMix/status/1340417218979516418,https://twitter.com/daviss/status/1340473985365127169,,,,,,,,,,,,,,,,
Saint Paul,Summit Overlook Park,,MN,US,2020-12-19,count pic,60,,70,,,general protesters,"for abolishing police, for abolishing prisons, against fascism, against white supremacy, for native peoples' rights, against pipelines, for environmental protection",1,rally,0,0,0,0,0,1,,Freeze Out Fascism!,,https://twitter.com/MNUnitedAF/status/1339647051370541056,https://twitter.com/MNUnitedAF/status/1340359769148821505,https://twitter.com/MnUrising/status/1340364988326830081,https://twitter.com/yelloehelmet/status/1340479702306336770,https://twitter.com/daviss/status/1340473985365127169,,,,,,,,,,,,,,
Salt Lake City,3981 Wasatch Blvd,,UT,US,2020-12-19,,,,,,,Utah Patriots,"for President Trump, for freedom",2,caravan,,,,,1,1,,White Elephant Trump Parade,,https://www.utahpatriots.com/events/whiteelephanttrumpparade,,,,,,,,,,,,,,,,,,
San Diego,"Del Mar Heights Rd & El Camino Real, Carmel Valley",,CA,US,2020-12-19,,,,,,,Carmel Valley for Equal Justice,"against racism, against police violence, Black Lives Matter, equal justice for all now, end qualified immunity",1,demonstration,,,,,1,1,,,,https://www.delmartimes.net/news/story/2021-05-23/carmel-valley-floyd-rallies,,,,,,,,,,,,,,,,,,
Savannah,Garden City Stadium,,GA,US,2020-12-19,hundreds,200,,200,,,general protesters,for Democratic candidates for U.S. Senate,1,rally,0,0,0,0,1,1,,,,https://www.news4jax.com/news/georgia/2020/12/19/us-senate-candidates-spend-saturday-wooing-southeast-georgia-voters/,https://www.savannahtribune.com/articles/its-time-to-vote-rally-for-ossoff-warnock-held-in-savannah/,,,,,,,,,,,,,,,,,
Seattle,Occidental Square,,WA,US,2020-12-19,,,,,,,Dexmaamxsgism Da Libaalx,"against racist and colonial government, against racist laws, for abolishing the United States, for native peoples' sovereignty",1,demonstration,,,,,1,1,,,,https://www.instagram.com/p/CI7fQ0HJQCK/,,,,,,,,,,,,,,,,,,
Sherman Oaks,"Sherman Oaks Galleria, Sepulveda Blvd and Ventura Blvd",CA,CA,US,2020-12-19,,,,,,,The Valley of Change,"Black Lives Matter, against police brutality",1,demonstration,,,,,1,1,,,,https://twitter.com/ACatWithNews/status/1423588411227611136,,,,,,,,,,,,,,,,,,
Soledad,Salinas Valley State Prison and Correctional Training Facility,,CA,US,2020-12-19,about a dozen,12,,12,,,family members,for releasing prisoners and improving safety inside prisons during coronavirus pandemic,0,protest,0,0,0,0,1,1,,,,https://twitter.com/PincheeeVanessa/status/1337195327896440832,https://kingcityrustler.com/soledad-prison-tackles-covid-19-outbreak-as-families-protest-over-health-concerns/,,,,,,,,,,,,,,,,,
Springfield,Illinois Governor's Mansion,,IL,US,2020-12-19,about 100,100,,100,,,Central Illinois Licensed Beverage Association,for reopening businesses in the hospitality industry during coronavirus pandemic,0,eat-in; rally,0,0,0,0,1,1,,Save Our Jobs Rally,,https://www.sj-r.com/story/news/2020/12/19/bar-restaurant-owners-employees-protest-outside-governors-mansion/3978317001/,https://www.facebook.com/events/1186998408361576/,https://newschannel20.com/news/local/restaurant-and-bar-owners-protest-outside-the-governors-mansion,https://www.pjstar.com/story/news/2020/12/20/covid-19-illinois-protesters-criticize-pritzker-springfield/3982770001/,https://www.lincolncourier.com/story/news/2020/12/20/bar-restaurant-owners-employees-protest-outside-governors-mansion/3982492001/,,,,,,,,,,,,,,
Staunton,Middle River Regional Jail,,VA,US,2020-12-19,count video,10,,25,,,general protesters,for safer conditions for jail inmates during coronavirus pandemic,0,protest,0,0,0,0,1,1,,,,https://www.whsv.com/2020/12/20/community-members-protest-conditions-at-middle-river-regional-jail/,https://www.nbc29.com/2020/12/19/protesters-call-better-conditions-middle-river-regional-jail/,https://newsvirginian.com/news/local/my-animals-get-treated-better-than-these-inmates-do-community-members-hold-peaceful-protest-at/article_058a6eca-425d-11eb-be19-5ba9b9cff68d.html,,,,,,,,,,,,,,,,
Streetsboro,Walgreens,,OH,US,2020-12-19,,,,,,,general protesters,"against COVID-19 vaccine, against abortion",2,protest,0,0,0,0,1,1,,,,https://www.beaconjournal.com/story/news/2020/12/19/abortion-protesters-demonstrate-against-vaccine/3974459001/,,,,,,,,,,,,,,,,,,
Swampscott,"near homes of Governer Baker, House Speaker Robert DeLeo, and Senate President Karen Spilka",,MA,US,2020-12-19,count video,20,,30,,,general protesters,"against racism, for passage of police reform bill, against governor's amendments to police reform bill",1,demonstration,0,0,0,0,1,1,,Light the Way to Racial Justice,,https://www.bostonglobe.com/2020/12/19/metro/faith-groups-rally-racial-justice-state-leaders-homes/,https://news.yahoo.com/protesters-push-police-reform-become-031522649.html,,,,,,,,,,,,,,,,,
Syracuse,Billings Park,,NY,US,2020-12-19,about 20,20,,20,,,Syracuse Tenants Union; Party for Socialism and Liberation,for cancelling rent and moratorium on evictions during coronavirus pandemic,0,rally,0,0,0,0,1,1,,,,http://dailyorange.com/2020/12/syracuse-residents-rally-eviction-covid-19/,,,,,,,,,,,,,,,,,,
Tallahassee,online,,FL,US,2020-12-19,,,,,,,Tallahassee Dream Defenders,"in remembrance of Jamee Johnson, against police violence, Black Lives Matter",1,virtual vigil,,,,,1,1,,,,https://www.instagram.com/p/CI1PH2XlThZ/,,,,,,,,,,,,,,,,,,
Thousand Oaks,600 W Hillcrest Dr,,CA,US,2020-12-19,about 20,20,,20,,,general protesters,against coronavirus mask mandates,2,protest,0,0,0,0,1,1,,,,https://www.vcstar.com/story/news/local/communities/conejo-valley/2020/12/20/sprouts-thousand-oaks-location-site-mask-protest/3986717001/,,,,,,,,,,,,,,,,,,
Tuscaloosa,Tuscaloosa County Courthouse,,AL,US,2020-12-19,about 50,50,,50,,,general protesters,"for safer conditions for detainees in Tuscaloosa County Jail during coronavirus pandemic, for releasing data on severity of coronavirus outbreak in the jail",0,protest,0,0,0,0,1,1,,Tuscaloosa Jail Protest,,https://cw.ua.edu/71732/news/release-the-truth-protesters-march-for-covid-19-jail-data/,https://www.wbrc.com/2020/12/18/protest-planned-over-failure-release-info-about-covid-tuscaloosa-county-jail/,https://patch.com/alabama/tuscaloosa/protesters-march-against-tusco-sheriff-demand-covid-19-jail-data,https://www.facebook.com/events/216394516614768/,,,,,,,,,,,,,,,
Union,"outside the legislative offices of Senator Joseph Cryan, Assemblywoman Annette Quijano, and Assemblyman Jamel Holley",,NJ,US,2020-12-19,over 50,50,,50,,,Working Together for New Jersey,"against abortion, against NJ Reproductive Freedom Act",2,protest,0,0,0,0,1,1,,,,https://www.tapinto.net/towns/union/sections/government/articles/pro-life-protest-outside-20th-legislative-district-office-saturday,,,,,,,,,,,,,,,,,,
Waco,Kendrick Park,,TX,US,2020-12-19,,,,,,,general protesters,"for justice for Daylen Cervantez, against gun violence",0,rally,0,0,0,0,1,1,,,,https://www.kwtx.com/2020/12/20/waco-speak-up-for-daylen-advocates-against-gun-violence/,,,,,,,,,,,,,,,,,,
Warrenton,Courthouse Square,,VA,US,2020-12-19,,,,,,,"Fauquier NAACP; League of Women Voters of the Fauquier and Prince William Area; Virginia Interfaith Center for Public Policy, Northern Piedmont chapter; Afro-American Historical Association of Fauquier County; Piedmont Race Amity Project",Black Lives Matter,1,vigil,,,,,1,1,,,,https://www.fauquier.com/news/photos-saturdays-march-for-black-lives-marks-1-year-since-first-blm-protest-in-warrenton/article_cc400d8a-c657-11eb-abaf-5356e970b69f.html,,,,,,,,,,,,,,,,,,1
Washington,"Washington DC Metropolitan Police Department-Fourth District, 6001 Georgia Ave NW",,DC,US,2020-12-19,count video,40,,60,,,general protesters,"against racism, against police violence, for police accountability, for justice for Karon Hylton",1,demonstration,2,0,0,0,1,1,,,1,https://www.washingtonpost.com/local/karon-hyltons-mother-arrested-at-protest-outside-dc-police-station/2020/12/20/b63ceea4-4303-11eb-a277-49a6d1f9dff1_story.html,https://twitter.com/ChuckModi1/status/1340468013804507137,https://twitter.com/LiteraryMouse/status/1340493358356164608,https://twitter.com/ChuckModi1/status/1340468013804507137,https://twitter.com/blackhousenew/status/1340462630637486080,IG @all_out_dc,,,,,,,,,,,,,
Waycross,,,GA,US,2020-12-19,,,,,,,general protesters,for Kelly Loeffler for U.S. Senate,2,rally,0,0,0,0,1,1,,,,https://www.news4jax.com/news/georgia/2020/12/19/us-senate-candidates-spend-saturday-wooing-southeast-georgia-voters/,,,,,,,,,,,,,,,,,,
Winthrop,near home of State House Speaker Robert DeLeo,,MA,US,2020-12-19,,,,,,,general protesters,"against racism, for passage of police reform bill, against governor's amendments to police reform bill",1,demonstration,0,0,0,0,1,1,,Light the Way to Racial Justice,,https://www.bostonglobe.com/2020/12/19/metro/faith-groups-rally-racial-justice-state-leaders-homes/,https://news.yahoo.com/protesters-push-police-reform-become-031522649.html,,,,,,,,,,,,,,,,,
Wooster,Market St and Liberty St,,OH,US,2020-12-19,,,,,,,general protesters,"against racism, against police brutality",1,protest,,,,,1,1,,,,https://twitter.com/desireejweber/status/1357411129488769028,,,,,,,,,,,,,,,,,,
Acton,Kelley's Corner,,MA,US,2020-12-20,about 150,150,,150,,,Racial Justice for Black Lives,in support of Black school board members targeted in racist comments,1,rally,0,0,0,0,1,1,,,,https://patch.com/massachusetts/acton/acton-residents-rally-support-school-committee-members,https://www.wickedlocal.com/story/the-beacon/2020/12/21/rally-held-support-acton-boxborough-school-committee-members/3988039001/,https://www.metrowestdailynews.com/story/news/2020/12/24/rally-held-support-acton-boxborough-school-committee-members/4038364001/,,,,,,,,,,,,,,,,
Baltimore,Stony Run Field,,MD,US,2020-12-20,,,,,,,Maryland Youth Liberation Front,"for abolishing police, for abolishing Friends of Police",1,rally; march,,,,,1,1,,How the FOP Stole Your Tax Money,,https://www.instagram.com/p/CI1lGYEluEf/,,,,,,,,,,,,,,,,,,
Belfast,High St and Main St,,ME,US,2020-12-20,,,,,,,Mainers Against Mask Mandates,against state coronavirus mandates and shutdowns,2,demonstration,,,,,1,1,,,,https://bangordailynews.com/2021/02/04/news/midcoast/belfast-officials-call-for-civility-on-protest-corner-after-anti-mask-tensions-escalate/,https://mainernews.com/anti-maskers-waging-spiritual-war-statewide/,,,,,,,,,,,,,,,,,
Buffalo,Rath Building,,NY,US,2020-12-20,more than a dozen,12,,12,,,Open New York Schools Now,for reopening schools during coronavirus pandemic,0,rally,0,0,0,0,1,1,,,,https://buffalonews.com/news/local/education/rally-to-reopen-schools-draws-more-than-a-dozen/article_104aead4-4301-11eb-9161-d71c6872a69d.html,https://buffalonews.com/news/local/education/parents-children-rally-at-rath-building-to-reopen-schools/article_104aead4-4301-11eb-9161-d71c6872a69d.html,,,,,,,,,,,,,,,,,
East Hartford,"East Hartford Police Department, School St",,CT,US,2020-12-20,,,,,,,Power Up,against racial and gender discrimination in police department,1,protest,,,,,1,1,,,,https://www.journalinquirer.com/towns/east_hartford/black-lives-matter-rally-sunday-to-target-east-hartford-police/article_7fa97ea8-4172-11eb-b8d5-3fe53823060d.html,,,,,,,,,,,,,,,,,,
Evans,Evans Towne Center Park,,GA,US,2020-12-20,more than 100,100,,100,,,general protesters,for Kelly Loeffler for U.S. Senate,2,rally,0,0,0,0,1,1,,"Save the Senate and Save America Tour, feat. Nikki Haley",,https://www.wjbf.com/csra-news/loeffler-rallies-in-evans/,https://www.wrdw.com/2020/12/21/kelly-loeffler-and-raphael-warnock-hot-on-the-campaign-trail/,https://www.augustachronicle.com/story/news/politics/elections/2020/12/20/kelly-loeffler-rallies-evans-voters-backed-nikki-haley-jodi-lott/3984688001/,https://www.wfxg.com/story/43084385/loeffler-visits-evans-on-save-the-senate-and-save-america-tour,,,,,,,,,,,,,,,
Hackensack,Bergen County Jail,,NJ,US,2020-12-20,about 100,100,,100,,,general protesters,"in solidarity with ICE detainees on hunger strike, for release of all ICE detainees, against racism",1,protest,0,0,0,0,1,1,,Night of Popular Resistance,,https://twitter.com/protest_nyc/status/1340750939641311236,,,,,,,,,,,,,,,,,,
Harrisburg,Pennsylvania State Capitol,,PA,US,2020-12-20,count pic,20,,30,,,general protesters,"for President Trump, against election fraud",2,rally,0,0,0,0,1,1,,Stop the Steal,,https://www.ntd.com/stop-the-steal-rally-in-harrisburg-pennsylvania_543545.html,,,,,,,,,,,,,,,,,,
Holyoke,Walnut St and Sargeant St,,MA,US,2020-12-20,dozens,24,,24,,,general protesters,"for justice for Jonas Nunez, against criminal violence, for improving educational opportunities for local youth",0,march,0,0,0,0,1,1,,,,https://www.gazettenet.com/Dozens-march-for-peace-in-honor-of-slain-teen-37900548,,,,,,,,,,,,,,,,,,
Houston,,,TX,US,2020-12-20,dozens,24,,24,,,general protesters,"for justice for Walter Cooper, for police reform, for improved road safety",0,rally,0,0,0,0,1,1,,,,https://www.click2houston.com/news/local/2020/12/21/rally-held-for-man-killed-in-crash-involving-2-hpd-officers/,,,,,,,,,,,,,,,,,,
Macon,,,GA,US,2020-12-20,,,,,,,general protesters,for Raphael Warnock for U.S. Senate,1,rally,0,0,0,0,1,1,,,,https://www.wrdw.com/2020/12/21/kelly-loeffler-and-raphael-warnock-hot-on-the-campaign-trail/,,,,,,,,,,,,,,,,,,
Minneapolis,West River Parkway Bridge,,MN,US,2020-12-20,hundreds,200,,200,,,MN350; Extinction Rebellion Twin Cities,"against Line 3 pipeline project, for environmental protection, for native peoples' rights",1,march; banner drop,0,0,0,0,1,1,,,,https://www.fox9.com/news/protesters-rally-against-line-3-pipeline-project-after-recent-approvals-in-minnesota,https://twitter.com/MnUrising/status/1339291842341466118,https://twitter.com/RebellionTwin/status/1340739858449481728,https://www.fox9.com/video/882657,,,,,,,,,,,,,,,
Montville Township,home of GOP State Senate President Larry Obhof,,OH,US,2020-12-20,about 40,40,,40,,,general protesters,"against state restrictions during coronavirus pandemic, against mandatory vaccinations, for President Trump",2,protest,0,0,0,0,1,1,,,,https://patch.com/ohio/across-oh/covid-19-protesters-gather-outside-ohio-gop-senate-leader-s-home-seeking-veto,,,,,,,,,,,,,,,,,,
New York,"Carl Schurz Park, Manhattan",,NY,US,2020-12-20,,,,,,,Upper East Side for Black Lives Matter,"against racism, against police violence",1,vigil; march,,,,,0,1,,,,https://www.instagram.com/p/CJBmIS5FEYx/,,,,,,,,,,,,,,,,,,
New York,"Governor Cuomo's office, 633 3rd Ave, Manhattan",,NY,US,2020-12-20,,,,,,,Riders Alliance; New York Communities for Change,against public transit fare increase and service cuts during coronavirus pandemic,0,rally,0,0,0,0,1,1,,,,https://twitter.com/RidersAlliance/status/1339671278551248907,https://twitter.com/nychange/status/1340700997644132352,https://nypost.com/2020/12/20/commuters-protest-mta-fare-hike-outside-gov-cuomos-office/,,,,,,,,,,,,,,,,
New York,"home of Humane Society of the United States board member Sharon Lee Patrick, Manhattan",,NY,US,2020-12-20,,,,,,,general protesters,"for animal rights, against poor conditions at Project Chimps animal sanctuary",0,demonstration,0,0,0,0,0,1,,,,https://theirturn.net/2020/12/21/neighbors-lash-out-during-animal-rights-protest-against-hsus/,,,,,,,,,,,,,,,,,,
New York,"McCarren Park, Brooklyn",,NY,US,2020-12-20,,,,,,,general protesters,"against racism, against police violence",1,gathering,,,,,0,1,,,,https://twitter.com/protest_nyc/status/1340545398692335617,,,,,,,,,,,,,,,,,,
Portola Valley,Portola Rd & Alpine Rd,,CA,US,2020-12-20,,,,,,,general protesters,"against racism, against police violence",1,protest,0,0,0,0,1,1,,,,https://www.almanacnews.com/news/2021/02/26/after-eight-months-portola-valleys-weekly-blm-demonstrators-stay-committed,,,,,,,,,,,,,,,,,,
Reno,Reno Arch,,NV,US,2020-12-20,about 100,100,,100,,,general protesters,in solidarity with protesting farmers in India,0,protest,0,0,0,0,1,1,,,,https://thisisreno.com/2020/12/protesters-gather-at-reno-arch-to-protest-farm-laws-in-india-photos/,,,,,,,,,,,,,,,,,,
Rockford,Rockford City Hall,,IL,US,2020-12-20,,,,,,,May 30th Alliance,"against racism, against police violence, for justice for Tyris Jones, for dropping charges against protesters",1,occupation,,,,,1,1,,no social media traces available in Sept 2021 again until June 2021,,https://twitter.com/OccupyRKFD/status/1329884344480112651,,,,,,,,,,,,,,,,,,
Rocklin,Destiny Christian Church,,CA,US,2020-12-20,count video,30,,40,,,Allies for Black Lives-Placer County,"against church's defiance of COVID-related public health orders, against homophobia",1,protest,0,unclear,0,0,1,1,20201220-rocklin-covidchurch,,,https://www.abc10.com/article/news/local/rocklin/destiny-christian-church/103-7dc5db1f-ee1f-4cb9-98f6-8bd936b0deb7,https://twitter.com/Noodlea37499875/status/1341896573874102273,,,,,,,,,,,,,,,,,
Rocklin,Destiny Christian Church,,CA,US,2020-12-20,,,,,,,Proud Boys,"in support of church's defiance of COVID-related public health orders, for patriotism",2,counter-protest,0,0,0,0,0,1,20201220-rocklin-covidchurch,some wore tactical gear and carried bear mace; confronted and assaulted protesters,,https://www.abc10.com/article/news/local/rocklin/destiny-christian-church/103-7dc5db1f-ee1f-4cb9-98f6-8bd936b0deb7,https://www.newsweek.com/proud-boys-california-destiny-church-covid-1556394,https://twitter.com/Noodlea37499875/status/1341896573874102273,,,,,,,,,,,,,,,,
Seattle,Roanoke Street Overpass,,WA,US,2020-12-20,,,,,,,Seattle Truth Network,"for freedom, against COVID mandates, just say no to COVID-19 vaccine",2,demonstration,,,,,1,1,,,,https://www.wa4change.org/calendar.html,,,,,,,,,,,,,,,,,,
Seattle,Cal Anderson Park,,CA,US,2020-12-20,,,,,,,general protesters,"against sweep of homeless encampment, in support of unhoused people",0,protest,7,0,0,0,1,1,,,,https://mynorthwest.com/2385236/seattle-police-arrest-7-cal-anderson-park/,,,,,,,,,,,,,,,,,,
Sherman Oaks,"Sherman Oaks Galleria, Sepulveda Blvd and Ventura Blvd",CA,CA,US,2020-12-20,,,,,,,The Valley of Change,"Black Lives Matter, against police brutality",1,demonstration,,,,,1,1,,,,https://twitter.com/ACatWithNews/status/1423588411227611136,,,,,,,,,,,,,,,,,,
Sonora,Courthouse Square,,CA,US,2020-12-20,,,,,,,BLM Peaceful Protest Sonora,Black Lives Matter,1,protest,,,,,1,1,,,,https://twitter.com/RNeck161/status/1487921023412748288,https://www.facebook.com/groups/2556412371354428/,https://twitter.com/ActionSonora/status/1308937277695877123,,,,,,,,,,,,,,,,
Southampton,710 Gravel Hill Rd,,PA,US,2020-12-20,,,,,,,Southampton Friends Meeting,"for racial justice, Black Lives Matter",1,vigil,,,,,1,1,,,,https://www.quakersbucks.org/events/southampton-meeting-equality-justice-vigil-hlz9e-rltaa-d85ra-fzf39-zhesh-mlyrb-54t6x-72f8g-rla74-hdxe3-fywzm-zkwsh-5becn-r9mm7,,,,,,,,,,,,,,,,,,
Southbury,Playhouse Corner,,CT,US,2020-12-20,,,,,,,Justice Southbury,"against systemic racism, for equal justice for all",1,rally,,,,,1,1,,,,https://www.rep-am.com/local/localnews/2021/05/30/southbury-social-justice-group-marks-a-year-of-protests/,,,,,,,,,,,,,,,,,,
Wooster,Market St and Liberty St,,OH,US,2020-12-20,,,,,,,general protesters,"against racism, against police brutality",1,protest,,,,,1,1,,,,https://twitter.com/desireejweber/status/1357411129488769028,,,,,,,,,,,,,,,,,,
Ashland,Main St and Claremont Ave,,OH,US,2020-12-21,count pic,15,,15,,,general protesters,against racism,1,protest,0,0,0,0,1,1,,200th consecutive day of demonstrations at this location,,https://www.ashlandsource.com/news/protests-against-racism-mark-200-days-in-downtown-ashland/article_044225e8-4407-11eb-ac12-13c77705b4ae.html,,,,,,,,,,,,,,,,,,
Baltimore,online,,MD,US,2020-12-21,,,,,,,Progressive Maryland; 1199 SEIU Maryland/DC,"for ending structural racism in transit policy, in support of transit workers and other essential workers ",1,virtual rally,,,,,1,1,,Baltimore Transit Equity Solidarity Day,,https://www.facebook.com/events/367643524515350/,,,,,,,,,,,,,,,,,,
Bernards Township,Stonehouse Shell,,NJ,US,2020-12-21,more than 20,20,,20,,,residents,in support of gas station owner facing eviction,0,rally,0,0,0,0,1,1,,,,https://www.newjerseyhills.com/bernardsville_news/news/residents-rally-to-support-basking-ridge-gas-station-owner/article_6e58eabb-bd48-5bc1-a454-05a3b4e63ddb.html,,,,,,,,,,,,,,,,,,
Bethel Park,Al's Cafe,,PA,US,2020-12-21,dozens,24,,24,,,Southwestern Pennsylvania Restaurant and Tavern Association,against state restrictions on restaurants during coronavirus pandemic,0,rally,0,0,0,0,1,1,,Rights for Restaurants,,https://observer-reporter.com/news/localnews/restaurant-owners-rally-in-bethel-park-to-keep-businesses-open/article_53621f60-43d6-11eb-8862-f73ee9c05d90.html,https://www.wpxi.com/news/top-stories/small-business-owners-several-pa-leaders-attending-rights-restaurants-rally-amid-covid-19-restrictions/EIHH4CCRFZG3DDF7UNHWPWK46Y/,https://pittsburgh.cbslocal.com/2020/12/21/restaurant-reopening-rally-defy-gov-tom-wolf-covid-19-orders/,,,,,,,,,,,,,,,,
Chicago,Thompson Center,,IL,US,2020-12-21,,,,,,,Kenwood Oakland Community Organization,"against closure of Mercy Hospital, for adequate funding for Provident Hospital Eemergency Room, for racial justice in healthcare during coronavirus pandemic",1,protest,0,0,0,0,1,1,,,,https://www.hpherald.com/news/local/koco-protests-downtown-for-mercy-and-provident-hospitals/image_1439708e-4586-11eb-bd7a-ef707b898026.html,,,,,,,,,,,,,,,,,,
Columbus,,,GA,US,2020-12-21,about 100,100,,100,,,general protesters,for Democratic candidates for U.S. Senate,1,car rally,0,0,0,0,1,1,,Feat. Kamala Harris,,https://www.ledger-enquirer.com/news/politics-government/election/article247945690.html,https://www.gpb.org/news/2020/12/21/battleground-blog-harris-ossoff-and-warnock-rally-in-columbus,https://www.nytimes.com/2020/12/21/us/politics/georgia-senate-race.html?action=click&module=Top%20Stories&pgtype=Homepage,https://www.wsgw.com/harris-hits-campaign-trail-with-ossoff-and-warnock-in-georgia/,,,,,,,,,,,,,,,
