City,Location,County,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.,,
New York,Herald Square,New York,NY,US,2019-07-15,approximately 100,100,,100,,,general protestors,Collective bargaining; immigration; for worker rights; amazon; against ICE,1,Protest,0,0,0,0,1,1,https://www.amny.com/news/amazon-protest-prime-day-1.33875769/,,,,,
Portland,,Multnomah,OR,US,2019-07-15,,,,,,,amazon employees,Collective bargaining; immigration; for worker rights; amazon; against ICE,1,Protest,0,0,0,0,1,1,https://www.kiro7.com/news/local/rallies-planned-in-protest-of-amazon-on-annual-prime-day-including-at-seattle-headquarters/967052109,,,,,
Maui,northwest corner of Hana Hwy/ Haleakala intersection,Maui,HI,US,2019-07-15,estimated 150,150,,150,,,general protestors,other; against development,0,protest,0,0,0,0,1,1,https://nam01.safelinks.protection.outlook.com/?url=https%3A%2F%2Fmauinow.com%2F2019%2F07%2F16%2Fday-2-protest-at-maunakea%2F&data=02%7C01%7Cjeremy.pressman%40uconn.edu%7C0ace5cbfbf3f4a67a07f08d70a5fbe7f%7C17f1a87e2a254eaab9df9d439034b080%7C0%7C0%7C636989278651445239&sdata=1X1mgUMYXtgGyVWGND8naprgB%2Be1zGtAGhlHxcw0NQE%3D&reserved=0,,,,,
Long Beach,Broadway at Cherry Ave,Los Angeles,CA,US,2019-07-15,about 75,75,,75,,,Robert Fox (City Council Candidate) and supporters,For Bikes,0,protest,0,0,0,0,1,1,https://nam01.safelinks.protection.outlook.com/?url=http%3A%2F%2Fwww.presstelegram.com%2Fprotesters-ask-long-beach-to-address-safety-traffic-concerns-with-broadway-bike-lane-project&data=02%7C01%7Cjeremy.pressman%40uconn.edu%7C0ace5cbfbf3f4a67a07f08d70a5fbe7f%7C17f1a87e2a254eaab9df9d439034b080%7C0%7C0%7C636989278651445239&sdata=Jm%2B%2B%2B2G%2B3FuTLN3sohFhLg34lu6bptTXBijSiGRxfjw%3D&reserved=0,,,,,
Long Beach,Broadway at Cherry Ave,Los Angeles,CA,US,2019-07-15,,,,,,,general protestors,Against Bike lanes,0,protest,0,0,0,0,0,1,https://nam01.safelinks.protection.outlook.com/?url=http%3A%2F%2Fwww.presstelegram.com%2Fprotesters-ask-long-beach-to-address-safety-traffic-concerns-with-broadway-bike-lane-project&data=02%7C01%7Cjeremy.pressman%40uconn.edu%7C0ace5cbfbf3f4a67a07f08d70a5fbe7f%7C17f1a87e2a254eaab9df9d439034b080%7C0%7C0%7C636989278651445239&sdata=Jm%2B%2B%2B2G%2B3FuTLN3sohFhLg34lu6bptTXBijSiGRxfjw%3D&reserved=0,,,,,
Hilo,Kanoelehua Ave,Hawaii,HI,US,2019-07-15,Count Video,25,,25,,,general protestors,Against Development,0,Rally,0,0,0,0,1,1,https://nam01.safelinks.protection.outlook.com/?url=https%3A%2F%2Fwww.hawaiinewsnow.com%2F2019%2F07%2F16%2Fboth-sides-tmt-debate-make-their-point-known-with-rallies-across-state%2F&data=02%7C01%7Cjeremy.pressman%40uconn.edu%7C0ace5cbfbf3f4a67a07f08d70a5fbe7f%7C17f1a87e2a254eaab9df9d439034b080%7C0%7C0%7C636989278651455234&sdata=l6vzRBYLJKtaMbBKMw5GYyW8s%2Fln%2FSfrJeMMFYHzY1c%3D&reserved=0,,,,,
Oahu,State Capitol,Honolulu,HI,US,2019-07-15,200,200,,200,,,general protestors,Against Development,0,Rally,0,0,0,0,1,1,https://nam01.safelinks.protection.outlook.com/?url=https%3A%2F%2Fwww.hawaiinewsnow.com%2F2019%2F07%2F16%2Fboth-sides-tmt-debate-make-their-point-known-with-rallies-across-state%2F&data=02%7C01%7Cjeremy.pressman%40uconn.edu%7C0ace5cbfbf3f4a67a07f08d70a5fbe7f%7C17f1a87e2a254eaab9df9d439034b080%7C0%7C0%7C636989278651455234&sdata=l6vzRBYLJKtaMbBKMw5GYyW8s%2Fln%2FSfrJeMMFYHzY1c%3D&reserved=0,,,,,
Albuquerque,,Bernalillo,NM,US,2019-07-15,More than 30,30,,30,,,general protestors,Pro Immigration,,Rally,,,,,1,1,https://nam01.safelinks.protection.outlook.com/?url=https%3A%2F%2Fwww.abqjournal.com%2F1340906%2Fadvocates-and-officials-protest-immigration-raids-ex-attorney-theres-been-an-uptick-in-ice-activity-in-new-mexico.html&data=02%7C01%7Cjeremy.pressman%40uconn.edu%7C0ace5cbfbf3f4a67a07f08d70a5fbe7f%7C17f1a87e2a254eaab9df9d439034b080%7C0%7C0%7C636989278651455234&sdata=ZxO7tSmyRsp0lminjYksmbp0XcfpCTuNrph%2BO39zxhQ%3D&reserved=0,DEAD LINK,,,,
New York,54th St,New York,NY,US,2019-07-15,NA,200,,200,,,Rise and Resist,Pro Immigration,1,Blockade,48,0,0,0,1,1,https://nam01.safelinks.protection.outlook.com/?url=https%3A%2F%2Fwww.amny.com%2Fnews%2Fice-protest-1.33895599&data=02%7C01%7Cjeremy.pressman%40uconn.edu%7C0ace5cbfbf3f4a67a07f08d70a5fbe7f%7C17f1a87e2a254eaab9df9d439034b080%7C0%7C0%7C636989278651465226&sdata=O%2BfgrVxqs3E8%2FCY7vWB6fIHHeG46yI67Y7HSbOYldIM%3D&reserved=0,,,,,
San Francisco,Amazon Office Building,San Francisco,CA,US,2019-07-15,dozens,24,,24,,,general protestors,civil rights; for status quo; national anthem,0,Protest,0,0,0,0,1,1,https://www.kron4.com/news/bay-area/san-francisco-activists-protest-amazon-citing-ties-to-federal-immigration-officials/,,,,,
San Francisco,,San Francisco,CA,US,2019-07-15,,,,,,,Amazon employees,Collectiuve bargaining; immigration; for worker rights; amazon; against ICE,1,Protest,0,0,0,0,0,1,https://www.kiro7.com/news/local/rallies-planned-in-protest-of-amazon-on-annual-prime-day-including-at-seattle-headquarters/967052109,,,,,
Seattle,Amazon Headquarters,King,WA,US,2019-07-15,,,,,,,amazon employees,Collective bargaining; immigration; for worker rights; amazon; against ICE,1,Protest,0,0,0,0,1,1,https://www.kiro7.com/news/local/rallies-planned-in-protest-of-amazon-on-annual-prime-day-including-at-seattle-headquarters/967052109,,,,,
Shakopee,Amazon MSP1 Warehouse; 2601 4th Ave E,Scott,MN,US,2019-07-15,,,,,,,Amazon workers,demand better working conditions,0,protest,0,0,0,0,1,1,https://www.facebook.com/events/2084548085172315/,,,,,
St. Louis Park,City Council,Hennepin,MN,US,2019-07-15,more than 100,100,,100,,,general protestors,against fossil feuls; environment,1,Protest,0,0,0,0,1,1,http://www.startribune.com/100-plus-people-protest-st-louis-park-s-decision-to-nix-the-pledge-of-allegiance/512757582/,,,,,
Chicago,Municipal building,Cook,IL,US,2019-07-16,,,,,,,general protestors,Fair Pay for US Women's Soccer,1,"Speaking Event, Petition",0,0,0,0,1,1,https://nam01.safelinks.protection.outlook.com/?url=https%3A%2F%2Fwww.chicagotribune.com%2Fnews%2Fbreaking%2Fct-us-womens-soccer-rally-equal-pay-20190716-y3mc5dkmqne3nj3giixevdyntu-story.html&data=02%7C01%7Cjeremy.pressman%40uconn.edu%7C0ace5cbfbf3f4a67a07f08d70a5fbe7f%7C17f1a87e2a254eaab9df9d439034b080%7C0%7C0%7C636989278651475222&sdata=AXAFSOJLwUvb5OW7lrpuIqJpZ3bp32yR4KR4FgixZEI%3D&reserved=0,,,,,
San Francisco,Amazon office; 525 Market Street,San Francisco,CA,US,2019-07-16,,,,,,,general protestors,against Amazon,0,protest,0,0,0,0,1,1,https://twitter.com/tigerbeat/status/1150852908327395328,,,,,
Washington,Department of Homeland Security,DC,DC,US,2019-07-16,thousands; at least 1000,1000,,2000,,,Movimiento Cosecha,anti-ICE; against deportation,1,protest,1,,,,,1,https://twitter.com/danielalapidous/status/1151188281733681153,,,,,
Kalispell,"15 Depot Park, Kalispell, MT 59901",Flathead,MT,US,2019-07-16,na,21,,21,,,MoveOn Organization,Rally for Anti-Trump,1,rally,0,0,0,0,1,1,https://www.dailyinterlake.com/local_news/20190719/tuesday_resist_trump_rallies_part_of_national_moveon_movement,,,,,
Washington,National Mall,DC,DC,US,2019-07-16,,,,,,,general protestors,For compassionate immigration; immigration; families,1,protest,0,0,0,0,1,1,https://www.nbcnews.com/news/us-news/never-again-means-close-camps-jews-protest-ice-across-country-n1029386,,,,,
Klamath Falls,Klamath County Government,Klamath,OR,US,2019-07-16,about 80,80,,80,,,Unitarian Universalist Social Justice Committee,For compassionate immigration; Immigration; Families,1,Vigil,0,0,0,0,1,1,https://www.heraldandnews.com/klamath/immigration-vigil-draws-supporters-protesters/article_520c9d5e-c2f8-5a4b-971e-7356046d14a1.html,,,,,
Klamath Falls,Klamath County Circuit Court,Klamath,OR,US,2019-07-16,NA,6,,6,,,general protestors,Immigration; For greater immigration constraints; Counter protest,2,Counter-protest,0,0,0,0,0,1,https://www.heraldandnews.com/klamath/immigration-vigil-draws-supporters-protesters/article_520c9d5e-c2f8-5a4b-971e-7356046d14a1.html,,,,,
Oahu,State Capitol,Honolulu,HI,US,2019-07-16,Hundreds,200,,200,,,general protestors,Against Development,0,Rally,0,0,0,0,1,1,https://nam01.safelinks.protection.outlook.com/?url=https%3A%2F%2Fwww.khon2.com%2Flocal-news-2%2Fanother-rally-is-scheduled-to-begin-at-the-state-capitol-in-efforts-to-stop-the-tmt-construction%2F&data=02%7C01%7Cjeremy.pressman%40uconn.edu%7C0ace5cbfbf3f4a67a07f08d70a5fbe7f%7C17f1a87e2a254eaab9df9d439034b080%7C0%7C0%7C636989278651485222&sdata=x1JPjvtSjLJy%2FU%2B1ffUW4zKecsnoP%2BagezlTPrTyKeU%3D&reserved=0,,,,,
San Rafael,Civic Center,Marin,CA,US,2019-07-16,,,,,,,general protestors,Pro Affordable Housing,0,protest,0,0,0,0,1,1,https://nam01.safelinks.protection.outlook.com/?url=https%3A%2F%2Fwww.marinij.com%2F2019%2F07%2F16%2Fgolden-gate-village-supporters-rally-at-marin-civic-center%2F&data=02%7C01%7Cjeremy.pressman%40uconn.edu%7C0ace5cbfbf3f4a67a07f08d70a5fbe7f%7C17f1a87e2a254eaab9df9d439034b080%7C0%7C0%7C636989278651485222&sdata=GcVDrUBsPnGcymXHsEvhU3UYYXTi5zU1RSGqj72dVfs%3D&reserved=0,,,,,
San Ysidro,San Ysidro Public High School,San Diego,CA,US,2019-07-16,Dozens,24,,24,,,general protestors,Pro Public Transportation,0,March,0,0,0,0,1,1,https://nam01.safelinks.protection.outlook.com/?url=https%3A%2F%2Fwww.sandiegouniontribune.com%2Fcommunities%2Fsouth-county%2Fstory%2F2019-07-16%2Fsan-ysidro-parents-and-students-protest-elimination-of-schol-bus-stops&data=02%7C01%7Cjeremy.pressman%40uconn.edu%7C0ace5cbfbf3f4a67a07f08d70a5fbe7f%7C17f1a87e2a254eaab9df9d439034b080%7C0%7C0%7C636989278651465226&sdata=V%2Ben9AEj1zvjbsr4MjZvOCh4ipupYZsRfdfYvby22Ak%3D&reserved=0,,,,,
West Maui,Lahaina Cannery Mall,Maui,HI,US,2019-07-16,about 50,50,,50,,,general protestors,Against Development,0,Rally,0,0,0,0,1,1,https://nam01.safelinks.protection.outlook.com/?url=https%3A%2F%2Fmauinow.com%2F2019%2F07%2F16%2Fday-2-protest-at-maunakea%2F&data=02%7C01%7Cjeremy.pressman%40uconn.edu%7C0ace5cbfbf3f4a67a07f08d70a5fbe7f%7C17f1a87e2a254eaab9df9d439034b080%7C0%7C0%7C636989278651485222&sdata=UQMB6PFq%2BS1zrLUCXNlrL1%2BqbkuOXxkFWsUCDuYI1i4%3D&reserved=0,,,,,
Greenville,East Carolina University’s Williams Arena at Minges Coliseum,Pitt,NC,US,2019-07-17,nearly 8000 and hundreds outside,8200,,8200,,,Trump administration,for President Trump,2,rally,0,0,0,0,1,1,https://www.cnn.com/2019/07/16/politics/greenville-trump-rally-north-carolina/index.html,https://www.thewashingtondailynews.com/2019/07/03/president-to-visit-greenville-for-rally/,,feat. President Trump,,
Tukwila,to Seattle ICE office,King,WA,US,2019-07-17,,,,,,,Colectiva Legal del Pueblo; other organizations listed,against ICE; against deportation,1,march,0,0,0,0,1,1,https://www.facebook.com/events/899284080410214/,,,,,
Waterville,,Kennebec,ME,US,2019-07-17,NA,10,,10,,,general protestors,Against sexual/domestic violence; Other,0,protest,0,0,0,0,1,1,https://www.centralmaine.com/2019/07/18/as-tango-garners-small-audience-vocal-protesters-maine-film-center-disavows-choice-of-showing/,DEAD LINK,,,,
Los Angeles,Hall of Justice,Los Angeles,CA,US,2019-07-17,,,,,,,Black Lives Matter LA,"against police brutality, for police accountability, Black Lives Matter, against District Attorney Jackie Lacey",1,protest,,,,,1,1,https://www.cnn.com/2020/07/10/us/jackie-lacey-la-da-black-lives-matter/index.html,https://www.newyorker.com/magazine/2020/11/16/after-years-of-protests-every-wednesday-la-activists-welcome-a-new-da,,,,
Phoenix,Capitol,Maricopa,AZ,US,2019-07-17,dozens,24,,24,,,general protestors,Executive; Against state executive; Against corruption,0,protest,0,0,0,0,1,1,https://www.azcentral.com/story/news/politics/arizona/2019/07/17/phoenix-protesters-call-puerto-rico-governor-ricardo-rossello-resign/1762945001/,,,,,
Portland,Amazon's Northwest Portland Shipping Facility,Multnomah,OR,US,2019-07-17,dozens,24,,24,,,Democratic Socialists of America and Jobs with Justice,Collective Bargaining; For better compensation; Amazon,0,rally,0,0,0,0,1,1,https://www.kptv.com/news/portland-demonstrators-accuse-amazon-of-paying-employees-poverty-wages/article_ff4a7ade-a8fa-11e9-aad9-2f377bda2839.html,,,,,
Wayne,Beaumont Hospital,Wayne,MI,US,2019-07-17,about 100,100,,100,,,Beaumont Health employees and union members,Collective Bargaining; For better compensation,0,rally,0,0,0,0,1,1,https://www.freep.com/story/news/local/michigan/2019/07/17/beaumont-health-wayne-hospital-rallies-better-wages-healthcare/1762935001/,,,,,
San Diego,,San Diego,CA,US,2019-07-17,count video ,20,,20,,,general protestors,Other; For homeless residents,0,rally,0,0,0,0,1,1,https://www.10news.com/news/local-news/people-living-in-vehicles-rally-against-new-city-restrictions,,,,,
Chicago,outside Boeing offices,Cook,IL,US,2019-07-18,na,80,,80,,,US Boat to Gaza,end Israeli siege of Gaza,0,protest,0,0,0,0,1,1,https://progressive.org/dispatches/dread-in-gaza-so-many-names-lives-kelly-190723/,,,,,
Chicago,,Cook,IL,US,2019-07-18,,,,,,,Fast Food Employees,Collective Bargaining; For higher minimum wage,0,rally,0,0,0,0,0,1,https://www.floridaphoenix.com/blog/mcdonalds-employees-in-orlando-and-miami-protest-for-15-wage/,,,,,
Duarte,Duarte Community Center,Los Angeles,CA,US,2019-07-18,nearly 50,50,,50,,,non-teaching employees,Protest against salary bump for Duarte Unified Superintendent,1,protest,0,0,0,0,1,1,https://www.sgvtribune.com/2019/07/19/employees-rally-against-a-raise-that-duarte-unifieds-superintendent-didnt-take/,,,,,
Durham,McDonald's on W. Morgan St.,Durham,NC,US,2019-07-18,,,,,,,Fast Food Employees,Collective Bargaining; For higher minimum wage,0,rally,0,0,0,0,1,1,https://www.newsobserver.com/news/business/article232897462.html,,,,,
Elliston,Cove Hollow Road; Yellow Finch Lane,Montgomery,VA,US,2019-07-18,NA,1,,1,,,Appalacians against pipelines,Against fossil fuels; Environment,1,protest,1,0,0,0,1,1,https://www.wdbj7.com/content/news/State-police-responding-to-MVP-protest--512902951.html,,,,,
Kansas City,,Jackson,MO,US,2019-07-18,,,,,,,Fast Food Employees,Collective Bargaining; For higher minimum wage,0,rally,0,0,0,0,1,1,https://www.kansascity.com/opinion/readers-opinion/guest-commentary/article226343870.html,,,,,
Memphis,McDonald's off 3rd St,Shelby,TN,US,2019-07-18,count vid,10,,10,,,Fast Food Employees,Collective Bargaining; For higher minimum wage,0,rally,0,0,0,0,1,1,https://www.fox13memphis.com/top-stories/memphians-fight-for-15-after-the-house-of-representatives-pass-bill/968593597,,,,,
New York,"Far Rockaway, Queens",Queens,NY,US,2019-07-18,,,,,,,Rockaway Community,anti-ICE; against deportation,1,rally,0,0,0,0,1,1,https://qns.com/story/2019/07/19/after-far-rockaway-ice-raid-councilman-richards-rallies-the-community-to-support-immigrants/,,,,,
Salem,DHS Headquarters,Marion,OR,US,2019-07-18,nearly 50,50,,50,,,State Home Care Workers,Collective Bargaining; For higher minimum wage,0,rally,0,0,0,0,1,1,https://apnews.com/a6f15292ed8f4d5ca85b37fdac8de7e1,,,,,
San Juan,outside governor's mansion,San Juan,PR,US,2019-07-18,,,,,,,general protestors,Executive; Against State executive; against corruption,0,protest,0,0,0,0,1,1,https://www.nbcmiami.com/news/local/Protests-San-Juan-Puerto-Rico-Calls-for-Governors-Resignation-512923171.html,,,,,
St. Louis,,St. Louis,MO ,US,2019-07-18,,,,,,,Fast Food Employees,Collective Bargaining; For higher minimum wage,0,rally,0,0,0,0,1,1,https://www.floridaphoenix.com/blog/mcdonalds-employees-in-orlando-and-miami-protest-for-15-wage/,,,,,
Stockton,Stockton ICE Center,San Joaquin,CA,US,2019-07-18,50,50,,50,,,general protestors,anti-ICE; against deportation,1,rally,0,0,0,0,1,1,https://www.recordnet.com/news/20190718/ice-doesnt-have-place-here-activists-clergy-hold-rally-at-stockton-ice-center,,,,,
Washington,Russell Senate Office Building Rotunda,DC,DC,US,2019-07-18,more than 300,300,,300,,,Catholic leaders,end US detention of immigrant children,1,protest,70,0,0,0,1,1,https://ignatiansolidarity.net/blog/2019/07/18/catholic-leaders-70-arrested-senate-rotunda-end-to-detention-of-immigrant-children/?fbclid=IwAR2PG_yd_6PZvXAk99JcIaHz2NW-FE6gYpAEuVMUClQID-1BgMSFHmEoRcY,,,,,
Washington,Capitol Hill,DC,DC,US,2019-07-18,several thousand,3000,,3000,,,Falun Gong practicioners,International; Against foreign government; China,0,rally,0,0,0,0,0,1,https://www.cleveland.com/open/2019/07/ohio-falun-gong-practitioners-rally-in-washington-to-end-persecution-in-china.html,,,,,
Baton Rouge,900 N Third St,East Baton Rouge,LA,US,2019-07-19,FB: 70,70,70,,,,Indivisible Louisiana Capitol Region,,1,vigil,,,,,,1,https://www.facebook.com/events/624420394715532/,,,,,
Chicago,outside of the Israeli consulate; outside Boeing office,Cook,IL,US,2019-07-19,,,,,,,US Boat to Gaza,end Israeli siege of Gaza,0,protest,0,0,0,0,1,1,https://progressive.org/dispatches/dread-in-gaza-so-many-names-lives-kelly-190723/,,,,,
Chicago,,Cook,IL,US,2019-07-19,,,,,,,McDonalds Employees and Community Members,Collective Bargaining; For higher minimum wage,0,rally,0,0,0,0,0,1,https://dailymemphian.com/article/6321/Local-McDonalds-workers-protest-for-15-minimum-wage,,,,,
Columbia,University of South Carolina,Richland,SC,US,2019-07-19,,,,,,,USC Students/Faculty,Education; For greater participation,0,protest,0,0,0,0,1,1,https://www.thestate.com/news/local/education/article232841512.html,,,,,
Concord,,Merrimack,NH,US,2019-07-19,,,,,,,general protestors,Immigration; For compassionate immigration; Families,1,Protest,0,0,0,0,1,1,https://www.wmur.com/article/castro-joins-immigration-protesters-concord/28452253,,,,,
Detroit,ICE Detroit Field Office,Wayne,MI,US,2019-07-19,,,,,,,BAMN,Immigration; for refugees,1,protest,0,0,0,0,1,1,https://www.detroitnews.com/story/news/local/detroit-city/2019/07/19/protesters-rally-ice-continues-deport-iraqi-nationals-detroit/1782152001/,,,,,
Eau Claire,in front of the Federal Building or at own home,Eau Claire,WI,US,2019-07-19,,,,,,,general protestors,anti-ICE; against deportation,1,banging pots protest; Casserole Protests (Cacerolazo),,,,,,1,https://www.facebook.com/events/482292239187673/?,,,,,
Kahului,Kahului Airport,Maui,HI,US,2019-07-19,about 20,20,,20,,,general protestors,Against development of thiry meter telescope,0,protest,0,0,0,0,1,1,https://www.mauinews.com/news/local-news/2019/07/peaceful-protest-at-airport/,,,,,
Los Angeles,,Los Angeles,CA,US,2019-07-19,,,,,,,McDonalds Employees and Community Members,Collective Bargaining; For higher minimum wage,0,rally,0,0,0,0,1,1,https://dailymemphian.com/article/6321/Local-McDonalds-workers-protest-for-15-minimum-wage,,,,,
Machias,Down East Community Center,Washington,ME,US,2019-07-19,,,,,,,National Nurse Organizing Committee,Collective Bargaining; For better compensation,0,rally,0,0,0,0,1,1,https://www.wabi.tv/content/news/Nurses-to-hold-rally-at-Down-East-Community-Hospital-512900301.html,,,,,
Memphis,"McDonalds, 1861 S. Third St.",Shelby,TN,US,2019-07-19,,,,,,,McDonalds Employees and Community Members,Collective Bargaining; For higher minimum wage,0,rally,0,0,0,0,1,1,https://dailymemphian.com/article/6321/Local-McDonalds-workers-protest-for-15-minimum-wage,,,,,
Miami,,Miami-Dade,FL,US,2019-07-19,,,,,,,Fast Food Employees,Collective Bargaining; For higher minimum wage,0,rally,0,0,0,0,1,1,https://www.floridaphoenix.com/blog/mcdonalds-employees-in-orlando-and-miami-protest-for-15-wage/,,,,,
Mobile,UUFM on Old Shell Road,Mobile,AL,US,2019-07-19,FB: 41,41,,41,,,UUFM,,1,,,,,,,1,https://www.facebook.com/events/352304298785868/,,,,,
New Haven,New Haven Green,New  Haven,CT,US,2019-07-19,125,125,,125,,,"""Group of New Haven-area Puerto Rican citizens and allies"" ",Other; For firing/reassignment; Against state executive,0,Rally,0,0,0,0,1,1,https://www.nhregister.com/news/article/New-Haven-residents-rally-in-support-of-Puerto-14110517.php,,,,,
New Orleans,1250 Poydras St,Orleans,LA,US,2019-07-19,FB: 709,709,,709,,,general protestors,,1,vigil,,,,,,1,https://www.facebook.com/events/2715898351758086/?active_tab=discussion,,,,,
Orem ,corner of University Parkway and State Street,Utah,UT,US,2019-07-19,Nearly 300,100,,100,,,general protestors,Other; Against development,0,Protest,0,0,0,0,1,1,https://www.heraldextra.com/news/local/central/orem/hundreds-gather-in-orem-to-join-nationwide-protest-over-telescope/article_4015b613-1086-5a24-8715-03d74ed1938e.html,,,,,
Orlando,,Orange,FL,US,2019-07-19,,,,,,,Fast Food Employees,Collective Bargaining; For higher minimum wage,0,rally,0,0,0,0,1,1,https://www.floridaphoenix.com/blog/mcdonalds-employees-in-orlando-and-miami-protest-for-15-wage/,,,,,
Philadelphia,Huntington Park,Philadelphia,PA,US,2019-07-19,150,150,,150,,,Latinos en Marcha,Other; For firing/reassignment; Against state executive,1,Rally,0,0,0,0,1,1,https://www.inquirer.com/news/philly-puerto-ricans-rally-against-ricardo-rosello-corruption-telegramgate-20190720.html,,,,,
Raleigh,state capitol,Wake,NC,US,2019-07-19,,,,,,,general protesters,for firing/resignation of PR govener ,0,protest,0,0,0,0,1,1,https://abc11.com/politics/protesters-rally-at-nc-state-capitol-over-governor-of-puerto-rico/5408506/,,,,,
Salt Lake City,Liberty Park,Salt Lake,UT,US,2019-07-19,count vid,3,,3,,,Puerto Rican Community,Executive; Against State executive; against corruption,0,Protest,0,0,0,0,1,1,https://fox13now.com/2019/07/18/puerto-rican-residents-in-utah-plan-peaceful-protest-as-unrest-unfolds-in-san-juan/,,,,,
San Francisco,UBER HQ,San Francisco,CA,US,2019-07-19,,,,,,,Uber and Lyft Drivers,Collective Bargaining; For worker rights; for better compensation; Uber.,0,protest,0,0,0,0,1,1,https://www.cnet.com/news/uber-lyft-drivers-stage-protest-for-better-working-conditions/,,,,,
San Jose,McDonalds,Santa CLara,CA,US,2019-07-19,,,,,,,Fast Food Employees,Collective Bargaining; For higher minimum wage,0,rally,0,0,0,0,1,1,https://abc7news.com/society/san-jose-rally-demands-minimum-wage-for-mcdonalds-workers-/5406099/,,,,,
San Juan,outside Governor's mansion,PR,PR,US,2019-07-19,,,,,,,Puerto Rican Community,Executive; Against State executive; against corruption,0,Protest,0,0,0,0,1,1,https://wgntv.com/2019/07/19/puerto-rico-protesters-call-for-resignation-of-governor/,,,,,
South Portland,DHS Office,Cumberland,ME,US,2019-07-19,Roughly 50-60 people,50,,60,,,general protestors,Immigration; Detention for refugees.,1,protest,0,0,0,0,1,1,https://bangordailynews.com/2019/07/19/news/portland/dozens-rally-against-detention-camps-at-south-portland-dhs-office/,,,,,
St. Louis,outside the McDonalds on 1861 S. Third St,St. Louis,MO,US,2019-07-19,,,,,,,Fight for $15; mcDonalds Employees and Community Members,Collective Bargaining; For higher minimum wage,0,rally,0,0,0,0,1,1,https://dailymemphian.com/article/6321/Local-McDonalds-workers-protest-for-15-minimum-wage,,,,,
Tampa,Gaslight Square Park,Hillsborough,FL,US,2019-07-19,,,,,,,Beyond Coal,Against fossil fuels; Environment,0,Rally,0,0,0,0,1,1,https://www.wmnf.org/solar-power-advocates-rally-oppose-tecos-gas-conversion/,,,,,
Tampa,Parking Lot of La Fritanga de Tonita Restaurant,Hillsborough,FL,US,2019-07-19,More than a hundred,100,,200,,,Puerto Rican Community,Executive; Against State executive; against corruption,0,Protest,0,0,0,0,0,1,https://www.wfla.com/news/hillsborough-county/dozens-attend-solidarity-rally-for-puerto-rico/,,,,,
Valparaiso,Regal Beloit plant,Porter,IN,US,2019-07-19,hundreds,200,,200,,,International Association of Machinists,Collective Bargaining; For better compensation,0,Rally,0,0,0,0,1,1,https://www.nwitimes.com/business/local/valpo-workers-rally-for-more-affordable-health-insurance-higher-wages/article_4d9c43e5-b94f-5c95-9a44-a59cdabccefa.html,,,,,
Watsonville,San Juan Rd; off of Hwy 101,Santa Cruz,CA,US,2019-07-19,count video,20,,20,,,general protestors,Against development; Other,0,Protest,0,0,0,0,1,1,https://www.ksbw.com/article/protesters-rally-against-proposed-commercial-development-along-hwy-101-san-benito/28453255,,,,,
Baltimore,Johns Hopkins Hospital,NA,MD,US,2019-07-20,NA,200,,200,,,AFL-CIO; National Nurses United,Healthcare; Against debt; Collective Bargaining; For unionization,0,Rally,0,0,0,0,1,1,https://www.baltimoresun.com/health/bs-md-medical-debt-rally-hopkins-20190720-4j2ktmaymzh6npxfn2guopghj4-story.html,,,,,
Baton Rouge,City Hall,East Baton Rouge,LA,US,2019-07-20,NA,20,,20,,,Save Our Cities Now,Against violence; Other,0,Vigil/March,0,0,0,0,1,1,https://www.theadvocate.com/baton_rouge/news/crime_police/article_48246dba-a7e7-11e9-b901-77662284ba89.html,,,,,
Boise,Capitol,Ada,ID,US,2019-07-20,NA,200,,200,,,general protestors,Education; For greater inclusion,1,Rally,0,0,0,0,1,1,https://www.idahopress.com/news/local/boise-state-students-community-rally-for-diversity-inclusion-at-capitol/article_6f0065be-d631-52dc-88a7-e699ffdf30de.html,,,,,
Chicago,on and along Chicago River,Cook,IL,US,2019-07-20,,,,,,,US Boat to Gaza,end Israeli siege of Gaza,0,protest,0,0,0,0,1,1,https://progressive.org/dispatches/dread-in-gaza-so-many-names-lives-kelly-190723/,,,,,
Elliston,Mountain Valley Pipeline worksite,Montgomery,VA,US,2019-07-20,a total of 40,40,,40,,,general protestors,Against fossil fuels; Environment,1,Protest,0,0,0,0,1,1,https://www.wsls.com/news/virginia/roanoke/mountain-valley-pipeline-protester-halt-work-for-an-hour-no-arrests-were-made,,,No access to page,,
El Paso,Lincoln Park,El Paso,TX,US,2019-07-20,about 50,50,,50,,,general protesters,for resignation of Puerto Rico's governor,0,protest,0,0,0,0,1,1,https://eu.elpasotimes.com/story/news/local/el-paso/2019/07/20/el-paso-protesters-demand-puerto-rico-governor-ricardo-rossello-resign-amid-chat-scandal-unrest/1787902001/,,,,,
