City/Town,Location,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),protest,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.
Washington ,FCC,DC,US,2017-12-14,hundreds,200,,200,,,general protestors,Protesting potential end to net neutrality,1,protest,0,0,0,0,1,1,https://www.commondreams.org/views/2017/12/14/hundreds-rally-netneutrality-right-fcc-destroys-it,http://thehill.com/policy/technology/364315-activists-dems-plan-net-neutrality-rally-outside-fcc,http://www.businessinsider.com/democrats-protest-republican-net-neutrality-decision-2017-12,
Washington ,Impact Hub DC,DC,US,2017-12-14,FB: 37,37,,37,,,Justice For Muslims Coalition,Protesting Islamophobia,1,protest,0,0,0,0,0,1,https://www.facebook.com/events/891167624393629/,,,
West Hartford,Bloomfield Ave.,CT,US,2017-12-14,FB: 242,242,,242,,,Farmington Valley League of Light,Rally for victims of gun violence,1,rally,0,0,0,0,1,1,https://www.facebook.com/events/199272500618051/,,,
Yucaipa,Crafton Hills College,CA,US,2017-12-14,aabout 20,20,,20,,,Option house,Protesting bullying,0,protest,0,0,0,0,1,1,http://www.sbsun.com/2017/12/15/yucaipa-girls-suicide-inspires-community-awareness-event-against-bullying/,,,
Amarillo,,TX,US,2017-12-15,,,,,,,American Federation of Government Employees,Protesting understaffing; labor protest,0,protest,0,0,0,0,1,1,http://www.newschannel10.com/story/37078257/american-federation-of-government-employees-holds-rally-for-va-vacancies,,,
Brentwood,U.S. Sen. Alexander's office,TN,US,2017-12-15,FB: 9,9,,9,,,Indivisible Middle Tennessee,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/517049688651176/,,,
College Station,Texas A&M University,TX,US,2017-12-15,,3,,3,,,PETA Activists,Protesting mistreatment of animals on campus,0,protest,3,0,0,0,1,1,http://www.kbtx.com/content/news/PETA-protest-briefly-disrupts-AM-graduation-ceremonies-464435683.html,http://www.theeagle.com/news/local/peta-protesters-disrupt-texas-a-m-graduation-ceremony/article_ae789db1-aa17-5d0c-9cc6-10f81063c7fc.html,,
East Lansing,Hannah Administrative Building,MI ,US,2017-12-15,FB: 14,14,,14,,,general protestors,"#Metoo rally, protesting sexual assault",0,protest,0,0,0,0,1,1,https://www.facebook.com/events/1982966671943305/,,,
Grand Rapids,Masjid Al Tawheed,MI ,US,2017-12-15,FB: 13,13,,13,,,At-Tawheed YouthSquad,Protesting Trump's decision to recognize Jerusalem as the capital of Israel,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/915619311928177/,,,
Los Angeles,W. Temple St.,CA,US,2017-12-15,FB: 48,48,,48,,,White People 4 Black Lives,Protesting police brutality,0,protest,0,0,0,0,1,1,https://www.facebook.com/events/132840967391872/,,,
Montgomery,AL Department of Public Health,AL,US,2017-12-15,,,,,,,Charismatic Episcopal Church,Protesting abortion,2,protest,0,0,0,0,1,1,http://yellowhammernews.com/featured/pro-life-leaders-rally-calling-on-the-state-to-shut-down-birmingham-planned-parenthood-clinic/,,,
New Orleans,Corner of Canal and Decatour,LA,US,2017-12-15,FB: 98,98,,98,,,New Orleans Palestinian Solidarity Committe,Protesting Trump's decision to recognize Jerusalem as the capital of Israel,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/731670023688907/?active_tab=about,,,
New York ,Rep. Zeldin's office,NY ,US,2017-12-15,,,,,,,general protestors,Protesting Rep. Zendin's support from Steve Bannon,1,protest,0,0,0,0,1,1,https://riverheadnewsreview.timesreview.com/2017/12/84638/zeldin-fundraiser-draws-criticism-bannon-involvement/,,,
New York ,Trump Tower,NY ,US,2017-12-15,FB: 2 ,2,,2,,,Learn As Protest,Protesting Trump administration,1,protest,0,0,0,0,0,1,https://www.facebook.com/events/1457805717670080/,,,
Oklahoma City,,OK,US,2017-12-15,,,,,,,general protestors,Protesting homophobic comments by elected official,0,protest,0,0,0,0,1,1,http://newsok.com/john-rex-parents-condemn-humphreys-comments/article/5576124,,,
Portland ,Sen. Collins' office,ME,US,2017-12-15,FB: 4,4,,4,,,general protestors,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/1369755603133736/,,,
Portland ,,OR,US,2017-12-15,,,,,,,general protestors,Protesting repeal of net neutrality,1,protest,0,0,0,0,1,1,http://www.kgw.com/news/portland-protesters-call-for-net-neutrality/499743794,,,
San Francisco ,24th Street BART Station,CA,US,2017-12-15,picture,9,,10,,,general protestors,locals protest Honduran election,0,protest,0,0,0,0,1,1,https://missionlocal.org/2017/12/local-hondurans-protest-recent-election-results/,,,
Savannah,Chatham County Jail,GA,US,2017-12-15,FB: 4,4,,4,,,Black Lives Matter Savannah,Protesting inhumane prison conditions,0,protest,0,0,0,0,1,1,https://www.facebook.com/events/169207717146723/,,,
Scranton,Lackawanna City Hall,PA,US,2017-12-15,,,,,,,general protestors,Rallying for newly elected mayor,0,rally,0,0,0,0,1,1,https://www.wgrz.com/article/news/local/protest-for-elected-lackawanna-official-once-in-federal-prison/71-499789014,,,
Washington ,U.S. Department of Health and Human Services,DC,US,2017-12-15,FB: 81,81,,81,,,general protestors,Protesting Trump's list of banned words,1,protest0,0,0,0,0,1,1,https://www.facebook.com/events/1827622907308985/,,,
Wichita,N. Broadway St.,KS,US,2017-12-15,FB: 46,46,,46,,,ICTIndivisible,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/148103695961681/,,,
Boston,Prudential Center,MA,US,2017-12-16,FB: 48,48,,48,,,general protestors,Protesting Canada Goose jackets,0,protest,0,0,0,0,1,1,https://www.facebook.com/events/392125827910358/,,,
Brookhaven,Havana Sandwich Shop,GA,US,2017-12-16,,,,,,,general protestors,Rallying for DREAM Act,1,rally,0,0,0,0,1,1,http://www.11alive.com/article/news/local/dreamer-rally-held-saturday-outside-popular-cuban-sandwich-shop/85-499922280,,,
Buffalo,Transit Rd.,NY ,US,2017-12-16,FB: 43,43,,43,,,Liberty Union Progressives,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/137600426903492/,,,
Columbia,Statehouse,SC,US,2017-12-16,FB: 17,17,,17,,,South Carolina Fathers' Rights Movement,Rallying to reform family court,0,rally,0,0,0,0,1,1,https://www.facebook.com/events/1640720499313576/,,,
Duluth,Minnesota Power Plaza,MN,US,2017-12-16,FB: 9,9,,9,,,general protestors,Protesting sexual assault/harrassment,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/1542629129184850/,,,
Fredon,Fredon Springdale Rd.,NJ,US,2017-12-16,FB: 25,25,,25,,,The BEAR Group,Protesting bear hunting,0,protest,0,0,0,0,1,1,https://www.facebook.com/events/341436836323411/,,,
Glen Allen,W. Broad St.,VA,US,2017-12-16,FB: 16,16,,16,,,Indivisible Virginia,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/100836744044875/,,,
Grandville,The Barking Boutique,MI ,US,2017-12-16,FB: 11,11,,11,,,The Barking Boutique Exposed,Protesting puppy mills,0,protest,0,0,0,0,1,1,https://www.facebook.com/events/175639036359433/,,,
Hartford,Elizabeth Park,CT,US,2017-12-16,FB: 37,37,,37,,,Women's March CT,Protesting gun violence  ,0,protest,0,0,0,0,1,1,https://www.facebook.com/events/171295873459971/,,,
Kingston,Broadway,NY ,US,2017-12-16,FB: 16,16,,16,,,general protestors,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/1637179623016014/,,,
Little Rock,State Capitol,AR,US,2017-12-16,Photo: dozens,24,,24,,,Citizens First Congress,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,https://www.arktimes.com/ArkansasBlog/archives/2017/12/16/citizens-group-protests-gop-congressional-tax-plan-at-arkansas-capitol,,,
Manchester,The Mall of New Hampshire,NH,US,2017-12-16,FB: 16,16,,16,,,New Hmapshire Animal Rights League,Protesting GOP tax plan,0,protest,0,0,0,0,1,1,https://www.facebook.com/events/1931446070451988/,,,
New London,Parade Plaza,CT,US,2017-12-16,FB: 50,50,,50,,,general protestors,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/181539445759155/,,,
New York ,Libyan Mission,NY ,US,2017-12-16,FB: 13,13,,13,,,general protestors,Protesting Libyan slave trade,0,protest,0,0,0,0,1,1,https://www.facebook.com/events/545786412427061/,,,
Newton,Fredon Springdale Rd.,NJ,US,2017-12-16,FB: 25,25,,25,,,Save New Jersey Black Bears Stop the Hunt,Protesting bear hunting,0,protest,0,0,0,0,1,1,https://www.facebook.com/events/2073795739573536/,,,
Oklahoma City,State Capitol,OK,US,2017-12-16,roughly 80,80,,80,,,general protestors,Protesting Trump's decision to recognize Jerusalem as the capital of Israel,1,protest,0,0,0,0,1,1,http://kfor.com/2017/12/16/oklahomans-protest-trumps-jerusalem-decision-outside-state-capitol/,,,
Paramus,Steven Corn Furs,NJ,US,2017-12-16,FB: 9,9,,9,,,general protestors,,0,protest,0,0,0,0,1,1,https://www.facebook.com/events/2013819002183479/,,,
Peoria,Campustown Intersection,IL,US,2017-12-16,FB: 17,17,,17,,,Indivisible Peoria Area,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/1414869375289199/,,,
Prichard,St. Stephens Rd.,AL,US,2017-12-16,,,,,,,general protestors,Protesting police shooting of local man,0,protest,0,0,0,0,1,1,http://www.fox10tv.com/story/37082948/march-held-for-man-shot-by-prichard-police-officer,,,
Redding,Churn Creek Rd.,CA,US,2017-12-16,about 60,60,,60,,,CD1 Democratic Alliance,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/1769654076391723/,http://www.redding.com/story/news/local/2017/12/16/people-protest-tax-bill-front-lamalfas-office/958684001/,,
Reno,S. Virginia St.,NV,US,2017-12-16,FB: 4,4,,4,,,general protestors,Protesting puppy mills,0,protest,0,0,0,0,1,1,https://www.facebook.com/events/319867545158002/,,,
San Antonio,Columbus Park,TX,US,2017-12-16,FB: 35,35,,35,,,Aztlan Rising,"Protesting Christopher Columbus statue, white supremacy",1,protest,0,0,0,0,1,1,https://www.facebook.com/events/167081240538643/,,,
San Francisco ,Grove St.,CA,US,2017-12-16,FB: 13,13,,13,,,Democracy Action SF,Rallying for DREAM Act,1,rally,0,0,0,0,0,1,https://www.facebook.com/events/197360377505154/,,,
San Francisco ,,CA,US,2017-12-16,about 30,30,,30,,,Fight Sanctuary State,"Protesting sanctuary cities, immigrants",2,protest,0,0,0,0,1,1,http://abc7news.com/politics/protest-over-sanctuary-cities-in-san-francisco-draws-opposition/2789606/,,,
San Francisco ,,CA,US,2017-12-16,hundreds,200,,200,,,general protestors,"Counter-protest, rallying for immigrants",1,protest,0,0,0,0,0,1,http://abc7news.com/politics/protest-over-sanctuary-cities-in-san-francisco-draws-opposition/2789606/,,,
Slate Hill,Ridgebury Hill Rd.,NY ,US,2017-12-16,FB: 15,15,,15,,,Protect Orance County,Protesting Millenium Pipeline Co. power plan,0,protest,0,0,0,0,1,1,http://www.midhudsonnews.com/News/2017/December/17/CPV_protest-17Dec17.htm,http://www.midhudsonnews.com/News/2017/December/18/Milpipe_protest-18Dec17.html,https://www.facebook.com/events/135818843750108/,
Summerville,City Hall,SC,US,2017-12-16,FB: 8,8,,8,,,Confederate,Protesting removal of confederate flag,2,protest,0,0,0,0,1,1,https://www.facebook.com/events/1598694743525908/,,,
Tecumseh,Evans Street Station,MI ,US,2017-12-16,FB: 19,19,,19,,,general protestors,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/1555268067885191/,,,
Wilmington,Riverfront Park,NC,US,2017-12-16,about 20,20,,20,,,general protestors,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,http://www.wbtv.com/story/37083239/protesters-decry-tax-bill-proposed-by-congress,,,
Anchoarge,,AK,US,2017-12-17,,,,,,,general protestors,Rallying for victims of abuse and violence,0,rally,0,0,0,0,1,1,http://www.ktuu.com/content/news/Candlelight-vigil-held-to-bring-awareness-to-violence-of-sex-trade-464885953.html,,,
Boston,Copley Square,MA,US,2017-12-17,FB: 555,555,,555,,,general protestors,Protesting Trump's decision to recognize Jerusalem as the capital of Israel,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/175069679752942/,,,
Boston,Plaza Betances,MA,US,2017-12-17,FB: 344,344,,344,,,general protestors,Rallying to decolonize Puerto Rico,0,rally,0,0,0,0,0,1,https://www.facebook.com/events/111797746264308/,,,
Boston,West Roxbury,MA,US,2017-12-17,,,,,,,general protestors,Protesting earlier school start times,0,protest,0,0,0,0,0,1,http://whdh.com/news/families-protest-bps-time-changes-during-tree-lighting-ceremony/,http://www.bostonherald.com/news/local_coverage/2017/12/walsh_festivities_not_school_protest_time,,
Bridgeport,McLevy Green,CT,US,2017-12-17,between 50 and 100,50,,100,,,Bridgeport Islamic Community Center,Protesting Trump's decision to recognize Jerusalem as the capital of Israel,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/190071128236349/,http://www.ctpost.com/local/article/Dozens-gather-to-protest-naming-Jerusalem-12437492.php,,
Buckner,Odham County Jail,KY,US,2017-12-17,a handful,5,,5,,,Louisville Showing Up for Racial Justice,Protesting new jail,0,protest,0,0,0,0,1,1,http://www.wdrb.com/story/37086779/local-groups-protest-new-jail-in-oldham-county,,,
Buffalo,New Era Field,NY ,US,2017-12-17,NA,2,,2,,,"Kenny Stills, Julius Thomas",National anthem protest; protesting racial inequality,1,protest,0,0,0,0,1,1,http://www.espn.com/blog/nflnation/post/_/id/262053/nfl-players-who-protested-during-national-anthem-in-week-15,,,
Cary,NW Maynard Rd.,NC,US,2017-12-17,FB: 12,12,,12,,,NC Against Puppy Mills,Protesting puppy mills,0,protest,0,0,0,0,1,1,https://www.facebook.com/events/142772973046560/,,,
Columbia,Gervais St.,SC,US,2017-12-17,FB: 22,22,,22,,,Indivisible Midlands,Protesting arrests of 7 DACA recipients at rally,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/1757861350891888/,,,
Columbus,,IN,US,2017-12-17,about 200,200,,200,,,general protestors,Rally discussing racial injustices in the US,1,rally,0,0,0,0,1,1,http://www.therepublic.com/2017/12/18/justice_isnt_for_just_us_monday_a1_news_centerpiece/,,,
Dallas,Misericordia University,PA,US,2017-12-17,scores,40,,40,,,general protestors,Protesting pro-LGBT commencement speaker,0,protest,0,0,0,0,1,1,http://citizensvoice.com/news/protests-greet-graduation-speaker-at-misericordia-1.2280333,,,
Davie,S. University Dr.,FL,US,2017-12-17,FB: 19,19,,19,,,Broward for Progress,Protesting arrest of Dreamers,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/136026840418182/,,,
East Rutherford,MetLife Stadium,NJ,US,2017-12-17,NA,1,,1,,,Olivier Vernon,National anthem protest; protesting racial inequality,1,protest,0,0,0,0,1,1,http://www.espn.com/blog/nflnation/post/_/id/262053/nfl-players-who-protested-during-national-anthem-in-week-15,,,
Fairfield,,CT,US,2017-12-17,FB: 22,16,,22,,,Gays Against Guns,Protesting gun violence,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/1913513282233285/,http://www.ctpost.com/local/article/Group-walks-to-protest-Southport-based-gun-maker-12437654.php#photo-14717472,,
Fairpoint,,NY ,US,2017-12-17,,,,,,,local residents,Protesting the cutting of tree near the Erie Canal,0,protest,0,0,0,0,1,1,http://www.mpnnow.com/news/20171211/community-members-protest-removal-of-trees-along-erie-canal,,,
Greeneville,Cleveland Park,SC,US,2017-12-17,around 80,80,,80,,,general protestors,"Rallying against violence, hatred.",0,rally,0,0,0,0,1,1,http://wspa.com/2017/12/17/community-gathers-for-no-hate-rally-in-greenville/,,,
Houston,Post Oak Blvd.,TX,US,2017-12-17,FB: 12,12,,12,,,Indivisible Houston,Protesting UGG boots ,0,protest,0,0,0,0,1,1,https://www.facebook.com/events/297872427369796/,,,
Landover,Outside FedEx Field,MD,US,2017-12-17,about 40,40,,40,,,American Indian Movement,Protesting Redskins' name,0,protest,0,0,0,0,1,1,https://www.washingtonpost.com/sports/washington-redhawks-group-holds-rally-to-promote-redskins-name-change/2017/12/17/a5be5a78-e351-11e7-9ec2-518810e7d44d_story.html?utm_term=.8b6db430d050,,,
Larkspur,,CA,US,2017-12-17,hundreds,200,,200,,,Marin Moms Demand Action,Protesting gun violence,1,protest,0,0,0,0,1,1,http://www.marinij.com/article/NO/20171217/NEWS/171219814,,,
Las Vegas,Las Vegas Blvd.,NV,US,2017-12-17,FB: 2 ,2,,2,,,general protestors,Protesting repeal of net neutrality,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/391593814628975/,,,
Longmont,6th Ave.,CO,US,2017-12-17,FB: 3,3,,3,,,general protestors,Protesting repeal of net neutrality,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/1961898614049499/,,,
Miami,Miami Aquarium,FL,US,2017-12-17,FB: 9,9,,9,,,general protestors,Protesting treatment of animals in aquarium,0,protest,0,0,0,0,1,1,https://www.facebook.com/events/138361910200820/,,,
Oklahoma City,City Hall,OK,US,2017-12-17,Photo: dozens,24,,24,,,general protestors,Protesting police shooting of local man,0,protest,0,0,0,0,1,1,http://www.news9.com/story/37086936/protesters-march-for-magdiel-sanchez,http://kfor.com/2017/12/17/activists-rally-for-justice-in-shooting-death-of-deaf-man-by-oklahoma-city-police-officer/,,
Oldham County,,KY,US,2017-12-17,,,,,,,general protestors,Protesting the construction of a local jail,1,protest,0,0,0,0,1,1,http://www.wdrb.com/story/37086779/local-groups-protest-new-jail-in-oldham-county,,,
Philadelphia,City Ha;;,PA,US,2017-12-17,,3,,3,,,PETA Activists,Protesting the use of sheep skin in products,0,protest,0,0,0,0,1,1,http://www.phillyvoice.com/nearly-nude-protesters-highlight-plot-sheep-city-hall/,,,
Philadelphia,Paine Plaza,PA,US,2017-12-17,about two dozen,24,,24,,,general protestors,Rallying for sex workers victimized by violence,0,rally,0,0,0,0,1,1,http://www.philly.com/philly/news/pennsylvania/philadelphia/sex-workers-victimized-by-violence-remembered-at-philadelphia-vigil-20171217.html,,,
Phoenix,E. Cactus Rd.,AZ,US,2017-12-17,FB: 4,4,,4,,,Puppy Mill Free Arizona,Protesting puppy mills,0,protest,0,0,0,0,1,1,https://www.facebook.com/events/1973350449554279/,,,
Phoenix,Sen. Flake's office,AZ,US,2017-12-17,more than a dozen,12,,12,,,general protestors,Protesting arrest of Dreamers,1,protest,0,0,0,0,0,1,https://www.azcentral.com/story/news/local/phoenix/2017/12/17/phoenix-vigil-held-honors-dreamers-arrested-washington-d-c/959940001/,,,
San Diego,Pacific Beach Middle School,CA,US,2017-12-17,,,,,,,general protestors,Protesting legislation for short term vacation rentals,0,protest,0,0,0,0,1,1,http://www.cbs8.com/story/37035909/pacific-beach-residents-rally-against-short-term-rentals,,,
San Francisco ,Levi's Stadium,CA,US,2017-12-17,NA,5,,5,,,49ers and Titans' players,National anthem protest; protesting racial inequality,1,protest,0,0,0,0,1,1,http://www.espn.com/blog/nflnation/post/_/id/262053/nfl-players-who-protested-during-national-anthem-in-week-15,,,
Scranton,Lackawanna County Courthouse Square,PA,US,2017-12-17,FB: 53,53,,53,,,Action Together Northeastern PA,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/193426817873459/,http://wnep.com/2017/12/17/rally-against-gop-tax-bill/,,
