City/Town,Location,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),protest,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.
Los Angeles,Grand Park,CA,US,2017-12-11,FB: 220,220,,220,,,The People for Bernie Sanders,Protesting Wells Fargo's investment in fossil fuels,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/1766439796699494/,,,
Midland City,,AL,US,2017-12-11,,,,,,,Roy Moore Campaign,Campagin rally ,2,rally,0,0,0,0,1,1,http://nymag.com/daily/intelligencer/2017/12/roy-moore-emerges-from-hiding-for-a-weird-election-eve-rally.html,,,
Midland City,,AL,US,2017-12-11,NA,1,,1,,,Nathan Mathis,Protesting Roy Moore,1,protest,0,0,0,0,0,1,http://www.dailymail.co.uk/news/article-5172959/Dad-lesbian-killed-protests-pervert-Roy-Moore.html,,,
Milwaukee,City Hall,WI,US,2017-12-11,approximately 100,100,,100,,,Voces de la frontera ,Protesting confederate symbol on city hall employee's lunch,0,protest,0,0,0,0,1,1,http://fox6now.com/2017/12/11/disturbing-display-rally-at-city-hall-amid-american-sewer-services-controversies-company-issues-statement/,https://urbanmilwaukee.com/2017/12/12/eyes-on-milwaukee-labor-groups-rally-against-kkk-supporter/,http://www.cbs58.com/news/labor-groups-plan-rally-to-protest-kkk-logo-on-city-workers-cooler,
Minneapolis,Metro council meeting,MN,US,2017-12-11,around 70,70,,70,,,Unionized transit workers,Protesting ongoing contract dispute,0,protest,0,0,0,0,1,1,http://www.twincities.com/2017/12/11/metro-transit-workers-rally-as-negotiations-continue-to-avert-super-bowl-strike/,,,
Nashville,State Capitol,TN,US,2017-12-11,FB: 19,19,,19,,,Workers Against Racism,Protesting inhumane prison conditions,0,protest,0,0,0,0,1,1,https://www.newschannel5.com/news/rally-addresses-concerns-at-tennessee-prisons,https://www.facebook.com/events/148503302459118/,,
New York ,Outside United Nations,NY ,US,2017-12-11,,,,,,,general protestors,Protesting U.S. bombing in Yemen,1,protest,several,0,0,0,1,1,https://www.rt.com/sport/,,,
Northampton,Smith College,MA,US,2017-12-11,dozens,24,,24,,,Students,Protesting speech by Valerie Plame,0,protest,0,0,0,0,1,1,http://www.recorder.com/Smith-protesters-greet-Valerie-Plame-at-Smith-College-14293997,,,
Patchogue,Oak St.,NY ,US,2017-12-11,FB: 83,83,,83,,,Resist Here,Protesting Rep.'s ties with Steve Bannon,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/300534920452451/,,,
San Francisco ,General hospital,CA,US,2017-12-11,about 60,60,,60,,,Medical residents,Protesting law enforcement in hospitals,0,protest,0,0,0,0,1,1,https://missionlocal.org/2017/12/these-ucsf-medical-residents-dont-want-guns-or-tasers-in-hospitals/,,,
San Francisco ,Rhode Island St.,CA,US,2017-12-11,FB: 10,10,,10,,,Bay Resistance,Protesting GOP tax plan,1,protest,0,0,0,0,0,1,https://www.facebook.com/events/538541083165689/,,,
Spokane ,Foley Courhouse,WA,US,2017-12-11,about 150,150,,150,,,All In For Washington; Greater Spokane Progress,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,http://www.spokesman.com/stories/2017/dec/11/about-150-march-in-spokane-in-protest-of-republica/,,,
Stockton,Police station,CA,US,2017-12-11,,,,,,,general protestors,Protesting police shooting of local woman,0,protest,0,0,0,0,1,1,http://www.kcra.com/article/protesters-rally-against-san-joaquin-county-sheriff-in-stockton/14412915,,,
Syracuse,Downtown,NY ,US,2017-12-11,,,,,,,general protestors,"#Metoo rally, protesting sexual assault",1,protest,0,0,0,0,1,1,http://cnycentral.com/news/local/downtown-metoo-march-in-syracuse-supports-assault-victims,,,
Tacoma,Port of Tacoma,WA,US,2017-12-11,NA,2,,2,,,general protestors,Protesting construction of new plant on environmental grounds,1,protest,2,0,0,0,1,1,http://komonews.com/news/local/2-arrested-after-construction-crane-protest-in-tacoma,http://www.thenewstribune.com/news/local/article189244384.html,,
Waterbury,Grand St.,CT,US,2017-12-11,FB: 43,43,,43,,,general protestors,Protesting police shooting of local boy,0,protest,0,0,0,0,1,1,https://www.facebook.com/events/1394052950721809/,,,
Wilmington,City Hall,NC,US,2017-12-11,Photo: dozen,12,,12,,,general protestors,Protesting school's mishandling of sexual asault allegation,0,protest,0,0,0,0,1,1,https://portcitydaily.com/2017/12/11/crowd-gathers-downtown-to-protest-board-of-education-actions-nws/,,,
Aurora,S. Parker Rd.,CO,US,2017-12-12,FB: 70,70,,70,,,general protestors,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/887948741381833/,,,
Bastrop,In front of school,TX,US,2017-12-12,,,,,,,general protestors,Protesting bullying,0,protest,0,0,0,0,1,1,http://www.statesman.com/news/local/kids-protest-bullying-bastrop-school-after-mom-says-son-beaten/7UqbEFjptc5EoftZiZoH3K/,,,
Berkeley,UC Berkeley campus,CA,US,2017-12-12,about 150,150,,150,,,general protestors,Rallying behind graduate students,0,rally,0,0,0,0,1,1,http://www.dailycal.org/2017/12/12/breaking-bread-grading-exams-academic-student-employees-show-solidarity-campus-grade/,,,
Boulder,Boulder Bandshell,CO,US,2017-12-12,,,,,,,general protestors,Rallying for universal healthcare,1,rally,0,0,0,0,1,1,http://gazette.com/backers-of-universal-health-care-coverage-set-to-rally-at-noon-in-colorado-springs-statewide/article/1617044,,,
Cambridge,Harvard Square,MA,US,2017-12-12,,,,,,,Refuse Fascism,Protesting Roy Moore,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/552147291806834/,,,
Charlottesville,Police station,VA,US,2017-12-12,,,,,,,general protestors,"#Metoo rally, protesting sexual assault",1,protest,0,0,0,0,1,1,http://www.nbc29.com/story/37048883/people-gather-at-charlottesville-police-department-to-protest-sexual-assault,,,
Clovis,N. Clovis Ave.,CA,US,2017-12-12,FB: 70,70,,70,,,My Union Works,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/367492380379341/,,,
Colorado Springs,Outside city hall,CO,US,2017-12-12,,,,,,,general protestors,Rallying for universal healthcare,1,rally,0,0,0,0,1,1,http://gazette.com/backers-of-universal-health-care-coverage-set-to-rally-at-noon-in-colorado-springs-statewide/article/1617044,,,
Cuyahoga,County Building,OH,US,2017-12-12,FB: 7,7,,7,,,Refuse Fascism,Protesting Roy Moore,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/134650313890401/,,,
Durango,Buckley Park,CO,US,2017-12-12,about 100,100,,100,,,general protestors,Rallying for affordable healthcare,1,rally,0,0,0,0,1,1,https://durangoherald.com/articles/199498,,,
Eugene,Morse Courthouse,OR,US,2017-12-12,FB: 8,8,,8,,,Indivisible Eugene,Protesting Trump,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/1486952574757534/,,,
Fort Collins,Oak Street Plaza,CO,US,2017-12-12,,,,,,,general protestors,Rallying for universal healthcare,1,rally,0,0,0,0,1,1,http://gazette.com/backers-of-universal-health-care-coverage-set-to-rally-at-noon-in-colorado-springs-statewide/article/1617044,,,
Hartford,Main St.,CT,US,2017-12-12,FB: 50,50,,50,,,We Are Mariano,Protesting planned deportation of local man,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/169454953648106/,,,
High Point,Rep. Tilli's office,NC,US,2017-12-12,,,,,,,general protestors,Rallying for DREAM Act,1,rally,0,0,0,0,1,1,http://www.wxii12.com/article/dreamers-protest-tillis/14426929,,,
Honolulu,Ala Moana Blvd,HI,US,2017-12-12,FB: 1,1,,1,,,Refuse Fascism Honolulu,Protesting Roy Moore,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/346933895717417/,,,
Irvine,Rep. Walter's office,CA,US,2017-12-12,FB: 32,32,,32,,,CA45 Action Council,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/194758627753655/,,,
Johnstown,,PA,US,2017-12-12,,,,,,,general protestors,Rallying against violence,0,rally,0,0,0,0,1,1,http://www.wearecentralpa.com/news/johnstown-residents-meet-to-put-a-stop-to-violence/880294274,,,
Las Vegas,Harman Ave.,NV,US,2017-12-12,,,,,,,general protestors,Protesting gun violence on the 5 year anniversary of Sandy Hook,0,protest,0,0,0,0,1,1,http://www.lasvegasnow.com/news/las-vegas-community-comes-together-to-put-an-end-to-gun-violence/880333341,,,
Los Angeles,Hollywood Blvd.,CA,US,2017-12-12,FB: 27,27,,27,,,Refuse Fascism,Protesting Roy Moore,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/1656143627770189/,,,
Nashville,Broadway,TN,US,2017-12-12,FB: 9,9,,9,,,Invdivisible Middle Tennessee,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,https://m.facebook.com/events/162759044474065?acontext=%7B%22action_history%22%3A%22%5B%7B%5C%22surface%5C%22%3A%5C%22page%5C%22%2C%5C%22mechanism%5C%22%3A%5C%22main_list%5C%22%2C%5C%22extra_data%5C%22%3A%5B%5D%7D%5D%22%7D&aref=0&ref=page_internal,,,
New York ,Columbus Circle,NY ,US,2017-12-12,FB: 20,20,,20,,,Refuse Fascism,Protesting Roy Moore,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/1940136659572484/,,,
New York ,St. Francis de Paula Church,NY ,US,2017-12-12,about 30,30,,30,,,general prortestors,Rallying for affordable housing,0,rally,0,0,0,0,1,1,https://www.brownstoner.com/development/affordable-housing-brooklyn-cooper-park-houses-60-kingsland-avenue-east-williamsburg/,,,
Newbury Park,City Council,CA,US,2017-12-12,,,,,,,Residents,Protesting deconstuction of YMCA,0,protest,0,0,0,0,1,1,http://www.vcstar.com/story/news/local/communities/conejo-valley/2017/12/17/dos-vientos-residents-oppose-plans-turn-newbury-park-ymca-into-new-home-councilmans-church/903468001/,,,
Oklahoma City,OU Medical Campus,OK,US,2017-12-12,hundreds,200,,200,,,general protestors,Protesting anchor who compared pedophile to gay man,0,protest,0,0,0,0,1,1,http://www.koco.com/article/hundreds-call-for-resignation-of-ou-regent-who-compared-lgbtq-community-to-pedophiles/14420029,,,
Oroville,Rep. LaMalfa's office,CA,US,2017-12-12,FB: 5,5,,5,,,Chico Indivisible,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,http://www.chicoer.com/general-news/20171212/constituents-protest-tax-bill-at-lamalfas-office,https://www.facebook.com/events/2003764713233168/,,
Philadelphia,City Hall,PA,US,2017-12-12,,,,,,,Refuse Fascism,Protesting Roy Moore,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/1900708356925131/,,,
Portland ,Federal Courthouse,ME,US,2017-12-12,several dozen,24,,24,,,Greater Portland's Faith Community,Protesting Trump's decision to withdraw from Paris agreement,1,protest,0,0,0,0,1,1,http://www.pressherald.com/2017/12/12/portland-group-protests-u-s-plans-to-withdraw-from-paris-climate-agreement/,,,
Portland ,Schnitzer Concert Hall,OR,US,2017-12-12,nearly 2800,2800,,2800,,,Hillary Clinton,democratic speech,1,rally,0,0,0,0,0,1,http://www.oregonlive.com/politics/index.ssf/2017/12/hillary_clinton_wraps_up_her_u.html,,,
Portland ,Schnitzer Concert Hall,OR,US,2017-12-12,,,,,,,Patriot Prayer,Protesting appearance by Hillary Clinton,2,protest,0,0,0,0,0,1,http://katu.com/news/politics/protesters-begin-arriving-for-hillary-clintons-portland-event,,,
Portland ,Schnitzer Concert Hall,OR,US,2017-12-12,,,,,,,Northwest Stands Against Patriot Prayer,Protesting Patriot Prayer; calling them white nationalist,1,protest,0,0,0,0,0,1,http://katu.com/news/politics/protesters-begin-arriving-for-hillary-clintons-portland-event,,,
Portland ,Slamon St.,OR,US,2017-12-12,FB: 35,35,,35,,,Indivisible Oregon,"Protesting GOP tax plan, Trump",1,protest,0,0,0,0,1,1,https://www.facebook.com/events/409696292782059/,,,
Raleigh,New Bern Ave.,NC,US,2017-12-12,FB: 5 ,5,,5,,,Tuesdays with Tillis,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/281180999070433/,,,
Roseville,Rep. Mclintock's office,CA,US,2017-12-12,FB: 18,18,,18,,,CD4 Indivisible Network,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/142414636532150/,,,
Saint Paul,"Bishop Henry Whipple Building, 1 Federal Dr",MN,US,2017-12-12,,,,,,,Interfaith Coalition on Immigration,"in solidarity with migrant detainees, against inhumane detention practices, abolish ICE, keep families together, for clean DREAM Act",1,vigil,,,,,1,1,https://mnicom.org/programs/vigils/,https://mnicom.org/2018/01/07/january-2018-vigil/,,second Tuesday of every month
Salt Lake City ,State Capitol,UT,US,2017-12-12,at least 100,100,,100,,,general protestors,Protesting Trump's attacks on public land,1,protest,0,0,0,0,1,1,http://www.sltrib.com/news/2017/12/13/environmentalists-call-bait-and-switch-on-utah-lawmakers-plan-to-create-new-national-park-in-trimmed-grand-staircase/,,,
Salt Lake City ,US Sen. Hatch's office,UT,US,2017-12-12,two dozen,24,,24,,,general protestors,Rallying for health insurance for low-income families,0,rally,0,0,0,0,0,1,https://www.ksl.com/?sid=46216367&nid=757,,,
San Diego,UC San Diego Campus,CA,US,2017-12-12,,,,,,,Student Workers Union,Protesting working conditions; labor protest,0,protest,0,0,0,0,1,1,http://ucsdguardian.org/2017/12/23/graduate-students-stage-grade-in-to-protest-working-conditions/,,,
San Francisco ,Bryant St.,CA,US,2017-12-12,FB: 76,76,,76,,,Friends of J20 Resisters,Protesting arrests of those facing elections day protest charges,1,protest,0,0,0,0,0,1,https://www.facebook.com/events/350315312107174/,,,
San Francisco ,Milk Plaza,CA,US,2017-12-12,FB: 7,7,,7,,,Refuse Fascism Bay Area,Protesting Roy Moore,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/152123558761505/,,,
Seattle,4th St.,WA,US,2017-12-12,FB: 8,8,,8,,,Refuse Fascism,Protesting Roy Moore,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/376305499487475/,,,
Vista,1800 Thibodo Rd,CA,US,2017-12-12,,,,,,,general protesters,"against President Trump, against U.S. Representative Darryl Issa",1,demonstration,,,,,1,1,https://www.latimes.com/politics/la-pol-ca-issa-protest-20180425-htmlstory.html,,,
Vista,1800 Thibodo Rd.,CA,US,2017-12-12,,,,,,,general protesters,for President Trump,2,counter-protest,,,,,0,1,https://www.latimes.com/politics/la-pol-ca-issa-protest-20180425-htmlstory.html,,,
Washington ,Sen. Heller's office,DC,US,2017-12-12,about two dozen,24,,24,,,general protestors,Rallying for DREAM Act,1,rally,0,0,0,0,1,1,https://lasvegassun.com/news/2017/dec/12/immigrants-push-for-dream-act-during-sit-in-at-hel/,,,
Bentonville,Walmart,AR,US,2017-12-13,,,,,,,general protestors,Protesting Walmart's holiday pay policy; labor protest,0,protest,0,0,0,0,1,1,http://5newsonline.com/2017/12/13/santa-delivers-coal-to-walmart-in-protest-of-holiday-pay-policy/,,,
Biddeford,US Sen. Collins' office,ME,US,2017-12-13,about two dozen,24,,24,,,York County Democrat Coalition,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,http://www.pressherald.com/2017/12/13/tax-protest-at-sen-collins-biddeford-office-ends-as-police-arrive/,,,
Boston,,MA,US,2017-12-13,about 200,200,,200,,,Parents,Protesting earlier school start times,0,protest,0,0,0,0,1,1,https://www.bostonglobe.com/metro/2017/12/13/parents-protest-new-school-start-times/rI0UIOTY4EkFwFwvtmpaML/story.html,,,
Buffalo,Police HQ,NY ,US,2017-12-13,dozens,24,,24,,,general protestors,Protesting decision not to charge cop who shot unarmed man,0,protest,0,0,0,0,1,1,http://wivb.com/2017/12/13/protest-erupts-after-state-rules-out-criminal-charges-against-officers-in-buffalo-mans-death/,,,
Calumet,Zen Garden 6th Street,MI ,US,2017-12-13,,,,,,,general protestors,Protesting Council's decison to not act in regards to the Medical Marijuana Act,0,protest,0,0,0,0,1,1,http://www.miningjournal.net/news/local/2017/12/village-council-condemns-public-marijuana-protest/,,,
Charlottesville,Federal Courthouse,VA,US,2017-12-13,,,,,,,Solidarity CVille,Protesting subpeonas following protest,0,protest,0,0,0,0,1,1,http://wina.com/news/064460-activists-protest-grand-jury-subpoenas-for-people-who-saw-deadly-august-12-crash/,,,
Frankfort,State Capitol,KY,US,2017-12-13,,,,,,,Kids Matter Coalition,Rallying for better healthcare for children,0,rally,0,0,0,0,1,1,http://www.wkyt.com/content/news/Rally-for-better-early-child-463879933.html,,,
Helena,Downtown Walking Mall,MT,US,2017-12-13,FB: 6,6,,6,,,Our Revolution Helena,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/132806334057449/,,,
High Point,Central High School,NC,US,2017-12-13,,,,,,,general protestors,Rallying against violence,0,rally,0,0,0,0,1,1,http://spectrumlocalnews.com/nc/triad/news/2017/12/13/rally-held-at-high-point-school-after-shot-fired-at-school-earlier-this-week,,,
Holidaysburg,Rep. Shuster's office,PA,US,2017-12-13,FB: 13,13,,13,,,Indivisible - Blair County,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/314376602302802/,,,
Kalamazoo,E. Michigan Ave.,MI ,US,2017-12-13,FB: 40,40,,40,,,Pro KZoo,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/1856374838006395,,,
Knoxville,Market St.,TN,US,2017-12-13,FB: 14,14,,14,,,general protestors,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/132496340752091/,,,
Los Angeles,Hall of Justice,CA,US,2017-12-13,,,,,,,Black Lives Matter LA,"against police brutality, for police accountability, Black Lives Matter, against District Attorney Jackie Lacey",1,protest,,,,,1,1,https://www.cnn.com/2020/07/10/us/jackie-lacey-la-da-black-lives-matter/index.html,https://www.newyorker.com/magazine/2020/11/16/after-years-of-protests-every-wednesday-la-activists-welcome-a-new-da,,
Louisville,Outside Snoketown historic majer,KY,US,2017-12-13,,,,,,,general protestors,Protesting proposed liquor store development,0,protest,0,0,0,0,1,1,https://insiderlouisville.com/metro/community-activists-show-solidarity-at-anti-liquor-store-rally-in-smoketown/,,,
New Brunswick,Rutgers University,NJ,US,2017-12-13,,,,,,,Graduate Students,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,https://www.njtvonline.org/news/video/rutgers-graduate-students-protest-tax-reform/,,,
New York ,Outside Manhattan Amazon bookstore,NY ,US,2017-12-13,,,,,,,Workers,Rallying for better treatment for warehouse employees,0,rally,0,0,0,0,0,1,"
http://www.northjersey.com/story/money/2017/12/13/warehouse-workers-holds-protest-amazon-store/945571001/",,,
New York ,Outside UN,NY ,US,2017-12-13,hundreds,200,,200,,,general protestors,Protesting Iranian human rights violations,0,protest,0,0,0,0,1,1,http://www.arabnews.com/node/1209041/world,,,
New York ,Trump Tower,NY ,US,2017-12-13,several dozen,24,,24,,,T'ruah,Protesting Trump's hanukkah party,1,protest,0,0,0,0,0,1,http://jewishweek.timesofisrael.com/a-liberal-group-celebrated-chanukah-in-trump-tower-to-protest-trump/,,,
Phoenix,,AZ,US,2017-12-13,about a dozen,12,,12,,,federal employees,Protesting city's online payroll system; labor protest,0,protest,0,0,0,0,1,1,https://www.surreynowleader.com/news/frustrated-federal-workers-rally-against-phoenix-payroll-system-at-b-c-mps-office/,,,
Portland ,School board meeting,OR,US,2017-12-13,,,,,,,general protestors,Rallying to save community school,0,rally,0,0,0,0,1,1,http://katu.com/news/local/parents-teachers-students-rally-for-future-of-pioneer-school,,,
Raleigh,,NC,US,2017-12-13,,,,,,,Democratic council members,Protesting unfair process,0,protest,0,0,0,0,1,1,http://www.newsobserver.com/news/politics-government/state-politics/article189621594.html,,,
Salt Lake City ,Library Square,UT,US,2017-12-13,about 40,40,,40,,,Unidad Immigrante,Protesting deportation of local woman,1,protest,0,0,0,0,1,1,https://www.ksl.com/?sid=46217236&nid=148,,,
San Antonio,U.S. Sen. Cornyn's office,TX,US,2017-12-13,FB: 4,4,,4,,,TX21Indivisible,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/342477426224282/,,,
San Diego,La Jolla Hospital,CA,US,2017-12-13,,,,,,,National Nurses United,Protesting understaffing; labor protest,0,protest,0,0,0,0,1,1,https://www.nbcsandiego.com/news/local/VA-San-Diego-Nurses-Protest-Working-Conditions-464032093.html,,,
Savannah,,GA,US,2017-12-13,more than 50,50,,50,,,Pastors,Protesting gun violence,0,vigil,0,0,0,0,1,1,http://www.wtoc.com/story/37059793/savannah-pastors-holding-meeting-vigil-to-address-gun-violence,http://savannahnow.com/news/2017-12-20/savannah-pastors-group-holds-vigil-march-victims-gun-violence,,
Seattle,All Pilgrims Christian Chuch,WA,US,2017-12-13,FB: 25,25,,25,,,Refuse Fascism,Protesting Trump administration,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/1989754931313386/,,,
St. Louis,S. Brentwood Blvd.,MO,US,2017-12-13,FB: 12,12,,12,,,general protestors,Protesting potential end to net neutrality,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/547530215600391/,,,
Washington ,FCC,DC,US,2017-12-13,FB: 555,555,,555,,,Defend Net Neutrality,Protesting potential end to net neutrality,1,protest,0,0,0,0,0,1,https://www.facebook.com/events/397458310684312/,,,
Washington ,Outside U.S. Capitol,DC,US,2017-12-13,hundreds; FB: 333,200,,333,,,Women's March,Protesting GOP tax plan,1,protest,84,0,0,0,0,1,https://www.huffingtonpost.com/entry/activists-arrested-protesting-gop-tax-bill_us_5a31d3bbe4b07ff75b0027e7,https://www.facebook.com/events/100850750707551/,,
Washington ,Unity Park,DC,US,2017-12-13,around 80,80,,80,,,general protestors,Protesting new construction project,0,protest,0,0,0,0,1,1,https://www.washingtontimes.com/news/2017/dec/13/adams-morgan-dc-neighborhood-protests-construction/,,,
Ann Arbor ,First Congregational Church ,MI ,US ,2017-12-14,,,,,,,Moms of Washtenaw,Sandy Hook Vigil ,0,vigil ,0,0,0,0,1,1,http://annarborobserver.com/calendar/social_and_political_activism_171211.html#event392218,,,
Avon,Avon Congregational Church,CT,US,2017-12-14,FB: 19,19,,19,,,general protestors,Protesting gun violence,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/1644503872238425/,,,
Bangor,Sen. Collins' office,ME,US,2017-12-14,NA,9,,16,,,UMaine Graduate Students,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,http://www.wabi.tv/content/news/UMaine-Students-Protest-Tax-Bill-at-Sen-Collins-Bangor-Office-464263543.html,https://bangordailynews.com/2017/12/14/news/bangor/student-protesters-stage-a-five-hour-sit-in-at-collins-bangor-office/,,
Bernalillo,Sandoval County Government,NM,US,2017-12-14,FB: 159,159,,159,,,general protestors,Protesting fracking,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/661871804201080/,,,
Charleston,Marion Square,SC,US,2017-12-14,photo: dozens,24,,24,,,The Brady Campaign,Protesting gun violence,1,protest,0,0,0,0,1,1,https://www.postandcourier.com/news/national-gun-violence-groups-rally-at-charleston-s-marion-square/article_20e20f5c-e1df-11e7-a5f6-034b8a621c3f.html,,,
Chicago,University of Chicago Medical Center,IL,US,2017-12-14,more than 50,50,,50,,,medical residents,Rallying for children's healthcare,0,rally,0,0,0,0,1,1,http://www.chicagotribune.com/business/ct-biz-medical-student-chip-rally-1215-story.html,,,
Coal Township,Wayne National Forest,OH,US,2017-12-14,,,,,,,,Protest of auctioning of public land,0,protest,0,0,0,0,1,1,https://www.athensnews.com/news/local/national-forest-drilling-opponents-plan-protest-at-wayne-hq/article_19d8327a-dddb-11e7-8069-c33387141ece.html,,,
Davenport,Scott County Jail,IA,US,2017-12-14,dozens,24,,24,,,One Human Family,Protesting deportation of local woman,1,protest,0,0,0,0,1,1,http://qconline.com/news/local/rally-supports-woman-held-on-ice-detainer/article_7f7713c3-5091-5455-8e9d-c7ed9eff035d.html,,,
Davis,Rep. Garamendi's office,CA,US,2017-12-14,more than 30,30,,30,,,general protestors,Protesting deportation of local Cambodian and Vietnamese people,1,protest,0,0,0,0,1,1,http://www.dailydemocrat.com/article/NI/20171214/NEWS/171219931,,,
Fredon Township ,,NJ,US,2017-12-14,about 60 ,60,,60,,,general protestors,Protesting bear hunting,0,protest,0,0,0,0,1,1,http://www.nj.com/sussex-county/index.ssf/2017/12/protest_held_on_what_may_be_the_last_day_of_the_nj.html,,,
Gainesville,E. University Ave.,FL,US,2017-12-14,FB: 27,27,,27,,,Indivisible Gainesvilles,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/1953670994899293/,,,
Hartford,State Capitol,CT,US,2017-12-14,FB: 20,20,,20,,,Connecticut Citizen Action Group,Protesting cuts to medicaid,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/1446666772127835/,http://www.courant.com/politics/hc-pol-rally-against-medicaid-cuts-20171214-story.html,,
Lansing,State Capitol,MI ,US,2017-12-14,FB: 22,22,,22,,,general protestors,Protesting repeal of net neutrality,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/876123545884522/,,,
Las Cruces ,,NM,US,2017-12-14,about 60 ,60,,60,,,general protestors,"Rallying in support of a welcoming, open neighborhood",1,rally,0,0,0,0,1,1,http://www.lcsun-news.com/story/news/local/2017/12/15/las-cruces-community-members-rally-ahead-pending-welcoming-community-resolution/955888001/,,,
Martha's Vineyard,Main St.,MA,US,2017-12-14,about 20,20,,20,,,Martha's Vinyard Island Clergy Association,Protesting gun violence on the 5 year anniversary of Sandy Hook,0,protest,0,0,0,0,1,1,https://www.mvtimes.com/2017/12/14/peaceful-protest-nra-hits-home/,,,
New Brunswick,Rutgers University,NJ,US,2017-12-14,,,,,,,Rutgers Graduate Student Association,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,http://www.dailytargum.com/article/2017/12/rutgers-student-activist-groups-protest-at-brower-commons,,,
New York ,Cipriani Wall St. ,NY ,US,2017-12-14,dozens; FB: 138,24,,138,,,New York Progressive Action Network ,Protesting Cuomo Dinner ,0,protest,0,0,0,0,0,1,http://www.nydailynews.com/opinion/protesting-gov-cuomo-fundraiser-article-1.3695806,https://www.facebook.com/events/330086994140062/,,
New York ,Fox News Channel,NY ,US,2017-12-14,FB: 62,62,,62,,,Rise and Resist,Protesting Trump administration,1,protest,0,0,0,0,0,1,https://www.facebook.com/events/147995025972168/,,,
New York ,Outside Israeli consulate,NY ,US,2017-12-14,about 250,250,,250,,,Consulate employees,"Protesting wages, working conditions",0,protest,0,0,0,0,1,1,https://www.haaretz.com/israel-news/.premium-1.829043,,,
New York ,Park Ave.,NY ,US,2017-12-14,FB: 116,116,,116,,,Resist Here,Protesting appearance by Steve Bannon,1,protest,0,0,0,0,0,1,https://www.facebook.com/events/787115771474452/,,,
Oneonta,Muller Plaza,NY ,US,2017-12-14,FB: 6,6,,6,,,general protestors,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/309389292865382/,,,
Online,,,US,2017-12-14,FB; 243,243,,243,,,general protestors,Remember victims of gun violence,0,vigil ,0,0,0,0,1,1,https://www.facebook.com/events/199272500618051/,,,
San Antonio,Sen. Cruz's office,TX,US,2017-12-14,FB: 4,4,,4,,,TX21Indivisible,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/1488391917877349/,,,
Santa Monica,Broadway,CA,US,2017-12-14,FB: 17,17,,17,,,Drain the NRA,Protesting NRA,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/833095066862241/,,,
Washington ,Capitol Hill,DC,US,2017-12-14,about 30,30,,30,,,United We Dream,Protesting Trump's decision to repeal DACA; rallying for DREAM Act,1,protest,5,0,0,0,0,1,https://www.gwhatchet.com/2017/12/14/five-students-arrested-at-capitol-hill-die-in-urging-support-for-dreamer-bill/,,,
