CityTown,Location,County,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,MacroEvent,AdHoc,CountLove,Source1,Source2,Source3,Misc.,TearGas,Source4,Source5,Source6,Source7,Source8,Source9,Source10,Source11,Source12,Source13,Source14,Source15,Source16,Source17
Lowville,,,NY,US,2020-09-02,more than 50,50,,50,,,general protesters,for nursing home visitations during coronavirus pandemic,0,rally,0,0,0,0,1,1,,,1,https://www.nny360.com/news/lewiscounty/lewis-county-community-rallies-for-nursing-home-visitation-attendees-share-stories-of-missed-loved-ones/article_6c7799d0-e9c5-58dc-969a-dc16d4f7b3e4.html,,,,0,,,,,,,,,,,,,,
Maitland,,,FL,US,2020-09-02,,,,,,,nursing home employees,for safer working conditions for nursing home employees during coronavirus pandemic,0,protest,0,0,0,0,1,1,,,1,https://www.clickorlando.com/news/local/2020/09/02/we-are-in-jeopardy-every-day-we-go-into-work-nursing-home-employees-protest-dangerous-work-conditions/,,,,0,,,,,,,,,,,,,,
Mansfield ,Nussbaum Parkway,,TX,US,2020-09-02,,,,,,,general protesters,for President Trump,2,rally,0,0,0,0,1,1,,,1,https://www.mansfieldnewsjournal.com/picture-gallery/news/2020/09/02/john-pence-nephew-vice-president-mike-pence-and-senior-advisor-donald-trumps-2020-presidential-campa/5693058002/,,,,0,,,,,,,,,,,,,,
Mineola,Nassau County Legislature,,NY,US,2020-09-02,,,,,,,parents,for resuming full-time in-person school during coronavirus pandemic,0,protest,0,0,0,0,1,1,,,1,https://longisland.news12.com/parents-from-across-li-rally-in-mineola-to-push-for-5day-a-week-in-person-learning-42581826,,,,0,,,,,,,,,,,,,,
New York,"Myrtle Ave, Fort Greene, Brooklyn",,NY,US,2020-09-02,,,,,,,Gangsta's Making Astronomical Community Changes,against gun violence,0,rally,0,0,0,0,1,1,,1,1,https://www.brooklynpaper.com/142347-2/,https://pix11.com/news/local-news/new-yorkers-march-to-end-gun-violence-as-city-passes-1-000-shootings-this-year/,,,0,,,,,,,,,,,,,,
New York,"Carl Schurz Park, Manhattan",,NY,US,2020-09-02,,,,,,,Upper East Side for Black Lives Matter,"against racism, against police brutality",1,vigil; march,,,,,0,1,,1,,https://www.instagram.com/p/CEoywJFj4xP/,https://www.instagram.com/p/CEo_ceJDP-S/,,,,,,,,,,,,,,,,,
New York,"McCarren Park, Brooklyn",,NY,US,2020-09-02,,,,,,,general protesters,"against racism, against police brutality",1,vigil,,,,,0,1,,1,,https://www.bkreader.com/2020/11/02/heres-what-happens-at-the-nightly-anti-racist-gathering-in-mccarren-park/,,,,,,,,,,,,,,,,,,
Pittsburgh,Sixth St,,PA,US,2020-09-02,about 20,20,,20,,,Allegheny County employees and allies; Port Authority of Allegheny County employees,"against workplace dresscode barring political or social protest messages, against racism",1,protest,0,0,0,0,1,1,,1,1,https://www.pghcitypaper.com/pittsburgh/port-authority-workers-protest-against-anti-social-justice-dress-code-prohibiting-black-lives-matter-masks/Content?oid=17926182,https://www.pghcitypaper.com/pittsburgh/port-authority-workers-protest-against-anti-social-justice-dress-code-prohibiting-black-lives-matter-masks/Content?oid=17926182,,,0,,,,,,,,,,,,,,
Portland,office of Mayor Ted Wheeler,,OR,US,2020-09-02,,,,,,,general demonstrators,"against Mayor Ted Wheeler, against police violence, against racism",1,protest,0,0,0,0,1,1,,,1,https://www.reuters.com/article/BigStory12/idUSKBN25T32R,,,,0,,,,,,,,,,,,,,
Portland,Woodstock Park,,OR,US,2020-09-02,around 100,100,,100,,,general protesters,"against racism, against police violence",1,march,3,0,0,0,1,1,,1,,https://www.kgw.com/article/news/local/protests/protesters-to-march-from-woodstock-park/283-c238e2ac-789d-473a-aa47-eade498333ac,,,,,,,,,,,,,,,,,,
Poughkeepsie,Route 9,,NY,US,2020-09-02,,,,,,,Marist College students,Black Lives Matter,1,march,0,0,0,0,1,1,,,1,https://www.poughkeepsiejournal.com/picture-gallery/news/local/2020/09/02/marist-college-black-live-matter-march/5694997002/,https://www.poughkeepsiejournal.com/story/news/education/2020/09/02/marist-students-march-racial-justice-pleased-college-actions/5681073002/,,,0,,,,,,,,,,,,,,
Presque Isle,,,ME,US,2020-09-02,1,1,,1,,,general protesters,Black Lives Matter,1,protest,0,0,0,0,1,1,,,1,https://thecounty.me/2020/09/02/news/this-77-year-old-black-lives-matter-protester-stands-even-when-no-one-else-will/,,,,0,,,,,,,,,,,,,,
Richmond,Science Museum of Virginia,,VA,US,2020-09-02,dozens,24,,24,,,Virginia Freedom Keepers,"against COVID-related medical mandates, against vaccine mandate",2,march,,,,,1,1,,1,,https://www.wric.com/news/local-news/richmond/dozens-march-against-vaccine-mandates-in-richmond/,https://www.eventbrite.com/e/march-against-mandates-tickets-118576472421,https://www.whsv.com/2020/09/02/virginia-freedom-keepers-protest-against-covid-19-health-mandates/,,,,,,,,,,,,,,,,
Rochester,Public Safety Building,,NY,US,2020-09-02,count video,50,,100,,,general protesters,"against racism, against police violence, for abolishing police unions",1,protest,9,0,0,0,1,1,,1,,https://www.rochesterfirst.com/news/local-news/watch-live-protest-at-public-safety-building-in-rochester-sparks-after-news-of-daniel-prudes-death/,https://13wham.com/news/local/demonstrators-descend-on-corner-where-daniel-prude-was-restrained-by-rpd,https://www.rochesterfirst.com/news/local-news/protesters-arrested-in-downtown-rochester-after-activists-barred-from-mayors-press-conference/,"In response to release of bodycam footage showing death of Daniel Prude in police custody in March 2020, when he suffocated after police placed a hood over his head. See also https://www.youtube.com/watch?v=9_-VcV-UJj4",,,,,,,,,,,,,,,
Saint Paul,Minnesota Bureau of Criminal Apprehension,,MN,US,2020-09-02,count video,40,,50,,,general protesters,"against racism, against police violence, for criminal justice reform",1,protest,0,0,0,0,1,1,,1,,https://unicornriot.ninja/2020/two-years-later-protest-at-mn-bca-seeks-justice-for-hardel-sherrell/,https://twitter.com/UR_Ninja/status/1301258203208900609,,,,,,,,,,,,,,,,,
Saugerties,Market St and Main St,,NY,US,2020-09-02,,,,,,,general protesters,"against racism, against police brutality",1,demonstration,,,,,1,1,,1,,https://www.dailyfreeman.com/market-and-main-protest-against-injustice-in-saugerties-ny/video_3547c417-af6f-5f1b-8397-fb6b01334ac0.html,https://hudsonvalleyone.com/2020/07/24/letter-black-lives-matter/,,,,,,,,,,,,,,,,,
Sherman Oaks,"Sherman Oaks Galleria, Sepulveda Blvd and Ventura Blvd",,CA,US,2020-09-02,,,,,,,The Valley of Change,"Black Lives Matter, against police brutality",1,demonstration,,,,,1,1,,1,,https://twitter.com/ACatWithNews/status/1423588411227611136,,,,,,,,,,,,,,,,,,
Statesville,Broad St & Center St,,NC,US,2020-09-02,,,,,,,Statesville4Change,"for removal of Confederate statue, Black Lives Matter",1,demonstration,,,,,1,1,,1,,https://statesville.com/news/local/as-protests-near-100-days-elowehi-onole-said-there-is-no-plan-to-stop-in/article_5dd17c3a-fe66-11ea-a0e8-4b7d70be3639.html,,,,,,,,,,,,,,,,,,
Tampa,at the house of Steve Currall,,FL,US,2020-09-02,,,,,,,Tampa students,"for more Black faculty at University of South Florida, Black education matters",1,protest,0,0,0,0,1,1,,,1,http://www.fightbacknews.org/2020/9/5/tampa-students-protest-more-black-faculty-university,,,,0,,,,,,,,,,,,,,
Van Nuys,"Cold Stone Creamery, Lake Balboa",,CA,US,2020-09-02,,,,,,,Cold Stone Creamery workers; community allies,"for payment of wages owed to Cold Stone Creamery workers, against wage theft",0,protest,0,0,0,0,1,1,,,1,https://www.pasadenastarnews.com/2020/09/02/cold-stone-creamery-workers-rally-in-lake-balboa-demanding-unpaid-wages/,,,,0,,,,,,,,,,,,,,
Washington,Washington Metropolitan Police Department 7th District,,DC,US,2020-09-02,around 100 ,100,,100,,,Concerned Citizens of DC,"against racism, against police violence",1,protest,,,,,1,1,,1,,https://www.washingtonpost.com/local/public-safety/dc-police-officer-shoots-wounds-person-in-southeast-washington/2020/09/02/100ec8ac-ed5b-11ea-99a1-71343d03bc29_story.html,https://twitter.com/FordFischer/status/1301546775208169476,https://twitter.com/concernedofdc/status/1301305101433352192,Response to fatal shooting of Deon Kay by police earlier in the day. Police used bicycles as barriers to herd protesters away from station.,,,,,,,,,,,,,,,
Wauwatosa,home of Wauwatosa mayor,,WI,US,2020-09-02,count video,20,,30,,,The People's Revolution,"against racism, against police brutality, for police accountability",1,march,0,unspecified,0,0,0,1,,1,,https://www.youtube.com/watch?v=fzd1KAGcXtk,,,Day 97 TPR. Police used pepper spray.,1,,,,,,,,,,,,,,
Wilmington,Jervay Memorial Park Garden,,NC,US,2020-09-02,count pic,20,,30,,,general protesters,Black Lives Matter,1,protest,0,0,0,0,1,1,,1,,https://www.starnewsonline.com/story/special/2020/09/02/black-lives-matter-hold-protest-ahead-of-trumprsquos-visit-to-wilmington/113649836/,https://www.wwaytv3.com/2020/09/02/democrats-blm-movement-protest-during-presidents-visit/,https://www.starnewsonline.com/story/special/2020/09/02/black-lives-matter-hold-protest-ahead-of-trumprsquos-visit-to-wilmington/113649836/,,,,,,,,,,,,,,,,
Wooster,Market St and Liberty St,,OH,US,2020-09-02,,,,,,,general protesters,against racism,1,protest,,,,,1,1,,1,,https://twitter.com/desireejweber/status/1357411129488769028,,,,,,,,,,,,,,,,,,
Anchorage,Peterson Tower,,AK,US,2020-09-03,dozens,24,,24,,,AFL-CIO; National Association of Letter Carriers; Alaska Center; Save Our State; Alaska PIRG,"for funding for the United States Postal Service, against Louis DeJoy",1,rally,0,0,0,0,1,1,,,1,https://www.alaskasnewssource.com/2020/09/04/watch-anchorage-rally-to-fund-the-us-postal-service/,,,,,,,,,,,,,,,,,,
Atlanta,Jefferson Avenue,,GA,US,2020-09-03,,,,,,,general protesters,"Black Lives Matter, for justice for Daniel Prude",1,protest,0,0,0,0,1,1,,,1,https://www.democratandchronicle.com/picture-gallery/news/2020/09/04/protesters-rally-second-night-memory-daniel-prude-george-floyd-rochester-police/5719025002/,,,,,,,,,,,,,,,,,,
Boise,State St,,ID,US,2020-09-03,,,,,,,general protesters,"against racism, against hate, for American values, for equality, Black Lives Matter, for voting rights, in support of veterans and active-duty military, respect science",1,demonstration,,,,,1,1,,1,,https://www.kivitv.com/news/honk-for-american-values-demonstration-continues-for-100-straight-days,https://www.idahopress.com/news/local/honk-for-american-values-demonstrators-near-100-consecutive-days/article_088f414c-ac84-5f55-b84e-b3f811add6be.html,,,,,,,,,,,,,,,,,
Boston,Roxbury,,MA,US,2020-09-03,,,,,,,general protesters,"expressing concerns about Methadone Mile, a stretch of Massachusetts Avenue for drug use and dealing",0,protest,0,0,0,0,1,1,,,1,https://dailyfreepress.com/2020/09/03/neighbors-organize-methadone-mile-protest/,,,,,,,,,,,,,,,,,,
Buffalo,Hertel Ave,,NY,US,2020-09-03,,,,,,,general protests,Black Lives Matter,1,protest,0,0,0,0,1,1,,,1,https://www.wtkr.com/news/america-in-crisis/buffalo-police-officers-covered-name-tags-with-tape-while-patrolling-tuesday-protest,,,"day 2 of protest; police wore tape over name on tues, then fixed on wed",,,,,,,,,,,,,,,
Burlington,Battery Park,,VT,US,2020-09-03,several hundred,300,,300,,,general protesters,"against racism, against police violence",1,occupation; march,,,,,1,1,,1,,https://www.wcax.com/2020/09/09/burlington-city-council-holds-emergency-meeting-to-hear-from-protesters/,https://vtdigger.org/2020/09/10/protesters-say-they-wont-give-in-can-burlington-remove-these-cops/,,,,,,,,,,,,,,,,,
Chicago,outside residence of University of Chicago Provost Ka Yee Lee,,IL,US,2020-09-03,,,,,,,Care Not Cops,"for disbanding University of Chicago police, against racism, for creation of ethnic studies department",1,occupation,0,0,0,0,1,1,,1,,https://www.chicagomaroon.com/article/2020/9/2/carenotcops-stage-multi-day-occupation-outside-pro/,https://www.thecollegefix.com/anti-police-u-chicago-activists-allegedly-target-provost-with-anti-asian-graffiti/,,,,,,,,,,,,,,,,,
Danvers,Danvers Town Hall,,MA,US,2020-09-03,hundreds,200,,200,,,general protesters,"Back the Blue, against removal of Thin Blue Line flags from local fire trucks, Police Lives Matter",2,rally,0,0,0,0,1,1,20200903-danvers-thinblueline,,1,https://www.salemnews.com/news/local_news/conflicting-rallies-planned-in-front-of-danvers-town-hall/article_d4f9edce-4768-572b-a028-502fb95dab92.html,https://www.bostonherald.com/2020/09/03/back-the-blue-and-black-lives-matter-protests-face-off-in-danvers/,https://www.wickedlocal.com/story/herald-citizen/2020/09/04/back-blue-black-lives-matter-rallies-held-outside-danvers-town-hall/42989189/,,0,https://www.salemnews.com/news/local_news/dueling-rallies-in-danvers/article_86f02cdc-2a1f-5647-b220-475d7b5ae49b.html,,,,,,,,,,,,,
Danvers,Danvers Town Hall,,MA,US,2020-09-03,hundreds,200,,200,,,general protesters,"Black Lives Matter, blue lives don't exist, for LGBTQ+ pride",1,counter-protest,0,0,0,0,0,1,20200903-danvers-thinblueline,,1,https://www.salemnews.com/news/local_news/conflicting-rallies-planned-in-front-of-danvers-town-hall/article_d4f9edce-4768-572b-a028-502fb95dab92.html,https://www.bostonherald.com/2020/09/03/back-the-blue-and-black-lives-matter-protests-face-off-in-danvers/,https://www.wickedlocal.com/story/herald-citizen/2020/09/04/back-blue-black-lives-matter-rallies-held-outside-danvers-town-hall/42989189/,intermingled with demonstrators,0,https://www.salemnews.com/news/local_news/dueling-rallies-in-danvers/article_86f02cdc-2a1f-5647-b220-475d7b5ae49b.html,,,,,,,,,,,,,
Detroit,McNamara Federal Building,,MI,US,2020-09-03,,,,,,,Detroit Will Breathe,"against racism, against police brutality, for defunding police, for police reform, for carceral reform, against criminalization of homelessness, for immigrants' rights, for disabled peoples' rights, for moratorium on evictions and foreclosures and against utility shutoffs during coronavirus pandemic",1,march,0,0,0,0,1,1,,1,,https://detroitwillbreathe.info/events.html,,,,,,,,,,,,,,,,,,
Elk Grove,East Stockton Boulevard,,CA,US,2020-09-03,about 25,25,,25,,,general protesters,asking for in-person school to resume amid the covid pandemic,0,rally,0,0,0,0,1,1,,,1,https://fox40.com/news/local-news/elk-grove-parents-students-rally-behind-congressional-candidate-for-school-reopening/,,,,,,,,,,,,,,,,,,
Gulfport,Harrison County Courthouse,,MS,US,2020-09-03,count video,10,,15,,,Extend a Hand Help a Friend,"for removal of Confederate statue, against racism",1,protest,0,0,0,0,1,1,20200903-gulfport-confederacy,1,,https://www.wlox.com/2020/09/03/group-protests-removal-confederate-statue-harrison-county-courthouse/,https://twitter.com/HughKeeton/status/1301660604709601285,https://www.hattiesburgamerican.com/story/news/2020/09/05/confederate-statue-protest-ms-turns-tense-after-militia-arrives/5722409002/,at least one carried firearm; unholstered and reholstered pistol; verbal clashes with counter-protesters,0,,,,,,,,,,,,,,
Gulfport,Harrison County Courthouse,,MS,US,2020-09-03,count video,5,,10,,,Southern Defense Force,against removal of Confederate statue,2,counter-protest,0,0,0,0,1,1,20200903-gulfport-confederacy,1,,https://www.wlox.com/2020/09/03/group-protests-removal-confederate-statue-harrison-county-courthouse/,https://twitter.com/HughKeeton/status/1301660604709601285,https://www.hattiesburgamerican.com/story/news/2020/09/05/confederate-statue-protest-ms-turns-tense-after-militia-arrives/5722409002/,arrived on scene openly carrying firearms; some wore bulletproof vests; dogs; verbal clashes with protesters,0,,,,,,,,,,,,,,
Hampton,Hampton VA Medical Center,,VA,US,2020-09-03,,,,,,,American Federation of Government Employees,for amendments to the existing contract with the Department of Veterans Affairs,0,protest,0,0,0,0,1,1,,,1,https://www.pilotonline.com/news/health/dp-nw-hampton-va-union-contract-protest-20200903-tjxfl3gjkbgdnmfeavs6hq4hd4-story.html,,,,,,,,,,,,,,,,,,
Huntersville,City Church,,NC,US,2020-09-03,,,,,,,City Church Huntersville,"for President Trump, for Christian values, against atheism",2,rally,0,0,0,0,1,1,,,1,https://www.wcnc.com/article/news/politics/national-politics/eric-trump-visits-huntersville-church-clarifies-presidents-statement-about-voting-by-mail-then-in-person/275-484d4653-0ab3-4d40-9f8e-62620e7f371b,,,Evangelicals for Trump; feat. Eric Trump,,,,,,,,,,,,,,,
Jackson,New Hope Baptist Church,,MS,US,2020-09-03,more than 100,100,,100,,,general protesters,"for voting rights, for Mike Espy for U.S. Senate",1,rally,0,0,0,0,1,1,,,1,https://www.hattiesburgamerican.com/story/news/politics/2020/09/04/mississippi-senate-race-mike-espy-rally-stacey-abrams-jackson-church/5695664002/,,,,,,,,,,,,,,,,,,
Kitsap,Kitsap Mall along Silverdale Way,,WA,US,2020-09-03,,,,,,,general protesters,against furloughs of city bus drivers during covid pandemic,0,protest,0,0,0,0,1,1,,,1,https://www.kitsapsun.com/story/news/local/2020/09/03/furloughed-bus-drivers-other-support-staff-protest-central-kitsap/5707454002/,,,,,,,,,,,,,,,,,,
Latrobe,Arnold Palmer Regional Airport,,PA,US,2020-09-03,hundreds,200,,200,,,general protesters,for President Trump,2,rally,0,0,0,0,1,1,,,1,https://www.goerie.com/story/news/politics/elections/2020/09/04/trump-reinforces-hard-line-against-protesters-in-latrobe-rally/113659816/,https://triblive.com/local/westmoreland/trump-vehicle-parade-rally-at-irwin-park-set-for-sept-20/,https://www.ithacajournal.com/story/news/2020/09/17/president-trump-hosting-rally-pittsburgh-international-airport/3486616001/,feat. President Trump,0,https://triblive.com/news/politics-election/democrats-call-trump-rally-a-super-spreader-ahead-of-western-pa-visit/,https://www.post-gazette.com/news/politics-nation/2020/09/03/Trump-visit-Latrobe-PA-rally-reelection-campaign-law-and-order-radical-Democrats/stories/202009030197,,,,,,,,,,,,
Little Rock,Arkansas State Capitol,,AR,US,2020-09-03,,,,,,,Conduit for Action,"against COVID-related mandates, against Governor Hutchinson",2,rally,,,,,1,1,,1,,https://conduitnews.com/2020/08/lawsuit-against-hutchinson-administrations-covid-19-edicts/,,,,,,,,,,,,,,,,,,
Little Rock,offices of U.S. Senators Boozman and Cotton,,AR,US,2020-09-03,,,,,,,general protesters,to pass rental assistance package and more funding for unemployment assistance during coronavirus pandemic,0,protest,0,0,0,0,1,1,,,1,https://www.kark.com/news/local-news/renters-protest-for-rental-assistance/,,,,,,,,,,,,,,,,,,
Louisville,Injustice Square,,KY,US,2020-09-03,,,,,,,general protesters,"against police brutality, for police accountability, Black Lives Matter, for justice for Breonna Taylor",1,protest,0,0,0,0,1,1,,,1,https://apnews.com/article/c5fe70b4a8eaded10dbcd9bcaa7224b1,,,,0,,,,,,,,,,,,,,
Marana,Marana Middle School,,AZ,US,2020-09-03,,,,,,,Parents NEED Choices Pima County,in favor of children going back to school in-person during covid pandemic,0,rally,0,0,0,0,1,1,,,1,https://www.kold.com/2020/09/03/parents-rally-send-students-back-while-pima-county-health-dept-advises-against-it/,,,,,,,,,,,,,,,,,,
New York,"Key Food, Astoria, Queens",,NY,US,2020-09-03,,,,,,,"politicians, activists",against loss of local supermarket during planned construction of Target store,0,rally,0,0,0,0,1,1,,,1,https://www.qchron.com/editions/queenswide/community-rallies-to-save-astoria-key-food/article_c1d90b8d-f97b-5776-b96e-9f575539f47f.html,,,,0,,,,,,,,,,,,,,
New York,"Times Square, Manhattan",,NY,US,2020-09-03,,,,,,,general protesters,"Black Lives Matter, for justice for Daniel Prude",1,march,0,0,0,0,1,1,20200903-nyc-blmmarch,1,1,https://www.pix11.com/news/local-news/manhattan/video-shows-car-driving-into-daniel-prude-protesters-in-times-square,https://gothamist.com/news/video-pro-trump-counterprotesters-received-nypd-escort-driving-through-black-lives-matter-march,https://www.wane.com/news/passenger-car-drove-through-crowd-of-blm-protesters-in-times-square-to-escape/,,,https://pix11.com/news/local-news/car-sped-through-times-square-protest-to-escape-passenger-says/,https://www.fox5dc.com/news/passenger-says-car-that-drove-through-blm-protest-was-trying-to-escape,,,,,,,,,,,,
New York,"Carl Schurz Park, Manhattan",,NY,US,2020-09-03,,,,,,,Upper East Side for Black Lives Matter,"against racism, against police brutality",1,vigil; march,,,,,0,1,,1,,https://www.instagram.com/p/CErZQRODmyc/,,,,,,,,,,,,,,,,,,
New York,"Duffy Square, Manhattan",,NY,US,2020-09-03,,,,,,,general protesters,"for President Trump, against Black Lives Matter",2,counter-protest,0,0,0,0,0,1,20200903-nyc-blmmarch,1,,https://www.pix11.com/news/local-news/manhattan/video-shows-car-driving-into-daniel-prude-protesters-in-times-square,https://gothamist.com/news/video-pro-trump-counterprotesters-received-nypd-escort-driving-through-black-lives-matter-march,,vehicle ramming,,,,,,,,,,,,,,,
New York,"McCarren Park, Brooklyn",,NY,US,2020-09-03,,,,,,,general protesters,"against racism, against police brutality",1,vigil,,,,,0,1,,1,,https://www.bkreader.com/2020/11/02/heres-what-happens-at-the-nightly-anti-racist-gathering-in-mccarren-park/,,,,,,,,,,,,,,,,,,
New York,"The Stonewall Inn, Manhattan",,NY,US,2020-09-03,,,,,,,The Stonewall Protests,"for Black trans liberation, for community building",1,march,,,,,0,1,,1,,https://www.instagram.com/p/CQMyh8yDOZB/?utm_source=ig_web_copy_link,,,,,,,,,,,,,,,,,,
Newburyport,Clipper City Rail Trail,,MA,US,2020-09-03,count: FB,14,,14,,,general protesters,"against racism, against police violence",1,march,,,,,1,1,,1,,https://www.facebook.com/events/309611397038665/,,,,,,,,,,,,,,,,,,
Norman,"Evans Hall, University of Oklahoma",,OK,US,2020-09-03,,,,,,,Oklahoma University students,voicing concerns on how Oklahoma University is handling reopening amid the covid pandemic,0,protest,0,0,0,0,1,,,1,1,http://www.oudaily.com/coronavirus/ou-students-demand-changes-to-covid-19-protocol-protest-in-person-reopening/article_4835675e-eecd-11ea-aa37-5746963cee89.html,,,,,,,,,,,,,,,,,,
