City/Town,Location,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.,Source4,
Salt Lake City,State Capitol,UT,US,2018-04-14,hundreds,200,,200,,,Coalition of Patriotic Americans,Rallying for gun rights,2,rally,0,0,0,0,1,1,https://www.facebook.com/events/944426109066151/,https://www.deseretnews.com/article/900015855/hundreds-rally-at-utah-capitol-to-support-2nd-amendment.html,,,,
San Francisco,Sen. Feinstein's home,CA,US,2018-04-14,about 100,100,,100,,,Code Pink,Protesting U.S. airstrikes in Syria,1,protest,0,0,0,0,1,1,http://www.kron4.com/news/bay-area/protest-in-san-francisco-against-airstrikes-in-syria/1122364419,,,,,
Santa Fe,State Capitol,NM,US,2018-04-14,around 130,130,,130,,,The National Constitutional Coalition of Patriotic Americans,pro-Second Amendment,2,rally,0,0,0,0,1,1,https://www.facebook.com/pg/TheNCCPA/events/,https://www.abqjournal.com/1158998/gun-rights-activitists-rally-in-santa-fe.html,,,,
Seattle,Judkins Park,WA,US,2018-04-14,FB: 159,159,,159,,,All In for Washington,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/420236185057454/,,,,,
Springfield,State Capitol,IL,US,2018-04-14,FB: 102,102,,102,,,The National Constitutional Coalition of Patriotic Americans,pro-Second Amendment,2,rally,0,0,0,0,1,1,https://www.facebook.com/pg/TheNCCPA/events/,,,,,
St. Louis,Old Courthouse,MO,US,2018-04-14,,,,,,,general protestors,Protesting U.S. airstrikes in Syria,1,protest,0,0,0,0,1,1,http://www.kmov.com/story/37958424/local-activists-gather-to-stand-with-syria-after-airstrikes-ordered,,,,,
Tallahassee,Historic Capitol museum,FL,US,2018-04-14,FB: 490,490,,490,,,The National Constitutional Coalition of Patriotic Americans,"""Americans for America""; Pro 2nd ammendment Rally",2,protest,0,0,0,0,1,1,https://www.facebook.com/events/424889717964996/,,,,,
Topeka ,state Capitol; South Side Steps and Apron,KS,US,2018-04-14,about 250,250,,250,,,The National Constitutional Coalition of Patriotic Americans,pro-Second Amendment,2,rally,0,0,0,0,1,1,https://www.facebook.com/pg/TheNCCPA/events/,http://www.cjonline.com/news/20180414/second-amendment-enthusiasts-rally-on-kansas-statehouse-grounds,,,,
Trenton,State House,NJ,US,2018-04-14,about 250,250,,250,,,The National Constitutional Coalition of Patriotic Americans,pro-Second Amendment,2,rally,0,0,0,0,1,1,https://www.facebook.com/pg/TheNCCPA/events/,https://www.northjersey.com/story/news/2018/04/14/nj-gun-owners-rally-right-bear-arms/517120002/,,featured speakers include public officials and congressional members and NRA spokespeople; participants reminded not to open carry ,,
Washington,US Capitol,DC,US,2018-04-14,FB: 188,188,,188,,,The National Constitutional Coalition of Patriotic Americans,pro-Second Amendment,2,rally,0,0,0,0,1,1,https://www.facebook.com/events/162140641170312/,,,,,
Washington,White House,DC,US,2018-04-14,several dozen; hundreds,36,,200,,,general protestors,Protesting U.S. airstrikes in Syria,1,protest,0,0,0,0,0,1,https://www.washingtonpost.com/video/world/anti-war-demonstrators-protest-at-the-white-house/2018/04/15/b9a83920-402e-11e8-955b-7d2e19b79966_video.html?utm_term=.10e9d39dab95,https://www.peoplesworld.org/article/thousands-nationwide-protest-u-s-air-strikes-on-syria/,,,,
Waynesboro,Through Downtown,VA,US,2018-04-14,more than 100,100,,100,,,general protestors,Rallying for gun control,1,rally,0,0,0,0,1,1,http://www.nbc29.com/story/37958608/title,,,,,
West Haverstraw,Dunkin Donuts,NY,US,2018-04-14,roughly 40,40,,40,,,general protestors,Protesting employment discrimination at store,0,protest,0,0,0,0,1,1,https://www.lohud.com/picture-gallery/news/local/2018/04/14/photos-protest-at-dunkin-donuts-in-west-haverstraw/33833203/,https://www.lohud.com/story/news/local/2018/04/14/haverstraw-protest-outside-dunkin-donuts/514623002/,,,,
West Palm Beach,Southern Blvd.,FL,US,2018-04-14,about 60,60,,60,,,general protestors,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,https://www.courier-journal.com/story/news/politics/2018/04/14/kentuckians-rally-gun-rights-capitol/508995002/,,,,,
West Valley City,City Hall,UT,US,2018-04-14,roughly 75,75,,75,,,general protestors,Protesting police violence,1,protest,0,0,0,0,1,1,http://www.fightbacknews.org/2018/4/15/utah-protesters-demand-justice-elijah-smith-teamster-killed-fleeing-fear-police,,,,,
Wilmington,Portia Hines Park,NC,US,2018-04-14,hundreds,200,,200,,,Support the Port,Protesting violence,0,protest,0,0,0,0,1,1,https://www.wwaytv3.com/2018/04/15/hundreds-attend-annual-stop-the-violence-start-the-peace-rally/,,,,,
Wooster,downtown,OH,US,2018-04-14,,,,,,,Wooster High School students,"against gun violence, for gun control",1,rally,0,0,0,0,1,1,https://amp.the-daily-record.com/amp/12699591007,,,March for Our Lives,,
Yarmouth,,MA,US,2018-04-14,hundreds,200,,200,,,general protestors,Rallying for officers killed,0,rally; vigil,0,0,0,0,1,1,http://www.wcvb.com/article/hundreds-honor-fallen-massachusetts-police-officer-at-vigil/19821904,,,,,
Appleton,Houdini Plaza,WI,US,2018-04-15,FB: 12,12,,12,,,Forward Fox Valley,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/427755407659254/,,,,,
Aurora,Chambers Rd.,CO,US,2018-04-15,several dozen,24,,24,,,Teachers,Rallying for educational funding,0,rally,0,0,0,0,1,1,https://www.sentinelcolorado.com/0trending/teachers-from-metro-area-colorado-rally-at-state-capitol-for-school-funding/,,,,,
Austin,State Capitol,TX,US,2018-04-15,about 50,50,,50,,,general protestors,Protesting U.S. airstrikes in Syria,1,protest,0,0,0,0,1,1,http://www.sandiegouniontribune.com/news/environment/sd-me-tax-march-20180415-story.html,,,,,
Cedar Rapids,3rd St.,IA,US,2018-04-15,FB: 27,27,,27,,,Tax March,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/2008042699514384/,http://www.kcrg.com/content/news/Iowans-host-Tax-March-event-before-national-rally-479827583.html,,,,
Columbus,Bricker Federal Building,OH,US,2018-04-15,FB: 32,32,,32,,,Tax March,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/1596787430400853/,,,,,
Detroit,Cobo Center,MI,US,2018-04-15,FB: 23,23,,23,,,Tax March,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/1635008796582597/,,,,,
Eugene,University of OR,WA,US,2018-04-15,,,,,,,Community Alliance of Lane Cuonty,Protesting GOP tax plan,1,march,0,0,0,0,1,1,https://taxmarch.org/events/,http://kval.com/news/local/tax-justice-march-sees-protesters-in-eugene-come-out-in-full-force,,,,
Fort Lauderdale,federal courthouse,FL,US,2018-04-15,about 25,25,,25,,,general protestors,Protesting U.S. involvement in Syria,1,protest,0,0,0,0,1,1,http://www.fightbacknews.org/2018/4/15/south-florida-protest-denounces-us-war-syria,,,,,
Lehigh Acres,Buckinghm Rd.,FL,US,2018-04-15,some 200,200,,200,,,general protestors,Protesting animal abuse,0,protest,0,0,0,0,1,1,https://www.news-press.com/picture-gallery/news/2018/04/15/animal-abuse-protest-in-lehigh-acres/33863753/,,,,,
Los Angeles,Pershing Square,CA,US,2018-04-15,FB 123,123,,123,,,Tax March,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/283508852184902/,,,,,
Madison,Dodge Memorial Building,NJ,US,2018-04-15,,,,,,,general protestors,Rallying to save historic theatre from demolition,0,rally,0,0,0,0,1,1,https://www.tapinto.net/sections/other-nj-news/articles/concerned-citizens-rally-to-save-historic-madis-1,,,,,
Marlton,E. Main St.,NJ,US,2018-04-15,FB: 27,27,,27,,,Tax March,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/161214001164101/,,,,,
Mercer,,PA,US,2018-04-15,well over 100,100,,100,,,general protestors,pro-Second Amendment,2,rally,0,0,0,0,1,1,http://www.wkbn.com/news/local-news/second-amendment-supporters-hold-rally-in-mercer-co-to-defend-their-rights/1123060352,,,,,
Minneapolis,at Lagoon and Hennepin Avenues,MN,US,2018-04-15,70,70,,70,,,"coalition of Twin-Cities peace, anti-war and other organizations","against U.S. military airstrikes in Syria, against war",0,protest,0,0,0,0,1,1,http://www.fightbacknews.org/2018/4/10/april-15-minneapolis-protest-be-part-nationally-coordinated-spring-anti-war-actions,http://www.fightbacknews.org/2018/4/16/70-join-minneapolis-anti-war-protest-despite-blizzard-conditions,,,,
Monterey,Window on the Bay,CA,US,2018-04-15,FB: 6,6,,6,,,Tax March,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/826756214180813/,,,,,
Nashville,Public Square,TN,US,2018-04-15,,,,,,,general protestors,Protesting U.S. airstrikes in Syria,1,protest,0,0,0,0,1,1,http://www.newstribune.com/news/news/story/2018/apr/15/missourians-show-support-second-amendment-rally/721985/,,,,,
New York,Herald Square to Trump Tower,NY,US,2018-04-15,FB: 294,294,,294,,,general protestors,against U.S. military airstrikes in Syria,1,protest; march,0,0,0,0,0,1,https://www.facebook.com/events/2089893391248150/,,,,,
New York,Tompkins Square Park,NY,US,2018-04-15,FB: 23,23,,23,,,Stop Street Harrassment,Protesting sexual harrassment,0,protest,0,0,0,0,1,1,https://www.facebook.com/events/360964184386918/,,,,,
Oakland,,CA,US,2018-04-15,,,,,,,general protestors,against U.S. military airstrikes in Syria,1,protest,0,0,0,0,1,1,https://www.peoplesworld.org/article/thousands-nationwide-protest-u-s-air-strikes-on-syria/,,,,,
Papillion,La Vista South High School,NE,US,2018-04-15,more than 200,200,,200,,,Students,Rallying for school safety,1,rally,0,0,0,0,1,1,http://www.ketv.com/article/metro-students-rally-for-school-safety/19823976,,,,,
Pearl River,Pearl River Hilton,NY,US,2018-04-15,dozens,24,,24,,,Rockland County Democratic Committee; Lower Hudson Valley Progressive Action Network; Rockland Families for Social Justice Discussion Group; We of Action-NY; Rockland Citizens Action Network; Rockland County Young Democrats,Protesting NRA fundraiser,1,protest,0,0,0,0,1,1,https://www.lohud.com/story/news/local/rockland/2018/03/27/pearl-river-protesters-rally-vs-nra-fund-raiser/459035002/,http://westchester.news12.com/story/37960741/protesters-outside-nra-fundraiser-call-for-stricter-gun-laws,,,,
Philadelphia,City Hall,PA,US,2018-04-15,FB: 66,66,,66,,,Tax March,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/2047577615455921/,,,,,
Philadelphia,Starbucks,PA,US,2018-04-15,more than three dozen,36,,36,,,Black Lives Matter  ,Protesting racist manager,1,protest,0,0,0,0,0,1,https://whyy.org/articles/starbucks-ceo-en-route-to-philly-protests-underway-following-arrests-of-two-black-men/,,,,,
Portland,Kenton Firehouse,OR,US,2018-04-15,FB: 27,27,,27,,,Tax March,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/293816751151686/,,,,,
Portsmouth,Market Square,NH,US,2018-04-15,FB: 8,8,,8,,,Occupy New Hampshire Seacoast,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/2011710345764166/,http://www.fosters.com/news/20180415/libertarians-hold-annual-tax-protest,,,,
San Diego,IRS HQ ,CA,US,2018-04-15,several dozen; FB: 18,18,,24,,,Tax March,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/196982267753358/,http://www.sandiegouniontribune.com/news/environment/sd-me-tax-march-20180415-story.html,,,,http://www.chicagotribune.com/news/media/96533246-132.html
San Diego,Mission Beach,CA,US,2018-04-15,dozens,24,,24,,,general protestors,Protesting development on beach,0,protest,0,0,0,0,0,1,http://www.cbs8.com/story/37961324/dozens-rally-in-mission-beach-to-protect-bahia-point,,,,,
Sarasota,Five Points Park,FL,US,2018-04-15,dozens,24,,24,,,general protestors,Rallying for gun control,1,rally,0,0,0,0,1,1,http://www.mysuncoast.com/news/students-stand-in-solidarity-rally-against-gun-violence/article_87c53406-40f8-11e8-9273-8f7fdbfff93a.html,,,,,
Seattle,,WA,US,2018-04-15,,,,,,,general protestors,against U.S. military airstrikes in Syria,1,protest,0,0,0,0,1,1,https://www.peoplesworld.org/article/thousands-nationwide-protest-u-s-air-strikes-on-syria/,,,,,
Tijeras,Outside local church,NM,US,2018-04-15,NA,30,,30,,,general protestors,Protesting divisive preacher,0,protest,0,0,0,0,1,1,http://www.kob.com/albuquerque-news/tijeras-community-protests-priest-who-has-divided-community/4867151/,,,,,
Tulare,,CA,US,2018-04-15,FB: 6 ,6,,6,,,Tax March,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/1458319130962303/,,,,,
Blacksburg,Virginia Tech University,VA,US,2018-04-16,FB: 309,309,,309,,,general protestors,Rallying for gun control,1,rally,0,0,0,0,1,1,https://www.facebook.com/events/189859275124293/,,,,,
Bradenton,Braden River High School,FL,US,2018-04-16,about 30,30,,30,,,students,protesting dress code,0,protest,0,0,0,0,1,1,https://www.nytimes.com/2018/04/17/style/student-bra-nipples-school.html?mabReward=ART_CB1&recid=13OVHnkzPtTPJxEJVcp1U2sIWxt&recp=2&moduleDetail=recommendations-2&action=click&contentCollection=Middle%20East&region=Footer&module=WhatsNext&version=WhatsNext&contentID=WhatsNext&src=recg&pgtype=article,,,,,
Burlington,,IL,US,2018-04-16,more than 100,100,,100,,,general protestors,Rallying for gay teacher,0,rally,0,0,0,0,1,1,http://www.chicagotribune.com/news/local/breaking/ct-met-gay-teacher-rally-burlington-20180417-story.html,http://www.chicagotribune.com/news/media/96533246-132.html,,,,
Coffeeville,Coffeeville High School,MS,US,2018-04-16,more than three dozen,36,,36,,,Students,Rallying for coach's contracts,0,rally,0,0,0,0,1,1,http://www.wtva.com/content/news/Coffeeville-students-protest-walk-out-of-classes--479920533.html,,,,,
Concord,Old North Bridge,NH,US,2018-04-16,,,,,,,Proud Boys New England,White supremacist rally,2,rally,0,0,0,0,1,1,http://stow.wickedlocal.com/news/20180417/maynard-residents-stand-against-proud-boys-rally,,,,,
Concord,Old North Bridge,NH,US,2018-04-16,,,,,,,Concord Student Action,Counter-protest; protesting white supremacy,1,protest,0,0,0,0,0,1,http://stow.wickedlocal.com/news/20180417/maynard-residents-stand-against-proud-boys-rally,,,,,
Denver,State Capitol,CO,US,2018-04-16,Estimated 400,400,,400,,,Teachers,Rallying for educational funding,0,rally,0,0,0,0,1,1,https://durangoherald.com/articles/218879,,,,,
Des Moines,State Capitol,IA,US,2018-04-16,,,,,,,general protestors,Protesting proposed ride-sharing tax,0,protest,0,0,0,0,1,1,http://siouxlandnews.com/news/local/taxi-drivers-rally-against-so-called-taxi-tax-in-bills-floating-at-capitol,,,,,
Dodge City,,KS,US,2018-04-16,,,,,,,general protestors,Rallying for suicide prevention,0,rally,0,0,0,0,1,1,http://www.kwch.com/content/news/Dodge-City-residents-rally-for-suicide-awareness-479941443.html,,,,,
Durham,City Hall,NC,US,2018-04-16,,,,,,,general protestors,Protesting Israel's military actions in Palestinian land,0,protest,0,0,0,0,1,1,http://www.heraldsun.com/news/local/article209091959.html,,,,,
Glenwood Springs,Glenwood Springs High School,CO,US,2018-04-16,about 30,30,,30,,,Teachers,Rallying for educational funding,0,rally,0,0,0,0,1,1,https://www.postindependent.com/news/glenwood-springs-other-area-teachers-join-statewide-rallies/,,,,,
Grand Rapids,City Hall,MI,US,2018-04-16,several dozen,24,,24,,,general protestors,Protesting inadequate special ed program,0,protest,0,0,0,0,1,1,http://www.woodtv.com/news/grand-rapids/parents-protest-grps-special-ed-director-supt/1126499293,,,,,
Harrisburg,State Capitol,PA,US,2018-04-16,more than 800,800,,800,,,Fair Districts PA,Protesting gerrymandering,0,protest,0,0,0,0,1,1,https://www.facebook.com/events/1605307862918046/,http://www.theintell.com/news/20180416/harrisburg-rally-inspires-hope-amid-setback-in-redistricting-fight,,,,
Hendersonville,,NC,US,2018-04-16,dozens,24,,24,,,general protestors,Protesting ICE arrests,1,protest,0,0,0,0,1,1,http://www.blueridgenow.com/news/20180417/weekend-ice-arrests-shake-community-draw-protest,,,,,
Jackson ,Rep. Wallberg's office,MS,US,2018-04-16,FB: 13,13,,13,,,general protestors,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/419821198479431/,,,,,
Lexington,Battle Green to the gates of Hanscom Air Force Base,MA,US,2018-04-16,,,,,,,Massachusetts Peace Action,Protesting nuclear escalation,1,protest,,,,,1,1,http://www.caledonianrecord.com/news/regional/peace-activists-plan-anti-nuclear-protest-on-patriots-day/article_41ec10cb-7c81-5442-9feb-2c2a80a71645.html,,,,,
Little Rock,Arkansas Governor's Mansion,AR,US,2018-04-16,1,1,,1,,,Judge Wendell Griffin,Protesting the death penalty,1,mock execution,0,0,0,0,1,1,http://www.kark.com/news/local-news/judge-joins-in-on-death-penalty-protest/1127944075,,,,,
Los Alamitos,City Hall,CA,US,2018-04-16,about 100,100,,100,,,general protestors,Protesting anti-immigrant bill,1,protest,0,0,0,0,1,1,https://www.ocregister.com/2018/04/16/sanctuary-rally-expected-in-advance-of-tonights-los-alamitos-vote/,,,,,
Memphis,Shelby County Health Department,TN,US,2018-04-16,,,,,,,general protestors,Rallying for climate change action,1,rally,0,0,0,0,1,1,http://www.localmemphis.com/news/local-news/green-and-clean-rally-held-in-memphis/1126334046,,,,,
New Haven,Yale University,CT,US,2018-04-16,approximately 50,50,,50,,,Students,Protesting tuitions raises,0,protest,20,0,0,0,1,1,https://www.nhregister.com/news/article/Yale-students-arrested-during-sit-in-protest-over-12839226.php,,,,,
Philadelphia,Filbert St.,PA,US,2018-04-16,FB: 246,246,,246,,,Justice League NYC,Protesting incarceration of Meek Mill,0,protest,0,0,0,0,1,1,https://www.facebook.com/events/209281689837759/,,,,,
Philadelphia,Starbucks,PA,US,2018-04-16,about two dozen,24,,24,,,general protestors,Protesting racist manager,0,protest,0,0,0,0,1,1,http://www.sandiegouniontribune.com/news/environment/sd-me-tax-march-20180415-story.html,,,,,
Queens,City Hall,NY,US,2018-04-16,,,,,,,general protestors,Protesting removal of polling site from low income area,0,protest,0,0,0,0,1,1,http://qns.com/story/2018/04/17/lefrak-city-residents-rally-city-hall-appeals-court-decision-relocate-queens-polling-site/,,,,,
Springfield,Illinois Pollution Control Board,IL,US,2018-04-16,,,,,,,general protestors,Rallying for climate change action,1,rally,0,0,0,0,1,1,http://newschannel20.com/news/local/environmental-advocates-rally-at-illinois-pollution-control-board,,,,,
Tampa,outside MacDill Air Force Base,FL,US,2018-04-16,,,,,,,general protestors,Protesting U.S. bombing of Syria,1,protest,0,0,0,0,1,1,http://www.fightbacknews.org/2018/4/16/tampa-rally-against-war-syria-held-outside-military-base,,,,,
Trenton,Trenton Halal Packing,NJ,US,2018-04-16,,,,,,,NJ Animal Save,Protesting the slaughtering of animals,0,protest,0,0,0,0,1,1,https://www.facebook.com/events/201554493780323/,,,,,
Washington,Capitol Hill,DC,US,2018-04-16,FB: 31,31,,31,,,Hands Off DC,Rallying for statehood,0,rally,0,0,0,0,1,1,https://www.facebook.com/events/430982980689080/,,,,,
Washington,GW University,DC,US,2018-04-16,about 30,30,,30,,,Students,Protesting cancelation of senate forum,0,protest,0,0,0,0,0,1,https://www.gwhatchet.com/2018/04/17/palestinian-students-supporters-occupy-sa-office-to-protest-canceled-divestment-vote/,,,,,
Washington,White House,DC,US,2018-04-16,some 25,25,,25,,,general protestors,Protesting war in South Sudan,0,protest,0,0,0,0,0,1,https://www.voanews.com/a/south-sudan-protesters-gather-in-washington/4351287.html,,,,,
West Valley City,City Hall,UT,US,2018-04-16,roughly 75,75,,75,,,general protestors,Protesting police brutality,0,protest,0,0,0,0,1,1,http://www.fightbacknews.org/2018/4/15/utah-protesters-demand-justice-elijah-smith-teamster-killed-fleeing-fear-police,,,,,
Ypsilanti,Eastern Michigan University,MI,US,2018-04-16,,,,,,,Students,Protesting cuts to athletic budget,0,protest,0,0,0,0,1,1,http://michiganradio.org/post/student-athletes-protest-emu-defends-cuts-athletics,,,,,
Auburn,Bay City Western High School,MI,US,2018-04-17,dozens,24,,24,,,general protestors,Rallying in support of the confederate flag,2,rally,0,0,0,0,1,1,https://www.rawstory.com/2018/04/black-students-taunted-slaves-michigan-school-surrounded-confederate-flags/,,,,,
Auburn,Bay City Western High School,MI,US,2018-04-17,,,,,,,general protestors,Counter-protest; protesting white supremacy,1,protest,0,0,0,0,0,1,https://www.rawstory.com/2018/04/black-students-taunted-slaves-michigan-school-surrounded-confederate-flags/,,,,,
Binghamton,Rep. Tanney's office,NY,US,2018-04-17,,,,,,,Indivisible Binghamton,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,http://www.binghamtonhomepage.com/news/local-news/members-of-indivisible-binghamton-rally-outside-congresswoman-tenneys-office/1127458998,,,,,
Boston,Longwood Medical,MA,US,2018-04-17,about 100,100,,100,,,Students,Protesting police brutality,0,protest,0,0,0,0,1,1,http://www.thecrimson.com/article/2018/4/18/hms-students-host-die-in/,,,,,
Brentwood,Post Office,TN,US,2018-04-17,,,,,,,Tennessee Justice Center,Rallying to expand medicaid,1,rally,0,0,0,0,1,1,https://brentwoodhomepage.com/healthcare-advocates-ask-for-medicaid-expansion-during-tax-day-demonstration-at-brentwood-post-office/,,,,,
Des Moines,Walnut St.,IA,US,2018-04-17,FB: 30,30,,30,,,Progress Iowa,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/1941968935836409/,,,,,
Doral,,FL,US,2018-04-17,more than 20,20,,20,,,general protestors,Protesting predatory lenders,0,protest,0,0,0,0,1,1,https://wsvn.com/news/local/local-faith-leaders-protest-lender-association-conference-in-doral/,,,,,
Eagle,Broadway Street,CO,US,2018-04-17,,,,,,,general ralliers,Rallying for mental health awareness,0,rally,0,0,0,0,1,1,https://www.vaildaily.com/news/mental-health-advocates-march-in-eagle/,,,,,
Fergus Falls,Hilltop Celebration Church,MN,US,2018-04-17,,,,,,,general protestors,Protesting child abuse,0,protest,0,0,0,0,1,1,https://www.echopress.com/news/4433082-vigil-fergus-falls-remembers-6-year-old-who-died-abuse,,,,,
Fort Worth,Easton High School,TX,US,2018-04-17,about 100,100,,100,,,Students,Rallying for gun control,1,rally,0,0,0,0,1,1,http://www.star-telegram.com/news/local/community/fort-worth/article209160314.html,,,,,
Grass Valley,S. Auburn St.,CA,US,2018-04-17,,,,,,,general protestors,Protesting police brutality,0,protest,0,0,0,0,1,1,http://www.kvoa.com/story/37981022/teachers-stage-17-mile-rally-for-education,,,,,
Greencastle,DePauw University,IN,US,2018-04-17,about 100,100,,100,,,Students,Protesting racism on campus,0,protest,0,0,0,0,1,1,https://www.indystar.com/story/news/2018/04/17/watch-100-students-disrupt-jenna-fischers-depauw-event-protest/527015002/,http://www.foxnews.com/entertainment/2018/04/18/jenna-fischer-event-at-depauw-university-interrupted-by-protesters.html,,,,
Harrisburg,State Capitol,PA,US,2018-04-17,hundreds,200,,200,,,Students,Rallying for state educational grants,0,rally,0,0,0,0,1,1,http://www.binghamtonhomepage.com/news/local-news/members-of-indivisible-binghamton-rally-outside-congresswoman-tenneys-office/1127458998,,,,,
Kingsville,Kleborg County Courthouse,TX,US,2018-04-17,,,,,,,general protestors,Protesting child abuse,0,protest,0,0,0,0,1,1,http://www.kiiitv.com/article/news/local/candlelight-vigil-held-for-victims-of-abuse/503-541695930,,,,,
Las Vegas,High School,NV,US,2018-04-17,roughly a dozen,12,,12,,,general protestors,Rallying for teacher pay raises,0,rally,0,0,0,0,1,1,https://www.reviewjournal.com/news/education/teachers-protest-clark-county-districts-decision-to-fight-pay-raises/,,,,,
Murfreesboro,Rutherford County Courthouse,TN,US,2018-04-17,,,,,,,TN Pastors Network,Protesting change in Sunday liquor sales law,0,protest,0,0,0,0,1,1,http://www.wkrn.com/top-news/tennessee/tennessee-pastors-rally-against-sunday-liquor-sales/1127787622,,,,,
New York,Foley Square,NY,US,2018-04-17,FB: 92,92,,92,,,Rise and Resist,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/2126541897567732/,,,,,
New York,Union Square Park,NY,US,2018-04-17,,,,,,,Sadhana,Protesting sexual violence,0,protest,0,0,0,0,1,1,https://www.firstpost.com/world/justice-rally-womens-right-groups-in-new-york-protest-against-kathua-unnao-and-surat-rape-cases-4436205.html,,,,,
Parkersburg,,WV,US,2018-04-17,,,,,,,Woods County Indivisible,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,http://www.thenewscenter.tv/content/news/Group-holds-tax-day-protest-480042933.html,,,,,
Richmond,State Capitol,VA,US,2018-04-17,FB: 20,20,,20,,,general protestors,Rallying to expand medicaid,1,rally,0,0,0,0,1,1,https://www.facebook.com/events/169408070293486/,,,,,
Roanoke,Downtown,VA,US,2018-04-17,,,,,,,general protestors,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,https://www.wsls.com/news/virginia/roanoke/group-gather-in-roanoke-to-protest-president-trumps-tax-law,,,,,
Sacramento,UC Davis Medical School - Sacramento,CA,US,2018-04-17,roughly 100,100,,100,,,Students,Protesting police brutality,0,protest,0,0,0,0,1,1,http://www.sacbee.com/news/local/crime/article209111839.html,,,,,
Seattle,Ravenna Woods park,WA,US,2018-04-17,more than a dozen,15,,15,,,general protestors,Protesting clearing of homeless encampment,1,protest,o,o,o,o,1,1,https://www.bemidjipioneer.com/news/4433078-take-back-night-event-set-thursday,,,,,
Sevierville,Pets Without Parents store,TN,US,2018-04-17,dozens,24,,24,,,general protestors,Protesting new kill method at shelter,0,protest,0,0,0,0,1,1,https://www.wbir.com/video/news/local/dozens-gather-to-protest-dog-and-cat-euthanasia-at-pets-without-parents-sevierville/51-8098937,,,,,
Springfield,State Capitol,IL,US,2018-04-17,more than a thousand,1000,,1000,,,nursing students and nurses, Student Nurse Political Action Day,0,rally,0,0,0,0,1,1,http://foxillinois.com/news/local/student-nurses-march-to-illinois-statehouse,,,,,
Syracuse,Rep. Katko's office,NY,US,2018-04-17,about 30,30,,30,,,general protestors,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,http://dailyorange.com/2018/04/local-activists-elected-officials-protest-rep-john-katkos-support-tax-bill/,,,,,
Tuscon,Oracle Rd.,AZ,US,2018-04-17,hundreds,200,,200,,,Teachers,Rallying for educational funding,0,rally,0,0,0,0,1,1,http://www.kvoa.com/story/37981022/teachers-stage-17-mile-rally-for-education,,,,,
Union Gap,State Dept. of Licensing office,WA,US,2018-04-17,about 20,20,,20,,,general protestors,Protesting Dept's work with ICE,1,protest,0,0,0,0,1,1,https://www.yakimaherald.com/news/local/protesters-in-union-gap-call-for-state-licensing-director-s/article_34bf7068-42ca-11e8-b1cc-576d46ac38a9.html,,,,,
Viera,Brevard County School Board,FL,US,2018-04-17,nearly 50,50,,50,,,general protestors,Rallying for gun control,1,rally,0,0,0,0,1,1,https://www.floridatoday.com/story/news/education/2018/04/17/parents-activists-protest-arming-school-staff-school-board-meeting/526405002/,,,,,
Vista,1800 Thibodo Rd,CA,US,2018-04-17,,,,,,,general protesters,"against President Trump, against U.S. Representative Darryl Issa",1,demonstration,,,,,1,1,https://www.latimes.com/politics/la-pol-ca-issa-protest-20180425-htmlstory.html,,,,,
Vista,1800 Thibodo Rd.,CA,US,2018-04-17,,,,,,,general protesters,for President Trump,2,counter-protest,,,,,0,1,https://www.latimes.com/politics/la-pol-ca-issa-protest-20180425-htmlstory.html,,,,,
Washington,Capitol Hill,DC,US,2018-04-17,FB: 361,361,,361,,,American for Tax Fairness,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/143345706323286/,,,,,
