CityTown,Location,County,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.,
New York,Harlem,New York ,NY,US,2019-11-22,hundreds,200,,200,,,general protesters,against policing of NYC's subways,0,protest,58,0,0,0,1,1,https://pix11.com/2019/11/22/protest-over-policing-of-nyc-subways-shuts-station-in-harlem/,,,,
New York,Harlem; Manhattan,New York,NY,US,2019-11-22,about 200,200,,200,,,Decolonize This Place,protest transit policing,0,protest; march,57,0,0,0,1,1,https://www.nbcnewyork.com/news/local/Crowds-Take-to-Harlem-Streets-to-Protest-Arrests-of-Food-Vendors-in-Subways-565365031.html,,,civil dis?,
Philadelphia,Drexel University,Philadelphia,PA,US,2019-11-22,,,,,,,general protesters,support fixing Philadelphia schools with asbestos,0,protest; rally,0,0,0,0,1,1,https://www.fox29.com/news/legislators-health-advocates-rally-support-to-fix-philadelphia-schools-overrun-with-asbestos,,,,
San Francisco,outside Google office,San Francisco,CA,US,2019-11-22,roughly 200,200,,200,,,Google employees,pro-labor; oppose Google's suspension of two worker activist employees,0,protest,0,0,0,0,1,1,https://www.vox.com/recode/2019/11/22/20978537/google-workers-suspension-employee-activists-protest?utm_campaign=vox.social&utm_medium=social&utm_content=recode&utm_source=twitter,,,,
San Francisco,San Francisco General Hospital ,San Francisco,CA,US,2019-11-22,about 150,150,,150,,,San Francisco General Hospital staff,support better working conditions,0,protest; rally,0,0,0,0,1,1,https://www.sfchronicle.com/politics/article/When-we-suffer-our-patients-suffer-SF-14856773.php,,,,
San Francisco,,San Francisco ,CA,US,2019-11-22,,,,,,,general protesters ,support two employees on administrative leave,0,protest; rally,,,,,1,1,https://www.cnet.com/news/google-workers-to-hold-rally-in-support-of-employees-placed-on-leave/,,,,
Ypsilanti,office of Rep. Debbie Dingell,Washtenaw,MI,US,2019-11-22,about 50,50,,50,,,Sunrise Movement,pro Green New Deal,1,protest,3,0,0,0,1,1,https://www.michigandaily.com/section/government/green-new-deal-activists-demand-answer-dingell-sit-three-arrested,,,,
Jackson,Downtown,Hinds,MS,US,2019-11-23,a few dozen,36,,36,,,Mississippi Dreams Prison Family Support ,against mass incarceration in Mississippi,0,protest,0,0,0,0,1,1,https://www.clarionledger.com/story/news/politics/2019/11/23/advocates-mississippi-prison-reform-rally-jackson/4270414002/,,,,
Killeen,Hallmark Avenue to Conder Park,Bell,TX,US,2019-11-23,hundreds,200,,200,,,general protestors,pro ending violence (esp. against minorities),,march,0,0,0,0,1,1,https://www.kwtx.com/content/news/Local-community-marches-to-end-violence-565383862.html,https://kdhnews.com/news/local/killeen-anti-crime-march-organizer-met-with-council-after-permit/article_9e077520-065f-11ea-a12b-1b009ac78693.html,,,
New Haven,Yale Bowl,New Haven,CT,US,2019-11-23,several hundred; about 150 and hundreds more,150,,350,,,Harvard and Yale students and supporters,Fossil fuel diverstment,1,protest,48,0,0,0,1,1,https://www.nytimes.com/2019/11/23/us/harvard-yale-game-protest.html?action=click&module=News&pgtype=Homepage,https://www.thecrimson.com/article/2019/11/24/protesters-interrupt-the-game/,https://www.vox.com/2019/11/23/20979444/fossil-fuel-protest-harvard-yale-football-game,https://m.ctpost.com/politics/article/Sam-Waterston-among-42-arrested-at-Yale-football-14859076.php?utm_campaign=CMS%20Sharing%20Tools%20(Mobile)&utm_source=t.co&utm_medium=referral,
New Haven,Yale University,New Haven,CT,US,2019-11-23,about 150,150,,150,,,general protesters,against climate change inaction,1,protest,20,0,0,0,1,1,https://www.wwaytv3.com/2019/11/23/harvard-yale-game-delayed-at-halftime-by-student-protest/,,,,
Pleasantville,Pleasantville High School,Atlantic,NJ,US,2019-11-23,,,,,,,community protetsors,anti gun violence; pro police accountability,1,protest,0,0,0,0,1,1,https://www.phillytrib.com/news/state_and_region/pleasantville-residents-march-against-gun-violence-and-remember-slain-/article_3627ced0-b8e1-50a4-b67c-43b0ebef9add.html,,,,
Pleasantville,Woodland Avenue Park,Atlantic,NJ,US,2019-11-23,,,,,,,general protesters,against gun violence,0,march; vigil,,,,,1,1,https://www.pressofatlanticcity.com/news/crime/peace-march-planned-for-saturday-in-pleasantville/article_99bcf773-001e-5040-a270-f284b2d4a25f.html,,,,
San Luis Obispo,,San Luis Obispo,CA,US,2019-11-23,count pic,6,,6,,,general protestors,against climate inaction,1,protest,,,,,1,1,https://twitter.com/ViktorPaal/status/1198111777713610753,,,,
South Bend,Mayor Pete Buttigieg's mayoral office,St. Joseph ,IN,US,2019-11-23,,,,,,,general protesters,support action against climate change,1,protest,0,0,0,0,1,1,https://thehill.com/homenews/campaign/471763-protesters-stage-sit-in-at-mayor-pete-buttigiegs-office-to-protest-climate,,,,
St. Louis,St. Louis County Pet Adoption Center,St. Louis,MO,US,2019-11-23,,,,,,,general protesters,against firing of employees ,0,protest,0,0,0,0,1,1,https://www.kmov.com/news/fired-volunteers-hold-protest-outside-st-louis-county-animal-shelter/article_1573508c-0e46-11ea-9e92-6707d065bbe9.html,,,,
Stanford,,Santa Clara,CA,US,2019-11-23,,,,,,,general protesters,against sexual violence,0,demonstration,0,0,0,0,1,1,https://www.stanforddaily.com/2019/11/23/students-hang-banner-with-sexual-misconduct-statistic-in-big-game-demonstration/,,,,
Tahoe Vista,North Tahoe Regional Park,Placer,CA,US,2019-11-23,,,,,,,general protesters,against capturing and killing of a bear,0,rally,0,0,0,0,1,1,https://sacramento.cbslocal.com/2019/11/23/tahoe-bear-rally/,,,,
Graham,Maple Street to Alamance County Detention Center,Alamance,NC,US,2019-11-24,several hundred,300,,300,,,Never Again Action,anti ICE; anti immigration detention center,1,protest,,0,0,0,1,1,https://www.thetimesnews.com/news/20191125/ice-detention-protest-ties-up-maple-street,https://myfox8.com/news/jewish-and-immigration-activists-hold-rally-protest-ice-in-graham/,,,
Graham,The Center for Spiritual Living,Alamance,NC,US,2019-11-24,,,,,,,general protesters,support ICE,2,counter-protest,1,0,0,0,1,1,https://myfox8.com/2019/11/24/jewish-and-immigration-activists-hold-rally-protest-ice-in-graham/,number arrested unknown,,,
Graham,The Center for Spiritual Living ,Alamance,NC,US,2019-11-24,,,,,,,North Carolina Jews; Siembra NC,against Alamance County Sheriff Terry Johnson's collaboration with ICE,1,protest,1,0,0,0,1,1,https://myfox8.com/2019/11/24/jewish-and-immigration-activists-hold-rally-protest-ice-in-graham/,number arrested unknown,,,
Minneapolis,,Hennepin,MN,US,2019-11-24,,,,,,,Incarcerated Workers Organizing Committee,support releasing prisoners who were reincarcerated for non-crimes ,0,protest,0,0,0,0,1,1,https://minnesota.cbslocal.com/2019/11/24/community-group-calls-on-gov-walz-to-release-prisoners-re-incarcerated-f,,,,
Oakland,Frank Ogawa Plaza,Alameda,CA,US,2019-11-24,about 18,18,,18,,,general protesters,"against city's ""anti-homeless practices"" ",0,protest,0,0,0,0,1,1,https://sanfrancisco.cbslocal.com/2019/11/24/homelessness-activists-set-up-housing-justice-camp-by-oakland-city-hall/,,,,
Oakland,outside city hall,Alameda,CA,US,2019-11-24,around 80,80,,80,,,general protestors,support housing for homeless,0,protest,22,0,0,0,1,1,https://twitter.com/ZZZZZZZZZZZack/status/1199055231536885760,https://www.eastbaytimes.com/2019/11/24/housing-justice-village-sets-up-camp-outside-oakland-city-hall/,,night of Nov 24-25,
Portland,Portland Transportation Center,Cumberland,ME,US,2019-11-24,over 50 ,50,,50,,,Jewish Activists in Maine,against warrantless searches of immigrants on the Concord Coach lines,1,protest,0,0,0,0,1,1,https://www.newscentermaine.com/article/news/local/protesters-rally-at-transportation-center-over-warrantless-searches/97-9defb6c5-e0eb-47f4-9a7f-be107109a60e,,,,
San Rafael,Pacific Gas and Electric Co.,Marin,CA,US,2019-11-24,about 15,15,,15,,,Marin Democratic Socialists,oppose PG&E energy company's decisions,0,protest,0,0,0,0,1,1,https://www.marinij.com/2019/11/24/vocal-marin-group-turns-out-for-power-to-the-people-anti-pge-march/,,,,
Athens,Ohio University; college green,Athens,OH,US,2019-11-25,more than 100; dozens,24,,100,,,OU Fun Facts,protest budget crisis,0,protest,0,0,0,0,1,1,https://thenewpolitical.com/2019/11/26/photos-students-take-to-college-green-to-protest-budget-crisis/,https://www.nbc4i.com/news/local-news/students-faculty-rally-against-potential-cuts-at-ohio-university/,,,
Cheyenne,State Capitol to Laramie County Library,Laramie,WY,US,2019-11-25,about 30,30,,30,,,Zonta Club; Z Club,anti domestic abuse,0,march,0,0,0,0,1,1,https://www.wyomingnews.com/news/local_news/silent-witness-march-gives-voice-to-local-victims-of-domestic/article_29f22d0f-e5f6-58fd-9236-152c2385622d.html,,,,
Clearbrook,Enbridge Energy Terminal,Clearwater,MN,US,2019-11-25,,,,,,,climate protestors,pro environmental action,1,protest,1,0,0,0,1,1,https://www.bemidjipioneer.com/news/crime-and-courts/4787994-Woman-arrested-during-protest-at-Enbridge-facility-in-Clearbrook,,,,
Concord,Executive Council building,Merrimack,NH,US,2019-11-25,almost two dozen,24,,24,,,local parents,oppose immunization database,0,rally,0,0,0,0,1,1,https://www.unionleader.com/news/health/parents-protest-postpones-vaccine-grant-vote/article_46e78450-fcd7-5f09-be78-b1940359c129.html,,,,
Eau Claire,University of Wisconsin,Eau Claire,WI,US,2019-11-25,,,,,,,general protestors,support people of color,0,protest,,,,,1,1,https://twitter.com/geneedwardsonao/status/1199479500972732422,,,,
Kingston,Ulster County Office Building,Ulster,NY,US,2019-11-25,some 80,80,,80,,,Campaign for New York Health Act,pro single payer healthcare plan,1,rally,0,0,0,0,1,1,https://www.dailyfreeman.com/news/local-news/ny-health-act-supporters-rally-before-state-hearing-in-kingston/article_dc4929fe-0fc0-11ea-8b3e-1b012e0adff4.html,,,,
Kingston,Ulster County Office Building,Ulster,NY,US,2019-11-25,,,,,,,general protestors,anti single payer health care,2,counter-protest,0,0,0,0,1,1,https://www.dailyfreeman.com/news/local-news/ny-health-act-supporters-rally-before-state-hearing-in-kingston/article_dc4929fe-0fc0-11ea-8b3e-1b012e0adff4.html,,,,
Los Angeles,,Los Angeles,CA,US,2019-11-25,,,,,,,general protestors,against Amazon; anti-ICE,1,protest,,,,,1,1,https://twitter.com/ACREcampaigns/status/1199047112677195776,,,,
New York,Park Slope; Brooklyn,Kings,NY,US,2019-11-25,hundreds,200,,200,,,Teens Take Charge,against school segregation in NYC,0,protest,0,0,0,0,0,1,https://www.commondreams.org/news/2019/11/25/nyc-students-strike-demand-racial-equity-nations-largest-and-most-segregated-school,,,,
New York,Queens,Queens,NY,US,2019-11-25,,,,,,,Justice for All Coalition; Woodside on the Move; Take Back NYC,against SunnysideYard Plan ,0,protest,0,0,0,0,1,1,https://twitter.com/MDorganNYC/status/1199393687123484672,https://qns.com/story/2019/11/26/queens-is-not-for-sale-community-activists-protest-edcs-plan-to-develop-sunnyside-yards/,,,
New York City,Amazon's Fulfillment center,Richmond,NY,US,2019-11-25,more than 100,100,,100,,,Amazon workers; Make the Road,better working conditions,0,rally,0,0,0,0,1,1,https://www.silive.com/news/2019/11/protesters-rally-for-better-working-conditions-at-amazon-on-staten-island.html,,,,
Oakland,City Hall,Alameda,CA,US,2019-11-25,about 70 to 80,70,,80,,,housing advocates,pro assistance for homeless,1,sit in,22,0,0,0,1,1,https://sanfrancisco.cbslocal.com/2019/11/25/oakland-police-dismantle-homeless-protest-encampment-several-protesters-arrested/,,,,
Piscataway,Rutgers Athletic Center,Middlesex,NJ,US,2019-11-25,NA,1,,1,,,Rutgers fan,oppose hiring of new coach,0,protest,0,0,0,0,1,1,https://www.nj.com/rutgersfootball/2019/11/rutgers-fan-explains-his-1-man-rac-protest-to-try-to-get-greg-schiano-back.html,,,,
Port St Lucie,,St Lucie,FL,US,2019-11-25,nearly 200,200,,200,,,community protetsors,anti Planned Parenthood,2,protest,0,0,0,0,1,1,https://www.wptv.com/news/region-st-lucie-county/hundreds-protest-new-planned-parenthood-in-port-st-lucie,,,,
Pueblo,City Hall,Pueblo,CO,US,2019-11-25,,,,,,,Bring Power Home 2020 Campaign,anti Black Hills Energy,0,rally,0,0,0,0,1,1,https://www.fox21news.com/top-stories/pueblo-community-rallies-to-unplug-from-black-hills-energy/,,,,
Rochester,Holiday Inn on State Street,Monroe,NY,US,2019-11-25,NA,7,,7,,,criminal justice advocates,reform incarceration policies,1,protest,0,0,0,0,1,1,https://www.wxxinews.org/post/several-protesters-call-end-project-exile-downtown-rochester,,,,
Tacoma,Knapp's Restaurant,Pierce,WA,US,2019-11-25,,,,,,,Republican Virginia Taylor Club,anti transgender rights,2,meeting,0,0,0,0,1,1,https://www.thenewstribune.com/news/local/article237849939.html,,,,
Tacoma,Knapp's Restaurant,Pierce,WA,US,2019-11-25,,,,,,,Rainbow Center,pro transgender rights,1,counter-protest,0,0,0,0,0,1,https://www.thenewstribune.com/news/local/article237849939.html,,,,
Arlington,DCA,Arlington,VA,US,2019-11-26,,,,,,,Airline caterers in UNITE Here,demand higher wages and access to healthcare ,0,protest,12,0,0,0,1,1,https://www.thestrikewave.com/editorials/why-im-one-of-thousands-protesting-at-airports-today,https://www.wusa9.com/article/travel/airport-workers-arrested-reagan-national-airport-protesting-higher-wages-healthcare/65-c987e5e1-3ceb-4b86-a7bc-3a0effc25aa9,,,
Augusta,US Sen. Collins field office,Kennebec,ME,US,2019-11-26,,,,,,,Mainers for Accountable Leadership,urge her to support Trump impeachment,1,protest,,,,,1,1,https://www.centralmaine.com/2019/11/26/liberal-activists-urge-sen-collins-to-support-impeachment/,,,,
Bangor,US Sen. Collins field office,Penobscot,ME,US,2019-11-26,,,,,,,Mainers for Accountable Leadership,urge her to support Trump impeachment,1,protest,,,,,1,1,https://www.centralmaine.com/2019/11/26/liberal-activists-urge-sen-collins-to-support-impeachment/,,,,
Biddeford,US Sen. Collins field office,York,ME,US,2019-11-26,,,,,,,Mainers for Accountable Leadership,urge her to support Trump impeachment,1,protest,,,,,1,1,https://www.centralmaine.com/2019/11/26/liberal-activists-urge-sen-collins-to-support-impeachment/,,,,
Caribou,US Sen. Collins field office,Aroostook,ME,US,2019-11-26,,,,,,,Mainers for Accountable Leadership,urge her to support Trump impeachment,1,protest,,,,,1,1,https://www.centralmaine.com/2019/11/26/liberal-activists-urge-sen-collins-to-support-impeachment/,,,,
Charlotte,Charlotte Douglas International Airport,,NC,US,2019-11-26,,,,,,,Airline caterers in UNITE Here,demand higher wages and access to healthcare ,0,protest,,,,,1,1,https://www.thestrikewave.com/editorials/why-im-one-of-thousands-protesting-at-airports-today,,,,
Charlotte,,Mecklenburg,NC,US,2019-11-26,,,,,,,general protesters,support better wages and health care benefits for American Airlines caterers,0,protest,,,,,1,1,http://www.dailynews.com/airline-catering-workers-to-protest-wages-benefits-tuesday-at-lax,,,,
Chicago,airport,Cook,IL,US,2019-11-26,,,,,,,Airline caterers in UNITE Here,demand higher wages and access to healthcare ,0,protest,,,,,1,1,https://www.thestrikewave.com/editorials/why-im-one-of-thousands-protesting-at-airports-today,,,,
Chicago,,Cook,IL,US,2019-11-26,,,,,,,general protesters,support better wages and health care benefits for American Airlines caterers,0,protest,,,,,1,1,http://www.dailynews.com/airline-catering-workers-to-protest-wages-benefits-tuesday-at-lax,,,,
Clarksburg,Montgomery County Board of Education,Montgomery,MD,US,2019-11-26,,,,,,,parents; students,oppose school district boundary changes,0,protest,0,0,0,0,1,1,https://wtop.com/montgomery-county/2019/11/parents-and-students-protest-school-boundary-change/,,,,
Dallas,airport,Dallas,TX,US,2019-11-26,,,,,,,Airline caterers in UNITE Here,demand higher wages and access to healthcare ,0,protest,,,,,1,1,https://www.thestrikewave.com/editorials/why-im-one-of-thousands-protesting-at-airports-today,,,,
Dallas,,Dallas,TX,US,2019-11-26,,,,,,,general protesters,support better wages and health care benefits for American Airlines caterers,0,protest,,,,,1,1,http://www.dailynews.com/airline-catering-workers-to-protest-wages-benefits-tuesday-at-lax,,,,
Dearborn,office or US Rep Debbie Dingell,Wayne,MI,US,2019-11-26,,,,,,,Sunrise Movement,demand support for Green New Deal; pro-environment,0,protest,,,,,1,1,http://www.thenewsherald.com/news/state/sunrise-movement-members-planning-protest-over-green-new-deal-at/article_4db1ca1c-af0e-5c32-880b-6fde1b5a4950.html,,,,
Denver,,Denver,CO,US,2019-11-26,,,,,,,general protesters,support better wages and health care benefits for American Airlines caterers,0,protest,,,,,1,1,http://www.dailynews.com/airline-catering-workers-to-protest-wages-benefits-tuesday-at-lax,,,,
Detroit,Detroit Metropolitan Airport,Wayne,MI,US,2019-11-26,,,,,,,Airline caterers in UNITE Here,demand higher wages and access to healthcare from Delta Airlines,0,protest,,,,,1,1,https://detroit.eater.com/2019/11/26/20984075/airline-catering-workers-dtw-join-protest-delta-sky-chefs?utm_campaign=detroit.eater&utm_content=chorus&utm_medium=social&utm_source=twitter,,,,
Detroit,,Wayne,MI,US,2019-11-26,,,,,,,general protesters,support better wages and health care benefits for American Airlines caterers,0,protest,,,,,1,1,http://www.dailynews.com/airline-catering-workers-to-protest-wages-benefits-tuesday-at-lax,,,,
Hartford,Abraham A. Ribicoff Building ,Hartford,CT,US,2019-11-26,about 30,30,,30,,,Council on American-Islamic Relations; Connecticut Immigrant Rights Alliance,anti-ICE; anti deportation,1,protest,0,0,0,0,1,1,https://www.journalinquirer.com/connecticut_and_region/family-rallies-in-hartford-for-former-windsor-resident-facing-deportation/article_b914e1ae-1136-11ea-9966-e3330b2c0227.html,,,,
Honolulu,,Honolulu,HI,US,2019-11-26,,,,,,,general protesters,support better wages and health care benefits for American Airlines caterers,0,protest,,,,,1,1,http://www.dailynews.com/airline-catering-workers-to-protest-wages-benefits-tuesday-at-lax,,,,
Houston,,Harris,TX,US,2019-11-26,,,,,,,general protesters,support better wages and health care benefits for American Airlines caterers,0,protest,,,,,1,1,http://www.dailynews.com/airline-catering-workers-to-protest-wages-benefits-tuesday-at-lax,,,,
Las Vegas,Terminal 1 at McCarran International Airport,Clark,NV,US,2019-11-26,,,,,,,Airline caterers in UNITE Here,demand higher wages and access to healthcare ,0,protest,,,,,1,1,https://www.thestar.com/news/world/us/2019/11/26/airline-catering-workers-plan-protest-at-las-vegas-airport.html?utm_source=dlvr.it&utm_medium=twitter,,,"""Similar demonstrations are taking place in more than a dozen cities around the country""",
Lewiston,US Sen. Collins field office,Androscoggin,ME,US,2019-11-26,,,,,,,Mainers for Accountable Leadership,urge her to support Trump impeachment,1,protest,,,,,1,1,https://www.centralmaine.com/2019/11/26/liberal-activists-urge-sen-collins-to-support-impeachment/,,,,
Los Angeles,airport,Los Angeles,CA,US,2019-11-26,,,,,,,Airline caterers in UNITE Here,demand higher wages and access to healthcare ,0,protest,16,0,0,0,1,1,https://www.thestrikewave.com/editorials/why-im-one-of-thousands-protesting-at-airports-today,https://losangeles.cbslocal.com/2019/11/26/labor-protest-at-lax-could-impact-holiday-travelers/,,,
Los Angeles,Los Angeles International Airport,Los Angeles,CA,US,2019-11-26,,,,,,,general protesters,support better wages and health care benefits for American Airlines caterers,0,protest,,,,,1,1,http://www.dailynews.com/airline-catering-workers-to-protest-wages-benefits-tuesday-at-lax,,,,
Miami,airport,Miami-Dade,FL,US,2019-11-26,more than 100,100,,100,,,Airline caterers in UNITE Here,demand higher wages and access to healthcare ,0,protest,0,0,0,0,1,1,https://www.thestrikewave.com/editorials/why-im-one-of-thousands-protesting-at-airports-today,,,,
Miami,,Miami-Dade,FL,US,2019-11-26,,,,,,,general protesters,support better wages and health care benefits for American Airlines caterers,0,protest,,,,,1,1,http://www.dailynews.com/airline-catering-workers-to-protest-wages-benefits-tuesday-at-lax,,,,
Minneapolis,,Hennepin ,MN,US,2019-11-26,,,,,,,general protesters,support better wages and health care benefits for American Airlines caterers,0,protest,,,,,1,1,http://www.dailynews.com/airline-catering-workers-to-protest-wages-benefits-tuesday-at-lax,,,,
New Brunswick,,Middlesex,NJ,US,2019-11-26,about two dozen,24,,24,,,Fifth and Sixth Ward Neighborhood Association,oppose sale of school,0,protest,0,0,0,0,1,1,https://www.nj.com/middlesex/2019/11/dont-sell-our-school-to-build-a-cancer-center-locals-cry-at-rally.html,,,,
New York,JFK airport,Queens,NY,US,2019-11-26,hundreds; more than 1000,200,,1000,,,Airline caterers in UNITE Here,demand higher wages and access to healthcare ,0,protest,60,0,0,0,1,1,https://www.thestrikewave.com/editorials/why-im-one-of-thousands-protesting-at-airports-today,https://www.kitv.com/story/41381511/airline-catering-workers-at-hnl-join-17-other-us-cities-in-nationwide-protest,https://www.nbcnewyork.com/news/local/Hundreds-of-Airline-Catering-Workers-Stage-Protest-at-JFK-Airport-565493321.html,http://laborpress.org/60-arrested-as-airline-food-workers-protest-at-jfk/,
New York,Manhattan,New York,NY,US,2019-11-26,,,,,,,general protesters,support better wages and health care benefits for American Airlines caterers,0,protest,,,,,1,1,http://www.dailynews.com/airline-catering-workers-to-protest-wages-benefits-tuesday-at-lax,,,,
Philadelphia,airport,Philadelphia,PA,US,2019-11-26,,,,,,,Airline caterers in UNITE Here,demand higher wages and access to healthcare ,0,protest,39,0,0,0,1,1,https://www.thestrikewave.com/editorials/why-im-one-of-thousands-protesting-at-airports-today,https://www.inquirer.com/business/philadelphia-airport-protest-unite-here-american-airlines-20191127.html,,,
Philadelphia,,Philadelphia,PA,US,2019-11-26,,,,,,,general protesters,support better wages and health care benefits for American Airlines caterers,0,protest,,,,,1,1,http://www.dailynews.com/airline-catering-workers-to-protest-wages-benefits-tuesday-at-lax,,,,
Portland,US Sen. Collins field office,Cumberland,ME,US,2019-11-26,about 25,25,,25,,,Mainers for Accountable Leadership,urge her to support Trump impeachment,1,protest,,,,,1,1,https://www.centralmaine.com/2019/11/26/liberal-activists-urge-sen-collins-to-support-impeachment/,,,,
Rockville,850 Hungerford Drive,Montgomery,MD,US,2019-11-26,,,,,,,Parents' Coalition of Montgomery County,oppose school assignment boundary changes,0,protest,,,,,1,1,https://parentscoalitionmc.blogspot.com/2019/11/media-alert-protest-planned-for-boe.html#.Xd186lRYcq4.twitter,,,,
Salt Lake City,Matheson Courthouse,Salt Lake,UT,US,2019-11-26,,,,,,,community protetsors,seek drop of charges for arrested protestors,0,protest,0,0,0,0,1,1,https://www.abc4.com/news/top-stories/inland-port-protesters-make-initial-appearance-in-court/,,,,
San Diego,,San Diego,CA,US,2019-11-26,,,,,,,general protesters,support better wages and health care benefits for American Airlines caterers,0,protest,,,,,1,1,http://www.dailynews.com/airline-catering-workers-to-protest-wages-benefits-tuesday-at-lax,,,,
San Francisco,airport,San Francisco,CA,US,2019-11-26,,,,,,,Airline caterers in UNITE Here,demand higher wages and access to healthcare ,0,protest,50,0,0,0,1,1,https://www.thestrikewave.com/editorials/why-im-one-of-thousands-protesting-at-airports-today,https://www.sfexaminer.com/news/supervisors-arrested-at-sfo-union-protest/,,,
San Francisco,,San Francisco ,CA,US,2019-11-26,,,,,,,general protesters,support better wages and health care benefits for American Airlines caterers,0,protest,,,,,1,1,http://www.dailynews.com/airline-catering-workers-to-protest-wages-benefits-tuesday-at-lax,,,,
Seattle,,King,WA,US,2019-11-26,,,,,,,general protesters,support better wages and health care benefits for American Airlines caterers,0,protest,,,,,1,1,http://www.dailynews.com/airline-catering-workers-to-protest-wages-benefits-tuesday-at-lax,,,,
Sunrise,BB&T Center,Broward,FL,US,2019-11-26,roughly 20000,20000,,20000,,,Trump administration,for President Trump,2,rally,0,0,0,0,1,1,https://www.wptv.com/news/state/president-trump-to-hold-rally-in-south-florida,https://www.washingtonpost.com/politics/trumps-photo-op-play-facing-impeachment-inquiry-the-president-strives-to-look-hard-at-work/2019/11/29/95d4bf1e-12be-11ea-bf62-eadd5d11f559_story.html,https://apnews.com/0786397ea1224dc0a402a259edebdcec,,feat. President Trump
Sunrise,outside BB&T Center,Broward,FL,US,2019-11-26,about 200,200,,200,,,general protestors,anti-Trump; pro-impeachment,1,counter-protest,0,0,0,0,0,1,https://twitter.com/AlexMorash/status/1199436560376176647,https://apnews.com/0786397ea1224dc0a402a259edebdcec,https://www.miamiherald.com/news/politics-government/article237745604.html,,
Vallejo,County Administration Center,Solano,CA,US,2019-11-26,some 50,50,,50,,,Justice Coalition of Vallejo,pro police accountability; Black Lives Matter,1,protest,0,0,0,0,1,1,https://www.timesheraldonline.com/2019/11/26/families-justice-group-protest-vallejo-police-shooting-of-black-brown-men/,,,,
Washington,,DC,DC,US,2019-11-26,,,,,,,general protesters,support better wages and health care benefits for American Airlines caterers,0,protest,,,,,1,1,http://www.dailynews.com/airline-catering-workers-to-protest-wages-benefits-tuesday-at-lax,,,,
Westford,Town Common,Middlesex,MA,US,2019-11-26,about 60,60,,60,,,local educators,protest budget cuts,0,protest,0,0,0,0,1,1,https://www.lowellsun.com/2019/11/26/westford-teachers-advocates-protest-upcoming-school-budget2/,,,,
Ashburn,Redskins Park,Loudoun,VA,US,2019-11-27,around 15,15,,15,,,family members,protest death of Julia Crabbe; protest Redskins' decision to back up player,0,protest,0,0,0,0,1,1,https://www.washingtontimes.com/news/2019/nov/27/drug-death-family-protests-Nicholson-Redskins/,,,,
Chicago,,Cook,IL,US,2019-11-27,,,,,,,Students for Justice in Palestine,pro-Palestine; anti-Israel,1,die in,0,0,0,0,1,1,https://www.jpost.com/Diaspora/Antisemitism/Chicago-students-hold-die-in-protest-to-honor-Palestinian-terrorists-609185,,,,
Los Angeles,Hall of Justice,Los Angeles,CA,US,2019-11-27,,,,,,,Black Lives Matter LA,"against police brutality, for police accountability, Black Lives Matter, against District Attorney Jackie Lacey",1,protest,,,,,1,1,https://www.cnn.com/2020/07/10/us/jackie-lacey-la-da-black-lives-matter/index.html,https://www.newyorker.com/magazine/2020/11/16/after-years-of-protests-every-wednesday-la-activists-welcome-a-new-da,,,
Sioux City,,Woodbury,IA,US,2019-11-27,,,,,,,Native Americans and supporters,raise awareness about lost and kidnapped Ntive children,0,march,0,0,0,0,1,1,https://www.radioiowa.com/2019/11/27/sioux-city-march-honors-lost-native-american-children/,,,,
West Liberty,West Liberty Foods,Muscatine,IA,US,2019-11-27,about 20,20,,20,,,general protestors,pro animal rights; anti turkey killing,0,protest,0,0,0,0,1,1,https://www.kcrg.com/content/news/Group-holds-vigil-protest-with-goal-to-save-turkeys-from-mass-production-565549632.html,,,,
Anchorage,Delaney Park,Anchorage City,AK,US,2019-11-29,dozens,24,,24,,,Alaska Youth for Environmental Action,against climate change inaction,1,protest,0,0,0,0,1,1,https://www.ktuu.com/content/news/Youth-led-protest-on-Delaney-Park-Strip-against-climate-change-565629872.html,,,,
Anchorage,Delaney Park Strip,,AK,US,2019-11-29,count pic,89,,89,,,general protestors,protest climate inaction,1,protest; strike,,,,,1,1,https://twitter.com/akclimatestrike/status/1195194396443996160,https://twitter.com/akclimatestrike/status/1201885918233157632,,,
Beverly Hills,,Los Angeles,CA,US,2019-11-29,more than 100,100,,100,,,International Brotherhood of Teamsters Local 396,deamnd fair pay from Athens Environmental Services,0,protest,0,0,0,0,1,1,http://www.dailynews.com/sanitation-workers-march-in-beverly-hills-demand-fair-pay-from-waste-company,,,,
Chicago,,Cook,IL,US,2019-11-29,,,,,,,general protestors,protest climate inaction,1,protest,0,0,0,0,1,1,https://thehill.com/policy/energy-environment/472297-youth-protestors-plan-black-friday-climate-strike,,,,
Colorado Springs,,El Paso,CO,US,2019-11-29,,,,,,,general protestors,protest climate inaction,1,protest,0,0,0,0,1,1,https://thehill.com/policy/energy-environment/472297-youth-protestors-plan-black-friday-climate-strike,,,,
