CityTown,Location,County,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.
Frankfort,Capitol,Franklin ,KY,US,2019-03-14,,,,,,,general protestors,Education; Against charter schools/vouchers; Against systemic underfunding,0,protest,0,0,0,0,1,1,https://www.wlky.com/article/teachers-protest-education-bills-in-frankfort-amid-6th-sickout/26825154,,,20618
Greenwich,Greenwich High School,Fairfield ,CT,US,2019-03-14,about 300,300,,300,,,GHS Young Democrats,Guns; For greater gun control,1,walk-out,0,0,0,0,1,1,https://www.greenwichtime.com/local/article/GHS-students-walk-out-to-protest-gun-violence-13688364.php,,,20615
Jackson,Capitol,Hinds,MS,US,2019-03-14,,,,,,,Pink House Defenders,Civil Rights; For abortion rights,1,rally,0,0,0,0,1,1,http://www.wlbt.com/2019/03/15/advocates-rally-state-capitol-opposition-fetal-heartbeat-bill/,,,20639
Madison,Capitol,Dane ,WI,US,2019-03-14,,,,,,,Voces de la Frontera,Immigration; For compassionate immigration,1,rally,0,0,0,0,1,1,https://madison.com/wsj/news/local/govt-and-politics/immigrants-rally-for-wisconsin-driver-s-licenses/article_0274a0bb-0e61-5cb3-bdcf-648679e5255a.html,,,20616
Palo Alto,City Hall,Santa Clara,CA,US,2019-03-14,dozens,24,,24,,,general protestors,Education; Against development,0,protest,0,0,0,0,1,1,https://www.paloaltoonline.com/news/2019/03/15/parents-students-rally-to-demand-support-from-stanford,,,20648
Salem,Capitol,Marion,OR,US,2019-03-14,,,,,,,Oregon Recovers,Against drugs; Other,0,rally,0,0,0,0,1,1,http://katu.com/news/local/recovery-rally-shines-light-on-addiction-crisis-in-oregon,,,20614
Taos,Abeyta Settlement,Taos,NM,US,2019-03-14,more than 50,50,,50,,,general protestors,Against fossil fuels; Environment; Multiday; Water,1,protest,0,0,0,0,1,1,"https://www.taosnews.com/stories/taos-water-protectors-protest-new-wells,55877",,,20801
Vineyard Haven,West Tisbury School,Dukes ,MA,US,2019-03-14,about 40,40,,40,,,general protestors,Against climate change; Against fossil fuels; Environment,1,walkout,0,0,0,0,1,1,https://www.mvtimes.com/2019/03/15/charter-school-joins-global-climate-protest/,,,20677
Washington,Capitol Hill,DC,DC,US,2019-03-14,thousands,2000,,2000,,,general protestors,Guns; For greater gun control,1,walk-out; protest,0,0,0,0,1,1,https://www.wusa9.com/article/news/hundreds-of-students-walk-out-of-montgomery-county-schools/65-357d0a1f-2845-4bd1-96c5-11a623e576a8,,,20617
Appleton,Appleton International Airport,Outagamie ,WI,US,2019-03-15,more than 20 ,20,,20,,,general protestors,Collective Bargaining; For better compensation,0,protest,0,0,0,0,1,1,https://www.postcrescent.com/story/news/2019/03/15/air-wisconsin-flight-attendants-protest-seeking-higher-pay/3165626002/,,,20643
Augusta,State House,Kennebec ,ME,US,2019-03-15,dozens,24,,24,,,general protestors,Environment; Utility; Against development,0,protest,0,0,0,0,1,1,http://wgme.com/news/local/dozens-gather-in-augusta-to-protest-cmp-transmission-line-proposal,,,20730
Crawfordsville,downtown,Montgomery,IN,US,2019-03-15,about a dozen,12,,12,,,general protestors,Civil Rights; For greater accountability; Police,1,protest,0,0,0,0,1,1,https://www.jconline.com/story/news/2019/03/15/isp-fatal-shot-widow-still-shock-rallies-make-noise-week-after-trooper-avoids-charges/3166882002/,,,20716
Hartford,Legislative Office Building,Hartford,CT,US,2019-03-15,,,,,,,general protestors,Other; Against tax,0,protest,0,0,0,0,1,1,https://www.wtnh.com/news/residents-protest-to-keep-boat-tax-at-2-99-percent_20190315231538/1852618120,,,20625
Minneapolis,Uptown,Hennepin,MN,US,2019-03-15,well over 100,100,,100,,,SEIU; AFSCME,International; Against US intervention; Venezuela; Against candidate,0,protest,0,0,0,0,1,1,http://www.fightbacknews.org/2019/2/24/labor-anti-war-movements-unite-protest-us-aggression-against-venezuela,,,
Orem,Al Sahaba Mosque,Utah ,UT,US,2019-03-15,about 40,40,,40,,,general protestors,Civil Rights; For religious tolerance,0,rally,0,0,0,0,1,1,https://fox13now.com/2019/03/15/utahns-rally-around-local-muslim-community-after-terror-attacks-at-mosques-in-new-zealand/,,,20731
Palo Alto,Stanford University,Santa Clara,CA,US,2019-03-15,around a dozen,12,,12,,,Stanford Solidarity Network,Education; For greater inclusion; Against sexual/domestic violence; Mental health; For greater awareness; Tuition,0,protest,0,0,0,0,1,1,https://www.stanforddaily.com/2019/03/15/warning-of-affordability-mental-health-sexual-violence-issues-grad-students-protest-at-event-for-incoming-and-prospective-students/,,,20725
Richland,John Dam Plaza,Benton ,WA,US,2019-03-15,,,,,,,WSNA; Kadlec nurses,Collective Bargaining; For worker rights,0,protest,0,0,0,0,1,1,https://www.tri-cityherald.com/news/local/article228003959.html,,,20537
Sammamish,Sammamish Mosque,King,WA,US,2019-03-15,dozens,24,,24,,,general protestors,Civil Rights; For religious tolerance,0,rally,0,0,0,0,1,1,https://www.king5.com/article/news/community-rallies-around-sammamish-mosque-after-deadly-new-zealand-attacks/281-ae889718-00ad-41fe-b998-9fe61c27b9c1,,,20733
Seattle,Idris Mosque,King,WA,US,2019-03-15,,,,,,,Council on American-Islamic Relations,Civil Rights; For religious tolerance,0,rally,0,0,0,0,1,1,https://q13fox.com/2019/03/15/community-rallies-around-puget-sound-muslims-after-new-zealand-attack/,,,20634
Springfield,Smith & Wesson,Hampden ,MA,US,2019-03-15,roughly 50,50,,50,,,pioneeer valley project,Guns; For greater gun control,1,protest,0,0,0,0,1,1,https://www.masslive.com/news/2019/03/springfield-boston-teens-frustrated-by-gun-violence-protest-at-smith-wesson-factory-gates-photos.html,,,20836
Tulsa,Tulsa’s municipal courthouse,Tulsa,OK,US,2019-03-15,count vid,5,,5,,,general protestors,Civil Rights; For breastfeeding,0,protest,0,0,0,0,1,1,https://www.tulsaworld.com/news/local/nursing-mothers-rally-at-tulsa-municipal-court-after-woman-asked/article_05e4fa1f-f0a6-54c1-a93b-edc21c39163e.html,,,20640
Ann Arbor,The Diag,Washtenaw,MI,US,2019-3-16,,,,,,,March On,Civil Rights; For women's rights,0,march,0,0,0,0,1,1,https://www.michigandaily.com/section/columns/dana-pierangeli-we-march-towards-equality,,,
Athens,County Courthouse,Athens ,OH,US,2019-03-16,around 17 to 18,17,,18,,,general protestors,Civil Rights; For greater access; Voting,0,rally,0,0,0,0,1,1,https://www.athensnews.com/news/local/critics-of-polling-site-changes-protest-in-uptown-athens/article_c1fea9ca-48e2-11e9-9c37-8b264c2266f7.html,,,20745
Cedar Rapids,Alliant Energy,Linn,IA,US,2019-03-16,about 30,30,,30,,,general protestors,Other; Against increased prices; Utility,0,protest,0,0,0,0,1,1,https://www.kcrg.com/content/news/People-protest-Alliant-Energys-announced-rate-hikes-507259091.html,,,20641
Chapel Hill,University of North Carolina,Orange,NC,US,2019-03-16,,,,,,,general protestors,Civil Rights; For Confederate symbol,2,protest,0,0,0,0,1,1,https://www.newsobserver.com/news/politics-government/article228501599.html,,,20903
Edwards,Battle Mountain High School,Eagle,CO,US,2019-03-16,around 200,200,,200,,,general protestors,Environment; Against development; For wilderness preservation,0,protest,0,0,0,0,1,1,https://www.vaildaily.com/news/buck-berlaimont-march-rally-attracts-large-crowd-saturday-in-edwards/,,,20721
Gray,Appalachian Fairgrounds,Washington,TN,US,2019-03-16,more than 270,270,,270,,,Washington County’s state Reps. Matthew Hill and Micah Van Huss,Against abortion rights,2,protest,0,0,0,0,1,1,https://www.johnsoncitypress.com/Government/2019/03/17/Top-GOP-lawmekrs-rally-for,,,20608
Helena,State Capitol,Lewis and Clark,MT,US,2019-03-16,more than 400,400,,400,,,Don't Mess with Medicaid,Healthcare; For Medicaid,0,rally,0,0,0,0,1,1,https://helenair.com/news/state-and-regional/govt-and-politics/supporters-pack-montana-capitol-to-rally-for-continuing-medicaid-expansion/article_27fbe949-8826-5f9d-9832-2d91952d3cbd.html,,,20724
Houston,Emancipation Park,Harris,TX,US,2019-03-16,hundreds,200,,200,,,Houston Rising,Civil Rights; For racial justice; For women's rights; Black Women's March,0,rally,0,0,0,0,1,1,https://www.chron.com/news/houston-texas/houston/article/Black-women-celebrate-their-political-power-at-13694265.php,,,20727
Norwich,New London Turnpike and West Main Street,New London,CT,US,2019-03-16,more than 3 dozen,40,,40,,,No Tolls CT,Other; Transportation; Against fees,0,protest,0,0,0,0,1,1,https://www.norwichbulletin.com/news/20190316/norwich-toll-protesters-decry-obnoxious-taxation,,,20723
Palo Alto,Wells Fargo Headquarters,Santa Clara,CA,US,2019-03-16,,,,,,,general protestors,Environment; Against fossil fuels; Against business; Multiday,0,rally; march,0,0,0,0,1,1,http://www.sfexaminer.com/historic-march-wells-fargo-planned-week/,,,20597
San Marcos,Hays County Courthouse,Hays,TX,US,2019-03-16,count pic,12,,12,,,general protestors,Against development; Environment,0,protest,0,0,0,0,1,1,https://www.kxan.com/news/local-news/san-marcos-residents-protest-as-smart-project-nears-approval/1854361072,,,20732
San Rafael,Sarasota Bayfront Park,Marin,CA,US,2019-03-16,about 60,60,,60,,,general protestors,Civil Rights; For racial justice,0,march,0,0,0,0,1,1,https://www.marinij.com/2019/03/16/silent-march-supporting-dixie-name-change-evokes-civil-rights-movement/,,,20737
Sarasota,Sarasota Bayfront Park,Sarasota,FL,US,2019-03-16,more than 100,100,,100,,,general protestors,Guns; For greater gun control; March for Our Lives,1,protest,0,0,0,0,1,1,https://www.bradenton.com/news/local/article227989829.html,,,20726
Wallingford,Town Hall,New Haven,CT,US,2019-03-16,about 50,50,,50,,,Republican Mayor William Dickinson Jr.,Other; Against marijuana,0,rally,0,0,0,0,1,1,http://www.myrecordjournal.com/News/Wallingford/Wallingford-News/Wallingford-Republicans-rally-against-legalization-of-marijuana.html,,,20713
Austin,Austin Zoo,Travis,TX,US,2019-03-17,more than a dozen,12,,12,,,general protestors,Other; For animal welfare,0,protest,0,0,0,0,1,1,https://www.kvue.com/article/news/more-than-a-dozen-people-protest-animal-conditions-at-austin-zoo/269-e3896cf1-90c5-4cd2-a224-8c0e9c844111,,,20738
Boonton,Jam-E-Masjid Islamic Center; a few blocks up Madison Street to Town Hall and back,Morris,NJ,US,2019-03-17,several hundred,300,,300,,,general protestors,For religious tolerance; Civil Rights,0,prayer rally; march,0,0,0,0,1,1,https://www.dailyrecord.com/story/news/2019/03/17/boonton-march-supports-victims-new-zealand-mosque-shootings/3188388002/,,,20736
Naperville,Grand Pavilion on Naperville's Riverwalk,Dupage,IL,US,2019-03-17,more than 100,100,,100,,,United for Peace Forum,International; Against war; India; Pakistan,1,rally,0,0,0,0,1,1,https://www.dailyherald.com/news/20190317/naperville-rally-promotes-taking-action-for-peace,,,20735
New York,Kew Gardens Hills library,Queens,NY,US,2019-03-17,more than 500,500,,500,,,general protestors,Civil Rights; For religious tolerance,0,protest,0,0,0,0,1,1,https://qns.com/story/2019/03/18/queens-jewish-community-rallies-in-kew-gardens-hills-against-the-rise-of-anti-semitism/,,,20750
San Francisco,Jane Warner Plaza in Castro and continued to Haight and Stanyan in Golden Gate Park,San Francisco,CA,US,2019-03-17,three dozen,36,,36,,,Nude Love Parade,Other; For nudity,0,march,0,0,0,0,1,1,https://www.sfgate.com/bayarea/article/San-Francisco-naked-nude-parade-love-Gypsy-Taub-13696989.php,,,20622
Tacoma,Islamic Center of Tacoma,Pierce,WA,US,2019-03-17,,,,,,,Council on American-Islamic Relations,Civil Rights; For religious tolerance,0,rally,0,0,0,0,1,1,https://www.king5.com/article/news/local/tacoma/supporters-rally-behind-muslim-community-in-tacoma-after-deadly-terror-attacks/281-d76eb6b8-ca10-4705-9132-f15b7a30ab3f,,,20751
Arlington,Arlington County Board,Arlington,VA,US,2019-03-18,count vid,3,,3,,,general protestors,Other; Against business; Amazon,1,protest,0,0,0,0,1,1,https://www.foxnews.com/tech/arlington-approves-23m-amazon-incentives-package-as-raucous-protesters-shout-shame,,,20746
Atlanta,State Capitol,Fulton,GA,US,2019-03-18,,,,,,,general protestors,Civil Rights; For abortion rights,1,protest,0,0,0,0,1,1,https://www.gainesvilletimes.com/news/anti-abortion-bill-clears-georgia-senate-committee-protesters-yell-shame/,,,20747
Austin,,Travis,TX,US,2019-03-18,,,,,,,general protestors,Healthcare; For Planned Parenthood,1,rally,0,0,0,0,1,1,https://www.kvue.com/article/news/sb-22/269-cd14ed46-d956-49dd-953e-efdf190c7866,,,20744
Boston,City Hall,Suffolk,MA,US,2019-03-18,,,,,,,general protestors,Immigration; For DACA,1,rally,0,0,0,0,1,1,https://www.bostonherald.com/2019/03/18/mass-politicians-activists-rally-at-boston-city-hall-for-immigration-bill/,,,20740
Boulder,University of Colorado,Boulder,CO,US,2019-03-18,around 30,30,,30,,,general protestors,Against sexual/domestic violence; Other,0,protest,0,0,0,0,1,1,http://www.dailycamera.com/cu-news/ci_32520824/cu-boulder-students-at-protest-demand-suspension-man,,,20636
Bronxville,Sarah Lawrence College,Westchester,NY,US,2019-03-18,,,,,,,general protestors,Civil Rights; For racial justice; Pro-LGBTQ; For women's rights; For firing/reassignment,1,protest,0,0,0,0,1,1,https://www.foxnews.com/us/sarah-lawrence-college-students-protest-politics-professor-over-conservative-op-ed,,,20749
Cape May,Cape May Convention Hall,Cape May,NJ,US,2019-03-18,more than 100,100,,100,,,general protestors,Against fossil fuels; Environment; For animal welfare,1,protest,0,0,0,0,1,1,https://www.pressofatlanticcity.com/news/it-s-incredibly-harmful-cape-may-rally-against-seismic-testing/article_153f8029-e67f-5e42-ad7e-83adf9d405a4.html,,,20741
Charleston,Charleston County School Board,Charleston,SC,US,2019-03-18,,,,,,,general protestors,Education; For racial justice,0,protest,0,0,0,0,1,1,https://www.postandcourier.com/news/after-protesters-shut-down-a-meeting-charleston-school-board-adopts/article_17cb170a-5a07-11e9-9431-9bc07b46149f.html,,21106,
East Brunswick,Hammarskjold Middle School,Middlesex,NJ,US,2019-03-18,about 100,100,,100,,,Central Jersey Environmental Defenders,Against fossil fuels; Environment,1,protest,0,0,0,0,1,1,https://www.mycentraljersey.com/story/news/local/land-environment/2019/03/19/transco-pipeline-residents-officials-environmentalists-rally-hearing/3212377002/,,,20756
Greenfield,Four Rivers Charter Public School,Franklin,MA,US,2019-03-18,roughly 90,90,,90,,,general protestors,Guns; For greater gun control,1,protest,0,0,0,0,1,1,https://www.recorder.com/Four-River-students-protest-gun-violence-24215844,,,20752
Juneau,State Capitol,Juneau,AK,US,2019-03-18,,,,,,,general protestors,Education; Against budget,0,protest,0,0,0,0,1,1,https://www.ktuu.com/content/news/Students-others-rally-for-University-of-Alaska-system-507324861.html,,,20748
Madison,Madison School Board,Dane,WI,US,2019-03-18,about 30,30,,30,,,general protestors,Education; Against police presence,1,protest,0,0,0,0,1,1,https://madison.com/wsj/news/local/education/local_schools/madison-school-board-again-forced-into-closed-room-by-protest/article_f48da37d-eca3-5175-8bff-1c60a2e03271.html,,,20762
Miami,Liberty Square,Miami-Dade,FL,US,2019-03-18,na,9,,9,,,Circle of Brotherhood,Other; Against violence,0,hunger strike; protest,0,0,0,0,1,1,https://www.miamiherald.com/news/local/community/miami-dade/edison-liberty-city/article228093524.html,,,20742
Redmond,Muslim Association of Puget Sound,King,WA,US,2019-03-18,,,,,,,general protestors,Civil Rights; For religious tolerance,0,vigil,0,0,0,0,1,1,https://q13fox.com/2019/03/15/community-rallies-around-puget-sound-muslims-after-new-zealand-attack/,,,20635
Sacramento,Capitol,Sacramento,CA,US,2019-03-18,more than 300,300,,300,,,California Youth Advocacy Network,Other; Against drugs,0,march,0,0,0,0,1,1,https://www.appeal-democrat.com/news/river-valley-students-join-march-against-vaping/article_5a0c858c-4bc4-11e9-86d5-7fbcfca9df41.html,,,20784
Albany,Capitol,Albany,NY,US,2019-03-19,,,,,,,Healthcare Association of New York,Healthcare; Against budget,0,rally,0,0,0,0,1,1,https://www.watertowndailytimes.com/news03/health-care-providers-protest-against-cuomos-proposed-medicaid-cuts-20190306,,,20499
Albany,Capitol,Albany,NY,US,2019-03-19,NA,150,,150,,,general protestors,Against budget; Education,0,rally,0,0,0,0,0,1,http://westchester.news12.com/story/40169312/yonkers-teacher-students-lawmakers-rally-to-help-city-fill-dollar60m-budget-deficit,,,20767
Cambridge,City Hall,Middlesex,MA,US,2019-03-19,,,,,,,general protestors,Civil Rights; For religious tolerance,0,vigil,0,0,0,0,1,1,http://www.cambridgeday.com/2019/03/18/vigil-for-victims-of-terrorism-in-new-zealand-is-planned-for-city-hall-lawn-tuesday-evening/,,,20753
Camp Hill,Walnut Street,Cumberland,PA,US,2019-03-19,more than 100,100,,100,,,general protestors,Other; Against development; Business,1,protest,0,0,0,0,1,1,https://cumberlink.com/news/local/capital_region/residents-protest-as-planning-commission-discusses-chick-fil-a-plans/article_d84bf1ca-427d-5aa1-bed6-0cfc50c2f3d1.html,,,20743
Harrisburg,State Capitol,Dauphin,PA,US,2019-03-19,about 150; another 100,250,,250,,,general protestors,Against fossil fuels; Environment,1,rally,0,0,0,0,1,1,https://www.dailylocal.com/news/local/anti-pipeline-rally-how-will-we-know-when-to-run/article_c94cc862-4a8e-11e9-a7ce-cf2f463fdfb8.html,,,20642
Harrisburg,Capitol,Dauphin,PA,US,2019-03-19,roughly 30,30,,30,,,general protestors,Civil Rights; For religious tolerance,0,rally,0,0,0,0,0,1,https://www.pennlive.com/news/2019/03/harrisburg-rally-held-to-support-muslim-community-people-of-new-zealand.html,,,20757
Honolulu,State Capitol,Honolulu,HI,US,2019-03-19,,,,,,,general protestors,For food assistance; Other,0,protest,0,0,0,0,1,1,http://www.kitv.com/story/40162282/march-on-meals-groups-rally-to-show-support-of-hawaiis-kupuna,,,20754
Houston,City Hall,Harris,TX,US,2019-03-19,several hundred,300,,300,,,Houston Professional Fire Fighters Association,Collective Bargaining; For better compensation; Against layoffs,0,march,0,0,0,0,1,1,https://www.chron.com/news/politics/houston/article/Houston-firefighters-to-march-on-City-Hall-13699924.php,,,20763
Merrill,downtown Merrill; at home of two organizers,Lincoln,WI,US,2019-03-19,about 50,50,,50,,,general protestors,Other; Against city councilor; Local governance,0,rally,0,0,0,0,1,1,https://www.wausaudailyherald.com/story/news/2019/03/20/merrill-recall-rally-remove-city-council-members-paul-russell-tim-meehean-rob-norton-dave-sukow/3175089002/,,,20775
Nyack,Key Bank,Rockland,NY,US,2019-03-19,,,,,,,general protestors,Other; Against business,0,protest,0,0,0,0,1,1,https://www.lohud.com/story/news/local/rockland/nyack/2019/03/20/key-bank-parking-nyack-response/3221987002/,,,20777
Salina,Closter Park,Monterey,CA,US,2019-03-19,,,,,,,MILPA,Civil Rights; For greater accountability; For racial justice; Police,1,protest,0,0,0,0,1,1,http://www.montereycountyweekly.com/blogs/news_blog/activists-rally-to-protest-police-shootings-and-honor-a-woman/article_4110dbf8-4211-11e9-a4ee-ff8efd81e605.html,,,20575
San Antonio,San Antonio ICE field office,Bexar,TX,US,2019-03-19,over 100,100,,100,,,Austin Sanctuary Network,Immigration; For compassionate immigration,1,protest,0,0,0,0,1,1,https://www.expressnews.com/news/local/article/Protestors-rally-around-immigrants-hiding-in-13701320.php,,,20764
San Francisco,City Hall,San Francisco,CA,US,2019-03-19,,,,,,,San Francisco Bicycle Coalition,Other; For greater safety; Transportation; For bikes,0,rally,0,0,0,0,1,1,http://www.sfexaminer.com/cyclists-advocates-rally-protected-bike-lanes/,,,20774
Tucson,University of Arizona,Pima,AZ,US,2019-03-19,NA,3,,3,,,general protestors,Immigration; For compassionate immigration; Against invited speaker,1,protest,0,0,0,0,1,1,https://www.azfamily.com/news/ap/university-of-arizona-investigates-protest-of-border-patrol/article_94e9636a-50dc-11e9-bcf5-9337542c1241.html,,,20876
Waterbury,John F. Kennedy High School,New Haven,CT,US,2019-03-19,,,,,,,general protestors,For greater gun control; Guns,1,rally,0,0,0,0,1,1,https://www.wtnh.com/news/politics/rep-jahana-hayes-returns-home-to-rally-support-for-banning-federal-funds-for-arming-teachers/1861558187,,,20755
Windham,Windham High School,Rockingham,NH,US,2019-03-19,about 50,50,,50,,,general protestors,Education; Against firing/reassignment,0,walkout,0,0,0,0,1,1,https://www.derrynews.com/news/windham/students-stage-walkout-to-protest-loss-of-teachers/article_13735f2c-d0b9-555e-83d7-5d57b509c8e0.html,,,20759
Berkeley,University of California,Alameda,CA,US,2019-03-20,about 200,200,,200,,,Black Student Union,Civil Rights; For freedom of speech; For right to assemble; For greater accountability; Police,0,rally,0,0,0,0,1,1,http://www.dailycal.org/2019/03/20/black-student-union-hosts-rally-protesting-arrests-of-2-black-students-on-uc-berkeley-campus/,,,20769
Boston,Dudley Square,Suffolk,MA,US,2019-03-20,hundreds,200,,200,,,Boston Teachers Union,Collective Bargaining; For better compensation; Against understaffing,0,rally,0,0,0,0,1,1,https://www.bostonherald.com/2019/03/20/boston-public-schools-teachers-and-supporters-rally-for-new-contract/,,,20789
Canton,Golden Lodge,Stark,OH,US,2019-03-20,dozens,24,,24,,,Ohio Democratic Party,Executive; Against president; Collective Bargaining,1,rally,0,0,0,0,1,1,https://www.indeonline.com/news/20190320/democrats-rally-at-golden-lodge-ahead-of-trump-visit,,,20782
Chicopee,Stop & Shop,Hampden,MA,US,2019-03-20,hundreds,200,,200,,,UFCW,Collective Bargaining; For better compensation,0,rally,0,0,0,0,1,1,https://www.masslive.com/business/2019/03/stop-shop-union-says-contract-offers-draconian-cuts-as-employees-rally-at-chicopee-store.html,,,20599
Columbia,University of South Carolina,Richland,SC,US,2019-03-20,,,,,,,Students for Justice in Palestine,International; Israel; For Palestine,1,protest,0,0,0,0,1,1,https://www.thestate.com/news/local/education/article228180734.html,,,20795
Columbus,Brookside Country Club,Franklin,OH,US,2019-03-20,,,,,,,general protestors,Against president; Executive,1,protest,0,0,0,0,1,1,https://www.ohio.com/news/20190320/president-trump-arrives-for-fundraiser-to-protesters-supporters,,,20780
Columbus,Akron-Canton Airport,Franklin,OH,US,2019-03-20,more than 50 ,50,,50,,,general protestors,Executive; For president,2,rally,0,0,0,0,0,1,https://www.ohio.com/news/20190320/president-trump-arrives-for-fundraiser-to-protesters-supporters,,,20781
East Lansing,Michigan State University,Ingham,MI,US,2019-03-20,,,,,,,Graduate Employees Union,Collective Bargaining; For better compensation,0,rally,0,0,0,0,1,1,https://statenews.com/article/2019/03/we-dont-even-make-a-living-wage-grad-employees-call-for-change-at-rally,,,20799
Fort Worth,Omni Hotel,Tarrant,TX,US,2019-03-20,,,,,,,general protestors,Civil Rights; For greater accountability; For racial justice; Police,1,protest,0,0,0,0,1,1,https://www.star-telegram.com/latest-news/article228258264.html,,,20813
Hinsdale,Hinsdale Central High School,Dupage,IL,US,2019-03-20,,,,,,,general protestors,Education; Against budget,0,rally,0,0,0,0,1,1,https://wgntv.com/2019/03/20/students-parents-rally-support-for-140m-suburban-school-referendum/,,,20768
Honolulu,State Capitol,Honolulu,HI,US,2019-03-20,,,,,,,general protestors,Other; Against drugs,0,rally,0,0,0,0,1,1,http://mauinow.com/2019/03/19/maui-youth-advocates-join-in-kick-butts-day-at-capitol/,,,20758
Juneau,Capitol,Juneau,AK,US,2019-03-20,more than 200,200,,200,,,general protestors,Other; Against closure/relocation; Transportation,0,protest,0,0,0,0,1,1,https://www.alaskapublic.org/2019/03/21/ferry-supporters-rally-as-dot-ponies-up-250000-for-privatization-study/,,,20793
Los Angeles,Hall of Justice,Los Angeles,CA,US,2019-03-20,,,,,,,Black Lives Matter LA,"against police brutality, for police accountability, Black Lives Matter, against District Attorney Jackie Lacey",1,protest,,,,,1,1,https://www.cnn.com/2020/07/10/us/jackie-lacey-la-da-black-lives-matter/index.html,https://www.newyorker.com/magazine/2020/11/16/after-years-of-protests-every-wednesday-la-activists-welcome-a-new-da,,
North Andover,North Andover High School,Essex,MA,US,2019-03-20,about 500,500,,500,,,general protestors,Other; Against sexual/domestic violence,0,walkout,0,0,0,0,1,1,https://boston.cbslocal.com/2019/03/20/north-andover-high-school-walk-out-sexual-assault-eliezer-tuttle/,,,20771
Springfield,State Capitol,Sangamon,IL,US,2019-03-20,at least 3600,3600,,3600,,,general protestors,Against abortion rights; Civil Rights,2,rally,0,0,0,0,1,1,http://newschannel20.com/news/local/state-capitol-building-reaches-max-capacity,,,20770
Tacoma,St. Joseph Medical Center,Pierce,WA,US,2019-03-20,,,,,,,Washington State Nurses Association,Collective Bargaining; Against understaffing,0,rally,0,0,0,0,1,1,https://www.theolympian.com/news/article228223879.html,,,20786
Tallahassee,State Capitol,Leon,FL,US,2019-03-20,NA,125,,125,,,general protestors,Other; Against increased prices,0,march,0,0,0,0,1,1,https://www.wjhg.com/content/news/More-than-100-march-for-Assignmentof-Benefits-reform-507444931.html,,,20787
Tucson,University of Arizona,Pima,AZ,US,2019-03-20,,,,,,,general protestors,Immigration; For compassionate immigration,1,protest,0,0,0,0,1,1,http://www.wildcat.arizona.edu/article/2019/03/n-immigrantprotest,,,20798
Westwood,UCLA,Lassen,CA,US,2019-03-20,more than 400,400,,400,,,University Professional and Technical Employees,Collective Bargaining; For better compensation,0,rally,0,0,0,0,1,1,http://dailybruin.com/2019/03/20/sen-bernie-sanders-speaks-at-union-rally-urging-uc-to-negotiate-fair-contract/,,,20797
Austin,Austin Zoo,Travis ,TX,US,2019-03-21,more than a dozen,12,,12,,,general protestors,For animal welfare; Other,0,protest,0,0,0,0,1,1,https://www.statesman.com/news/20190317/ex-employees-protest-austin-zoo-in-wake-of-animal-care-controversy,,,20739
Irvine,New Horizon Upper School,Orange,CA,US,2019-03-21,about a 100,100,,100,,,general protestors,Civil Rights; For religious tolerance,0,rally,0,0,0,0,1,1,http://www.ocregister.com/faith-and-community-groups-hold-solidarity-rally-in-response-to-new-zealand-mosque-shooting,,,20816
New York,Gov. Cuomo's Manhattan Office,Manhattan,NY,US,2019-03-21,,,,,,,NY Civil Liberties Union (Teen Activist Project),Education; For privacy rights,0,protest,0,0,0,0,1,1,https://www.lockportjournal.com/news/local_news/ny-high-schoolers-to-protest-school-surveillance-technology/article_c5232918-4bdb-11e9-bc53-83977293b08f.html,,,20792
New York,"Jamaica Center Station, Queens",Queens,NY,US,2019-03-21,,,,,,,Rider's Alliance; Transportation Alternatives; Transport Workers Union Local 100; etc.,For public transportation; Other,0,protest,0,0,0,0,0,1,https://qns.com/story/2019/03/22/transit-riders-and-advocates-rally-in-jamaica-for-passage-of-congestion-pricing-to-improve-public-transportation/,,,20807
Portland,"Cascade Campus, Portland Community College",Multnomah,OR,US,2019-03-21,more than 60 ,60,,60,,,Oregon Education Association,Education; Against curriculum changes,0,protest,0,0,0,0,1,1,https://www.kgw.com/article/news/classrooms-in-crisis-oregon-education-association-rallies-against-proposed-education-budget-cuts/283-bde931c2-a4eb-4ddd-b01c-ef0e1f79ea6e,,,20804
San Francisco,MUNI M-Line track,San Francisco,CA,US,2019-03-21,,,,,,,students,For Free Palestine; Civil Rights,1,protest,0,0,0,0,1,1,http://goldengatexpress.org/2019/03/21/protesters-denounce-csu-settlement-over-zionism/,,,
Santa Clarita,Santa Clarita streets,Los Angeles,CA,US,2019-03-21,dozens,24,,24,,,Enough is Enough,Other; Against bullying,0,rally,0,0,0,0,1,1,https://signalscv.com/2019/03/opponents-of-bullying-hold-streetside-rally/,,,20802
St. Paul,State Capitol,Ramsey,MN,US,2019-03-21,dozens,24,,24,,,general protestors,Healthcare; For expanding coverage; For Medicaid,1,rally,0,0,0,0,1,1,https://www.wctrib.com/news/government-and-politics/4588099-supporters-rally-around-minnesotas-medical-provider-tax,,,20790
