CityTown,Location,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc,Source4,Source5
Indianapolis,north side of Crown Hill cemetery,IN,USA,2017-03-13,about two dozen,24,24,24,26,22,general protestors; Indiana Forest Alliance,pro-forest; anti-VA cemetery,0,protest,0,0,0,0,1,1,http://www.indystar.com/story/news/2017/03/13/protesters-vow-block-crown-hill-tree-removal/99113506/,,,,,
Kansas City,outside downtown office of Sen. Roy Blunt,MO,USA,2017-03-13,about 2 dozen,24,24,24,26,22,general protestors,pro-ACA,1,demonstration,0,0,0,0,1,1,http://www.kmbz.com/Activists-protest-outside-senator-s-office-in-down/23039153,,,,,
Pittsburgh,outside Rep. Dom Costa offices,PA,USA,2017-03-13,more than 30,20,25,30,22,27,general protesters,against Trump's Immigration EO,1,Protest,0,0,0,0,1,1,http://www.pahouse.com/DCosta/News/?id=82009,http://www.pghcitypaper.com/PolitiCrap/archives/2017/03/14/constituents-and-advocates-protest-anti-immigration-stances-of-pittsburgh-area-state-reps,,,,
Salem,Capitol,OR,USA,2017-03-13,,,,,,,students and teachers of Roseburg HS,pro-Measure 98; pro-vocational school funding,0,,0,0,0,0,1,1,http://kval.com/news/local/roseburg-faculty-and-students-rally-at-the-capitol-for-full-funding-of-measure-98,,,,,
San Antonio,outside J Prime Steakhouse,TX,USA,2017-03-13,dozens,24,24,24,26,22,general protesters,against GOP health care bill; demand Town Hall with Rep. Will Hurd,1,demonstration,0,0,0,0,1,1,http://www.kens5.com/news/local/voters-protest-gop-health-care-bill-want-town-hall/422308994,,,,,
San Luis Obispo,from the County Government Center through downtown,CA,USA,2017-03-13,dozens,24,24,24,26,22,general protesters; 350 Silicon Valley,pro-environment; protest Phillips 66’s proposal to build a rail spur to its Nipomo Mesa refinery,1,rally; protest; march,0,0,0,0,1,1,http://www.sanluisobispo.com/news/local/article138351958.html,,,,,
Seattle,outside Westin Hotel,WA,USA,2017-03-13,,,,,,,general protesters,"protest Rep. Dave Reichert’s support of replacement to Affordable Care Act, support ACA",1,protest,0,0,0,0,1,1,http://www.kiro7.com/news/local/protesters-to-confront-congressman-reichert-over-healthcare-vote/502197897,,,,,
Topeka,Capitol Rotunda,KS,USA,2017-03-13,couple hundred,200,200,200,220,180,general protestors,Muslim advocacy; support religious freedom,1,rally,0,0,0,0,1,1,http://www.hutchnews.com/news/local_state_news/around-rally-at-kansas-statehouse-urging-tolerance-of-muslims-religious/article_16979e28-49f5-59ba-927f-77fb631e5b8e.html,,,,,
Beaufort,Sheriff Office's headquarters,SC,USA,2017-03-14,about 75,75,75,75,83,68,Low County Immigration Coalition; Low County Indivisible,pro-immigration,1,rally,0,0,0,0,1,1,http://www.islandpacket.com/news/politics-government/article138438428.html,,,,,
Bloomington,na,IL,USA,2017-03-14,nearly 80,80,80,80,88,72,Stand Up for Social Justice,pro-ACA; anti-replacement bill,1,rally,0,0,0,0,1,1,http://www.centralillinoisproud.com/news/local-news/dozens-rally-against-gop-health-care/672027477,,,,,
Blufton,na,SC,USA,2017-03-14,more than 100; about 160,160,160,160,176,144,Low County Immigration Coalition; Low County Indivisible,pro-immigration,1,rally,0,0,0,0,1,1,http://www.islandpacket.com/news/politics-government/article138438428.html,,,,,
Boulder,,CO,USA,2017-03-14,nearly 100,100,100,100,110,90,general protesters,anti-fracking,1,rally,0,0,0,0,1,1,http://www.coloradoindependent.com/164405/photos-boulder-rally-against-fracking,,,,,
Charlotte,downtown,NC,USA,2017-03-14,,1,1,1,1,1,PETA,"anti-circus, support animal rights",0,protest,0,0,0,0,1,1,http://www.charlotteobserver.com/news/local/article138378723.html,,,,,
Denver,downtown park,CO,USA,2017-03-14,about 200,200,200,200,220,180,general protesters,pro-ACA; anti-replacement bill,1,protest,0,0,0,0,1,1,http://www.pantagraph.com/news/colo-protesters-denounce-gop-health-care-plan/youtube_20f9c397-7220-5b0c-8756-bb18045a3d30.html,,,,,
Detroit,Blue Cross Blue Shield Offices,MI,USA,2017-03-14,nearly two dozen,24,24,24,26,22,general protesters,anti-health care reform,1,protest,0,0,0,0,1,1,http://www.mlive.com/news/detroit/index.ssf/2017/03/trumpcare_is_wealth_care_say_p.html,,,,,
Gainesville,Univ of Florida; Turlington Plaza,FL,USA,2017-03-14,about 15,15,15,15,17,14,students,call for resignation of Student Pres Smith Meyers,0,protest,0,0,0,0,1,1,http://www.alligator.org/news/campus/article_ccd68224-08ec-11e7-84cf-abf154a95a8c.html,,,,,
Gainesville,Univ of Florida; Turlington Plaza,FL,USA,2017-03-14,about 50,50,50,50,55,45,students,support Student Pres Smith Meyers,0,protest,0,0,0,0,1,1,http://www.alligator.org/news/campus/article_ccd68224-08ec-11e7-84cf-abf154a95a8c.html,,,,,
Jefferson City,in the Capitol rotunda,MO,USA,2017-03-14,,,,,,,Missouri Right to Life,pro-life,2,rally,0,0,0,0,1,1,http://www.columbiamissourian.com/news/republican-leadership-endorses-anti-abortion-initiatives-at-missouri-right-to/article_d050782a-08ff-11e7-afe5-0b576cf9df7f.html,,,,,
Lincoln,outside State Capitol,NE,USA,2017-03-14,about 75,75,75,75,83,68,teachers; students,protest charter schools bill,1,rally,0,0,0,0,1,1,https://www.usnews.com/news/best-states/nebraska/articles/2017-03-14/nebraska-teachers-rally-against-charter-school-measure,,,,,
Memphis,South Memphis; outside Valero refinery,TN,USA,2017-03-14,about 10,10,10,10,11,9,general protesters,against the Diamond Pipeline; protect clean water,1,,0,0,0,0,1,1,http://www.commercialappeal.com/story/news/local/2017/03/14/small-group-protests-pipeline-outside-valero-refinery/99167964/,,,,,
Middletown,na,OH,USA,2017-03-14,dozens,24,24,24,26,22,general protesters,pro-union; anti-Right To Work,1,rally,0,0,0,0,1,1,http://www.daytondailynews.com/news/rally-middletown-unites-right-work-opponents/14is0dgVZlsbPH3EfdJoXP/,,,,,
Palo Alto,King Plaza,CA,USA,2017-03-14,a few hundred; about a thousand,200,560,1000,220,900,general protesters,Resist Trump; open exchange of ideas,1,protest; demonstration,0,0,0,0,1,1,https://www.forbes.com/sites/mattdrange/2017/03/14/tech-workers-rally-in-palo-alto-to-protest-trump-policies/#56da66f25d24,https://www.cnet.com/news/tech-stands-up-rally-against-president-trump-silicon-valley-rally-palo-alto/,,,,
Rockford,na,IL,USA,2017-03-14,hundreds,200,200,200,220,180,"RPS bus drivers, food service workers, and paraprofessionals","demand new contract for bus drivers, education",0,rally,0,0,0,0,1,1,http://www.mystateline.com/news/rockford-public-school-employees-hold-rally-before-3-day-strike/672046624,,,,,
Salt Lake City,outside the Federal Building,UT,USA,2017-03-14,,,,,,,Salt Lake Indivisible,pro-ACA; anti-replacement bill,1,rally,0,0,0,0,1,1,http://www.deseretnews.com/article/865675606/Photos-Utahns-rally-against-GOP-health-care-plan.html,,,,,
Salt Lake City,outside the Federal Building,UT,USA,2017-03-14,,1,1,1,1,1,general protester,pro-Trump,2,protest,0,0,0,0,1,1,http://www.deseretnews.com/article/865675606/Photos-Utahns-rally-against-GOP-health-care-plan.html,,,,,
Seattle,Densmore Avenue,WA,USA,2017-03-14,dozens,24,24,24,26,22,general protesters,Anti-HALA housing policy,0,protest,0,0,0,0,1,1,http://komonews.com/news/local/upzone-protesters-challenge-seattle-mayor-during-walk,,,,,
Tallahassee,inside the state Capitol,FL,USA,2017-03-14,dozens; more than 100,24,58,100,26,90,FL Democrats,support equal pay,1,rally,0,0,0,0,1,1,http://www.tampabay.com/blogs/the-buzz-florida-politics/janet-cruz-and-democrats-rally-on-equal-pay-for-women/2316539,http://www.wctv.tv/content/news/Women-rally-to-close-the-gender-pay-gap-416203203.html,,,,
Tallahassee,the Capitol,FL,USA,2017-03-14,hundreds,200,200,200,220,180,Gov. Rick Scott,Fighting for Florida Jobs; pro-tourism,2,rally,0,0,0,0,1,1,http://www.tallahassee.com/story/news/2017/03/14/gov-scott-host-jobs-rally/99179250/,,,,,
Vista,1800 Thibodo Rd,CA,US,2017-03-14,,,,,,,general protesters,"against President Trump, against U.S. Representative Darryl Issa",1,demonstration,,,,,1,1,https://www.latimes.com/politics/la-pol-ca-issa-protest-20180425-htmlstory.html,,,,,
Vista,1800 Thibodo Rd.,CA,US,2017-03-14,,,,,,,general protesters,for President Trump,2,counter-protest,,,,,0,1,https://www.latimes.com/politics/la-pol-ca-issa-protest-20180425-htmlstory.html,,,,,
Bend,U.S. Post Office,OR,US,2017-03-15,,,,,,,general protesters,"against President Trump, against Facebook",1,protest,,,,,1,1,online submission,,,,,
Clemmons,outside office of U.S. Rep. Virginia Foxx (R),NC,USA,2017-03-15,about 20,20,20,20,22,18,Indivisible Piedmont NC,pro-ACA; anti-replacement bill,1,protest,0,0,0,0,1,1,http://www.journalnow.com/news/local/people-rally-at-rep-virginia-foxx-s-office-in-clemmons/article_63e7a1b2-409c-5a25-859b-51b82cd80169.html,,,,,
Fort Collins,Old Town Square,CO,USA,2017-03-15,about 100,100,100,100,110,90,general protestors,"Save the EPA, pro-environment",1,rally,0,0,0,0,1,1,http://www.coloradoan.com/story/news/2017/03/15/dozen-gather-old-town-rally-against-epa-cuts/99211328/,,,,,
Fresno,Save Mart Ctr; Fresno St,CA,USA,2017-03-15,about 25,25,25,25,28,23,Fresno Resistance,oppose US Border Patrol recruitment at job fair,1,protest,0,0,0,0,1,1,http://www.fresnobee.com/news/local/education/article138714863.html,,,,,
Jefferson City,"capitol; office of Sen. Ed Emery, R-Lamar",MO,USA,2017-03-15,small group,5,5,5,6,5,"Missouri GSA Network — which works to stand for Gay-Straight Alliance, Gender Sexuality Alliance and Gender Spectrum Alliance",pro-Transgender; anti-Senate Bill 98,1,protest,0,0,0,0,1,1,http://www.news-leader.com/story/news/politics/2017/03/15/young-people-protest-state-senator-over-bathroom-bill/99223216/,,,,,
Nashville,corner of Old Hickory Boulevard and Lebanon Road,TN,USA,2017-03-15,na,15,15,15,17,14,a Native American activist group,anti-Trump,1,protest,0,0,0,0,1,1,http://www.tennessean.com/story/news/politics/2017/03/15/protesters-rally-against-trump-nashville/99169462/,http://wkrn.com/2017/03/15/native-american-demonstrators-gather-near-hermitage-ahead-of-trumps-visit/,,,,
Nashville,Juvenile Justice Center to outside Municipal Auditorium,TN,USA,2017-03-15,more than 2500,2500,2500,2500,2750,2250,general protesters,anti-Trump; protest Trump visit,1,march; protest,2,0,0,0,1,1,http://www.tennessean.com/story/news/politics/2017/03/15/protesters-rally-against-trump-nashville/99169462/,http://www.tennessean.com/story/news/politics/2017/03/15/nashville-police-fisk-students-protesters-trump-rally/99227944/,,,,
Nashville,Municipal Auditorium,TN,USA,2017-03-15,thousands; several thousand,2000,2000,2000,2200,1800,supporters,pro-Trump; speech by Presdient,2,rally,0,0,0,0,1,1,http://www.tennessean.com/story/news/politics/2017/03/15/trump-supporters-nashville-rally/99170074/,http://nashvillepublicradio.org/post/trump-delivers-defiant-speech-exuberant-crowd-nashville-even-more-waiting-outside#stream/0,,feat. President Trump,,
Richmond,outside SunTrust bldg,VA,USA,2017-03-15,about 70,70,70,70,77,63,general protesters,protest appearance by US AG Jeff Sessions; should resign,1,protest,0,0,0,0,1,1,https://www.washingtonpost.com/local/dc-politics/ag-sessions-greeted-in-richmond-by-protesters/2017/03/15/593173f2-099f-11e7-93dc-00f9bdd74ed1_story.html?utm_term=.71383e98ec8a,,,,,
Tucson,outside Rep. Martha McSally's eastside office,AZ,USA,2017-03-15,nearly 150,150,150,150,165,135,general protesters,pro-ACA; anti-replacement bill,1,protest,0,0,0,0,1,1,http://www.tucsonnewsnow.com/story/34900478/hundreds-protest-outside-of-lal,,,,,
Tyler,Regions Bank building; office of US Sen. John Cornyn,TX,USA,2017-03-15,,,,,,,Indivisible of Smith County,pro-ACA; anti-replacement bill,1,protest,0,0,0,0,1,1,http://www.tylerpaper.com/TP-Breaking/275322/police-escort-tyler-demonstrators-out-of-regions-bank-building-where-sen-john-cornyn-has-an-office,,,,,
Urbana,University of Illinois,IL,USA,2017-03-15,dozen,12,12,12,13,11,students,for improved recruitment of black students,0,protest,0,0,0,0,1,1,http://www.news-gazette.com/news/local/2017-03-16/ui-trustees-meeting-interrupted-protest-over-black-recruitment.html,,,,,
Washington,Upper Senate Park,DC,USA,2017-03-15,more than 200; roughly 700,200,425,700,220,630,FreedomWorks; Tea Party Patriots,against ObamaCare,2,demonstration,0,0,0,0,1,1,http://www.salemnews.com/news/conservatives-rally-at-capitol-for-strict-repeal-of-obamacare/article_23076fef-56e0-5ca2-a10f-2797147bc012.html,http://www.foxnews.com/politics/2017/03/15/tea-party-allies-rally-on-capitol-hill-for-obamacare-repeal.html,,,,
Ypsilanti Township,converted airplane hanger (Willow Run); American Center for Mobility,MI,USA,2017-03-15,,,,,,,supporters; emplyees of 'Big Three' automakers,pro-Trump; speech by President,2,rally,0,0,0,0,1,1,http://detroit.cbslocal.com/2017/03/15/autoworkers-get-time-off-to-attend-others-protest-detroit-area-trump-speech/,,,,,
Ypsilanti Township,near the former Willow Run auto plant (Airport Dr),MI,USA,2017-03-15,hundreds,200,200,200,220,180,general protesters; Michigan to Believe In,anti-Trump,1,protest,0,0,0,0,1,1,http://www.mlive.com/news/ann-arbor/index.ssf/2017/03/trump_protesters_clash_with_su.html,,,,,
Ypsilanti Township,near the former Willow Run auto plant (Airport Dr),MI,USA,2017-03-15,small handful,5,5,5,6,5,general protesters,pro-Trump,2,protest,0,0,0,0,1,1,http://www.mlive.com/news/ann-arbor/index.ssf/2017/03/trump_protesters_clash_with_su.html,,,,,
Annapolis,outside State House,MD,USA,2017-03-16,dozens,24,24,24,26,22,general protesters; Food and Water Watch,against fracking,1,demonstration,12,0,0,0,1,1,http://www.baltimoresun.com/news/maryland/politics/bs-md-fracking-arrests-20170316-story.html,http://somd.com/news/headlines/2017/21777.php,,,,
Asheville,Oak st. First Congregational United Church to Unitarian Universalist Congregation,NC,USA,2017-03-16,hundreds,200,200,200,220,180,general members of faith communities,pro-immigrants; pro-sanctuary,1,march,0,0,0,0,1,1,http://www.wlos.com/news/local/local-faith-leaders-march-in-solidarity-with-immigrant-communities,,,,,
Beckley,outside Sen. Capito's offices,WV,USA,2017-03-16,na,5,5,5,6,5,general protesters,against GOP Health Care Bill,1,protest,0,0,0,0,1,1,http://www.register-herald.com/news/local-doctor-protesters-ask-capito-to-vote-against-aca-repeal/article_95983ffe-4be9-5860-92cc-b8532ab3bdd9.html,,,,,
Bloomington,courthouse square,IN,USA,2017-03-16,na,10,10,10,11,9,general protestors,press Sen. Todd Young to hold town hall meeting,1,protest,0,0,0,0,1,1,count from picture at link,,,,,
Burley,in front of the Cassia County School District office,ID,USA,2017-03-16,several dozen,24,24,24,26,22,general protestors,against reassignment of principal of Oakley Jr.-Sr. High School,0,protest,0,0,0,0,1,1,http://magicvalley.com/news/local/mini-cassia/oakley-principal-reassigned-by-district-students-protest/article_fd1e81f3-b733-57e6-b668-8f1db013aaad.html,,,,,
Chicago,Northeastern Illinois University,IL,USA,2017-03-16,about 100,100,100,100,110,90,students; educators,oppose state funding cuts at university,0,protest,0,0,0,0,1,1,http://chicago.suntimes.com/politics/students-teachers-protest-cuts-at-neiu/,,,,,
Chicago,Outside of Immigration and Customs Enforcement Offices,IL,USA,2017-03-16,,,,,,,Arab American Action Network,anti-Muslim Ban; anti-travel EO,1,rally; protest,0,0,0,0,1,1,http://www.chicagotribune.com/news/92818610-132.html,,,,,
Glens Falls,outside district office of US Rep. Elise Stefanik (R),NY,USA,2017-03-16,,,,,,,Citizen Action of New York,against GOP health care bill,1,demonstration,0,0,0,0,1,1,http://poststar.com/blogs/all_politics_is_local/two-day-health-care-demonstration-outside-stefanik-s-glens-falls/article_4e744787-e2a5-53b9-b4a9-f1afdd3c50fc.html,,,,,
Jackson,State Capitol,MS,USA,2017-03-16,hundreds,200,200,200,220,180,general protesters,support adequate funding for public schools.,0,rally,0,0,0,0,1,1,http://www.clarionledger.com/story/news/politics/2017/03/16/hundreds-rally-voice-ed-funding-rewrite/99248560/,,,,,
Little Rock,outside Sen. Tom Cotton's office,AR,USA,2017-03-16,,7,7,7,8,6,general protesters,pro-ACA; anti-replacement bill,1,protest,0,0,0,0,1,1,http://www.arkansasmatters.com/news/local-news/protestors-against-healthcare-reform-assembled-outside-cottons-office/673119945,,,,,
Los Angeles,in front of the Federal Building on Los Angeles Street,CA,USA,2017-03-16,about a dozen,12,12,12,13,11,Los Angeles chapter of RefuseFascism.org,against second Trump immigration order,1,protest,0,0,0,0,1,1,http://mynewsla.com/government/2017/03/17/trumps-blocked-travel-ban-target-of-small-protest-in-downtown-la/,,,,,
Montebello,outside Schurr HS,CA,USA,2017-03-16,several hundred,200,200,200,220,180,students; parents,"denounce teacher layoffs, education",0,protest,0,0,0,0,1,1,http://losangeles.cbslocal.com/2017/03/16/students-protest-teacher-job-cuts-in-montebello-bell-gardens/,http://abc7.com/education/montebello-students-protest-against-school-district-layoffs/1804092/,,,,
Montgomery,in front of the U.S. Citizenship and Immigration Services building,AL,USA,2017-03-16,about 50,50,50,50,55,45,Birthplace of Justice,anti-Muslim Ban; anti-travel EO; No Ban No Wall,1,rally,0,0,0,0,1,1,http://www.montgomeryadvertiser.com/story/news/2017/03/16/no-ban-no-wall-locals-rally-against-travel-ban/99227724/,,,,,
Newark,Newark International Airport,NJ,USA,2017-03-16,more than 30,30,30,30,33,27,NJ ACLU; general protesters,anti-Muslim Ban; anti-travel EO,1,protest,0,0,0,0,1,1,http://www.nj.com/essex/index.ssf/2017/03/fight_isnt_over_advocates_say_despite_freeze_on_tr.html,,,,,
Pasadena,City Hall,CA,USA,2017-03-16,,,,,,,Pasadenans Organizing for Progress,demand the release of Pasadena resident Carlos Ortiz from detention by ICE,1,vigil,,,,,1,1,http://www.pasadenanow.com/main/demonstration-today-set-to-protest-pasadena-residents-arrest-by-immigration-and-customs-enforcement/#.WMvpK461tsM,,,,,
Rock Hill,York Technical College,SC,USA,2017-03-16,dozens,24,24,24,26,22,local NAACP,"against the Sons of Confederate Veterans Convention and its confederate flags, against racism",1,rally,0,0,0,0,1,1,http://www.wcnc.com/news/events/sc-group-preps-for-peaceful-protest-against-confederate-flags/423277406,,,,,
Sacramento,Outside Sacramento Unified School District trustee meeting,CA,USA,2017-03-16,hundreds,200,200,200,220,180,teachers of Sacramento Teachers Association,support contract negotiations for teachers,0,protest; rally,0,0,0,0,1,1,http://www.sacbee.com/news/local/education/article138971608.html,,,,,
San Diego,UCSD; the Silent Tree outside Geisel Library,CA,USA,2017-03-16,na,18,18,18,20,16,students; faculty,anti-Muslim Ban; anti-travel EO,1,protest,0,0,0,0,1,1,http://ucsdguardian.org/2017/03/16/students-protest-updated-muslim-ban/,,,number in link pic,,
San Diego,UCSD; the Silent Tree outside Geisel Library,CA,USA,2017-03-16,a few,3,3,3,3,3,general protesters,pro-Trump,2,protest,0,0,0,0,1,1,http://ucsdguardian.org/2017/03/16/students-protest-updated-muslim-ban/,,,,,
San Francisco,"San Francisco Federal Building, 90 Seventh St.",CA,USA,2017-03-16,more than 200,200,200,200,220,180,general protesters,anti-Muslim ban,1,protest,0,0,0,0,1,1,http://www.mercurynews.com/2017/03/16/san-francisco-activists-to-mark-travel-ban-court-ruling-at-thursday-rally/,,,,,
Santa Fe,the Roundhouse,NM,USA,2017-03-16,more than 1000,1000,1000,1000,1100,900,"general protesters; mostly Santa Fe Public Schools teachers, staff, students and their parents",protect public school funding cuts,0,protest,0,0,0,0,1,1,https://www.abqjournal.com/970734/hundreds-plea-save-our-schools-at-roundhouse-rally.html,,,,,
Wilmington,Freedom Plaza,DE,USA,2017-03-16,na,18,18,18,20,16,American Civil Liberties Union of Delaware and the Delaware Civil Rights Commission,pro-immigrants; pro-sanctuary,1,rally,0,0,0,0,1,1,http://www.delawareonline.com/story/news/education/2017/03/16/aclu-latin-american-community-center-hold-rally/99250736/,,,number counted from picture at link,,
Worcester,City Hall,MA,USA,2017-03-16,dozens,24,24,24,26,22,teachers; students,protest PCB levels in schools,0,rally,0,0,0,0,1,1,http://www.telegram.com/news/20170316/teachers-union-rally-calls-for-action-on-pcbs-in-worcester,,,,,
Birmingham,outside Birmingham Water Works,AL,USA,2017-03-17,a group,,,,,,Birmingham Water Works retirees,"utility pension problems, support workers",0,protest,0,0,0,0,1,1,http://www.wbrc.com/story/34942662/bwwb-retirees-protest-after-pension-assets-defrauded,,,,,
Chicago,outside Missha Beauty Supply in Bronzeville,IL,USA,2017-03-17,,,,,,,general protestors,boycott call after shopper mistreated; economy,0,protest,0,0,0,0,1,1,http://abc13.com/news/protesters-call-for-boycott-of-store-connected-to-viral-video/1806074/,,,,,
Corvallis,OSU's Memorial Union,OR,USA,2017-03-17,na,15,15,15,17,14,general protesters,against university tuition hikes,0,protest,0,0,0,0,1,1,http://www.gazettetimes.com/news/local/osu-tuition-hike-vote-delayed-after-protest-disrupts-board-meeting/article_04f13b51-110a-507d-91f3-b9d28d879da8.html,,,,,
Glens Falls,outside district office of US Rep. Elise Stefanik (R),NY,USA,2017-03-17,,,,,,,Citizen Action of New York,against GOP health care bill,1,demonstration,0,0,0,0,1,1,http://poststar.com/blogs/all_politics_is_local/two-day-health-care-demonstration-outside-stefanik-s-glens-falls/article_4e744787-e2a5-53b9-b4a9-f1afdd3c50fc.html,,,,,
Kingston,"outside the offices of Rep. John Faso, R-Kinderhook",NY,USA,2017-03-17,more than 60,60,60,60,66,54,"Citizen Action of New York's Hudson Valley chapter; ""Faso Friday""",protest Faso's committee vote for GOP health care bill,1,protest,0,0,0,0,1,1,http://www.recordonline.com/news/20170317/more-than-60-protest-fasos-health-care-repeal-vote,,,,,
Lexington,outside Central Baptist Hospital,KY,USA,2017-03-17,a group,,,,,,Indivisible Bluegrass,pro-ACA; anti-replacement bill,1,protest,0,0,0,0,1,1,http://www.wtvq.com/2017/03/18/protest-lexington-house-gop-healthcare-replacement-plan/,,,,,
Los Angeles,Hancock Park neighborhood,CA,USA,2017-03-17,couple of dozen,24,24,24,26,22,various Los Angeles County chapters of Indivisible; Our Revolution,demand US Sen. D Feinstein take a more outspoken stand against the Trump administration,,protest,0,0,0,0,1,1,http://www.latimes.com/politics/essential/la-pol-ca-essential-politics-updates-sen-dianne-feinstein-talks-with-1489787037-htmlstory.html,,,,,
Los Angeles,"lobby of 1801 Century Park East, home to the West Coast office of AIPAC",CA,USA,2017-03-17,Fewer than 20,19,19,19,21,17,IfNotNow,"Israel, Palestine, against AIPAC",0,protest,6,0,0,0,1,1,http://www.jweekly.com/2017/03/17/six-locals-arrested-at-anti-aipac-protest-in-l-a/,,,civil dis,,
Metairie,outside Sen. Bill Cassidy's office on the Causeway Boulevard,LA,USA,2017-03-17,about 10,10,10,10,11,9,general protestors,pro-ACA; anti-Trump,1,protest,0,0,0,0,1,1,http://www.bestofneworleans.com/thelatest/archives/2017/03/17/with-vigil-to-save-the-affordable-care-act-protesters-send-message-to-sen-bill-cassidy,,,,,
Minneapolis,Hennepin County Medical Center,MN,USA,2017-03-17,,,,,,,general protesters; AFSCME union,protest layoffs at HC Medical Center,0,,0,0,0,0,1,1,http://www.workdayminnesota.org/articles/workers-protest-hennepin-county-medical-center-layoffs,,,,,
Napa,in front of school district headquarters,CA,USA,2017-03-17,about 100,100,100,100,110,90,students at Napa High School,protest resignation of football coach and student expulsion over hazing,0,protest,0,0,0,0,1,1,http://abc7news.com/sports/dozens-of-napa-high-students-protest-football-players-expulsion/1805855/,,,,,
New York,near Union Sq,NY,USA,2017-03-17,several dozen,24,24,24,26,22,Samidoun Palestinian Prisoners Network,honor Basel al-Araj; Palestine,0,protest,0,0,0,0,1,1,http://www.fightbacknews.org/2017/3/19/new-york-protests-murder-basil-al-araj-continue,,,,,
New York,Rockefeller Park in Battery Park City,NY,USA,2017-03-17,,,,,,,general protesters,against Trump immigration ban,1,protest,0,0,0,0,1,1,http://gothamist.com/2017/03/20/trump_travel_ban_protest.php#photo-1,,,,,
Orlando,outside the Orange County Courthouse,FL,USA,2017-03-17,,,,,,,Equal Justice USA,against death penalty,1,,0,0,0,0,1,1,http://www.wftv.com/news/local/murder-victims-mother-joins-anti-death-penalty-protesters-at-rally/503582457,,,,,
Rock Hill,York Technical College,SC,USA,2017-03-17,between 20 and 30,20,25,30,22,27,local NAACP,against the Sons of Confederate Veterans Convention and its confederate flags; against racism,1,protest,0,0,0,0,1,1,http://www.wsoctv.com/news/local/rock-hill-college-to-close-due-to-convention-protest/503392081,,,,,
Tallahassee,na,FL,USA,2017-03-17,na,11,11,11,12,10,general protestors,against banks funding Sabal Trail natural gas pipeline,1,protest,0,0,0,0,1,1,http://www.mynews13.com/content/news/cfnews13/news/article.html/content/news/articles/cfn/2017/3/17/sabal_trail_pipeline.html,,,numbers from pic at link,,
Tucson,outside the federal government building,AZ,USA,2017-03-17,a couple dozen,24,24,24,26,22,general protesters,anti-immigration ban; anti-Trump EO,1,protest,0,0,0,0,1,1,http://www.fightbacknews.org/2017/3/17/trump-s-muslim-ban-draws-tucson-protest,,,,,
Winston-Salem,outside the Marriott Hotel,NC,USA,2017-03-17,about 30,30,30,30,33,27,general protesters,speech by US Rep. Jason Chaffetz (R-UT); pro-ACA,1,protest,0,0,0,0,1,1,http://www.journalnow.com/news/local/rep-jason-chaffetz-visit-draws-crowd-of-protesters/article_8b6fbf28-cf1b-523d-b1bb-4794d928f31e.html,,,,,
Albany,Old Blaylock Ln and making way to CW Heath Park on Maple Ave,GA,USA,2017-03-18,dozens,24,24,24,26,22,general protestors,Stop the Violence; honor death of Justin King,0,demonstration; march,0,0,0,0,1,1,http://www.walb.com/story/34944731/stop-the-violence-rally-marches-in-albany,,,,,
Algonquin,near Longmeadow Parkway and Barrett Drive,IL,USA,2017-03-18,,,,,,,general protestors,"opposed to Longmeadow Parkway construction project, pro-environment",0,protest,,,,,1,1,http://patch.com/illinois/algonquin/longmeadow-parkway-protesters-gather-saturday,,,,,
Appleton,Houdini Plaza,WI,USA,2017-03-18,about 300,300,300,300,330,270,general protestors,support transgender rights,1,rally,0,0,0,0,1,1,http://www.wisconsinrapidstribune.com/story/news/local/2017/03/18/300-rally-transgender-rights-appleton/99348716/,,,,,
Beloit,Eclipse Center,WI,USA,2017-03-18,about 15,15,15,15,17,14,general protesters,against Trump's budget and GOP's “assault on public health”,1,,0,0,0,0,1,1,http://www.gazettextra.com/20170318/about_15_people_protest_outside_republican_lincoln_day_dinner,,,,,
Boulder,,CO,USA,2017-03-18,,,,,,,,,1,,,,,,1,1,http://www.dailycamera.com/news/boulder/ci_30859599/this-weeks-boulder-anti-trump-rally-rescheduled-10,,,,,
Buffalo,outside Old County Hall,NY,USA,2017-03-18,about 70,70,70,70,77,63,general protestors,pro-health care; against Rep. Chris Collins,1,march; protest,0,0,0,0,1,1,http://buffalonews.com/2017/03/18/gop-officials-erie-niagara-counties-tout-collins-medicaid-plan/,,,,,
Burlington,Church St,VT,USA,2017-03-18,a few hundred,200,200,200,220,180,general protester,calling for the release of Enrique Balcazar and Zully Palacios who were detained by ICE; anti-Trump,1,protest,0,0,0,0,1,1,http://www.mychamplainvalley.com/news/large-protest-in-vt-after-feds-arrest-immigrants/674908604,,,,,
Chicago,Daley Plaza,IL,USA,2017-03-18,about 100,100,100,100,110,90,general protestors,againt Trump immigration policy,1,protest,0,0,0,0,1,1,http://www.chicagotribune.com/news/local/breaking/ct-protesters-irish-immigrant-issues-20170318-story.html,,,,,
