CityTown,Location,County,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.,,,,
Howell,,Livingston,MI,US,2019-02-18,,,,,,,general protestors,pro-Trump counter-protest,2,protest,,,,,0,1,https://www.livingstondaily.com/story/news/local/community/howell/2019/02/18/national-emergency-declaration-draws-protest-support-howell-president-donald-trump-border-wall/2906121002/,,,,,,,
Indianola,NE Corner of Moats Park,Warren,IA,US,2019-02-18,,,,,,,general protestors,Against Trump's national emergency declaration,1,protest,,,,,1,1,https://www.crisisresponse.us/event/crisis-response/124572/signup/,,,,,,,
Irvine,Corner of Culver Drive and Alton Parkway,Orange,CA,US,2019-02-18,,,,,,,general protestors,Against Trump's national emergency declaration,1,protest,,,,,1,1,https://www.crisisresponse.us/event/crisis-response/124522/signup/,,,,,,,
Ithaca,Bernie Milton Pavillion,Tompkins,NY,US,2019-02-18,approximately 50,50,,50,,,Amala Lane,Against Trump's national emergency declaration,1,protest,0,0,0,0,1,1,https://www.crisisresponse.us/event/crisis-response/124655/signup/,https://theithacan.org/news/locals-protest-trumps-national-emergency-declaration/,,,,,,
Jackson,Public sidewalk in front of City Hall,Madison,TN,US,2019-02-18,,,,,,,general protestors,Against Trump's national emergency declaration,1,protest,,,,,1,1,https://www.crisisresponse.us/event/crisis-response/124584/signup/,,,,,,,
Janesville,Outside on Milton Avenue in front of the Post Office,Rock,WI,US,2019-02-18,,,,,,,general protestors,Against Trump's national emergency declaration,1,protest,,,,,1,1,https://www.crisisresponse.us/event/crisis-response/124563/signup/,,,,,,,
Key West,Bayview Park,Monroe,FL,US,2019-02-18,,,,,,,general protestors,Against Trump's national emergency declaration,1,protest,,,,,1,1,https://www.crisisresponse.us/event/crisis-response/16533/signup/,,,,,,,
La Honda,Reflection Lake,San Mateo,CA,US,2019-02-18,,,,,,,general protestors,Against Trump's national emergency declaration,1,protest,,,,,1,1,https://www.crisisresponse.us/event/crisis-response/124625/signup/,,,,,,,
Lafayette,Sidewalk of Tippecanoe County Courthouse,Tippecanoe,IN,US,2019-02-18,count pic,41,,41,,,general protestors,Against Trump's national emergency declaration,1,protest,,,,,1,1,https://www.crisisresponse.us/event/crisis-response/124460/signup/,https://twitter.com/jordan_burrows/status/1097632811027173376,,,,,,
Lafayette,Federal Courthouse,Lafayette,LA,US,2019-02-18,,,,,,,general protestors,Against Trump's national emergency declaration,1,protest,,,,,0,1,https://www.crisisresponse.us/event/crisis-response/124552/signup/,,,,,,,
Laguna Hills,,Orange,CA,US,2019-02-18,,,,,,,general protestors,Against Trump's national emergency declaration,1,protest,,,,,1,1,https://www.crisisresponse.us/event/crisis-response/124577/signup/,,,,,,,
Lakeland,Allen Kryger Park,Polk,FL,US,2019-02-18,,,,,,,general protestors,Against Trump's national emergency declaration,1,protest,,,,,1,1,https://www.crisisresponse.us/event/crisis-response/124617/signup/,,,,,,,
Lancaster,Penn Square; downtown,Lancaster,PA,US,2019-02-18,,,,,,,general protestors,Against Trump's national emergency declaration,1,protest,,,,,1,1,https://www.crisisresponse.us/event/crisis-response/124567/signup/,,,,,,,
Langhorne,District Office for Rep. Brian Fitzpatrick,Bucks,PA,US,2019-02-18,about 80,80,,80,,,general protestors,Against Trump's national emergency declaration,1,protest,0,0,0,0,1,1,https://www.theintell.com/news/20190218/protests-over-trumps-emergency-declaration-come-to-bucks,,,,,,,
Lansdale,Century Plaza,Montgomery,PA,US,2019-02-18,,,,,,,general protestors,Against Trump's national emergency declaration,1,protest,,,,,1,1,https://www.crisisresponse.us/event/crisis-response/124531/signup/,,,,,,,
Lansing,First Presbyterian Church,Ingham,MI,US,2019-02-18,about 50,50,,50,,,general protestors,Against Trump's national emergency declaration,1,protest,0,0,0,0,1,1,https://www.crisisresponse.us/event/crisis-response/124586/signup/,https://www.lansingstatejournal.com/story/news/2019/02/18/trump-emergency-wall-mexico-funding-border-immigration/2904388002/,,,,,,
Las Cruces,Johnson Park (front of Branigan Library),Dona Ana,NM,US,2019-02-18,about one hundred,100,,100,,,general protestors,Against Trump's national emergency declaration,1,protest,0,0,0,0,1,1,https://www.crisisresponse.us/event/crisis-response/124480/signup/,https://kvia.com/news/border/2019/02/18/las-cruces-residents-protest-president-trumps-national-emergency-declaration/,,,,,,
Las Vegas,Grant Sawyer Building,Clark,NV,US,2019-02-18,roughly 70,70,,70,,,Red for Ed,Against systemic underfunding; Education,0,rally,0,0,0,0,1,1,https://www.reviewjournal.com/news/politics-and-government/nevada/nevada-public-education-supporters-go-red-for-ed-at-rallies-1600127/,,,,,,,
Lewiston,Dufresne Park,Androscoggin,ME,US,2019-02-18,,,,,,,general protestors,Against Trump's national emergency declaration,1,protest,,,,,1,1,https://www.crisisresponse.us/event/crisis-response/16895/signup/,,,,,,,
Libertyville,Cook Memorial Park,Lake,IL,US,2019-02-18,count picture,14,,14,,,general protestors,Against Trump's national emergency declaration,1,protest,,,,,1,1,https://www.crisisresponse.us/event/crisis-response/124630/signup/,https://twitter.com/IndivisibleLkC/status/1097609297150787584,,,,,,
Long Prairie,Christie House Museum,Todd,MN,US,2019-02-18,,,,,,,general protestors,Against Trump's national emergency declaration,1,protest,,,,,1,1,https://www.crisisresponse.us/event/crisis-response/16999/signup/,,,,,,,
Longmont,6th Ave and Main St park,Boulder,CO,US,2019-02-18,,,,,,,general protestors,Against Trump's national emergency declaration,1,protest,,,,,1,1,https://www.crisisresponse.us/event/crisis-response/16427/signup/,,,,,,,
Los Angeles,City Hall,Los Angeles,CA,US,2019-02-18,few hundred,200,,200,,,general protestors,Against Trump's national emergency declaration,1,protest,0,0,0,0,1,1,https://www.crisisresponse.us/event/crisis-response/16103/signup/,https://www.usnews.com/news/politics/articles/2019-02-18/protests-slam-trumps-emergency-declaration-for-border-wall,,,,,,
Los Angeles,City Hall,Los Angeles,CA,US,2019-02-18,Handful,5,,5,,,general protestors,pro-Trump counter-protest,2,protest,0,0,0,0,0,1,https://www.crisisresponse.us/event/crisis-response/16103/signup/,https://www.usnews.com/news/politics/articles/2019-02-18/protests-slam-trumps-emergency-declaration-for-border-wall,,,,,,
Madison,State Capitol,Dane,WI,US,2019-02-18,about 70,70,,70,,,Indivisible Madison; MoveOn,Against Trump's national emergency declaration,1,protest,0,0,0,0,1,1,https://www.crisisresponse.us/event/crisis-response/124615/signup/,https://madison.com/ct/news/local/govt-and-politics/dozens-gather-at-capitol-to-protest-trump-s-national-emergency/article_59c1cd5a-6baf-54ec-b1df-24ce430a0c21.html,,,,,,
Manchester Center,The Roundabout,Bennington ,VT,US,2019-02-18,,,,,,,general protestors,Against Trump's national emergency declaration,1,protest,,,,,1,1,https://www.crisisresponse.us/event/crisis-response/124629/signup/,,,,,,,
Mays Landing,Office of NJ CD-2 House Rep Jeff VanDrew ( outside on Main St. ),Atlantic,NJ,US,2019-02-18,,,,,,,general protestors,Against Trump's national emergency declaration,1,protest,,,,,1,1,https://www.crisisresponse.us/event/crisis-response/124438/signup/,,,,,,,
McAllen,McAllen Archer Park,Hidalgo,TX,US,2019-02-18,,,,,,,general protestors,Against Trump's national emergency declaration,1,protest,,,,,1,1,https://www.crisisresponse.us/event/crisis-response/124425/signup/,,,,,,,
Metairie,Cassidy's Office,Jefferson,LA,US,2019-02-18,,,,,,,general protestors,Against Trump's national emergency declaration,1,protest,,,,,1,1,https://www.crisisresponse.us/event/crisis-response/124550/signup/,,,,,,,
Miami,FIU Main Campus Graham Center Lawns,Miami-Dade,FL,US,2019-02-18,,,,,,,Trump campaign,pro-Guaido in Venezuela; anti-socialism,2,rally,,,,,1,1,https://www.miamiherald.com/news/article226429680.html,,,,,,,
Miami,FIU Main Campus Graham Center Lawns,Miami-Dade,FL,US,2019-02-18,dozens,24,,24,,,general protestors,Against Trump's national emergency declaration,1,protest,0,0,0,0,0,1,https://www.crisisresponse.us/event/crisis-response/16541/signup/,https://miami.cbslocal.com/2019/02/18/protesters-march-rally-speech-trump-venezuela/,,,,,,
Mineola,The Nassau County Courthouse; on Old Country Rd.,Nassau,NY,US,2019-02-18,count picture,20,,20,,,general protestors,Against Trump's national emergency declaration,1,protest,,,,,1,1,https://www.crisisresponse.us/event/crisis-response/124623/signup/,https://twitter.com/BriellaTReports/status/1097559121870684160,,,,,,
Minneapolis,1200 Washington Ave S/Outside Senator Klobuchar's office,Hennepin,MN,US,2019-02-18,,,,,,,general protestors,Against Trump's national emergency declaration,1,protest,,,,,1,1,https://www.crisisresponse.us/event/crisis-response/16971/signup/,,,,,,,
Missoula,Missoula County Courthouse,Missoula,MT,US,2019-02-18,,,,,,,general protestors,Against Trump's national emergency declaration,1,protest,0,0,0,0,1,1,https://www.missoulacurrent.com/government/2019/02/missoula-emergency-declaration/,,,,,,,
Morehead,Fountain Park in Morehead on West Main Street across from Wendy's.,Rowan,KY,US,2019-02-18,,,,,,,general protestors,Against Trump's national emergency declaration,1,protest,,,,,1,1,https://www.crisisresponse.us/event/crisis-response/16766/signup/,,,,,,,
Morristown,green,Morris,NJ,US,2019-02-18,over 100,100,,100,,,general protestors,Against Trump's national emergency declaration,1,protest,,,,,1,1,https://www.crisisresponse.us/event/crisis-response/124566/signup/,https://twitter.com/KathLeary/status/1097687463965925378,,,,,,
Mount Prospect,"Corner of NW Hwy & Main, the Stand on Every Corner (SOEC) spot",Cook,IL,US,2019-02-18,,,,,,,general protestors,Against Trump's national emergency declaration,1,protest,,,,,1,1,https://www.crisisresponse.us/event/crisis-response/124532/signup/,,,,,,,
Mount Vernon,,Skagit,WA,US,2019-02-18,about 150,150,,150,,,Indivisible; MoveOn,Against Trump's national emergency declaration,1,protest,0,0,0,0,1,1,https://www.goskagit.com/news/local_news/protesters-rally-against-trump-s-border-security-policies/article_976ba433-7157-5386-86a9-c02c14feaddc.html,,,,,,,
Murray,overpass at about 6400 South over I-215,Salt Lake,UT,US,2019-02-18,Between four and five dozen,48,,60,,,Salt Lake Indivisible,Against Trump's national emergency declaration,1,protest,0,0,0,0,1,1,https://www.deseretnews.com/article/900056384/protesters-say-trump-is-the-crisis-after-national-emergency-declaration.html,,,,,,,
Napa,Napa,Napa,CA,US,2019-02-18,,,,,,,general protestors,Against Trump's national emergency declaration,1,protest,,,,,1,1,https://www.crisisresponse.us/event/crisis-response/124658/signup/,,,,,,,
Naperville,Dandelion Fountain,Dupage,IL,US,2019-02-18,,,,,,,Indivisible Fox Valley Illinois,Against Trump's national emergency declaration,1,protest,,,,,1,1,https://www.facebook.com/events/246875176235150/,,,,,,,
Naples,Rally at Collier County Government Complex (Intersection of Airport-Pulling Rd & Rt 41),Collier,FL,US,2019-02-18,,,,,,,general protestors,Against Trump's national emergency declaration,1,protest,,,,,1,1,https://www.crisisresponse.us/event/crisis-response/124627/signup/,,,,,,,
Nashville,Division Street Bridge over I-65,Davidson,TN,US,2019-02-18,,,,,,,general protestors,Against Trump's national emergency declaration,1,protest,,,,,1,1,https://www.crisisresponse.us/event/crisis-response/124430/signup/,,,,,,,
New Haven,outside Rep. Rosa De Lauro's New Haven Office,New Haven,CT,US,2019-02-18,,,,,,,general protestors,Against Trump's national emergency declaration,1,protest,0,0,0,0,1,1,https://www.crisisresponse.us/event/crisis-response/124499/signup/,https://www.wtnh.com/news/connecticut/new-haven/protest-against-president-trump-s-emergency-declaration-held-in-new-haven/1791954597,,,,,,
New Paltz,New Paltz library,Ulster,NY,US,2019-02-18,about three dozen,36,,36,,,MoveOn,Against Trump's national emergency declaration,1,protest,0,0,0,0,1,1,https://www.crisisresponse.us/event/crisis-response/124640/signup/,https://www.poughkeepsiejournal.com/story/news/local/2019/02/18/trumps-border-wall-emergency-declaration-protested-supported-locally/2906825002/,,,,,,
New York,Union Square Park,New York,NY,US,2019-02-18,hundreds,200,,200,,,general protestors,Against Trump's national emergency declaration,1,protest,,,,,1,1,https://www.crisisresponse.us/event/crisis-response/17201/signup/,https://twitter.com/ScooterCasterNY/status/1097666371377348608,,,,,,
New York,Staten Island; Rep. Max Rose's Office,Richmond,NY,US,2019-02-18,about 30,30,,30,,,MoveOn,Against Trump's national emergency declaration,1,protest,0,0,0,0,0,1,https://www.crisisresponse.us/event/crisis-response/17244/signup/,https://www.silive.com/news/2019/02/staten-islanders-protest-trumps-national-emergency.html,,,,,,
Newark,Federal Building Newark,Essex,NJ,US,2019-02-18,dozens,24,,24,,,ACLU; Make the Road New Jersey; AEIU,Against Trump's national emergency declaration,1,protest,0,0,0,0,1,1,https://www.crisisresponse.us/event/crisis-response/124431/signup/,https://twitter.com/JCmrytylermoore/status/1097543776787156999,https://wcbs880.radio.com/articles/protesters-rally-outside-newark-federal-building-oppose-trumps-national-emergency,,,,,
Newburyport,Market Square,Essex,MA,US,2019-02-18,,,,,,,general protestors,Against Trump's national emergency declaration,1,protest,,,,,1,1,https://www.crisisresponse.us/event/crisis-response/124583/signup/,,,,,,,
Newton,The Newton Green,Sussex,NJ,US,2019-02-18,roughly 75,75,,75,,,Action Together Sussex County,Against Trump's national emergency declaration,1,protest,0,0,0,0,1,1,https://www.crisisresponse.us/event/crisis-response/124496/signup/,https://www.njherald.com/20190219/trump-national-emergency-brings-protesters-supporters-to-newton-green,,,,,,
Newton,The Newton Green,Sussex,NJ,US,2019-02-18,about 10,10,,10,,,Skylands Tea Party,pro-Trump counter-protest,2,protest,0,0,0,0,0,1,https://www.njherald.com/20190219/trump-national-emergency-brings-protesters-supporters-to-newton-green,,,,,,,
Newtown,Congressman Brian Fitzpatrick's Office (Outside),Bucks,PA,US,2019-02-18,,,,,,,general protestors,Against Trump's national emergency declaration,1,protest,,,,,1,1,https://www.crisisresponse.us/event/crisis-response/124470/signup/,,,,,,,
Norfolk,Courtyard In front of 811 E. City Hall Ave.,Chesapeake,VA,US,2019-02-18,about 40,40,,40,,,general protestors,Against Trump's national emergency declaration,1,protest,0,0,0,0,1,1,https://www.crisisresponse.us/event/crisis-response/124446/signup/,https://wtkr.com/2019/02/18/norfolk-protest-organized-against-trumps-declaration-of-a-national-emergency-at-border/,,,,,,
North Canton,Bitzer Park,Stark,OH,US,2019-02-18,,,,,,,general protestors,Against Trump's national emergency declaration,1,protest,,,,,1,1,https://www.crisisresponse.us/event/crisis-response/124545/signup/,,,,,,,
Northampton,City Hall,Hampshire,MA,US,2019-02-18,around 200,200,,200,,,Indivisible Northampton,Against Trump's national emergency declaration,1,protest,0,0,0,0,1,1,https://www.crisisresponse.us/event/crisis-response/16797/signup/,https://www.wwlp.com/news/local-news/hampshire-county/protest-held-in-northampton-in-response-to-president-trump-s-national-emergency-declaration/1792088981,https://www.gazettenet.com/WallProtest-hg-021919-23567613,,,,,
Norwalk,Washington Street Bridge (near Veteran's Park); on the Stroffolino Bridge,Fairfield,CT,US,2019-02-18,more than 60,60,,60,,,MoveOn,Against Trump's national emergency declaration,1,protest,0,0,0,0,1,1,https://www.crisisresponse.us/event/crisis-response/124437/signup/,https://www.thehour.com/news/article/Protest-set-at-noon-in-Norwalk-against-border-13625029.php,,,,,,
Norwalk,Washington Street Bridge (near Veteran's Park); on the Stroffolino Bridge,Fairfield,CT,US,2019-02-18,na,2,,2,,,general protestors,pro-Trump counter-protest,2,protest,0,0,0,0,0,1,https://www.thehour.com/news/article/Protest-set-at-noon-in-Norwalk-against-border-13625029.php,,,,,,,
Oakland,Merritt College,Alameda,CA,US,2019-02-18,"about 60, an additional 100",700,,700,,,MoveOn,Against Trump's national emergency declaration,1,protest,0,0,0,0,1,1,https://www.indybay.org/newsitems/2019/02/16/18821209.php,https://www.sfgate.com/nation/article/Protests-slam-Trump-s-emergency-border-decree-13625867.php,,,,,,
Oberlin,Tappan Square SE corner,Lorain,OH,US,2019-02-18,,,,,,,general protestors,Against Trump's national emergency declaration,1,protest,,,,,1,1,https://www.crisisresponse.us/event/crisis-response/124642/signup/,,,,,,,
Ocean Shores,,Grays Harbor,WA,US,2019-02-18,"about 15, doubled",30,,30,,,Indivisible Ocean Shores,Against Trump's national emergency declaration,1,protest,0,0,0,0,1,1,https://www.crisisresponse.us/event/crisis-response/124434/signup/,https://www.northcoastnews.com/news/presidents-day-protest-over-trumps-emergency-declaration/,,,,,,
Olympia,"In front of the Insurance Commissionerâ€™s Bldg., Capitol Campus",Thurston,WA,US,2019-02-18,,,,,,,general protestors,Against Trump's national emergency declaration,1,protest,,,,,1,1,https://www.crisisresponse.us/event/crisis-response/124468/signup/,,,,,,,
Omaha,Memorial Park Bridge,Douglas,NE,US,2019-02-18,around 20,20,,20,,,Indivisible Nebraska,Against Trump's national emergency declaration,1,protest,0,0,0,0,1,1,https://www.crisisresponse.us/event/crisis-response/124504/signup/,https://www.3newsnow.com/news/local-news/omahans-protest-president-trumps-executive-order,,,,,,
Oneonta,Muller Plaza,Otsego,NY,US,2019-02-18,,,,,,,general protestors,Against Trump's national emergency declaration,1,protest,,,,,1,1,https://www.crisisresponse.us/event/crisis-response/17336/signup/,,,,,,,
Orleans,Orleans/Eastham Rotary,Barnstable,MA,US,2019-02-18,,,,,,,general protestors,Against Trump's national emergency declaration,1,protest,,,,,1,1,https://www.crisisresponse.us/event/crisis-response/124520/signup/,,,,,,,
Ormond Beach,City Hall,Volusia,FL,US,2019-02-18,,,,,,,general protestors,Against Trump's national emergency declaration,1,protest,,,,,1,1,https://www.crisisresponse.us/event/crisis-response/124519/signup/,,,,,,,
Oshkosh,Opera House Square,Winnebago,WI,US,2019-02-18,,,,,,,United Action Oshkosh,Immigration; Against border wall,1,protest,0,0,0,0,1,1,http://www.fightbacknews.org/2019/2/22/oshkosh-rallies-against-trump-s-national-emergency-demands-legalization-all,,,,,,,
Overland Park,Senator Pat Roberts Office,Johnson,KS,US,2019-02-18,,,,,,,general protestors,Against Trump's national emergency declaration,1,protest,,,,,1,1,https://www.crisisresponse.us/event/crisis-response/124541/signup/,,,,,,,
Palm Springs,Palm Springs City Hall,Riverside,CA,US,2019-02-18,some 150,150,,150,,,general protestors,Against Trump's national emergency declaration,1,protest,0,0,0,0,1,1,https://www.crisisresponse.us/event/crisis-response/124463/signup/,https://www.desertsun.com/story/news/politics/2019/02/18/palm-springs-rally-joins-nationwide-protest-against-federal-emergency/2909803002/,,,,,,
Paoli,East Goshen Township Park,Chester,PA,US,2019-02-18,,,,,,,general protestors,Against Trump's national emergency declaration,1,protest,,,,,1,1,https://www.crisisresponse.us/event/crisis-response/17532/signup/,,,,,,,
Pasadena,Pasadena City Hall,Los Angeles,CA,US,2019-02-18,,,,,,,general protestors,Against Trump's national emergency declaration,1,protest,,,,,1,1,https://www.crisisresponse.us/event/crisis-response/16139/signup/,,,,,,,
Peekskill,Sen. Schumer's office in Peekskill,Westchester,NY,US,2019-02-18,hundreds,200,,200,,,general protestors,Against Trump's national emergency declaration,1,protest,0,0,0,0,1,1,https://www.crisisresponse.us/event/crisis-response/17251/signup/,http://westchester.news12.com/story/39982839/protesters-decry-trump-emergency-declaration-in-rally-outside-schumers-office,,,,,,
Peoria,Federal Building,Peoria,IL,US,2019-02-18,about 50,50,,50,,,Indivisible Peoria,Against Trump's national emergency declaration,1,protest,0,0,0,0,1,1,https://www.crisisresponse.us/event/crisis-response/124457/signup/,https://www.pjstar.com/article/20190218/NEWS/190219644,,,,,,
Philadelphia,South side of City Hall,Philadelphia,PA,US,2019-02-18,estimated 175; around 200,175,,200,,,MoveOn,Against Trump's national emergency declaration,1,protest,0,0,0,0,1,1,https://www.crisisresponse.us/event/crisis-response/17524/signup/,https://www.phillytrib.com/news/local_news/protesters-in-philly-denounce-trump-s-emergency-declaration-for-border/article_a2f2c260-6f5f-56b0-b1ec-32908ebfccf9.html,https://philadelphiaweekly.com/sheer-irony-masses-gather-at-city-hall-to-protest-president-on-presidents-day/,,,,,
Pittsboro,Pittsboro Historic Courthouse,Chatham,NC,US,2019-02-18,,,,,,,general protestors,Against Trump's national emergency declaration,1,protest,,,,,1,1,https://www.crisisresponse.us/event/crisis-response/124484/signup/,,,,,,,
Pittsburgh,Pittsburgh City-County Building,Allegheny,PA,US,2019-02-18,about 150,150,,150,,,MoveOn,Against Trump's national emergency declaration,1,protest,0,0,0,0,1,1,https://www.crisisresponse.us/event/crisis-response/124428/signup/,https://triblive.com/news/pittsburgh-allegheny/demonstrators-rally-in-downtown-pittsburgh-over-president-trumps-emergency-declatration/,,,,,,
Pomfret,"Pomfret, CT, Routes 169, 44, & 97, across from Vanilla Bean",Windham,CT,US,2019-02-18,,,,,,,general protestors,Against Trump's national emergency declaration,1,protest,,,,,1,1,https://www.crisisresponse.us/event/crisis-response/124639/signup/,,,,,,,
Port Angeles,McDonald's Triangle,Clallam,WA,US,2019-02-18,,,,,,,MoveOn,Against Trump's national emergency declaration,1,protest,0,0,0,0,1,1,https://www.crisisresponse.us/event/crisis-response/124494/signup/,http://www.sequimgazette.com/news/sequim-residents-join-national-border-wall-protest/,,,,,,
Port Jefferson Station,Resistance Corner Rt. 112 & Rt. 347,Suffolk,NY,US,2019-02-18,,,,,,,general protestors,Against Trump's national emergency declaration,1,protest,,,,,1,1,https://www.crisisresponse.us/event/crisis-response/124638/signup/,,,,,,,
Port Townsend,JCIRA-Jefferson County Immigrant Rights Advocates,Jefferson,WA,US,2019-02-18,,,,,,,MoveOn,Against Trump's national emergency declaration,1,protest,0,0,0,0,1,1,https://www.crisisresponse.us/event/crisis-response/124540/signup/,http://www.sequimgazette.com/news/sequim-residents-join-national-border-wall-protest/,,,,,,
Portland,,Cumberland,ME,US,2019-02-18,about 3 dozen,36,,36,,,general protestors,Against Trump's national emergency declaration,1,protest,0,0,0,0,1,1,https://www.pressherald.com/2019/02/18/protests-planned-today-across-maine-over-trumps-emergency-declaration/,,,,,,,
Portland,Tom McCall Waterfront Park,Multnomah,OR,US,2019-02-18,,,,,,,general protestors,Against Trump's national emergency declaration,1,protest,,,,,1,1,https://twitter.com/IndivisibleBeav/status/1097687411243372544,,,,,,,
Portsmouth,Market Square,Rockingham,NH,US,2019-02-18,,,,,,,general protestors,Against Trump's national emergency declaration,1,protest,,,,,1,1,https://www.crisisresponse.us/event/crisis-response/124575/signup/,,,,,,,
Princeton,Hinds Plaza (adjacent to Princeton Public Library),Mercer,NJ,US,2019-02-18,,,,,,,general protestors,Against Trump's national emergency declaration,1,protest,,,,,1,1,https://www.crisisresponse.us/event/crisis-response/17149/signup/,,,,,,,
Provincetown,Provincetown Town Hall,Barnstable,MA,US,2019-02-18,,,,,,,general protestors,Against Trump's national emergency declaration,1,protest,,,,,1,1,https://www.crisisresponse.us/event/crisis-response/124435/signup/,,,,,,,
Puyallup,South Hill Mall at corner by Applebees,Pierce,WA,US,2019-02-18,,,,,,,general protestors,Against Trump's national emergency declaration,1,protest,,,,,1,1,https://www.crisisresponse.us/event/crisis-response/124593/signup/,,,,,,,
Raleigh,Terry Sanford Federal Office Building,Wake,NC,US,2019-02-18,,,,,,,general protestors,Against Trump's national emergency declaration,1,protest,,,,,1,1,https://www.crisisresponse.us/event/crisis-response/124478/signup/,,,,,,,
Red Bank,Riverside Gardens Park,Monmouth,NJ,US,2019-02-18,,,,,,,general protestors,Against Trump's national emergency declaration,1,protest,0,0,0,0,1,1,https://www.crisisresponse.us/event/crisis-response/17124/signup/,https://www.northjersey.com/story/news/new-jersey/2019/02/18/nj-protesters-decry-trumps-national-emergency-border-wall-funding/2903450002/,,,,,,
Reading,City Hall,Berks,PA,US,2019-02-18,,,,,,,Make the Road Pennsylvania; Indivisible Berks,Against Trump's national emergency declaration,1,protest,0,0,0,0,1,1,https://www.readingeagle.com/news/article/president-trump-national-emergency-declaration-prompts-protest-in-reading,,,,,,,
Redding,City Hall,Shasta,CA,US,2019-02-18,,,,,,,general protestors,Against Trump's national emergency declaration,1,protest,,,,,1,1,https://www.crisisresponse.us/event/crisis-response/124549/signup/,,,,,,,
Rhinebeck,Northwest corner at the light in Rhinebeck,Dutchess,NY,US,2019-02-18,,,,,,,general protestors,Against Trump's national emergency declaration,1,protest,,,,,1,1,https://www.crisisresponse.us/event/crisis-response/124444/signup/,https://www.poughkeepsiejournal.com/story/news/local/2019/02/18/trumps-border-wall-emergency-declaration-protested-supported-locally/2906825002/,,,,,,
Richmond,Monroe Park,Richmond,VA,US,2019-02-18,around 50,50,,50,,,Justice RVA; Virginia Black Politicos,Civil Rights; For racial justice; Against state executive,0,protest,1,0,0,0,1,1,https://www.whsv.com/content/news/With-reception-canceled-protesters-call-for-Gov-Northam-to-resign-505843821.html,https://www.richmond.com/news/virginia/government-politics/general-assembly/arrested-after-virginia-capitol-fountain-dyed-red-during-march-to/article_9dba3093-a74c-502d-97b3-4ed5c56ae979.html,,,,,,
Richmond,Capitol Square,Richmond,VA,US,2019-02-18,,,,,,,general protestors,Civil Rights; For women's rights,0,protest,1,0,0,0,1,1,http://www.nbc12.com/2019/02/20/woman-arrested-indecent-exposure-charge-during-era-rally-be-released-bond/,,,,,,,
Riverside,"Low Park,",Riverside,CA,US,2019-02-18,,,,,,,general protestors,Against Trump's national emergency declaration,1,protest,,,,,1,1,https://www.crisisresponse.us/event/crisis-response/16190/signup/,,,,,,,
Rochester,Peace Plaza,Olmsted,MN,US,2019-02-18,,,,,,,general protestors,Against Trump's national emergency declaration,1,protest,,,,,1,1,https://www.crisisresponse.us/event/crisis-response/16993/signup/,,,,,,,
Rockville,,Montgomery,MD,US,2019-02-18,roughly 75,75,,75,,,general protestors,Against Trump's national emergency declaration,1,protest,0,0,0,0,1,1,https://www.crisisresponse.us/event/crisis-response/124426/signup/,http://wjla.com/news/local/hundreds-protest-trump-national-emergency-declaration-white-house,,,,,,
Roseville,McClintock Roseville Office,Placer,CA,US,2019-02-18,,,,,,,general protestors,Against Trump's national emergency declaration,1,protest,,,,,1,1,https://www.crisisresponse.us/event/crisis-response/124652/signup/,,,,,,,
Roseville,2200 Douglas Blvd. ,Placer,CA,US,2019-02-18,,,,,,,general protestors,Against Trump's national emergency declaration,1,protest,,,,,1,1,https://www.crisisresponse.us/event/crisis-response/124651/signup/,,,,,,,
Sacramento,Meadowdale Park to U.S Citizenship & Immigration Bldg.,Sacramento,CA,US,2019-02-18,,,,,,,general protestors,Against Trump's national emergency declaration,1,protest,,,,,1,1,https://www.crisisresponse.us/event/crisis-response/124644/signup/,,,,,,,
Salem,State Capitol,Marion,OR,US,2019-02-18,over 4000,4000,,4000,,,Oregon Education Association,Against systemic underfunding; Education,0,protest,0,0,0,0,1,1,http://kval.com/news/local/over-4000-people-gather-in-salem-to-protest-for-more-education-funding,,,,,,,
Salisbury,Circuit Court for Wicomico County,Wicomino,MD,US,2019-02-18,20 or so,20,,20,,,Indivisible,Against Trump's national emergency declaration,1,protest,0,0,0,0,1,1,https://www.crisisresponse.us/event/crisis-response/124475/signup/,https://www.delmarvanow.com/story/news/local/maryland/2019/02/18/salisbury-protesters-demonstrate-against-trumps-border-wall/2908538002/,,,,,,
Salt Lake City,Wallace Federal Building,Salt Lake,UT,US,2019-02-18,,,,,,,general protestors,Against Trump's national emergency declaration,1,protest,,,,,1,1,https://www.crisisresponse.us/event/crisis-response/124511/signup/,,,,,,,
San Antonio,Travis Park,Bexar,TX,US,2019-02-18,,,,,,,general protestors,Against Trump's national emergency declaration,1,protest,,,,,1,1,https://www.crisisresponse.us/event/crisis-response/124497/signup/,,,,,,,
