CityTown,Location,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.,,
Hamilton,Middle School,MT,US,2017-11-25,more than 100,100,,100,,,general protestors,Protesting new zoning situation,0,protest,0,0,0,0,1,1,http://missoulian.com/news/state-and-regional/updated-protesters-greet-appearance-by-land-use-attorney-budd-falen/article_91d54018-2da5-5453-9564-f9238e5bf4ef.html,,,,,
Huntington Beach,Huntington Beach Pier,CA,US,2017-11-25,,,,,,,general protestors,Protesting planned nuclear waste drop site,0,protest,0,0,0,0,1,1,http://www.ocregister.com/2017/11/24/surfers-taking-stand-against-san-onofre-nuclear-waste-burial-plan-with-protest-planned-saturday-in-huntington-beach/,,,,,
New York,Crown Heights,NY,US,2017-11-25,,,,,,,general protestors,Protesting gentrification,0,protest,0,0,0,0,1,1,http://brooklyn.news12.com/story/36924336/activists-rally-for-local-business-owner-raise-awareness-about-gentrification,,,,,
Philadelphia,Drexel University,PA,US,2017-11-25,,,,,,,Students,Protesting suspension of professor,0,protest,0,0,0,0,1,1,http://www.washingtonexaminer.com/students-protest-removal-of-professor-who-blamed-las-vegas-massacre-on-white-entitlement/article/2641609,,,,,
Providence,State House,RI,US,2017-11-25,about 70; about 75 ,70,,75,,,Indivisible RI,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/811289622388586/,http://www.providencejournal.com/news/20171125/protest-of-gop-tax-plan-draws-100-to-ri-state-house--photos-video,http://turnto10.com/news/local/rally-at-ri-state-house-in-protest-of-gop-tax-plan,,,
Rockland County,,NY,US,2017-11-25,,,,,,,general protestors,Protesting Trump's decision to end protection for Haitian refugees,1,protest,0,0,0,0,1,1,http://westchester.news12.com/story/36923898/haitians-rally-in-rockland-county-over-tps-decision,,,,,
San Diego,,CA,US,2017-11-25,several,,,,,,Save San Diego Neighborhoods,Protesting short-term rentals,0,protest,0,0,0,0,1,1,http://fox5sandiego.com/2017/11/25/group-protests-short-term-vacation-rentals-in-ocean-beach/,,,,,
West Hartford,Intersection of Farmington Ave. and Main St.,CT,US,2017-11-25,NA,5,,5,,,general protestors,Protesting Trump,1,protest,0,0,0,0,1,1,Observation,,,,,
West Hartford,Intersection of Farmington Ave. and Main St.,CT,US,2017-11-25,NA,4,,4,,,general protestors,Protesting war; rallying for peace,0,protest,0,0,0,0,0,1,Observation,,,,,
Foxborough,Gillette Stadium ,MA,US,2017-11-26,NA,3,,3,,,Miami Dolphins players ,National anthem protest; protesting racial inequality,1,protest ,0,0,0,0,1,1,http://www.wmur.com/article/meet-the-88-year-old-woman-who-s-been-selling-christmas-trees-since-the-1960s/13930249,,,,,
Geneva ,First Congreagtional Church of Geneva ,IL ,US,2017-11-26,estimated 175,175,,175,,,general protestors,Protesting anti-LGBT vandalization ,0,rally,0,0,0,0,1,1,http://www.chicagotribune.com/suburbs/aurora-beacon-news/news/ct-abn-geneva-church-counterprotest-st-1127-20171126-story.html,http://www.chicagotribune.com/suburbs/aurora-beacon-news/news/ct-lgbt-supporters-turn-out-for-geneva-church-20171126-photogallery.html,,,,
Indianapolis ,Lucas Oil Stadium ,IN ,US,2017-11-26,NA,1,,1,,,Rishard Matthews ,National anthem protest; protesting racial inequality,1,protest ,0,0,0,0,1,1,http://www.wmur.com/article/meet-the-88-year-old-woman-who-s-been-selling-christmas-trees-since-the-1960s/13930249,,,,,
Indianapolis ,Lucas Oil Stadium ,IN ,US,2017-11-26,Most of the Indianapolis Colts ,,,,,,Indiannapolis Colts players,Anti-football protest ,0,protest ,0,0,0,0,0,1,http://www.wmur.com/article/meet-the-88-year-old-woman-who-s-been-selling-christmas-trees-since-the-1960s/13930249,,,,2017-11-26,
Kansas City ,Arrowhead Stadium ,MO ,US,2017-11-26,NA,1,,1,,,Marcus Peters,National anthem protest; protesting racial inequality,1,protest ,0,0,0,0,1,1,http://www.wmur.com/article/meet-the-88-year-old-woman-who-s-been-selling-christmas-trees-since-the-1960s/13930249,,,,,
Kileen,Cedar Dr.,TX,US,2017-11-26,dozens,24,,24,,,general protestors,Demanding justice in murder of local boy,0,protest,0,0,0,0,1,1,http://www.kcentv.com/news/local/family-holds-rally-for-killeen-shooting-victim-demands-arrest/494808361,,,,,
Knoxville,Outside Neyland Stadium,TN,US,2017-11-26,Photo: dozens,24,,24,,,general protestors,Protesting potential hiring of Greg Schiano as school's football coach,0,protest,0,0,0,0,1,1,http://ftw.usatoday.com/2017/11/greg-schiano-tennessee-coach-rumors-protest-knoxville-hire-college-football-currie,,,,,
Los Angeles,L.A. Memorial Stadium ,CA,US,2017-11-26,NA,1,,1,,,Robert Quinn ,National anthem protest; protesting racial inequality,1,protest ,0,0,0,0,0,1,http://www.wmur.com/article/meet-the-88-year-old-woman-who-s-been-selling-christmas-trees-since-the-1960s/13930249,,,,,
Los Angeles,LAX,CA,US,2017-11-26,,,,,,,"Lyft, Uber drivers","Protesting low wages, poor working conditions",0,protest,0,0,0,0,1,1,http://abc7.com/business/uber-lyft-drivers-protest-outside-lax-demand-higher-wages/2700143/,,,,,
Manchester ,Walmart,MO,US,2017-11-26,,,,,,,African-Ameircan Clergy; activists ,Protesting acquittal of Jason Stockley,0,protest ,0,0,0,0,1,1,http://www.stltoday.com/news/local/metro/west-county-mall-walmart-briefly-closed-during-protests/article_fbcb45df-9edd-56b1-90e8-f2f2b76ade6d.html,http://www.ksdk.com/article/news/local/protests-close-west-county-mall-for-30-minutes/63-494772042,,,,
Newark,Licking County Courthouse,OH,US,2017-11-26,dozens,24,,24,,,Newark's Clean & Sober Til It's Over,Rallying for recovery from opioid addiction,0,rally,0,0,0,0,1,1,http://abc6onyourside.com/news/local/rally-in-newark-draws-attention-to-opioid-crisis,,,,,
Oakland ,O.co Colisuem ,CA,US,2017-11-26,NA,1,,1,,,Marshawn Lynch,National anthem protest; protesting racial inequality,1,protest ,0,0,0,0,1,1,http://www.wmur.com/article/meet-the-88-year-old-woman-who-s-been-selling-christmas-trees-since-the-1960s/13930249,,,,,
Philadelphia,Lincoln Financial Field ,PA ,US,2017-11-26,NA,3,,3,,,Philadelphia Eagles Players (Malcolm Jenkins),National anthem protest; protesting racial inequality,1,protest ,0,0,0,0,1,1,http://www.wmur.com/article/meet-the-88-year-old-woman-who-s-been-selling-christmas-trees-since-the-1960s/13930249,http://www.nj.com/eagles/index.ssf/2017/12/eagles_malcolm_jenkins_clarifies_decision_to_end_h.html,,,,
San Diego,Linda Vista apartments,CA,US,2017-11-26,more than three dozen,36,,36,,,San Diego Tenants United,"Protesting living conditions in apartments, landlord",0,protest,0,0,0,0,1,1,https://www.sandiegoreader.com/news/2017/nov/27/stringers-protest-alleged-slumlord-point-loma/,,,,,
Santa Clara ,Levi's stadium ,CA,US,2017-11-26,NA,9,,9,,,Seattle Seahawks players ,National anthem protest; protesting racial inequality,1,protest ,0,0,0,0,1,1,http://www.wmur.com/article/meet-the-88-year-old-woman-who-s-been-selling-christmas-trees-since-the-1960s/13930249,,,,,
West Palm Beach,Southern Blvd,CA,US,2017-11-26,,,,,,,general protestors,Protesting Trump,1,protest,0,0,0,0,1,1,http://www.wptv.com/news/region-c-palm-beach-county/west-palm-beach/supporters-protesters-send-off-president-trump,,,,,
West Palm Beach,Southern Blvd,CA,US,2017-11-26,,,,,,,general protestors,Rallying for Trump,2,rally,0,0,0,0,0,1,http://www.wptv.com/news/region-c-palm-beach-county/west-palm-beach/supporters-protesters-send-off-president-trump,,,,,
Albuquerque ,Bataan Park ,NM,US,2017-11-27,roughly 150; FB: 11,11,,150,,,Indivisible 505,Protesting GOP tax plan,1,rally ,0,0,0,0,1,1,https://www.abqjournal.com/1098416/albuquerque-protesters-decry-proposed-tax-overhaul.html,https://www.facebook.com/events/160832497995035/,,,,
Anchorage,,AK,US,2017-11-27,FB: 18,18,,18,,,Tax Scam Resistance - AK,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/155965565136624/,,,,,
Bowling Green,outside Sen. Rand's office,KY,US,2017-11-27,a small group,,,,,,general protestors,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,http://www.bgdailynews.com/news/activists-protest-senate-tax-bill-outside-paul-s-office/article_ea546e21-b0ae-59a3-8854-6068581df0ec.html,,,,,
Bozeman,Senator Daines's office ,MT,US,2017-11-27,,,,,,,Bozeman Indivisble ,Protesting GOP tax plan,1,rally; demonstration ,0,0,0,0,1,1,http://indivisible-upper-yellowstone.org/2017/11/26/demonstration-daines-office-monday-nov-27/,http://act.indivisible.org/event/local-actions/7464/signup/?akid=&zip=&source=,,,,
Carlisle ,Hanover and High St. ,PA,US,2017-11-27,about 50,50,,50,,,Cumberland Valley Rising,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,http://act.indivisible.org/event/local-actions/7481/signup/?akid=&zip=&source=,http://cumberlink.com/news/local/communities/carlisle/dozens-rally-in-carlisle-against-tax-overhaul-proposal/article_a7887e82-1e3b-53fb-80d2-48d5461d0ffe.html,,,,
Charlottesville,Outside Rep. Garrett's office,VA,US,2017-11-27,,,,,,,Indivisible charlottesville,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,http://www.newsplex.com/content/news/Indivisible-Charlottesville-and-others-protest-Congressman-Garretts-vote-460353413.html,,,,,
Chelmsford,Harrington Elementary School,MA,US,2017-11-27,dozens,24,,24,,,"Parents, students",Rallying for teacher placed on leave,0,rally,0,0,0,0,1,1,http://www.lowellsun.com/todaysheadlines/ci_31484664/parents-students-rally-chelmsford-teacher-placed-leave,,,,,
Cleveland,Senator Portman's office,OH,US,2017-11-27,FB: 23,23,,23,,,Indivisible CLE ,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,http://act.indivisible.org/event/local-actions/7498/signup/?akid=&zip=&source=,https://www.facebook.com/events/575621996102490/,,,,
Columbia,Hampton St.,SC,US,2017-11-27,,,,,,,Indivisible Midlands,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/2420791904812677/,,,,,
Crystal Falls,Near Iron County Courthouse,MI,US,2017-11-27,,,,,,,Rise UP Indivisible Iron County,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,http://www.ironmountaindailynews.com/news/local-news/2017/11/federal-tax-overhaul-protest-on-monday-in-crystal-falls/,,,,,
Denver,Senator Cory Gardner's office ,CO,US,2017-11-27,about 150,150,,150,,,general protestors,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,https://www.pastemagazine.com/articles/2017/11/what-i-saw-at-a-protest-against-the-republican-tax.html,,,,,
Dover,Deleware Department of Education,DE,US,2017-11-27,,,,,,,parents; general protesors,Protesting legislation which allows students to choose demographics to which they belong,0,demonstration ,0,0,0,0,1,1,http://www.delmarvanow.com/story/news/local/delaware/2017/11/27/anti-discrimination-proposal-draws-protest-ire-sussex-parents/897514001/,,,,,
Evansville ,Senator Todd Young's office ,IN,US,2017-11-27,FB: 14,14,,14,,,Indivisible Evansville; Planned Parenthood Advocates of Indiana and Kentucky ,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/1903098656574265/,http://act.indivisible.org/event/local-actions/7511/signup/?akid=&zip=&source=,,,,
Everett,Snohomish County Courthouse,WA,US,2017-11-27,several dozen,24,,24,,,general protestors,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,https://www.heraldnet.com/news/tax-plan-foes-raise-their-voices-in-protest/,,,,,
Hartford,Emanuel Lutheran Church,CT,US,2017-11-27,Photo: dozens,24,,24,,,general protestors,Protesting police shooting of local boy,1,protest,7,0,0,0,1,1,https://www.usnews.com/news/best-states/connecticut/articles/2017-11-27/7-protesters-arrested-at-rally-for-teen-killed-by-police,http://www.wfsb.com/story/36929843/rally-for-justice-set-following-death-of-bridgeport-teen-at-hands-of-officer,http://www.courant.com/breaking-news/hc-news-jayson-negron-killing-protest-20171127-story.html,,,
Henagar,,AL,US,2017-11-27,about 200,200,,200,,,Roy Moore campaign,Rally for Roy Moore,2,rally,0,0,0,0,1,1,https://www.cbsnews.com/news/roy-moore-alabama-senate-candidate-rally-denies-allegations/,,,,,
Hollywood ,Trump Hollywood ,FL ,US,2017-11-27,FB: 10,10,,10,,,general protestors,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,http://act.indivisible.org/event/local-actions/7479/signup/?akid=&zip=&source=,https://www.facebook.com/events/1794960557464956/,,,,
Houston,Travis St.,TX,US,2017-11-27,FB: 41,41,,41,,,Indivisible Houston,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/777263252461659/,,,,,
Kalispell,Senator Daines' office ,MT,US,2017-11-27,Around 60,60,,60,,,Indivisble Kalispell,Protesting GOP tax plan,1,protest ,0,0,0,0,1,1,http://act.indivisible.org/event/local-actions/7461/signup/?akid=&zip=&source=,http://www.kpax.com/story/36948025/tax-reform-proposal-protested-in-kalispell,,,,
Los Angeles,Sen. Feinstein's office,CA,US,2017-11-27,FB: 65,65,,65,,,Indivisible of Sherman Oaks,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/1977395219172771/,,,,,
Manhattan,Senator Moran's Office ,KS,US,2017-11-27,FB: 5,5,,5,,,general protestors,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,http://act.indivisible.org/event/local-actions/7488/signup/?akid=&zip=&source=,https://www.facebook.com/events/131819460924684/,,,,
Marquette,Post Office,MI,US,2017-11-27,about 50,50,,50,,,Rise UP!,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,http://www.miningjournal.net/news/front-page-news/2017/11/tax-plan-protest/,,,,,
Milwaukee,"federal courthouse
",WI,US,2017-11-27,,,,,,,senior citizens,Protesting GOP tax plan,0,protest,0,0,0,0,1,1,http://www.wisn.com/article/senior-citizens-hold-tax-plan-protest-at-federal-courthouse-1512160535/14000427,,,,,
Mishawaka,Rep. Walorski's office,IN,US,2017-11-27,FB: 41,41,,41,,,Indivisible Indiana,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/140327759952533/,,,,,
Nashville,West End Ave.,TN,US,2017-11-27,FB: 38,38,,38,,,Indivisible Middle Tennessee,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/1505803476162758/,,,,,
New York,Outside Gov. Cuomo's office,NY,US,2017-11-27,about three dozen,36,,36,,,general protestors,Rallying for more rent control,0,rally,8,0,0,0,1,1,http://www.nydailynews.com/news/politics/8-protesters-busted-rent-rally-cuomo-midtown-office-article-1.3660968,,,,,
Newtown ,Congressman Brian Fitzgerald's Office ,PA,US ,2017-11-27,FB: 16,16,,16,,,FridayswithFitzpatrick ,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,http://act.indivisible.org/event/local-actions/7484/signup/?akid=&zip=&source=,https://www.facebook.com/events/134135930525021/,,,,
Northampton ,Northampton City Hall ,MA,US,2017-11-27,about 40,40,,40,,,Pioneer Valley Women's March; Indivisble NOHO ,Protesting GOP tax plan,1,protest ,0,0,0,0,1,1,http://act.indivisible.org/event/local-actions/7494/signup/?akid=&zip=&source=,https://www.facebook.com/events/145644449410266/,http://www.gazettenet.com/tax-reform-sit-in-13990803,,,
Peekskill ,Senator Schumer's Hudson Valley District Office ,NY ,US ,2017-11-27,,,,,,,CD17 Indivisible ,Protesting GOP tax plan,1,protest ,0,0,0,0,1,1,http://act.indivisible.org/event/local-actions/7441/signup/?akid=&zip=&source=,https://www.facebook.com/events/149306372489874/,,,,
Philadelphia,Market St.,PA,US,2017-11-27,FB: 26,26,,26,,,Indivisible PHL,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/154028731880097,,,,,
Phoenix,Outside Sen. Flake's office,AZ,US,2017-11-27,FB: 60,60,,60,,,Indivisible Arizona,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/128965761112346/,,,,,
Pittsboro,East st.,NC,US,2017-11-27,FB: 60,6,,6,,,general protestors,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/126635224670762/,,,,,
Portland,,ME,US,2017-11-27,,,,,,,general protestors,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,http://www.wcsh6.com/news/politics/maine-protesters-push-collins-to-vote-no/495009616,,,,,
Racine ,Paul Ryan's Office ,WI,US,2017-11-27,,,,,,,Forward Racine ,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,http://act.indivisible.org/event/local-actions/7473/signup/?akid=&zip=&source=,https://forwardracine.org/2017/11/20/message-monday-trumptaxscam-11-27-17/,,,,
Raleigh,New Bern Ave.,NC,US,2017-11-27,FB: 23,23,,23,,,Tuesdays with Tillis,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/1944233242498562/,,,,,
Springfield,State St.,MO,US,2017-11-27,FB: 21,21,,21,,,Springfield Indivisible,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/111955709582165/?active_tab=about,,,,,
Stockton,Outside PD,CA,US,2017-11-27,dozens,24,,24,,,general protestors,Rallying for justice in unsolved murder case,0,rally,0,0,0,0,1,1,http://www.recordnet.com/news/20171127/stockton-mothers-rally-outside-police-headquarters-in-search-of-justice-for-slain-sons-daughters,,,,,
Syracuse,South Warren St.,NY,US,2017-11-27,more than 30,30,,30,,,general protestors,Protesting proposal for new drilling site,0,protest,0,0,0,0,1,1,http://dailyorange.com/2017/11/community-members-rally-proposed-alaskan-oil-drilling-rep-john-katkos-office-syracuse/,,,,,
Tampa,Westchase Elementary School,FL,US,2017-11-27,hundreds,200,,200,,,teachers,"""working the contract"" protest to end salary freeze",0,demonstration ,0,0,0,0,1,1,http://www.tampabay.com/news/education/teachers/Teachers-at-Westchase-Elementary-across-Hillsborough-County-head-into-day-two-of-salary-contract-protest_163071360,,,,,
Tempe,Mitchell Park,AZ,US,2017-11-27,,,,,,,Arizona State University Students,Protesting proposed cuts to the EPA,1,protest,0,0,0,0,1,1,https://kjzz.org/content/572117/asu-students-local-lawmakers-protest-proposed-epa-cuts,,,,,
Toledo ,Senator Portman's office,OH,US,2017-11-27,FB: 20,20,,20,,,Indivisible Toledo ,Protesting GOP tax plan,1,sit-in ,0,0,0,0,1,1,http://act.indivisible.org/event/local-actions/7496/signup/?akid=&zip=&source=,https://www.facebook.com/events/144767652949520/,,,,
Washington ,U.S. Supreme Court,DC,US,2017-11-27,Photo: dozens,24,,24,,,general protestors,Protesting erosion of patent rights,0,protest,0,0,0,0,1,1,http://www.ipwatchdog.com/2017/11/28/inventors-protest-ptab-on-supreme-court-steps/id=90545/,,,,,
Winston-Salem ,Office of Senator Richard Burr ,NC,US,2017-11-27,FB: 6,6,,6,,,general protestors,Protesting GOP tax plan,1,protest ,0,0,0,0,1,1,http://act.indivisible.org/event/local-actions/7399/signup/?akid=&zip=&source=,https://www.facebook.com/events/126635224670762/,,,,
Ypsilanti,School Board,MI,US,2017-11-27,NA,11,,1,,,general protestors,Rallying to save school,0,rally,0,0,0,0,1,1,http://www.mlive.com/news/ann-arbor/index.ssf/2017/11/ypsilanti_wima_update.html,,,,,
Allentown ,Representative Pat Toomey's office ,PA,US,2017-11-28,FB: 68,68,,68,,,POWER Northeast ,Protesting GOP tax plan,1,protest ,0,0,0,0,1,1,http://act.indivisible.org/event/local-actions/7392/signup/?akid=&zip=&source=,https://www.facebook.com/events/127666014584271/,,,,
Ann Arbor ,University of Michigan ,MI ,US,2017-11-28,around 100 ,100,,100,,,Students4Justice ,Protesting possibility of visit by right-wing Richard Spencer to campus ,1,protest ,0,0,0,0,1,1,http://www.mlive.com/news/ann-arbor/index.ssf/2017/11/university_of_michigan_student_124.html,http://www.mlive.com/news/ann-arbor/index.ssf/2017/11/um_student_groups_plan_strike.html,https://www.clickondetroit.com/all-about-ann-arbor/university-of-michigan-students-walk-out-of-class-protesting-negotiations-with-white-nationalist,,,
Charleston,State Capitol,WV,US,2017-11-28,,,,,,,WV Coal Association,Rallying behind use of coal,2,rally,0,0,0,0,1,1,http://www.dominionpost.com/Coal-supporters-rally-in-Charles,http://www.register-herald.com/news/officials-voice-support-of-repealing-clean-power-plan-in-west/article_53241beb-3fcc-5cdb-80cf-7f258c1d5ea8.html,http://www.bdtonline.com/news/w-va-coal-association-rallies-for-repeal-of-clean-power/article_0482eccc-d4a7-11e7-8686-9307ca35b000.html,,,
Denver ,Ink! Coffee Shop ,CO,US,2017-11-28,about 20 ,20,,20,,,general protestors,Protesting Ink!'s gentrification statements ,0,demonstration ,0,0,0,0,1,1,http://kdvr.com/2017/11/28/ink-coffee-shop-reopens-after-sign-controversy/,http://www.wyomingnews.com/news/from_the_wire/denver-coffee-shop-reopens-amid-gentrification-controversy/article_d891f478-d497-11e7-8125-ff54f133537f.html,,,,
Los Angeles,Outside Westwood Federal Building,CA,US,2017-11-28,,,,,,,general protestors,Protesting potential repeal of net neutrality,1,protest,0,0,0,0,1,1,http://abc7.com/technology/fccs-potential-repeal-of-net-neutrality-protested-in-la/2710208/,,,,,
Memphis,City Hall,TN,US,2017-11-28,,,,,,,general protestors,Protesting new town ordinance that limits free speech,0,protest,0,0,0,0,1,1,http://wreg.com/2017/11/28/advocates-protest-their-right-to-free-speech-after-city-council-proposes-change-to-ordinance/,,,,,
Montgomery,State Capitol,AL,US,2017-11-28,about 70,70,,70,,,general protestors,Protesting Roy Moore,1,protest,0,0,0,0,1,1,http://www.montgomeryadvertiser.com/story/news/politics/southunionstreet/2017/11/28/rally-against-roy-moore-fears-future-lgbt-rights/901050001/,,,,,
New Haven,New Haven green,CT,US,2017-11-28,,,,,,,AIDS Project New Haven,Rallying for trans rights,1,rally,0,0,0,0,1,1,https://yaledailynews.com/blog/2017/11/29/residents-rally-for-transgender-community/,,,,,
New York,Brooklyn Courthouse,NY,US,2017-11-28,nearly 100,100,,100,,,Defense lawyers,Protesting ICE intervention in case,1,protest,0,0,0,0,1,1,http://www.nydailynews.com/new-york/brooklyn/defense-attorneys-protest-client-ice-arrest-brooklyn-article-1.3663018,,,,,
North Chelmsford,Harrington Elementary School,MA,US,2017-11-28,,,,,,,parents; students,Rally for teacher put on paid adminstrative leave,0,rally,0,0,0,0,1,1,http://www.lowellsun.com/todaysheadlines/ci_31484664/parents-students-rally-chelmsford-teacher-placed-leave,,,,,
Omaha,Douglas County Courthouse,NE,US,2017-11-28,,,,,,,general protestors,Protesting lack of justice in police shooting of local man,0,protest,0,0,0,0,1,1,http://www.ketv.com/article/grand-jury-convenes-in-bearheels-case-native-americans-protest/13970773,,,,,
Overland Park ,,KS,US,2017-11-28,about 400,400,,400,,,Kobach Campaign ,Rally in support of Kris Kobach,2,protest ,0,0,0,0,1,1,http://www.startribune.com/the-latest-trump-jr-event-in-kansas-draws-protest-backers/460647573/,http://www.registercitizen.com/news/article/Donald-Trump-Jr-leads-Kansas-fundraiser-for-12389939.php,,,,
Overland Park ,,KS,US,2017-11-28,more than 40; roughly 80,40,,80,,,general protestors,counter-protest,1,protest ,0,0,0,0,0,1,http://www.startribune.com/the-latest-trump-jr-event-in-kansas-draws-protest-backers/460647573/,http://www.registercitizen.com/news/article/Donald-Trump-Jr-leads-Kansas-fundraiser-for-12389939.php,http://www.kansascity.com/news/politics-government/article186989828.html,,,
Seattle ,Starbucks' SoDo Headquarters ,OR,US,2017-11-28,,,,,,,Stand.earth,Protesting Starbucks' cups ,0,protest ,0,0,0,0,1,1,http://www.kiro7.com/news/local/protesters-build-8000-cup-wall-monster-in-front-of-starbucks-sodo-headquarters/655222477,https://dailycoffeenews.com/2017/11/28/environmental-group-staging-week-long-protest-at-starbucks-hq-in-seattle/,,,,
Storrs ,University of Connecticut; Schenker Hall (inside and outside) ,CT,US,2017-11-28,about 100; hundreds; 350 ,100,,350,,,Students ,counter-protestor,1,protest ,0,0,0,1,0,1,http://www.courant.com/opinion/editorials/hc-ed-lucian-wintrich-uconn-1130-20171129-story.html,https://nypost.com/2017/11/28/uconn-student-group-to-host-speech-its-ok-to-be-white/,https://www.facebook.com/events/896370530517601/?active_tab=discussion,,https://www.facebook.com/events/648422521995188/,https://twitter.com/thescoop_us/status/936021559956742144
Storrs ,University of Connecticut; Schenker Hall 151,CT,US,2017-11-28,,24,,24,,,UConn College Republicans ,Lucian Wintrich Talk ,2,protest ,2,0,0,0,1,1,http://wtnh.com/2017/11/28/uconn-group-hosting-right-wing-speech-on-racial-politics/,https://nypost.com/2017/11/28/uconn-student-group-to-host-speech-its-ok-to-be-white/,https://www.facebook.com/events/896370530517601/?active_tab=discussion,,http://heavy.com/news/2017/11/lucian-wintrich-assaults-girl-uconn-arrested-video/,
Vista,1800 Thibodo Rd,CA,US,2017-11-28,,,,,,,general protesters,"against President Trump, against U.S. Representative Darryl Issa",1,demonstration,,,,,1,1,https://www.latimes.com/politics/la-pol-ca-issa-protest-20180425-htmlstory.html,,,,,
Vista,1800 Thibodo Rd.,CA,US,2017-11-28,,,,,,,general protesters,for President Trump,2,counter-protest,,,,,0,1,https://www.latimes.com/politics/la-pol-ca-issa-protest-20180425-htmlstory.html,,,,,
Washington ,Outside Senate building,DC,US,2017-11-28,,,,,,,general protestors,Protesting GOP tax plan,1,protest,36,0,0,0,1,1,http://thehill.com/blogs/blog-briefing-room/362223-capitol-police-arrest-36-protesters-outside-senate-budget-hearing,,,,,
Ann Arbor,University of Michigan,MI,US,2017-11-29,15 (pic),15,,15,,,Stop Spencer,Protesting appearance by Richard Spencer,1,protest,0,0,0,0,1,1,https://www.clickondetroit.com/all-about-ann-arbor/university-of-michigan-students-walk-out-of-class-protesting-negotiations-with-white-nationalist,,,,,
Athens,University of Georgia,GA,US,2017-11-29,,,,,,,graduate students,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,https://www.redandblack.com/uganews/graduate-students-protest-tax-bill/article_10e4f69e-d56b-11e7-a1f1-737c2cd6dce9.html,,,,,
Berkeley,UC Berkeley; Sproul Plaza ,CA,US,2017-11-29,dozens; hundreds; about 100; about 300 to 400,24,,400,,,graduate students,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,https://www.berkeleyside.com/2017/11/29/hundreds-rally-uc-berkeley-protest-proposed-graduate-student-tax-hike/,http://www.sfgate.com/bayarea/article/Hundreds-of-Cal-students-say-GOP-tax-bill-will-12393287.php,http://www.dailycal.org/2017/12/05/100-uc-berkeley-graduate-students-protest-republican-tax-plan/,,,
Bloomington,Indiana University,IN,US,2017-11-29,more than 100,100,,100,,,graduate students,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,http://www.idsnews.com/article/2017/11/ciwalkout,,,,,
Boulder,University of Colorado,CO,US,2017-11-29,about 100,100,,100,,,graduate students,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,http://www.dailycamera.com/cu-news/ci_31488699/cu-boulder-grad-students-rally-against-punitive-provision?source=rss,http://www.coloradodaily.com/cu-news/ci_31488699/cu-boulder-grad-students-rally-against-punitive-provision,,,,
Bozeman,Montana State University,MT,US,2017-11-29,,,,,,,graduate students,protest tax reform plan,1,walk out,0,0,0,0,1,1,https://www.bozemandailychronicle.com/news/montana_state_university/msu-grad-students-plan-protest-over-tax-bill/article_811f2c64-24d0-576e-8dca-549b64da9f04.html,,,,,
Carbondale ,Southern Illionis University at Carbondale ,IL,US,2017-11-29,,,,,,,graduate students,protest tax reform plan,1,walk out,0,0,0,0,1,1,http://www.kfvs12.com/story/36944909/siuc-grad-students-to-protest-against-plan-to-tax-tuition-waivers,,,,,
