CityTown,Location,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.,,,,
Vista,1800 Thibodo Rd,CA,US,2017-10-10,,,,,,,general protesters,"against President Trump, against U.S. Representative Darryl Issa",1,demonstration,,,,,1,1,https://www.latimes.com/politics/la-pol-ca-issa-protest-20180425-htmlstory.html,,,,,,,
Vista,1800 Thibodo Rd.,CA,US,2017-10-10,,,,,,,general protesters,for President Trump,2,counter-protest,,,,,0,1,https://www.latimes.com/politics/la-pol-ca-issa-protest-20180425-htmlstory.html,,,,,,,
Ypsilanti,Ypsilanti Community High School,MI,US,2017-10-10,,,,,,,Created Equal,Anti-abortion demonstration,0,protest; demonstration,0,0,0,0,1,1,http://www.mlive.com/news/ann-arbor/index.ssf/2017/10/ypsilanti_anti-abortion.html,,,,,,,
Austin,Outside Texas Commission on Environmental Equality,TX,US,2017-10-11,,,,,,,general protestors,Protesting coal usage,1,protest,0,0,0,0,1,1,http://kxan.com/2016/07/06/anti-coal-groups-protest-commission-on-environmental-quality/,,,,,,,
Fairfield,Intersection of Texas St. and Pennsylvania Ave.,CA,US,2017-10-11,a dozen,12,,12,,,general protestors,Protesting police shooting of man,0,protest,0,0,0,0,1,1,http://www.dailyrepublic.com/solano-news/fairfield/downtown-fairfield/demonstrators-in-fairfield-protest-police-shootings-in-san-francisco/,,,,,,,
Great Falls,Civic Center,MT,US,2017-10-11,about 50,50,,50,,,Northern Plains Research Council,Protesting Keystone XL pipeline,1,protest,0,0,0,0,1,1,http://www.greatfallstribune.com/story/news/2017/10/11/keystone-pipeline-protest-garners-crowd-great-falls-civic-center/755895001/,,,,,,,
Harrisburg,State Capitol steps ,PA,US,2017-10-11,several dozen ,24,,24,,,Tax March ,Protesting Trump's vist to Harrisburg; Protesting Trump's tax reform ,1,protest ,0,0,0,0,1,1,http://www.wgal.com/article/protesters-gather-to-protest-trump-tax-plan/12826787,http://www.philly.com/philly/news/politics/trump-harrisburg-pa-estate-tax-cuts-trucking-20171011.html,,,,,,
Honolulu,,HI,US,2017-10-11,a crowd ,,,,,,Friends Against illegal rentals; Unite Here Local ,Protesting Airbnb ,0,protest ,0,0,0,0,1,1,http://www.sltrib.com/news/business/2017/10/11/anti-airbnb-groups-in-hawaii-protest-vacation-rental-seminars-organized-by-utah-company/,,,,,,,
Jacksonville,University of North Florida,FL,US,2017-10-11,dozens,24,,24,,,Students for a Democractic Society,Take a knee protest; protesting racial inequality,1,protest,0,0,0,0,1,1,http://www.actionnewsjax.com/news/local/unf-students-at-take-a-knee-rally-call-for-police-accountability-more-black-studies/623414861,,,,,,,
Kennesaw,Kennesaw State University,GA,US,2017-10-11,about two dozen,24,,24,,,Students,Rallying in support of cheerleaders who knelt during national anthem,1,rally,0,0,0,0,1,1,http://www.mdjonline.com/news/protestors-rally-in-support-of-ksu-cheerleaders-who-kneeled-during/article_59528c76-af72-11e7-ac5d-17099d4ffece.html,,,,,,,
Madison ,Wisconsin State Capitol ,WI,US,2017-10-11,fewer than 20,20,,20,,,Keep Guns off the UW Madison Campus; Associated Students of Madison,Protesting Senate Bill 169 (would allow residents of state to carry arms),0,protest ,0,0,0,0,1,1,http://www.dailycardinal.com/article/2017/10/amid-madison-gun-incidents-legislators-and-students-rally-against-permitless-carry-bill,,,,,,,
McMinnville,Outside High School,OR,US,2017-10-11,more than 200,200,,200,,,general protestors,Protesting Sec. DeVos,1,protest,0,0,0,0,1,1,http://katu.com/news/local/education-secretary-devos-met-by-protesters-at-mcminnville-high-school,,,,,,,
New Brunswick ,Monument Square Park ,NJ ,US ,2017-10-11,,,,,,,Women Aware ,Vigil for Domestic Violence  Awareness Month,0,vigil ,,,,,1,1,https://www.facebook.com/events/1954334811457116/?ref=br_rs&acontext=%7B%22action_history%22%3A%22null%22%7D,,,,,,,
New Hartford,Outside Rep. Teney's office,CT,US,2017-10-11,,,,,,,general protestors,Protesting Teney's vote for GOP budget,0,protest,0,0,0,0,1,1,http://wrvo.org/post/tenneys-vote-gop-budget-draws-protest,,,,,,,
New York City ,Columbia University,NY,US,2017-10-11,,,,,,,Students,Protesting white supremacist speaker,1,protest,0,0,0,0,1,1,http://www.newsweek.com/protesters-storm-stage-preventing-address-uk-far-right-leader-682451,,,,,,,
Portland,Outside ICE building,OR,US,2017-10-11,,,,,,,general protestors,Protesting ICE,1,protest,6,0,0,0,1,1,http://katu.com/news/local/group-links-arms-outside-portland-ice-facility-to-protest-raids,,,,,,,
Providence,,RI,US,2017-10-11,about 100,100,,100,,,Retired hospital workers,Protesting possible pension cuts,0,protest,0,0,0,0,1,1,http://www.caledonianrecord.com/news/regional/retired-hospital-workers-protest-possible-pension-cuts/article_ec82d987-aea5-5e10-a6ce-17c29e3d5642.html,,,,,,,
Warren,Trumbull County Courthouse,OH,US,2017-10-11,about a dozen,12,,12,,,general protestors,Rallying behind man being tried for murder,0,rally,0,0,0,0,1,1,http://www.tribtoday.com/news/latest-news/2017/10/wed-235-p-m-hamad-trial-starts-amid-protest/,,,,,,,
Baltimore,City Hall to Homeland Security office,MD,US,2017-10-12,about 50,50,,50,,,general protestors,Protesting ICE,1,protest; march,0,0,0,0,1,1,http://baltimore.cbslocal.com/2017/10/12/city-hall-ice-baltimore-raids-march-rally-illegal-immigrants-leaders-activist/,http://www.baltimoresun.com/news/maryland/baltimore-city/bs-md-ci-ice-protest-20171012-story.html,,,,,,
Caln,Outside school administration building,PA,US,2017-10-12,,,,,,,Coatesville Area Teachers Association,"Rallying for better pay, more breaks",0,rally,0,0,0,0,1,1,http://www.dailylocal.com/general-news/20171012/coatesville-teachers-march-on-picket-line,,,,,,,
Chicago,City Hall,IL,US,2017-10-12,,,,,,,Brighton Park Neighborhood Council,Rallying for better funding for Chicago public schools,0,rally,0,0,0,0,1,1,http://chicago.cbslocal.com/2017/10/12/chicago-public-schools-funding/,,,,,,,
Hialeah,Florida National University,FL,US,2017-10-12,hundreds,200,,200,,,Students,Rally to stop violence,0,rally,0,0,0,0,1,1,http://wsvn.com/news/local/hundreds-attend-domestic-violence-rally-at-fnu/,,,,,,,
Honolulu,,HI,US,2017-10-12,hundreds,200,,200,,,Men,March against domestic violence,0,march; rally,0,0,0,0,1,1,http://www.kitv.com/story/36586839/men-march-against-domestic-violence,,,,,,,
Lima,Veteran Memorial Civic Center,OH,US,2017-10-12,,,,,,,general protestors,Rally in support of incumbent mayor,0,rally,0,0,0,0,1,1,http://www.limaohio.com/news/264995/dayton-mayor-speaks-at-women-for-berger-rally,,,,,,,
Los Angeles,On the corner of Leland Way and Seward St. ,CA,US,2017-10-12,,,,,,,Direct Action Everywhere,Protesting lack of animal rights; Vegan protest ,0,protest ,,,,,1,1,https://www.facebook.com/events/349579368820496/?ref=br_rs&acontext=%7B%22action_history%22%3A%22null%22%7D,,,,,,,
Madison,State Capitol,WI,US,2017-10-12,dozens,24,,24,,,general protestors,Protesting bill that would make it harder for cities to be sanctuary,1,protest,0,0,0,0,1,1,http://www.wearegreenbay.com/news/local-news/local-group-takes-bus-to-protest-immigration-related-bill-in-madison/833541662,,,,,,,
Memphis,University of Memphis,TN,US,2017-10-12,,,,,,,Students,Protesting alleged rape off-campus,0,protest,0,0,0,0,1,1,http://www.commercialappeal.com/story/news/crime/2017/10/12/alleged-rape-cases-roil-university-memphis-campus/756565001/,,,,,,,
New Brunswick ,Rutgers University,NJ,US,2017-10-12,From photo: hundreds,200,,200,,,Students,Rally against sexual assault,0,rally,0,0,0,0,1,1,http://www.dailytargum.com/article/2017/10/sexual-assault-survivors-from-rutgers-share-their-stories-during-its-on-us-rally,,,,,,,
New York City ,City Hall,NY,US,2017-10-12,about 200,200,,200,,,Parents,Rallying against plan to give unassigned teachers permanent roles,0,protest,0,0,0,0,1,1,http://nypost.com/2017/10/12/parents-rally-against-plan-to-dump-unassigned-teachers-on-schools/,,,,,,,
Pompton Lakes,,NJ,US,2017-10-12,,,,,,,Residents,Protesting proposal to fix contaminated groundwater,0,protest,0,0,0,0,1,1,http://www.northjersey.com/story/news/environment/2017/10/12/pompton-lakes-residents-rally-oppose-controversial-cleanup-plan/754683001/,,,,,,,
Portland,Lincoln Park,ME,US,2017-10-12,more than 100,100,,100,,,general protestors,Rallying against referendum to give more power to landlords,0,rally,0,0,0,0,1,1,http://www.pressherald.com/2017/10/12/portland-rally-attacks-rent-stabilization-proposal/,,,,,,,
Poughkeepsie,,NY,US,2017-10-12,,,,,,,SNUG,Protesting gun violence  ,1,protest,0,0,0,0,1,1,http://www.midhudsonnews.com/News/2017/October/13/SNUG_rally-13Oct17.html,,,,,,,
San Diego,UC San Diego,CA,US,2017-10-12,,,,,,,general protestors,Protesting GOP efforts to repeal ACA,1,protest,0,0,0,0,1,1,http://www.cbs8.com/story/36584090/local-students-and-veterans-to-protest-trumps-new-orders-on-health-care,,,,,,,
Springfield,UPS facility,MO,US,2017-10-12,dozens,24,,24,,,Retired Teamsters,Protesting potential pension cuts,0,protest,0,0,0,0,1,1,http://www.news-leader.com/story/news/local/ozarks/2017/10/12/retired-teamsters-rally-springfield-protest-possible-pension-cuts/750383001/,,,,,,,
Ypsilanti,Eastern Michigan University,MI,US,2017-10-12,,,,,,,EMU Students for Choice,Counter-protest to pro-life rally on campus,1,rally,0,0,0,0,1,1,http://www.easternecho.com/article/2017/10/emu-students-for-choice-stage-counter-protest-to-anti-abortion-display,,,,,,,
Atlanta,,GA,US,2017-10-13,several dozen,24,,24,,,general protestors,Protesting restaurant's alleged mistreatment of black customers,0,protest,0,0,0,0,1,1,http://www.fox5atlanta.com/news/atlanta-celebrities-lead-restaurant-protests,,,,,,,
Bellevue ,Outside building where DeVos gave speech,WA,US,2017-10-13,hundreds,200,,200,,,Public school teachers,Protesting Betsy DeVos' speech,1,protest ,0,0,0,0,1,1,http://www.thestranger.com/slog/2017/10/14/25471515/ruined-schools-betsy-devos-met-with-protests-in-bellevue,http://www.king5.com/news/local/protests-planned-ahead-of-sec-devos-visit-to-washington/482648507,,,,,,
Des Moines ,Little Cylone's stadium ,IA,US,2017-10-13,more than a dozen ,12,,13,,,Ames High marching band ,Anthem protest ,1,protest ,0,0,0,0,1,1,http://www.desmoinesregister.com/story/news/education/2017/10/16/ames-high-principal-whether-you-applaud-our-students-think-they-should-disciplined-consider-opposite/768605001/,http://www.amestrib.com/news/20171016/school-officials-address-band-member-protest,,http://usatodayhss.com/2017/iowa-band-members-walk-off-field-in-protest-before-playing-of-national-anthem,http://www.kwwl.com/story/36613515/2017/10/17/school-district-show-support-for-band-members-national-anthem-protest,,,
Ferguson,Police Station,MO,US,2017-10-13,about 50,50,,50,,,general protestors,Protesting acquittal of Jason Stockley; police brutality,0,protest,5,0,0,0,1,1,https://www.rt.com/usa/406672-ferguson-arrests-slverdict-police/,,,,,,,
Kildeer,Concorde Banquets,IL,US,2017-10-13,,,,,,,general protestors,Protesting pro-second amendment convention,1,protest,0,0,0,0,1,1,http://www.chicagotribune.com/suburbs/lake-county-news-sun/news/ct-lns-lake-county-gop-gun-giveaway-protest-st-1014-20171013-story.html,,,,,,,
Memphis,FedExForum,TN,US,2017-10-13,,,,,,,general protestors,Protesting confederate monuments,1,protest,0,0,0,0,1,1,http://wreg.com/2017/10/13/protest-for-removal-of-confederate-statue-takes-place-at-fedex-forum/,,,,,,,
National City,National City PD,CA,US,2017-10-13,about 30,30,,30,,,general protestors,Protesting police handling of murder case; demanding justice for victim,0,protest,0,0,0,0,1,1,https://www.sandiegoreader.com/news/2017/oct/16/stringers-justice-jacob-protest-draws-cops/#,,,,,,,
Oklahoma City,Corporation Commission,OK,US,2017-10-13,dozens,24,,24,,,general protestors,"Protesting fracking, calling for a ban on it",1,protest,0,0,0,0,1,1,http://www.koco.com/article/cat-cop-rescues-all-the-strays-she-finds-along-patrol-route/13021206,,,,,,,
Orange,High School to Police Department,NJ,US,2017-10-13,hundreds,200,,200,,,Students,Protesting police after video of cops mishandling students surfaced,0,protest; march,0,0,0,0,1,1,http://www.theroot.com/hundreds-of-new-jersey-students-protest-after-cops-manh-1819454817,,,,,,,
Seattle,Outside Hyatt Regency,WA,US,2017-10-13,hundreds,200,,200,,,general protestors,Protesting Sec. DeVos,1,protest,0,0,0,0,1,1,http://kuow.org/post/photos-hundreds-gather-protest-secretary-education-betsy-devos,,,,,,,
Seattle,Outside Hyatt Regency,WA,US,2017-10-13,,,,,,,general protestors,"Counter-protest, supporting DeVos",2,protest,0,0,0,0,0,1,http://komonews.com/news/local/protesters-counter-protesters-rally-before-devos-speech-in-bellevue,,,,,,,
St. Louis ,Ferguson; South Florissant Road,MO,US,2017-10-13,about 50 ,50,,50,,,general protestors,Protesting acquital of Jason Stockley,0,protest ,2,0,0,0,1,1,http://www.stltoday.com/news/local/crime-and-courts/downtown-protests-are-peaceful-the-day-after-arrested-in-ferguson/article_57f5bff1-27f7-51c3-9146-a3899886bef2.html,http://news.stlpublicradio.org/post/protests-sparked-stockley-verdict-continue-ferguson-police-make-arrests#stream/0,,,,,,
Sturgis,Brown High School,SD,US,2017-10-13,about 30,30,,30,,,Students,Rally for racial justice,1,rally,0,0,0,0,1,1,http://www.blackhillsfox.com/content/news/Sturgis-High-School-students-rally-for-untiy--450840083.html,,,,,,,
Troy,RPI University campus,NY,US,2017-10-13,hundreds,200,,200,,,Students,Protesting decision to remove student management from student union,0,protest,0,0,0,0,1,1,http://www.timesunion.com/news/article/RPI-students-protest-move-by-president-to-take-12277257.php,http://news10.com/2017/10/13/rpi-students-hold-demonstration-to-protect-student-union/,,,,,,
West Allis ,In front of Green and Gold Zone ,WI,US,2017-10-13,3,3,,3,,,general protestors,counter-protest to anthem protest ,2,march ,0,0,0,0,1,1,http://www.jsonline.com/story/communities/southwest/news/west-allis/2017/10/18/athletes-anthem-protest-get-cold-shower-west-allis-sports-store/769983001/,,,,,,,
Woodland ,Woodland High School ,CA,US,2017-10-13,1,1,,1,,,Windy Pappas,Anthem protest ,1,protest ,0,0,0,0,1,1,http://www.sacbee.com/news/local/education/article179175046.html,,,,,,,
Atlanta,,GA,US,2017-10-14,,,,,,,general protestors,"Rallying for transgender, LGBT rights",1,rally,0,0,0,0,1,1,http://wsav.com/2017/10/16/pride-participants-protesters-take-to-the-streets-of-atlanta/,,,,,,,
Atlanta,,GA,US,2017-10-14,,,,,,,general protestors,"Counter-protest, against LGBT",2,protest,0,0,0,0,0,1,http://wsav.com/2017/10/16/pride-participants-protesters-take-to-the-streets-of-atlanta/,,,,,,,
Austin,Outside Texas Court of Criminal Appeals,TX,US,2017-10-14,NA,20,,20,,,UT Students,"Rallying for justice for Rodney Reed, a man convicted of murder",0,rally,0,0,0,0,1,1,http://www.statesman.com/news/local/students-supporters-protest-for-rodney-reed-release/b4az8nhFTmaYGGRvnswhvL/,,,,,,,
Charleston,,SC,US,2017-10-14,,,,,,,Charleston Southern players,protesting problems to getting food service on campus. ,0,demonstration,0,0,0,0,1,1,http://www.live5news.com/story/36618679/charleston-southern-players-remove-csu-decal-from-helmet-in-protest,,,,,,,
Charlestown,Pleasant Ridge,IN,US,2017-10-14,nearly two dozen,24,,24,,,residents,Oppose Colloboration to Rebuild Neighborhood,0,protest,0,0,0,0,1,1,http://www.courier-journal.com/story/news/local/2017/10/14/pleasant-ridge-residents-protest-against-louisville-city-fc-chairman-john-neace/762534001/,,,,,,,
Clovis,Pregnancy Center,NM,US,2017-10-14,about 35,35,,35,,,"Sacred Heart and Our Lady of Guadalupe Church,","Protest against ""anti religious hatred""",0,demonstration ,0,0,0,0,1,1,http://www.easternnewmexiconews.com/story/2017/10/15/news/locals-rally-to-pray-for-america/154456.html,,,,,,,
Fairfax,Outside NRA HQ,VA,US,2017-10-14,about 200,200,,200,,,general protestors,Protesting NRA,1,protest,0,0,0,0,1,1,https://www.washingtonpost.com/local/virginia-politics/ralph-northam-joins-protest-outside-nra-headquarters-as-ads-against-him-start-airing/2017/10/14/97513fb0-b105-11e7-9e58-e6288544af98_story.html?utm_term=.e03a1d6cb88c,http://www.roanoke.com/news/politics/virginia-s-northam-joins-protest-outside-nra-headquarters-as-ads/article_39db2b82-1fc8-5d39-bd41-adb3aab99349.html,,,,,,
Fargo,Downtown,ND,US,2017-10-14,about a dozen,12,,12,,,Northern Prairie Socialists,Protesting cancelled white supremacist rally,1,protest,0,0,0,0,1,1,http://www.wdaz.com/news/4343753-northern-prairie-socialists-hold-protest-downtown-fargo,,,,,,,
Fredon,,NJ,US,2017-10-14,nearly 100,100,,100,,,general protestors,Protesting NJ bear hunt,0,protest,3,0,0,0,1,1,http://www.nj.com/sussex-county/index.ssf/2017/10/bear_hunt_opponent_who_spent_week_in_jail_arrested.html,,,,,,,
Kinderhook,,NY,US,2017-10-14,,,,,,,Indivisble Chatham New York,Protesting Trump's decision to end DACA; rallying for immigration reform,1,protest,0,0,0,0,1,1,https://www.hudsonvalley360.com/article/supporters-rally-federal-dream-act,,,,,,,
Louisville,Louisville Slugger Field,KY,US,2017-10-14,nearly two dozen,24,,24,,,general protestors,Protesting GM of Louisville FC; claiming he is illegally driving people from their homes,0,protest,0,0,0,0,1,1,http://www.whas11.com/news/local/residents-of-s-ind-subdivision-protest-lcfc-chairman/483438343,http://www.courier-journal.com/story/news/local/2017/10/14/pleasant-ridge-residents-protest-against-louisville-city-fc-chairman-john-neace/762534001/,,,,,,
Minneapolis,26th and 28th streets,MN,US,2017-10-14,NA,20,,20,,,general protestors,Protesting proliferation of bike lanes,0,protest,0,0,0,0,1,1,http://www.citypages.com/news/minneapolis-bike-lane-protest-draws-20-people-one-dog/450911493,,,,,,,
Moorehead,The First Congregational Church UCC ,MN,US,2017-10-14,more than 100,100,,100,,,general protestor,Rally for Humanity and Against White Supremacy,0,rally,0,0,0,0,1,1,https://docs.google.com/spreadsheets/d/136-o304JGaiMSFGfiNLmuuBDvKQrrwDzqhFL9Ryed3k/edit?ts=59cba991#gid=0,,,,,,,
New Haven ,Yale Bowl ,CT ,US ,2017-10-14,more than a dozen; around 15 ,12,,15,,,Yale football team ,Anthem protest ,1,protest ,0,0,0,0,1,1,https://yaledailynews.com/blog/2017/10/17/bulldogs-kneel-during-anthem/,,,,,,,
Northborough,Site of future Town Common,MA,US,2017-10-14,nearly 40,40,,40,,,general protestors,Rallying in support of current MA laws against assault rifles,0,rally,0,0,0,0,1,1,http://www.communityadvocate.com/2017/10/15/northborough-residents-rally-for-sensible-gun-laws/,,,,,,,
Oak Park,Oak Park Library,IL,US,2017-10-14,more than 60,60,,60,,,general protestors,Protesting suspension of teacher,0,protest,0,0,0,0,1,1,https://chicago.suntimes.com/news/protest-for-suspended-oak-park-teacher-bring-community-together/,http://www.chicagotribune.com/suburbs/oak-park/news/ct-oak-park-voice-march-tl-1019-2-20171014-story.html,,,,,,
Philadelphia,Lemon Hill,PA,US,2017-10-14,about 30,30,,30,,,general protestors,Neo-Nazi rally,2,rally,0,0,0,0,1,1,http://www.phillyvoice.com/reports-nazi-rally-philly-hit-social-media/,http://6abc.com/politics/white-supremacists-rally-along-boathouse-row/2534785/,,,,,,
Philadelphia,Lemon Hill,PA,US,2017-10-14,,,,,,,Antifa,"Counter-protest, opposing neo-nazis",1,protest,0,0,0,0,0,1,http://www.phillyvoice.com/reports-nazi-rally-philly-hit-social-media/,,,,,,,
Pittsburgh,Heinz Field ,PA,US,2017-10-14,1,1,,1,,,Ian Troost ,Anthem protest ,0,protest,0,0,0,0,1,1,http://www.post-gazette.com/sports/Pitt/2017/10/17/Pitt-kicker-Ian-Troost-on-kneeling-as-a-protest-to-systematic-oppression/stories/201710170214,http://triblive.com/sports/college/pitt/12841149-74/pitt-fans-sound-off-about-ian-troosts-decision-to-kneel-during-anthem,,,,,,
San Antonio,Alamo plaza,TX,US,2017-10-14,about 150,150,,150,,,Alamo Defenders Descendents Association,"Rally to save the Alamo, against Land Commissioner Bush",0,protest,0,0,0,0,1,1,http://www.mystatesman.com/news/state--regional-govt--politics/alamo-cenotaph-rally-turns-against-george-bush-election-bid/VaowF29W3o26Tf6jxKGXXM/,http://www.brownsvilleherald.com/news/texas/article_87967a8b-5014-5660-82c1-4f4403ce63c1.html,,,,,,
Sharpsburg,Shepherd University,MD,US,2017-10-14,a few hundred,100,,200,,,general protestors,Oppose TransCanada Pipeline,0,protest,0,0,0,0,1,1,http://www.journal-news.net/news/local-news/2017/10/local-citizens-join-together-in-transcanada-pipeline-protest/,,,,,,,
Shepherdstown,Rumsey Bridge,WV,US,2017-10-14,hundreds,200,,200,,,general protestors,Protesting planned construction of pipeline,1,protest,0,0,0,0,1,1,https://www.heraldmailmedia.com/news/local/natural-gas-pipeline-protest-on-the-james-rumsey-bridge/image_6136c9b6-b12f-11e7-8355-739bd54bd950.html,,,,,,,
St. Louis ,Ferguson; Downtown St. Louis; Ferguson Police Station ,MO,US,2017-10-14,about 200,200,,200,,,general protestors,Protesting acquittal of Jason Stockley ,0,protest ,5,0,0,0,1,1,http://www.stltoday.com/news/local/crime-and-courts/downtown-protests-are-peaceful-the-day-after-arrested-in-ferguson/article_57f5bff1-27f7-51c3-9146-a3899886bef2.html,http://abcnews.go.com/US/wireStory/arrested-latest-st-louis-area-protests-50480975,,,,,,
Atlanta,intersection of 10th and Peachtree streets,GA,US,2017-10-15,about two dozen,24,,24,,,general protestors,anti-LGBT,2,protest,0,0,0,0,0,1,http://www.projectq.us/atlanta/protesters_troll_wicked_dirty_atlanta_pride_parade,,,,,,,
Atlanta,Ivan Allen Blvd. to Piedmont Park,GA,US,2017-10-15,thousands,2000,,2000,,,general protestors,LGBTQ Pride March,1,march,0,0,0,0,0,1,http://www.ajc.com/news/local/organizers-say-pride-march-likely-set-new-attendance-record/LTqjgpseqC0vOFNdEphyPJ/,https://atlanta.curbed.com/2017/10/16/16480430/photos-pride-parade-atlanta-2017,,,,,,
Atlanta,Mercedes-Benz Stadium,GA,US,2017-10-15,NA,3,,3,,,Kenny Stills; Julius Thomas; Michael Thomas,"National anthem protest, protesting racial inequality",1,protest,0,0,0,0,1,1,http://www.espn.com/blog/nflnation/post/_/id/252736/nfl-players-who-protested-during-national-anthem-in-week-6,http://dailydolphin.blog.palmbeachpost.com/2017/10/15/nfl-national-anthem-protest-three-miami-dolphins-stay-in-tunnel/,,,,,,
Baltimore,M&T Bank Stadium,MD,US,2017-10-15,more than 100,100,,100,,,Empowerment Temple AME Church,"National anthem protest, protesting racial inequality",1,protest,0,0,0,0,1,1,http://www.baltimoresun.com/news/maryland/baltimore-city/bs-md-ci-kneeling-protest-20171015-story.html,,,,,,,
Dearborn,Fordson High School,MI,US,2017-10-15,,,,,,,Students,Protesting school's handling of hazing incident,0,protest,0,0,0,0,1,1,http://www.wxyz.com/news/students-protest-handling-of-alleged-hazing-incident-at-fordson-high-school,,,,,,,
Elizabethtown,Near Essex County Gov. Center,NY,US,2017-10-15,,,,,,,Champlain Valley Friends of Refugees and Immigrants,Protesting Trump's decision to repeal DACA,1,protest,0,0,0,0,1,1,http://www.pressrepublican.com/news/local_news/daca-rally-supports-protections-for-undocumented-immigrants/article_cc70fc7e-9343-588e-8ddf-f698f4d8ccf7.html,,,,,,,
Jacksonville,Everbank Stadium,FL,US,2017-10-15,NA,2,,2,,,Rovert Quinn; Johnny Hekker,"National anthem protest, protesting racial inequality",1,protest,0,0,0,0,1,1,http://www.espn.com/blog/nflnation/post/_/id/252736/nfl-players-who-protested-during-national-anthem-in-week-6,,,,,,,
Kansas City,Arrowhead Park,MO,US,2017-10-15,NA,2,,2,,,Marcus Peters; Ukeme Eligwe,"National anthem protest, protesting racial inequality",1,protest,0,0,0,0,1,1,http://www.espn.com/blog/nflnation/post/_/id/252736/nfl-players-who-protested-during-national-anthem-in-week-6,,,,,,,
Lincoln,Outside Talladega Superspeedway,AL,US,2017-10-15,NA,1,,1,,,general protestors,"Protesting confederate flag, white supremacy",1,demonstration ,0,0,0,0,1,1,http://www.al.com/news/anniston-gadsden/index.ssf/2017/10/protestor_burns_nazi-confedera.html,http://www.pennlive.com/news/2017/10/in_protest_pa_man_burns_nazi-c.html,,,,,,
Los Angeles,Japanese American National Museum,CA,US,2017-10-15,a few hundred,200,,200,,,Council on American-Islamic Relations,Protesting Trump's latest travel ban,1,protest,0,0,0,0,1,1,http://www.latimes.com/local/lanow/la-me-muslim-ban-rally-20171014-story.html,http://www.dailynews.com/2017/10/15/protest-of-trumps-latest-travel-ban-to-take-place-in-downtown-la-today/,http://www.latimes.com/local/lanow/la-me-ln-travel-ban-protest-20171015-story.html,,,,,
Louisville,Federal Courthouse ,KY,US,2017-10-15,dozens,24,,24,,,Kentucky Alliance,Protesting racial injustice by taking a knee,1,rally ,0,0,0,0,1,1,http://www.wlky.com/article/you-cant-keep-the-busy-bee-down-college-professor-keeps-working-after-leukemia-diagnosis/13024984,,,,,,,
New York City ,Chinatown,NY,US,2017-10-15,,,,,,,Chinatown Art Brigade,Protesting racist art show,0,protest,0,0,0,0,1,1,http://www.artnews.com/2017/10/16/racist-art-has-no-business-here-activists-and-chinatown-residents-protest-omer-fast-show-at-james-cohan-gallery/,,,,,,,
Oak Bluffs,Outside Eversource facility,MA,US,2017-10-15,approximately 50,50,,50,,,general protestors,Protesting Eversource's use of pesticides,0,protest,0,0,0,0,1,1,http://www.mvtimes.com/2017/10/15/protest-eversource-spraying-draws-crowd/,,,,,,,
Oakland,Alameda Coliseum,CA,US,2017-10-15,NA,2,,2,,,Marshawn Lynch; Russell Okung,"National anthem protest, protesting racial inequality",1,protest,0,0,0,0,1,1,http://www.espn.com/blog/nflnation/post/_/id/252736/nfl-players-who-protested-during-national-anthem-in-week-6,,,,,,,
Ocean Township ,Municipal Gym ,NJ,US,2017-10-15,,,,,,,Al Gore,Rally for Candidate Phil Murphy ,1,rally ,0,0,0,0,1,1,http://www.app.com/story/news/politics/2017/10/15/al-gore-comes-nj-rally-phil-murphy/751009001/,,,,,,,
Salem,State Capitol,OR,US,2017-10-15,more than 70,70,,70,,,Patriot Prayer,White supremacist rally,2,rally,0,0,0,0,1,1,http://www.statesmanjournal.com/story/news/2017/10/15/patriot-prayer-rallies-oregon-state-capitol/765091001/,,,,,,,
Santa Cruz,UC Santa Cruz,CA,US,2017-10-15,5 or 6,5,,6,,,general protestors,Protesting college Republicans' meeting,1,protest,3,0,0,0,1,1,http://www.foxnews.com/us/2017/10/19/uc-santa-cruz-college-republicans-meeting-disrupted-by-leftist-protesters-three-arrested.html,http://www.santacruzsentinel.com/social-affairs/20171020/uc-santa-cruz-protest-at-republican-student-meeting-leads-to-arrests,,,,,,
Scranton,Lackawanna County Prison,PA,US,2017-10-15,6 (picture/video),6,,6,,,general protestors,Protesting incidents of sexual assault in the prison,0,protest,0,0,0,0,1,1,http://wnep.com/2017/10/15/protesters-rally-against-sexual-violence-at-lackawanna-county-prison/,,,,,,,
Seattle,Westlake Park,WA,US,2017-10-15,a few hundred,200,,200,,,general protestors,Rallying against Trump's immigration policy,1,protest,0,0,0,0,0,1,https://www.seattletimes.com/nation-world/nation-politics/hundreds-protest-trumps-immigration-policies/,,,,,,,
Seattle,,WA,US,2017-10-15,,,,,,,Homeless veterans,Protesting sweep of their encampment by PD,0,protest,0,0,0,0,1,1,http://www.kiro7.com/news/local/homeless-veterans-protest-sweep-by-city-of-seattle/625226099,,,,,,,
Talladega,Near Talladega Superspeedway ,AL,US,2017-10-15,1,1,,1,,,Gene Stilp ,Burning Nazi-Confederate Flag,2,demonstration ,0,0,0,0,1,1,http://www.al.com/news/anniston-gadsden/index.ssf/2017/10/protestor_burns_nazi-confedera.html,,,,,,,
