CityTown,Location,County,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,MacroEvent,Source1,Source2,Source3,Misc.,Source4,Source5,Source6,,,,,,,,,,,,,,,
Old Bridge,Municipal complex off Route 516 and Cottrell Road,,NJ,US,2020-06-25,hundreds,200,,200,,,general protesters,in support of police,2,rally,0,0,0,0,1,1,,https://www.mycentraljersey.com/story/news/local/middlesex-county/2020/06/24/old-bridge-rally-support-police-scheduled-held-thursday/3243759001/,https://www.mycentraljersey.com/story/news/local/2020/06/26/old-bridge-nj-township-hosts-rally-support-police-officers/3264341001/,,,,,,,,,,,,,,,,,,,,
Penfield,outside the Penfield Central School District administration building on Atlantic Avenue ,,NY,US,2020-06-25,dozens,24,,24,,,general protesters,for reopening schools during coronavirus pandemic,0,rally,0,0,0,0,1,1,,https://www.democratandchronicle.com/picture-gallery/news/2020/06/25/roc-educational-freedom-rally-held-penfield/3260580001/,,,,,,,,,,,,,,,,,,,,,
Pittsboro,former site of Pittsboro’s Confederate soldier monument,Chatham,NC,US,2020-06-25,,,,,,,general protesters,"for Confederate heritage, for white supremacy",2,demonstration,1,0,0,0,1,1,20200625-pittsboro-racism,"https://www.chathamnewsrecord.com/stories/man-arrested-in-pittsboro-protest-scuffle,6012",https://www.wral.com/violent-clash-in-pittsboro-over-confederate-monument-leads-to-warrant-assault-charges/19152523/,,verbal clashes and scuffles with counter-protesters; used Confederate flags on poles and hockey sticks as weapons,,,,,,,,,,,,,,,,,,
Port Wentworth,Port Wentworth City Hall,,GA,US,2020-06-25,,,,,,,general protesters,against rezoning to build warehouses,0,protest,,,,,1,1,,https://www.wsav.com/news/local-news/georgia-news/we-dont-want-warehouses-port-wentworth-community-members-stand-against-zoning-request/,,,,,,,,,,,,,,,,,,,,,
Salt Lake City,Utah State Capitol,,UT,US,2020-06-25,approximately 100,100,,100,,,general protesters,"against coronavirus mask mandates, for freedom, against government overreach, for patriotism, against socialism, against shutdowns, in support of small businesses",2,protest,0,0,0,0,1,1,,https://www.abc4.com/news/local-news/group-gathers-at-capitol-to-protest-mask-mandates/,https://www.fox13now.com/news/coronavirus/local-coronavirus-news/protesters-rally-against-covid-19-restrictions-at-utah-state-capitol,,organized by Green Smoothie Girl social media influencer Robyn Openshaw,,,,,,,,,,,,,,,,,,
South Bend,,,IN,US,2020-06-25,count pic,50,,50,,,"Cosecha Movement, Indiana Undocuented Youth Alliance, La Casa De Amistad","for suspending enforcement of immigration law, for giving undocument immigrants access to driver's licenses and professional certificates and in-state college tuition ",1,protest,0,0,0,0,1,1,,https://indianapublicmedia.org/news/advocates-for-undocumented-hoosiers-call-on-lawmakers-for-reform.php,,,,,,,,,,,,,,,,,,,,,
Spokane,Spokane Regional Health District building; City Hall; Washington State University-Spokane campus,,WA,US,2020-06-25,,,,,,,general protesters,against mandatory mask policy during coronavirus pandemic,2,rally,0,0,0,0,1,1,,https://www.krem.com/article/news/health/coronavirus/spokane-protest-face-mask-washington-inslee-coronavirus/293-6a66dad0-ee8b-4692-8e33-01fa533efa6b,https://www.kxly.com/group-gathers-in-downtown-spokane-to-protest-mask-mandate/,,,,,,,,,,,,,,,,,,,,
Taunton,Town Green,,MA,US,2020-06-25,,,,,,,Taunton Education Association; Taunton educators,for rehiring teachers laid off during coronavirus pandemic,0,protest,0,0,0,0,1,1,,https://www.enterprisenews.com/news/20200628/taunton-green-rally-in-support-of-laid-off-teachers-draws-enthusiastic-crowd,,,,,,,,,,,,,,,,,,,,,
Van Wert,outside the county courthouse,,OH,US,2020-06-25,dozens,24,,24,,,Allen County and Van Wert County Humane Societies; Deb's Dogs,against animal cruelty,0,protest,0,0,0,0,1,1,,https://www.limaohio.com/news/416081/target-of-animal-rights-protest-in-van-wert-remains-jailed,https://timesbulletin.com/Content/Default/Homepage-Rotator/Article/Animal-rights-protesters-gather-at-Courthouse/-3/1168/224624,,,,,,,,,,,,,,,,,,,,
Webster,outside the office of the Superintendent of the Penfield Central School District,,NY,US,2020-06-25,count pic,35,,40,,,ROC for Educational Freedom,"for reopening schools during coronavirus pandemic, for parent voice in decisions about school closures, no normal school no taxes, open our schools fully",2,rally,0,0,0,0,1,1,,https://www.wxxinews.org/post/parents-rally-voice-reopening-plans-schools,,,,,,,,,,,,,,,,,,,,,
Woodburn,,,OR,US,2020-06-25,,,,,,,senior citizens,against county decision to isolate people with COVID-19 at a Super 8 Motel in the city,0,protest,0,0,0,0,1,1,,https://www.kptv.com/news/senior-citizens-protest-use-of-motel-in-woodburn-to-isolate-people-with-covid-19/article_004be3f6-b754-11ea-9176-c370da0be4ec.html,,,,,,,,,,,,,,,,,,,,,
Adelanto,Adelanto ICE Processing Center,,CA,US,2020-06-26,more than 150,150,,150,,,detainees,against lockdowns at the Adelanto ICE Processing Facility,0,protest,0,1,0,0,1,1,,https://www.latimes.com/california/story/2020-06-26/immigrants-detained-at-adelanto-staged-a-peaceful-protest-guards-in-riot-gear-pepper-sprayed-them,,,,,,,,,,,,,,,,,,,,,
Alamogordo,White Sands Blvd and 10th Street,Otero,NM,US,2020-06-26,at least 200,200,,200,,,Knights of Columbus,"in support of police, against defunding police, for patriotism, for freedom, Back the Blue, Thin Blue Line, defend police",2,protest,0,0,0,0,1,1,20200626-alamagordo-backtheblue,https://www.alamogordonews.com/story/news/local/community/2020/06/29/back-blue-rally-draws-hundreds/3277294001/,,,,,,,,,,,,,,,,,,,,,
Ashland,Ashland County Fairgrounds,Ashland,OH,US,2020-06-26,over 300,300,,300,,,Shield the Line,"in support of police, Thin Blue Line",2,rally,0,0,0,0,1,1,,https://www.the-daily-record.com/news/20200626/shield-line-rallies-in-support-of-area-law-enforcement,,,,,,,,,,,,,,,,,,,,,
Belvidere,White Township Consolidated School ,Warren,NJ,US,2020-06-26,,,,,,,Citizens for Sustainable Development,"against plan to build warehouse, for sustainable development, for environmental protection",0,protest,,,,,1,1,,https://www.nj.com/warren/2020/06/jaindls-26m-square-foot-warehouse-plan-still-unwelcome-residents-plan-to-say-at-rally.html,,,,,,,,,,,,,,,,,,,,,
College Station,Texas A&M University,Brazos,TX,US,2020-06-26,count video,5,,10,,,general protesters,against removal of Confederate statue on Texas A&M University campus,2,counter-protest,0,0,0,0,1,1,20200626-txaandm-confederacy,https://www.kbtx.com/2020/06/27/protesters-march-across-am-campus-ending-at-controversial-sullivan-ross-statue/,https://www.kbtx.com/2020/07/01/sully-supporter-says-remarks-caught-on-camera-at-protest-are-being-taken-out-of-context/,,Lawrence Sullivan Ross statue,,,,,,,,,,,,,,,,,,
Corpus Christi,Corupus Christi Medican Center-Doctor's Regional,,TX,US,2020-06-26,,,,,,,nurses; healthcare employees,for more PPE and funding for patient care in hospitals during coronavirus pandemic,0,protest,0,0,0,0,1,1,,https://www.caller.com/picture-gallery/news/local/2020/06/26/healthcare-workers-protest-more-ppe-funding-patient-care/3265571001/,https://www.caller.com/story/news/local/2020/06/26/corpus-christi-hospital-workers-push-hca-healthcare-more-ppe/3259446001/,,,,,,,,,,,,,,,,,,,,
Denver,Denver Union Station,,CO,US,2020-06-26,,,,,,,union representing Regional Transportation District operators,"against front-door boarding of public buses during coronavirus pandemic, for safe workplace for bus drivers",0,rally,,,,,1,0,,https://www.coloradopolitics.com/denver/rtd-union-holds-rallies-in-advance-of-front-door-boarding-resumption/article_e13adc70-b7b1-11ea-b255-5b9fd76bdd33.html,,,,,,,,,,,,,,,,,,,,,
Denver,Central Park Station,,CO,US,2020-06-26,,,,,,,union representing Regional Transportation District operators,"against front-door boarding of public buses during coronavirus pandemic, for safe workplace for bus drivers",0,rally,,,,,0,0,,https://www.coloradopolitics.com/denver/rtd-union-holds-rallies-in-advance-of-front-door-boarding-resumption/article_e13adc70-b7b1-11ea-b255-5b9fd76bdd33.html,,,,,,,,,,,,,,,,,,,,,
Grass Valley,Sutton Way and Brunswick Road intersection,,CA,US,2020-06-26,,,,,,,general protesters,in support of police,2,rally,,,,,1,1,,https://www.theunion.com/news/back-the-blue-rallies-show-law-enforcement-support/,,,,,,,,,,,,,,,,,,,,,
Killeen,Fort Hood St. and Rancier Rd. ,,TX,US,2020-06-26,,,,,,,general protesters,"for justice for Vanessa Guillen, against sexual violence",0,protest,0,0,0,0,1,1,,https://www.kens5.com/article/news/military-matters/protest-set-in-killeen-to-continue-to-call-for-answers-in-vanessa-guillens-disappearance/500-88ae14b2-f6db-482a-9ac2-c61134fe3fb0,,,,,,,,,,,,,,,,,,,,,
Lebanon,Heisey's Diner,,PA,US,2020-06-26,over 100,100,,100,,,Lebanon County residents,"in support for Heisey's Diner reopening during coronavirus pandemic; in protest of state's decision to keep Lebanon County in yellow phase of reopening plan, against Governor Wolf, for liberty, for patriotism, for President Trump",2,protest,0,0,0,0,1,1,,https://www.ldnews.com/story/news/2020/06/26/coronavirus-residents-politicians-rally-reopened-lebanon-county-pa-diner-heiseys-green-phase/3263914001/,,,,,,,,,,,,,,,,,,,,,
Marion,downtown,,VA,US,2020-06-26,150-200,150,,200,,,American Patriot Riders,"in support of police, in support of veterans, for right to free assembly",2,rally,0,0,0,0,1,1,,https://www.wdbj7.com/2020/07/01/marion-police-preparing-for-friday-rally/,,,,,,,,,,,,,,,,,,,,,
Morgan Hill,Galvan Park,,CA,US,2020-06-26,hundreds,200,,200,,,general protesters,against ICE; support immigrant children,1,march,0,0,0,0,1,1,,https://www.instagram.com/p/CBwSrujBVN4/,"https://www.freethechildrenus.org/bulletins/2020/7/1/protesters-take-over-morgan-hill-streets#:~:text=%E2%80%98ABOLISH%20ICE%E2%80%99%20Demonstrators%20crowded%20Monterey%20Road%20as%20they,Friday%20evening%20to%20protest%20against%20U.S.%20immigration%20policies.",,,,,,,,,,,,,,,,,,,,
Nutley,Chestnut St and Kennedy Dr,Essex,NJ,US,2020-06-26,less than 50,50,,50,,,general protesters,"in defense of Christopher Columbus statue, for President Trump, All Lives Matter",2,counter-protest,0,0,0,0,1,1,20200626-nutley-blm,https://www.nj.com/essex/2020/06/competing-groups-of-protestors-converge-on-christopher-columbus-statue-in-nj-town.html,https://newjersey.news12.com/italian-american-group-surrounds-columbus-statue-to-protect-it-from-protesters-42298160,,verbal clashes with protesters,,,,,,,,,,,,,,,,,,
Pembroke,West Third St,Robeson,NC,US,2020-06-26,,,,,,,general protesters,against Black Lives Matter march,2,counter-protest,0,0,0,0,1,1,20200626-pembroke-blm,https://www.robesonian.com/news/135712/actions-of-counter-protesters-at-friday-march-draw-condemnation,,,some carried firearms; shouted racial slurs and threats at protesters; threw trash at marchers,,,,,,,,,,,,,,,,,,
Raleigh,North Carolina General Assembly Building,,NC,US,2020-06-26,nearly 100; just under 100,50,,100,,,ReOpen NC,"against state coronavirus mask mandate, against business shutdowns, for Christian values",2,rally,0,0,0,0,1,1,,https://www.islandpacket.com/news/state/north-carolina/article243815872.html,https://myfox8.com/news/reopen-nc-holds-rally-against-mask-mandate/,https://www.newsobserver.com/news/coronavirus/article243815872.html,delivered petition,,,,,,,,,,,,,,,,,,
Roswell,Chaves County Courthouse,Chaves,NM,US,2020-06-26,,,,,,,general protesters,"in support of police, Back the Blue, Thin Blue Line",2,rally,0,0,0,0,1,1,,https://www.rdrnews.com/2020/06/26/back-the-blue-rally-held-in-downtown-roswell/,,,,,,,,,,,,,,,,,,,,,
Salem,Salem Willows Park,Essex,MA,US,2020-06-26,,,,,,,general protesters,"against Black Lives Matter protest, in support of police, for unity",2,counter-protest,0,0,0,0,1,1,20200626-salem-blm,https://www.salemnews.com/news/local_news/more-than-100-protesters-march-through-salem-demand-police-defunding/article_845e2099-0836-5547-9d45-9731225299d3.html,,,,,,,,,,,,,,,,,,,,,
Springfield,Springfield Public Library,,OR,US,2020-06-26,four or five,4,,5,,,motorcyclists,against Black Lives Matter protesters,2,counter-protest,0,0,0,0,1,1,20200626-springfield-blm,https://www.kezi.com/content/news/Independent-report-gives-Springfield-Police-Departments-response-to-T,https://www.dailyemerald.com/news/black-unity-led-springfield-protest-results-in-standoff-with-police/article_40cc272e-b9b1-11ea-85b8-cfbd62f771eb.html,,carried firearms; revved motorcycles,,,,,,,,,,,,,,,,,,
Sweet Home,Sweet Home Police Department,,OR,US,2020-06-26,200-300,200,,300,,,general protesters,in support of local law enforcement; Back the Blue,2,rally,0,0,0,0,1,1,,https://www.bendbulletin.com/localstate/state/supporters-rally-in-sweet-home-for-local-law-enforcement/article_07f913ee-b727-11ea-b61f-1b15fbd21360.html,,,,,,,,,,,,,,,,,,,,,
Tarrytown ,Patriots Park ,Westchester,NY,US,2020-06-26,count pic,60,,80,,,general protesters,"in support of police, against Black Lives Matter",2,counter-protest,0,0,0,0,1,1,20200626-tarrytown-blm,https://www.lohud.com/picture-gallery/news/local/2020/06/27/pro-police-and-blm-rallies-tarrytown/3269089001/,,,,,,,,,,,,,,,,,,,,,
Taunton,on the Green,,MA,US,2020-06-26,hundreds,200,,200,,,Taunton Education Association; Taunton educators,protest against school cuts and layoffs; concern over fall school reopening plan due to COVID-19,0,protest,0,0,0,0,1,1,,https://boston.cbslocal.com/2020/06/26/teachers-rally-against-layoffs-school-cuts-in-taunton/,,,,,,,,,,,,,,,,,,,,,
Tavares,,Lake,FL,US,2020-06-26,hundreds,200,,200,,,general protesters,"in support of police, Back the Blue, Thin Blue Line, for patriotism",2,march; rally,0,0,0,0,1,1,,https://www.dailycommercial.com/news/20200627/hundreds-turn-out-for-ldquoback-bluerdquo-rally-in-tavares,,,,,,,,,,,,,,,,,,,,,
Upton,,,MA,US,2020-06-26,handful,5,,5,,,general protesters,against holding annual town meeting indoors during coronavirus pandemic,0,protest,0,0,0,0,1,1,,https://www.metrowestdailynews.com/news/20200626/upton-town-meeting-held-despite-protesters,https://www.telegram.com/news/20200626/upton-town-meeting-held-indoors-despite-pandemic-protesters,,,,,,,,,,,,,,,,,,,,
White Township,outside White Township Consolidated School at Routes 519 and 46,,NJ,US,2020-06-26,,,,,,,Citizens for Sustainable Development,"against Jaindl Land Company's plan to build warehouse, for sustainable development, for environmental protection",0,rally,0,0,0,0,1,1,,https://www.lehighvalleylive.com/warren-county/2020/06/jaindls-26m-square-foot-warehouse-plan-still-unwelcome-residents-plan-to-say-at-rally.html,,,,,,,,,,,,,,,,,,,,,
Allendale ,Allendale Community Park,Ottawa,MI,US,2020-06-27,dozens,24,,24,,,Michigan Liberty Militia,"against removal of Confederate monument, leave it up",2,counter-protest,0,0,0,0,1,1,20200627-allendale-confederacy,https://www.fox17online.com/news/local-news/lakeshore/ottawa/protesters-rally-near-controversial-civil-war-statue-in-allendale,https://www.mlive.com/news/grand-rapids/2020/06/hundreds-gather-in-ottawa-county-to-protest-confederate-statue-in-park-demand-removal.html,,wore tactical gear and carried firearms,,,,,,,,,,,,,,,,,,
Alpena,Great Lakes Maritime Trail to Culligan Plaza,,MI,US,2020-06-27,about 100,100,,100,,,general protesters,in support of LGBTQIA+ community,1,march,0,0,0,0,1,1,,https://www.thealpenanews.com/news/local-news/2020/06/dozens-march-in-alpena-in-support-of-lgbtqia-community/,,,,,,,,,,,,,,,,,,,,,
Anaheim ,,Orange,CA,US,2020-06-27,about 200,200,,200,,,the Coalition of Resort Labor Unions ,against reopening plans at Disneyland amid COVID-19 pandemic,0,protest,0,0,0,0,1,1,,https://mobile.reuters.com/article/BigStory12/idUSKBN23Y0WN,,,,,,,,,,,,,,,,,,,,,
Avon,Nottingham Park,,CO,US,2020-06-27,about 70,70,,70,,,general protesters,in celebration of LGBTQIA+ community,1,march,0,0,0,0,1,1,,https://www.vaildaily.com/news/dozens-march-to-celebrate-vail-area-lgbtq-community/,,,,,,,,,,,,,,,,,,,,,
Bossier City,Bossier City Hall,,LA,US,2020-06-27,,,,,,,general protesters,against Black Lives Matter march,2,counter-protest,0,0,0,0,1,1,20200627-bossiercity-blm,https://www.arklatexhomepage.com/news/local-news/small-protest-to-relocate-confederate-statue-morphs-into-crowd-of-300/,,,,,,,,,,,,,,,,,,,,,
Boston,Massachusetts State House,Suffolk,MA,US,2020-06-27,about 50,50,,50,,,Super Happy Fun America,"in support of police, Blue Lives Matter, Thin Blue Line",2,protest,0,0,0,0,1,1,20200627-boston-superhappyfunamerica,https://www.nbcboston.com/news/local/pro-police-rally-in-boston-met-by-large-counter-protest/2150300/,https://www.bostonglobe.com/2020/06/27/metro/black-lives-matter-sparks-protests-across-boston-saturday/,https://www.masslive.com/politics/2020/06/nazi-symbol-spotted-at-massachusetts-state-house-pro-police-rally-draws-scrutiny.html,,,,,,,,,,,,,,,,,,,
Boulder,Gunbarrel King Soopers,Boulder,CO,US,2020-06-27,about 15,15,,15,,,general protesters,against noise pollution,0,protest,0,0,0,0,1,1,,https://www.dailycamera.com/2020/06/27/citizens-for-quiet-skies-rally-saturday-to-put-an-end-to-airplane-noise-pollution-over-boulder-county/,,,,,,,,,,,,,,,,,,,,,
Branson,Dixie Outfitters,Taney,MO,US,2020-06-27,more than 100; about 150,100,,150,,,general protesters,"against removal of store that sells Confederate memorabilia, for President Trump, for patriotism, for freedom, White Lives Matter",2,counter-protest,1,0,0,0,0,1,20200627-branson-confederacy,https://www.ky3.com/content/news/Dixie-Outfitters-protesters-supporters-speak-out-during-demonstration-571524781.html,https://www.news-leader.com/picture-gallery/news/2020/06/27/dixie-outfitters-branson-confederate-store-sees-protests/3272452001/,,some openly carried firearms; lots of Confederate flags; verbal confrontations with protesters,,,,,,,,,,,,,,,,,,
Brattleboro,Pliny Park ,Windham,VT,US,2020-06-27,about 25,25,,25,,,general protesters,"for President Trump, for patriotism",2,rally,0,0,0,0,1,1,20200627-brattleboro-maga,"https://www.reformer.com/stories/maga-rally-draws-counter-protestors,608114",,,verbal confrontations with counter-protesters,,,,,,,,,,,,,,,,,,
Byram,CO Johnson Park,,NJ,US,2020-06-27,about 10,10,,10,,,general protesters,"against Black Lives Matter protesters, All Lives Matter",2,counter-protest,0,0,0,0,1,1,20200627-byram-blm,https://www.njherald.com/story/news/2020/06/27/black-lives-matter-byram-continues-call-for-social-change/42279897/,,,,,,,,,,,,,,,,,,,,,
Crystal Lake ,Route 176; Police Station,McHenry,IL,US,2020-06-27,,,,,,,general protesters,in support of police,2,motorcycle ride,0,0,0,0,1,1,20200627-crystallake-backtheblue,https://www.nwherald.com/2020/06/27/black-lives-matters-demonstrators-hold-rallies-saturday-to-counteract-back-the-blue-ride/aunj1zv/,,,,,,,,,,,,,,,,,,,,,
Decatur,,Macon ,IL,US,2020-06-27,,,,,,,general protesters,"in support of police, Back the Blue",2,rally,0,0,0,0,1,1,,https://herald-review.com/news/local/public_safety/watch-now-back-the-blue-rally-in-decatur/video_11c68fda-4ea9-5bc6-9190-12912c5dff2e.html,,,,,,,,,,,,,,,,,,,,,
Denver,Manual High School to Blair Caldwell Library Voter Service and Polling Center,Denver,CO,US,2020-06-27,,,,,,,general protesters,for voting rights,0,march,0,0,0,0,1,1,,https://denver.cbslocal.com/2020/06/27/colorado-march-polls-primary/,,,,,,,,,,,,,,,,,,,,,
Elmhurst,Elmhurst police station,DuPage,IL,US,2020-06-27,,,,,,,general protesters,in support of police,2,rally,,,,,1,1,,https://www.dailyherald.com/news/20200707/dicianni-i-wont-apologize-for-standing-up-for-cops,,,,,,,,,,,,,,,,,,,,,
Erie,Perry Square,,PA,US,2020-06-27,,,,,,,general protesters,"in support of police, Back the Blue",2,protest,,,,,1,1,,https://www.yourerie.com/news/councilman-to-host-back-the-blue-rally-in-support-of-law-enforcement/,,,,,,,,,,,,,,,,,,,,,
Eugene,Lane County Jail,,OR,US,2020-06-27,,,,,,,inmates,for better protections against COVID-19 for jail inmates,0,hunger strike,0,0,0,0,1,1,,https://www.klcc.org/post/lane-county-jail-detainees-10th-day-hunger-strike-protesters-gather-solidarity,,,,,,,,,,,,,,,,,,,,,
Grass Valley,"Safeway, 105 Neal St",,CA,US,2020-06-27,,,,,,,general protesters,in support of police,2,rally,,,,,1,1,,https://www.theunion.com/news/back-the-blue-rallies-show-law-enforcement-support/,,,,,,,,,,,,,,,,,,,,,
Houston,online,Harris,TX,US,2020-06-27,,,,,,,Pride Houston,for LGBTQ+ pride,1,virtual rally,,,,,1,1,,https://cw39.com/news/local/community/pride-houston-announces-march-at-houston-city-hall-queer-art-exhibit-opens-in-houston-for-pride-month/,https://abc13.com/society/pride-houston-solidarity-march-moved-to-virtual-event/6272136/,,,,,,,,,,,,,,,,,,,,
Jacksonville,outside Jacksonville Sheriff's Office headquarters,Duval ,FL,US,2020-06-27,an estimated 150,150,,150,,,Jacksonville Community Action Committee; Dignity Florida; New Florida Majority; the Northside Coalition of Jacksonville ,"for better treatment of Duval County jail inmates during coronavirus pandemic, for release of nonviolent offenders",0,protest,0,0,0,0,1,1,,https://www.jacksonville.com/news/20200627/jacksonville-protesters-demand-dignity-for-duval-jail-inmates,,,,,,,,,,,,,,,,,,,,,
Kenosha,Civic Center Park,Kenosha,WI,US,2020-06-27,more than 200,200,,200,,,general protesters,"in support of police, Back the Blue, Blue Lives Matter, for patriotism",2,rally,0,0,0,0,1,1,20200627-kenosha-backtheblue,https://madison.com/news/local/crime-and-courts/rally-to-support-police-in-kenosha-briefly-disrupted-by-protesters/article_68fae849-8a1b-5d8b-9d59-23a059041c1c.html,https://www.channel3000.com/support-police-rally-in-kenosha-briefly-disrupted-by-clashes/,https://www.kenoshanews.com/news/local/back-the-blue-rally-disrupted-briefly-by-anti-law-enforcement-group/article_8deb389c-b216-59b6-ace8-0f11178a43d1.html,verbal clashes with counter-protesters; assaulted counter-protesters,,,,,,,,,,,,,,,,,,
Hopatcong,Lake Hopatcong,,NJ,US,2020-06-27,FB: 770,770,,770,,,Sussex County Republican Committee,for President Trump,2,boat parade,0,0,0,0,1,1,20200627-lakehopatcong-trump,https://nj1015.com/trump-boat-parade-planned-at-nj-lake-spurring-counter-protest/,https://newjersey.news12.com/protrump-boat-parade-to-be-held-at-lake-hopatcong-protesters-expected-42292936,https://www.thedailyjournal.com/story/news/local/2020/06/25/pro-trump-boat-parade-set-for-saturday-to-be-met-by-opposing-group/112018118/,,https://www.northjersey.com/story/news/local/2020/06/25/pro-trump-boat-parade-set-for-saturday-to-be-met-by-opposing-group/112018118/,https://www.facebook.com/events/936191150487354/,https://nypost.com/2020/06/25/pro-trump-anti-trump-supporters-to-face-off-on-new-jersey-lake/,,,,,,,,,,,,,,,
Hopatcong,River Styx Bridge,,NJ,US,2020-06-27,,,,,,,general protesters,"against President Trump, against hatred and bigotry",1,counter-protest,0,0,0,0,0,1,20200627-lakehopatcong-trump,https://nj1015.com/trump-boat-parade-planned-at-nj-lake-spurring-counter-protest/,https://newjersey.news12.com/protrump-boat-parade-to-be-held-at-lake-hopatcong-protesters-expected-42292936,https://www.thedailyjournal.com/story/news/local/2020/06/25/pro-trump-boat-parade-set-for-saturday-to-be-met-by-opposing-group/112018118/,,https://nypost.com/2020/06/25/pro-trump-anti-trump-supporters-to-face-off-on-new-jersey-lake/,https://www.northjersey.com/story/news/local/2020/06/25/pro-trump-boat-parade-set-for-saturday-to-be-met-by-opposing-group/112018118/,,,,,,,,,,,,,,,,
Las Cruces,City of Las Cruces Police Department,,NM,US,2020-06-27,about 50,50,,50,,,general protesters,"in support of police, Back the Blue",2,rallly,0,0,0,0,1,1,,https://kvia.com/news/new-mexico/2020/06/27/back-the-blue-several-dozen-rally-in-support-of-las-cruces-police/,,,,,,,,,,,,,,,,,,,,,
Las Vegas,Nevada State Business Center,,NV,US,2020-06-27,,,,,,,AFSCME,for inclusion of state workers in negotiations over budget cuts necessitated by coronavirus pandemic,0,rally,,,,,1,1,,https://www.nevadaappeal.com/news/nevada-state-workers-call-saturday-rallies-over-budget-cuts/,,,,,,,,,,,,,,,,,,,,,
Longview,Gregg County Courthouse,,TX,US,2020-06-27,hundreds,200,,200,,,general protesters,"for Christian values, against unrest and strife, in support of police, for safety during coronavirus pandemic",2,rally,0,0,0,0,1,1,,https://www.news-journal.com/news/local/a-call-to-action-hundreds-attend-longview-prayer-rally-in-response-to-global-unrest/article_03ccddb4-b8d5-11ea-954f-33117053060e.html,https://www.news-journal.com/news/local/gregg-county-courthouse-prayer-rally-saturday-black-lives-matter-protest-at-same-time-place-canceled/article_583bd57e-b729-11ea-bdd8-3f3e60c91f09.html,,,,,,,,,,,,,,,,,,,,
Louisville,Thurman Hutchins Park,,KY,US,2020-06-27,about 30,30,,30,,,general protesters,for President Trump,2,rally,0,0,0,0,1,1,,https://www.courier-journal.com/story/news/local/2020/06/27/louisville-police-protesters-gather-saturday-breonna-taylor-counter-protest/3259717001/,,,,,,,,,,,,,,,,,,,,,
Olympia,Heritage Park,,WA,US,2020-06-27,about 500,500,,500,,,The Washington State Three Percenters,"for conservatives' rights, for President Trump, for freedom, against tyranny, for patriotism",2,rally,0,0,0,0,1,1,,https://www.tri-cityherald.com/news/state/article243857372.html,https://www.oregonlive.com/nation/2020/06/did-comedian-sacha-baron-cohen-crash-a-conservative-rally.html,https://www.usatoday.com/story/entertainment/celebrities/2020/06/28/sacha-baron-cohen-may-have-crashed-conservative-rally-racist-song/3274969001/,speakers included Patriot Prayer and III%ers; event pranked by Sascha Baron Cohen,,,,,,,,,,,,,,,,,,
Richmond,Sherwood Avenue,Henrico ,VA,US,2020-06-27,,,,,,,Virginia Pride,"commemorating the anniversary of the Stonewall Uprising, for LGBTQ+ rights",1,march,,,,,1,1,,https://www.nbc12.com/2020/06/26/lgbtq-holding-march-black-lives/,,,,,,,,,,,,,,,,,,,,,
Rochester,,,MN,US,2020-06-27,about two dozen,24,,24,,,Brown Berets Minnesota; Rochester United,for immigrants' rights,1,protest,0,0,0,0,1,1,,https://www.kimt.com/content/news/571534461.html,,,,,,,,,,,,,,,,,,,,,
Ruch,,,OR,US,2020-06-27,around a dozen,12,,12,,,Applegate Neighborhood Network,"against Bear Grub timber sale, for environmental conservation, for recreational opportunities",0,rally,0,0,0,0,1,1,,https://kobi5.com/news/local-news/applegate-neighborhood-network-hosts-rally-opposing-bear-grub-timber-sale-131322/,,,,,,,,,,,,,,,,,,,,,
Saint Clair Shores,,,MI,US,2020-06-27,,,,,,,general protesters,"against Black Lives Matter protesters, All Lives Matter",2,counter-protest,0,1,0,0,1,1,20200627-stclairshores-blm,https://www.candgnews.com/news/protest-march-results-in-minor-skirmishes-in-st-clair-shores-117929,,,"one counter-protester verbally confronted marchers, then scuffled with marchers; separate vehicle ramming incident",,,,,,,,,,,,,,,,,,
Saint Louis,Art Hill in Forest Park,,MO,US,2020-06-27,,,,,,,Catholics,"in defense of Apotheosis of St. Louis statue, for Catholic values, for peace",0,counter-protest,0,2,0,0,1,1,20200627-stlouis-statue,https://www.foxnews.com/us/st-louis-protesters-future-statue-to-citys-namesake,https://www.stltoday.com/news/local/watch-now-police-divide-protesters-and-people-praying-at-the-king-louis-statue/video_9e9ce7b3-86cf-51f9-ac25-4bf2b29a7e9e.html,https://www.kmov.com/news/catholics-and-protesters-clash-over-louis-ix-statue-in-forest-park/article_2eaa97ec-ba4c-11ea-ab06-c790b40a420e.html,prayed at statue,,,,,,,,,,,,,,,,,,
Saint Paul,Minnesota Governor's Residence,,MN,US,2020-06-27,count pic ,50,,70,,,Bikers for 45,"in support of police, for President Trump, for patriotism",2,rally,0,0,0,0,1,1,20200627-stpaul-backtheblue,https://www.mprnews.org/story/2020/06/27/opposing-protests-in-st-paul-call-for-supporting-or-defunding-police,,,verbal clashes with counter-protesters,,,,,,,,,,,,,,,,,,
